"","cps19_ResponseId","ethnicity","own_residence","cps19_income_cat","cps19_education","cps19_bornin_canada","education","language","votechoice","age_bracket","province"
"11300","R_1eJXhui14x6hPv3","Canadian",1,2,10,1,"Postgrad","English",2,"65-74","Quebec"
"11301","R_3lLerMaLptsZTjr","English",1,7,10,1,"Postgrad","English",2,"55-64","Ontario"
"11302","R_2QrefEerpP4nBGz","Canadian",1,6,9,1,"Bachelors","English",2,"45-54","British Columbia"
"11303","R_A7ChtQ6czNIuW09","Canadian",1,6,9,1,"Bachelors","French",5,"35-44","Quebec"
"11304","R_XZJMH77tgLrAgwN","Indian",1,3,9,2,"Bachelors","English",1,"55-64","Ontario"
"11305","R_1GDU6VvJF75eSQN","Canadian",1,6,7,1,"College/Trades","English",2,"45-54","Ontario"
"11306","R_39k4vwSwbdhMz4J","English",0,2,5,1,"High school","English_and_French",2,"18-24","Quebec"
"11307","R_1mJJAMcJmNEIYnV","English",0,3,6,1,"College/Trades","English",2,"25-34","Ontario"
"11308","R_24xedLmbQOf8mxP","Italian",1,6,7,1,"College/Trades","English",2,"35-44","Ontario"
"11309","R_2dgVowcW60A937y","English",1,6,10,1,"Postgrad","English",2,"35-44","Ontario"
"11310","R_3CHO6NzeEMkYNG0","Canadian",1,5,9,1,"Bachelors","English",2,"45-54","Ontario"
"11311","R_2YfA7eSqJimQWMN","Scottish",1,6,9,1,"Bachelors","Neither",1,"35-44","Quebec"
"11312","R_vuYbskwxp9UtKyR","English",1,6,6,1,"College/Trades","English",1,"25-34","Ontario"
"11313","R_xarizGja1poI6xb","Canadian",0,2,9,1,"Bachelors","French",6,"45-54","Quebec"
"11314","R_RttVjJ7f6EGOKU9","Canadian",1,4,5,1,"High school","French",2,"45-54","Quebec"
"11315","R_2VQEjVEC3OyI8Od","Indian",0,4,10,1,"Postgrad","English",1,"25-34","Maintoba"
"11316","R_3jdtJl30EQ4oiMt","Italian",1,4,8,1,"Bachelors","English",1,"55-64","Ontario"
"11317","R_2qBHoX6465a7hfy","English",0,2,5,1,"High school","English",1,"25-34","Alberta"
"11318","R_1FLgmSaD4xaP4Ti","Canadian",1,9,6,2,"College/Trades","Neither",2,"65-74","Ontario"
"11319","R_9SpStEC0s3t6qYN","Canadian",1,5,9,1,"Bachelors","English_and_French",1,"65-74","Quebec"
"11320","R_3EYBPNztT5pbP0f","Canadian",0,3,5,1,"High school","English",1,"55-64","British Columbia"
"11321","R_1H0797sYxSDCMFA","Italian",1,3,9,1,"Bachelors","French",3,"18-24","Ontario"
"11322","R_R8p0991fU899w4x","Italian",1,3,9,1,"Bachelors","Neither",1,"55-64","Ontario"
"11323","R_XMSWvqpRKh9393H","Canadian",1,6,9,1,"Bachelors","French",2,"45-54","Quebec"
"11324","R_2CJvuYq35KcwcVC","German",0,2,7,1,"College/Trades","Neither",2,"45-54","Maintoba"
"11325","R_1dm1UXnxHkrYDsG","Canadian",0,2,9,1,"Bachelors","English",3,"18-24","Alberta"
"11326","R_1KdT5ft0Kh3NuI6","English",0,2,7,1,"College/Trades","English_and_French",5,"25-34","Quebec"
"11327","R_3sgoPcVZpHUTLiV","Irish",1,6,9,1,"Bachelors","English",1,"55-64","Alberta"
"11328","R_3MmQy6ACTc2Lq5k","Canadian",1,4,9,1,"Bachelors","English",1,"65-74","Alberta"
"11329","R_12ijXyUcsIWTIjy","English",0,8,8,1,"Bachelors","English_and_French",2,"35-44","Alberta"
"11330","R_1OBqoSpluRsdpzt","Canadian",0,3,5,1,"High school","English",1,"35-44","Ontario"
"11331","R_2V3iXQAT4H1mbba","German",1,3,5,2,"High school","Neither",1,"65-74","Ontario"
"11332","R_phkBP92IBXDxmIp","Canadian",0,2,4,1,"No degree/ diploma","French",1,"35-44","Quebec"
"11333","R_2DXPYFO3TNlHo5K","English",1,3,5,2,"High school","English",5,"25-34","Maintoba"
"11334","R_3r2L4ilNmeOkjgG","Canadian",1,4,6,1,"College/Trades","English_and_French",1,"18-24","Ontario"
"11335","R_10rr1IlcAsR2oD0","Canadian",1,6,10,1,"Postgrad","English",1,"55-64","Maintoba"
"11336","R_UaUY9lZKcNSKZQ5","Canadian",1,5,6,1,"College/Trades","French",4,"55-64","Quebec"
"11337","R_2fjuE78pozVxyQc","Canadian",0,4,8,1,"Bachelors","English_and_French",2,"18-24","Ontario"
"11338","R_27g9wfFPO59E5pP","Chinese",1,3,5,2,"High school","English",2,"65-74","Ontario"
"11339","R_331mM0eLa7wLht3","Canadian",0,4,10,2,"Postgrad","English_and_French",3,"75+","Quebec"
"11340","R_yl5bklPlbBMiUed","Canadian",0,3,7,1,"College/Trades","English_and_French",3,"45-54","British Columbia"
"11341","R_2doPwio7kYMOgTb","German",1,4,7,1,"College/Trades","English",1,"65-74","Ontario"
"11342","R_3saC2r4tntLzp0p","German",0,3,7,1,"College/Trades","English",1,"45-54","Ontario"
"11343","R_3I6jlFsQOsS1TYo","Canadian",0,5,9,1,"Bachelors","French",1,"25-34","Quebec"
"11344","R_DAXs6ajtq9XzZgl","English",1,6,9,1,"Bachelors","English_and_French",1,"55-64","Ontario"
"11345","R_25SBUF4eRdt1fPw","First Nations",1,5,5,1,"High school","French",1,"45-54","Quebec"
"11346","R_vCypTA12MrOYQI9","Canadian",1,9,6,1,"College/Trades","English_and_French",2,"45-54","Alberta"
"11347","R_XMbz6EmKiSXGSml","Canadian",1,5,9,1,"Bachelors","English",5,"55-64","Ontario"
"11348","R_3TVqwATxbNnvgzf","Canadian",0,2,7,2,"College/Trades","English",5,"25-34","British Columbia"
"11349","R_31tQMVOb3TTIewh","English",1,6,7,1,"College/Trades","English",2,"25-34","Alberta"
"11350","R_1mgGmWZezTAmEoB","Canadian",1,5,10,1,"Postgrad","English",2,"25-34","Ontario"
"11351","R_2bTTv367nao2uKX","Canadian",1,4,9,2,"Bachelors","Neither",1,"45-54","Quebec"
"11352","R_28TZXTZk8VKxxgr","Canadian",0,2,5,2,"High school","Neither",2,"35-44","Maintoba"
"11353","R_1FgZX5K6prW5WzG","Canadian",1,5,6,1,"College/Trades","English",2,"35-44","Ontario"
"11354","R_2OGX3dWDugNl4RH","Canadian",1,6,9,1,"Bachelors","Neither",3,"65-74","Maintoba"
"11355","R_1qfdvqRd6XpK1bb","Canadian",1,6,7,1,"College/Trades","English",2,"25-34","Ontario"
"11356","R_Rw6ppf9jlWe0E1z","Chinese",1,4,5,1,"High school","Neither",2,"25-34","Ontario"
"11357","R_2DRHveUBmvb6hrA","Canadian",0,3,8,1,"Bachelors","French",1,"35-44","Quebec"
"11358","R_3PAaT412fAskTDC","English",1,9,7,1,"College/Trades","English",1,"65-74","Quebec"
"11359","R_12DC7OTEwJAxoPT","Canadian",1,8,11,2,"Postgrad","French",1,"18-24","Quebec"
"11360","R_2f8lUb4G9ArN6gl","Canadian",1,6,9,2,"Bachelors","Neither",3,"45-54","Ontario"
"11361","R_2YRhC8I9wNTJw18","Canadian",0,4,9,1,"Bachelors","English_and_French",2,"35-44","Alberta"
"11362","R_2QumUnL3Fv3sXPZ","Canadian",0,5,8,1,"Bachelors","English",1,"25-34","Ontario"
"11363","R_3M4ln9YIgsnMY00","Canadian",1,6,10,1,"Postgrad","English",1,"55-64","Ontario"
"11364","R_1pZ4sAPiJ3UtL4Q","English",1,4,10,1,"Postgrad","English",6,"35-44","Quebec"
"11365","R_1jOFb8GIHK8evNM","English",1,6,10,2,"Postgrad","English",1,"35-44","Alberta"
"11366","R_1CrMob7Hzic1Ob4","Canadian",1,3,9,1,"Bachelors","English",1,"45-54","Ontario"
"11367","R_VKfrxwcaVG9HBn3","Canadian",1,3,7,1,"College/Trades","English",1,"65-74","Alberta"
"11368","R_2QKa0m7j7t6spYi","Chinese",1,5,9,1,"Bachelors","English",1,"35-44","Ontario"
"11369","R_2VqpVwZUOgKtcuG","Canadian",1,5,7,1,"College/Trades","Neither",2,"75+","Saskatchewan"
"11370","R_3lxWPvnMH9gKRS6","Canadian",1,2,10,1,"Postgrad","Neither",1,"55-64","Maintoba"
"11371","R_2sQDvCKgieLwuNV","Canadian",1,4,9,1,"Bachelors","English_and_French",3,"35-44","Quebec"
"11372","R_1Cmezv5OtZcfXgE","Canadian",0,2,4,1,"No degree/ diploma","French",3,"35-44","Quebec"
"11373","R_d1gHUbmXwLgvbax","Canadian",1,8,10,1,"Postgrad","English",1,"55-64","Ontario"
"11374","R_2A121nfkYpoUZBF","Canadian",1,6,7,1,"College/Trades","English",2,"45-54","British Columbia"
"11375","R_2rp6oQEnujMfQWP","Canadian",1,6,9,2,"Bachelors","English",1,"55-64","Ontario"
"11376","R_24ItjbhlRd52ro6","Canadian",0,4,10,1,"Postgrad","English",3,"35-44","Ontario"
"11377","R_pgtE9IKQJRLyeaZ","Indian",1,6,8,2,"Bachelors","Neither",1,"45-54","Ontario"
"11378","R_2Sqr5PVDYW8trWg","Canadian",1,4,6,1,"College/Trades","English",1,"45-54","British Columbia"
"11379","R_3hbBHJaKV4hrpyY","English",1,2,4,1,"No degree/ diploma","English",3,"18-24","Ontario"
"11380","R_aVnN1RnB2rAfSh3","Canadian",1,5,10,2,"Postgrad","Neither",2,"35-44","Quebec"
"11381","R_vjEABfCxInq38JP","Canadian",0,3,7,1,"College/Trades","English",3,"45-54","Ontario"
"11382","R_1QLwmR0hvfO4hHF","Canadian",1,6,9,1,"Bachelors","English",5,"35-44","Alberta"
"11383","R_1nPCr3JOPKeAK49","Canadian",0,3,9,2,"Bachelors","English",1,"25-34","Ontario"
"11384","R_3lFCgamnSfASHnE","English",0,4,10,2,"Postgrad","English",1,"25-34","Ontario"
"11385","R_pSf9Jk8eeh7CbiV","Canadian",1,9,7,1,"College/Trades","French",4,"65-74","Quebec"
"11386","R_1Qove0a9BNO7ddH","Indian",0,4,10,1,"Postgrad","English",3,"18-24","British Columbia"
"11387","R_215PZoygSFzPoDq","Irish",1,7,9,2,"Bachelors","English_and_French",1,"18-24","Maintoba"
"11388","R_vVPxSDwUoW2YNYl","Canadian",1,3,9,1,"Bachelors","English",2,"45-54","Ontario"
"11389","R_3lJpGNZm3RRs9CS","Canadian",0,2,8,2,"Bachelors","English",5,"25-34","Maintoba"
"11390","R_2aFQlPSPmISwqXN","English",1,6,8,1,"Bachelors","English_and_French",3,"18-24","British Columbia"
"11391","R_O1M7rWhTGPhTwJ3","English",1,5,4,1,"No degree/ diploma","Neither",2,"35-44","Alberta"
"11392","R_3EndIDvMamWaGAh","Canadian",0,6,6,1,"College/Trades","French",1,"18-24","Quebec"
"11393","R_2EAI80OFwydwSWh","Canadian",0,2,6,1,"College/Trades","English",1,"65-74","Ontario"
"11394","R_2XiLqV26avKCedd","Canadian",1,4,10,2,"Postgrad","Neither",2,"35-44","Saskatchewan"
"11395","R_2UaMxSPGuQTtsqc","Canadian",0,2,10,2,"Postgrad","Neither",2,"45-54","Ontario"
"11396","R_28Cl8ZSQva4UpPd","English",1,3,6,1,"College/Trades","English",1,"25-34","Alberta"
"11397","R_SGZvdTDNpkjaVXj","German",1,4,9,1,"Bachelors","English_and_French",6,"25-34","Ontario"
"11398","R_1H69VWmiYtAaGRD","Canadian",0,4,7,2,"College/Trades","English",6,"45-54","Ontario"
"11399","R_3p9JlHZtMpMTT9y","Canadian",1,5,8,2,"Bachelors","Neither",2,"55-64","Ontario"
"11400","R_3LZtC0wqVHwn5mq","Canadian",0,4,9,1,"Bachelors","French",3,"25-34","Quebec"
"11401","R_AhY300nPFwNFNS1","First Nations",1,4,5,1,"High school","English",2,"35-44","Ontario"
"11402","R_248zYgCSwAdmNxn","German",1,3,4,1,"No degree/ diploma","English",2,"65-74","British Columbia"
"11403","R_3O9p0B9WgDAQrSo","English",0,2,4,1,"No degree/ diploma","English",2,"25-34","Ontario"
"11404","R_25FRt4CQgdSC1Xn","Canadian",0,4,9,2,"Bachelors","English_and_French",1,"18-24","Quebec"
"11405","R_3nd5JMNtIFjxnUl","English",1,3,6,1,"College/Trades","English",2,"18-24","Ontario"
"11406","R_2z7LXtLDS1Uz4Qt","French",0,4,5,1,"High school","English",2,"75+","Ontario"
"11407","R_3njBvXRk420vJic","Canadian",1,5,7,1,"College/Trades","English",1,"45-54","Ontario"
"11408","R_5Bwk26sfrBB3oK5","Scottish",1,4,7,1,"College/Trades","English",2,"55-64","Ontario"
"11409","R_V27L1uC6Xu7Vudr","English",1,4,10,1,"Postgrad","English",1,"18-24","Ontario"
"11410","R_XNaj7vNcIWRGiGJ","Canadian",1,6,7,1,"College/Trades","English_and_French",3,"35-44","Ontario"
"11411","R_20YafcfiVaF6hE4","Italian",1,5,9,1,"Bachelors","English_and_French",1,"18-24","Quebec"
"11412","R_3emJpsTRXq1Xw7U","Chinese",1,6,8,1,"Bachelors","English_and_French",2,"18-24","Ontario"
"11413","R_27q8HqivCsUcLfw","Canadian",1,3,7,2,"College/Trades","English",3,"75+","Ontario"
"11414","R_22Ao1lWYBsh6Cny","English",1,7,9,1,"Bachelors","English",1,"35-44","Ontario"
"11415","R_3s1f22lSmZF99u2","Canadian",1,6,7,1,"College/Trades","English",6,"55-64","Alberta"
"11416","R_3m4XYOOzC4z8Qgn","Canadian",1,3,10,1,"Postgrad","English",3,"25-34","Ontario"
"11417","R_1IWW2wkwSlD9m9c","English",0,4,4,1,"No degree/ diploma","English",2,"65-74","British Columbia"
"11418","R_afr0EOM3s1GjXt7","Canadian",1,4,9,1,"Bachelors","English_and_French",2,"25-34","Alberta"
"11419","R_3mleXZQRweNStad","Canadian",0,2,9,1,"Bachelors","English",3,"55-64","Ontario"
"11420","R_2PvzyMYeuzQ183u","French",0,2,5,1,"High school","French",4,"45-54","Quebec"
"11421","R_1Ka3vbLY5na4NBg","English",1,4,6,1,"College/Trades","English",2,"25-34","Maintoba"
"11422","R_3HjfJhGrpV6hMXg","Canadian",1,3,9,1,"Bachelors","French",4,"45-54","Quebec"
"11423","R_2RaH1kKl5GGWOeu","First Nations",0,2,4,1,"No degree/ diploma","English",5,"18-24","Saskatchewan"
"11424","R_1QhDsH70NTCPRJH","German",1,7,10,1,"Postgrad","English",2,"45-54","Alberta"
"11425","R_1CfqAGSoaDglv5p","Canadian",0,3,8,1,"Bachelors","English_and_French",2,"25-34","Alberta"
"11426","R_2xyCW1EwuaoROqb","English",1,8,9,1,"Bachelors","English_and_French",1,"45-54","Quebec"
"11427","R_2wghC4pZ35xoZ7c","Canadian",1,7,10,1,"Postgrad","English",5,"25-34","Ontario"
"11428","R_tXkOFHMU5XQm7wl","Canadian",1,6,5,1,"High school","English",1,"35-44","British Columbia"
"11429","R_pzo5JewExnTNks1","Canadian",0,2,5,1,"High school","French",5,"55-64","Ontario"
"11430","R_31RSx5mAEVzUhQj","English",1,5,9,1,"Bachelors","English",1,"18-24","Ontario"
"11431","R_25uobQH2W3PhG74","French",1,2,9,1,"Bachelors","English_and_French",1,"75+","Ontario"
"11432","R_1ePGUNB7gj5MbQM","Canadian",0,3,7,1,"College/Trades","English",3,"25-34","Ontario"
"11433","R_3CKqrYvHF5Vq8EQ","Indian",1,3,3,1,"No degree/ diploma","English",2,"18-24","Ontario"
"11434","R_2EuZ4ufvP0gt3qr","Canadian",1,4,9,1,"Bachelors","English_and_French",1,"65-74","Ontario"
"11435","R_20U2cV430Pkx3aJ","English",1,6,9,1,"Bachelors","English",1,"75+","Ontario"
"11436","R_3gN0vXHZgIPChUN","Canadian",0,3,5,1,"High school","Neither",1,"18-24","Ontario"
"11437","R_24dAbndmps2XRYS","Scottish",1,3,8,1,"Bachelors","English",3,"65-74","British Columbia"
"11438","R_8vIDDlOfMICKhxL","Canadian",1,3,7,1,"College/Trades","French",5,"45-54","Quebec"
"11439","R_3QMJmZu7P17ztVh","English",0,2,7,1,"College/Trades","English",6,"18-24","Alberta"
"11440","R_3MxnWfpxpFDddZF","Canadian",1,6,8,1,"Bachelors","French",1,"65-74","Quebec"
"11441","R_xfjpMSvvtqBhbgd","First Nations",0,4,4,1,"No degree/ diploma","English",2,"18-24","British Columbia"
"11442","R_1HkkcI5HvUGPHVy","English",0,4,4,1,"No degree/ diploma","English",2,"25-34","Alberta"
"11443","R_2aKVyvb9jmAwtuO","English",0,2,5,1,"High school","English",2,"25-34","Alberta"
"11444","R_3h9GvtIG5y8Nja3","Canadian",0,4,10,1,"Postgrad","English",3,"45-54","Ontario"
"11445","R_vZuqFngSyGyzHuF","Canadian",1,5,7,1,"College/Trades","French",3,"55-64","Quebec"
"11446","R_1QEhmd8e60sgXKZ","Canadian",1,4,9,1,"Bachelors","English_and_French",1,"18-24","Ontario"
"11447","R_2atp5uGrnv9S06E","Canadian",0,3,7,1,"College/Trades","English_and_French",5,"35-44","Quebec"
"11448","R_3Eu74H0jYNvXew9","Canadian",0,2,9,1,"Bachelors","French",4,"75+","Quebec"
"11449","R_D15AQfrO2NcHzRT","Indian",1,6,10,1,"Postgrad","English",1,"35-44","Ontario"
"11450","R_3ELRMjdlbWAfXV7","Canadian",1,4,9,1,"Bachelors","English",2,"45-54","Saskatchewan"
"11451","R_1qZZ8k1S6y70Xrh","Canadian",1,7,6,1,"College/Trades","English",2,"55-64","Ontario"
"11452","R_2uX70HTGr18fXAZ","Canadian",1,3,10,1,"Postgrad","English_and_French",4,"55-64","Quebec"
"11453","R_22PMoJjHwh4ha73","Canadian",1,9,6,1,"College/Trades","English",1,"55-64","British Columbia"
"11454","R_Uhytq4cDGmRtORr","English",1,1,4,1,"No degree/ diploma","English",1,"18-24","Ontario"
"11455","R_273f7156VHlCJ7j","Canadian",1,6,10,2,"Postgrad","Neither",2,"45-54","Ontario"
"11456","R_3k5s2RVnQR0iKws","Italian",1,5,7,1,"College/Trades","English_and_French",2,"35-44","Ontario"
"11457","R_301R6f2M5tUnytn","Canadian",1,5,7,1,"College/Trades","French",2,"35-44","Quebec"
"11458","R_1CpTaSG9hlQxijT","Canadian",1,2,7,1,"College/Trades","French",4,"65-74","Quebec"
"11459","R_3J7RFPDuu5RJUo1","First Nations",1,6,3,1,"No degree/ diploma","English_and_French",2,"25-34","Maintoba"
"11460","R_XAgp9d5U2ykHpo5","French",1,6,5,1,"High school","English",5,"55-64","Alberta"
"11461","R_UnZBGmZRUaTEP8R","Canadian",1,7,7,1,"College/Trades","English",2,"35-44","Maintoba"
"11462","R_1Ok7RKY763eVDoa","French",1,9,5,2,"High school","French",4,"65-74","Quebec"
"11463","R_2CjOB0heoYXz34a","Canadian",0,2,5,1,"High school","French",4,"65-74","Quebec"
"11464","R_114szurlaF3QmV4","Scottish",1,4,7,1,"College/Trades","English",2,"55-64","British Columbia"
"11465","R_3hzOU18POk5o962","Canadian",1,5,7,1,"College/Trades","English",2,"55-64","British Columbia"
"11466","R_3ebp7thagOG312A","Canadian",1,4,9,1,"Bachelors","English_and_French",2,"25-34","Quebec"
"11467","R_1hGZzUNfujs4rfi","Canadian",1,6,7,1,"College/Trades","English",2,"55-64","Alberta"
"11468","R_3CWvGnIuOLTv6Yb","Canadian",0,5,8,2,"Bachelors","Neither",6,"75+","British Columbia"
"11469","R_1hDOrC11u1volLe","French",1,6,9,1,"Bachelors","French",1,"45-54","Quebec"
"11470","R_1q1JwgeGAQwKoMT","French",0,2,7,1,"College/Trades","English",1,"55-64","Maintoba"
"11471","R_1ewnYZUd4bqqSlD","Canadian",1,6,11,1,"Postgrad","English_and_French",3,"35-44","Maintoba"
"11472","R_eRrUJzlOa50ybe1","English",1,4,10,1,"Postgrad","English",2,"35-44","Saskatchewan"
"11473","R_3CUHlYCvtmhzFhq","Canadian",1,4,5,1,"High school","English",1,"55-64","Saskatchewan"
"11474","R_1Hbir9a8ViUUU3n","French",1,3,9,1,"Bachelors","French",4,"65-74","Quebec"
"11475","R_1mltedVPOMAs7XT","Canadian",1,6,8,1,"Bachelors","English_and_French",2,"18-24","Quebec"
"11476","R_Zz6XQ06V3Q7Teff","Canadian",1,1,4,1,"No degree/ diploma","English",3,"45-54","British Columbia"
"11477","R_1qfTXbIxuZbhbGl","Canadian",1,5,7,1,"College/Trades","English",1,"35-44","Maintoba"
"11478","R_2E12Sd83rVL2ihI","Canadian",1,3,7,1,"College/Trades","English_and_French",3,"25-34","Alberta"
"11479","R_2rYKGJn8WJjAroR","Canadian",0,6,7,1,"College/Trades","French",4,"65-74","Quebec"
"11480","R_1HcnZY4Mc8c6ewy","Scottish",1,2,7,1,"College/Trades","English",1,"65-74","Saskatchewan"
"11481","R_x5fdQskWmlDtDm9","Canadian",0,3,6,2,"College/Trades","French",3,"35-44","Quebec"
"11482","R_2tssaGJR478OhnQ","English",0,4,5,1,"High school","English",2,"45-54","Alberta"
"11483","R_3hnnVwqYYu5TFD7","Canadian",1,4,11,1,"Postgrad","English",4,"25-34","Quebec"
"11484","R_2BxFrMora8TZtxs","Canadian",0,2,8,1,"Bachelors","English",5,"65-74","Maintoba"
"11485","R_2uvwnAe3ynuOjWc","Canadian",1,9,6,1,"College/Trades","French",1,"55-64","Alberta"
"11486","R_12J8ivAGmSSFA2x","Chinese",1,2,7,1,"College/Trades","English_and_French",5,"25-34","British Columbia"
"11487","R_11crLWaVWM29c5G","Canadian",1,5,6,1,"College/Trades","French",2,"55-64","Quebec"
"11488","R_Xj4z7hXQ09Q15pD","Canadian",0,2,4,1,"No degree/ diploma","English_and_French",4,"25-34","Quebec"
"11489","R_u1E31H1GJXknOtH","Canadian",1,3,5,1,"High school","English",5,"55-64","Maintoba"
"11490","R_2UXErO7Cp7LURHe","Canadian",1,5,9,2,"Bachelors","Neither",2,"65-74","Alberta"
"11491","R_3hxLo83RNMqAu77","Italian",1,9,3,1,"No degree/ diploma","English",1,"55-64","Quebec"
"11492","R_wY8EzPOporvl77H","Canadian",1,5,7,1,"College/Trades","French",2,"45-54","Quebec"
"11493","R_3qE8mv3nZlDj4Fn","Indian",1,7,8,1,"Bachelors","English",3,"18-24","British Columbia"
"11494","R_6M2APfcNWADB9a9","Canadian",0,4,8,1,"Bachelors","English",2,"25-34","Alberta"
"11495","R_2ALU6RLtXOi0Nxj","German",0,2,8,1,"Bachelors","English",3,"18-24","British Columbia"
"11496","R_1K6KLQrU0eQQHlx","Canadian",1,4,11,1,"Postgrad","English",5,"65-74","British Columbia"
"11497","R_ezlgikpfeFXooWB","Canadian",0,3,5,1,"High school","French",1,"45-54","Quebec"
"11498","R_3qBVXAQ28glVZKr","Canadian",0,4,7,1,"College/Trades","English_and_French",2,"35-44","Quebec"
"11499","R_2e2SAo6Haf5sR6c","Canadian",0,4,7,1,"College/Trades","English",2,"55-64","British Columbia"
"11500","R_1q3uuQgLT3T67Uo","French",1,6,9,2,"Bachelors","French",2,"45-54","Quebec"
"11501","R_9LkcNTycXIAHmoh","Canadian",1,6,11,1,"Postgrad","English",2,"65-74","Maintoba"
"11502","R_1IGbm1PXvcsUXqK","Canadian",1,9,9,1,"Bachelors","English_and_French",1,"45-54","British Columbia"
"11503","R_3QYTcOaGCeHjIhS","English",1,5,9,1,"Bachelors","English_and_French",1,"25-34","British Columbia"
"11504","R_PA1VgtYjMPYZ6yl","Canadian",1,8,9,1,"Bachelors","French",3,"45-54","Quebec"
"11505","R_u3OH4SgDV1k90s1","Chinese",1,8,10,2,"Postgrad","English",2,"35-44","Alberta"
"11506","R_7QEdOcALRn6RqXn","German",1,4,5,1,"High school","English",2,"55-64","British Columbia"
"11507","R_2OMHcjC6phRlKns","Canadian",1,4,9,1,"Bachelors","English",1,"25-34","Saskatchewan"
"11508","R_2u7FDR1fPhXkqUV","English",1,5,9,1,"Bachelors","English_and_French",2,"45-54","British Columbia"
"11509","R_33vZp048F45keGg","Canadian",1,3,5,1,"High school","French",2,"45-54","Alberta"
"11510","R_DdF331kY81JjuEx","German",1,3,9,2,"Bachelors","English",1,"75+","Ontario"
"11511","R_1hG5fTiC3HaGJ9x","French",1,3,7,1,"College/Trades","French",4,"55-64","Quebec"
"11512","R_1Lch9AvqX8WIE2Q","Canadian",0,2,6,1,"College/Trades","French",4,"55-64","Quebec"
"11513","R_3nIss6HlbDKBSJ6","Canadian",1,4,9,1,"Bachelors","English",2,"45-54","British Columbia"
"11514","R_10BGKnvdPJfYEzX","German",1,5,5,1,"High school","English",1,"55-64","Alberta"
"11515","R_3OqR3auIqzdK4Sn","Canadian",1,6,7,1,"College/Trades","English",2,"35-44","Alberta"
"11516","R_2P4KRtl0R6tfgT7","Canadian",1,4,10,1,"Postgrad","English",1,"55-64","Alberta"
"11517","R_T1TXIOFd6hzKg25","Canadian",1,4,6,1,"College/Trades","French",3,"65-74","Quebec"
"11518","R_1I4y9xut7pdczZY","Canadian",1,4,9,2,"Bachelors","English_and_French",1,"35-44","Alberta"
"11519","R_DSQEZo45j4ak921","French",1,7,10,1,"Postgrad","English",1,"45-54","Maintoba"
"11520","R_1kFI4wIvLHnz4By","Canadian",1,6,7,1,"College/Trades","English",2,"18-24","Alberta"
"11521","R_2RUiQug31Td4gUF","Chinese",1,4,9,2,"Bachelors","Neither",1,"65-74","Quebec"
"11522","R_SJl1zuau0S6brb3","Canadian",1,3,9,1,"Bachelors","French",4,"55-64","Quebec"
"11523","R_eKaKVGrgscwiWqZ","English",1,7,9,1,"Bachelors","English_and_French",1,"45-54","British Columbia"
"11524","R_rp6sf6gYeePUZOx","Canadian",1,7,6,2,"College/Trades","English",2,"55-64","Ontario"
"11525","R_3qe2YsoUsRyFkuF","Canadian",1,4,9,1,"Bachelors","English",1,"55-64","Ontario"
"11526","R_3jedaxzwpdVDXv2","Canadian",1,3,9,1,"Bachelors","French",4,"65-74","Quebec"
"11527","R_2y1wqK4lrwHtcxG","Canadian",0,2,5,2,"High school","English",2,"45-54","British Columbia"
"11528","R_eeQ6EgKbousXvy1","Canadian",1,2,9,2,"Bachelors","English",1,"25-34","Maintoba"
"11529","R_2thB8hkvW8wOKTM","Indian",1,8,9,1,"Bachelors","English",1,"25-34","British Columbia"
"11530","R_Aodn5lNcj2kPqjT","Canadian",0,6,4,1,"No degree/ diploma","French",1,"35-44","Quebec"
"11531","R_24JhgskWFHHjKMN","French",1,5,7,1,"College/Trades","English",2,"65-74","Ontario"
"11532","R_cuqKWnFxDr9U9ax","Canadian",1,4,9,1,"Bachelors","French",4,"55-64","Quebec"
"11533","R_2fm4kRcgopnZxzb","Canadian",1,3,5,1,"High school","English",5,"55-64","Ontario"
"11534","R_3wUtUgkKu6LN6cV","Canadian",1,6,7,1,"College/Trades","French",1,"35-44","Quebec"
"11535","R_3kOkxZy0IhjHI6p","Canadian",1,3,10,1,"Postgrad","French",1,"55-64","Quebec"
"11536","R_1f7duOtzVxZDYr9","Scottish",0,2,9,1,"Bachelors","English",3,"65-74","Maintoba"
"11537","R_6A5kqQEL2nJtVHb","English",0,3,7,1,"College/Trades","English_and_French",3,"55-64","Ontario"
"11538","R_5BahpoAGnf74IDf","Canadian",0,2,6,1,"College/Trades","French",5,"45-54","Quebec"
"11539","R_1Q6Pb8N89XALb5c","Canadian",1,8,8,2,"Bachelors","English_and_French",2,"55-64","Quebec"
"11540","R_25QloA4caXdSx1A","English",1,6,7,1,"College/Trades","English",3,"45-54","Ontario"
"11541","R_1o0ZuFYR1tGZ1VO","Canadian",1,3,7,1,"College/Trades","English",2,"55-64","Ontario"
"11542","R_2uHG7iGyMbm4ScH","Canadian",1,5,8,2,"Bachelors","English",6,"45-54","Ontario"
"11543","R_11bay5tuZWFqTVE","Chinese",1,3,9,2,"Bachelors","English",1,"65-74","Ontario"
"11544","R_ZgD5zkmyKcYYS6R","Canadian",1,5,7,2,"College/Trades","English",2,"75+","Ontario"
"11545","R_79XZubeoqMPOPeh","Canadian",0,3,5,1,"High school","French",1,"35-44","Quebec"
"11546","R_3O8OVKVvWcADcg2","Canadian",1,9,5,1,"High school","French",2,"55-64","Quebec"
