"","Riding","Sex","Ethnic Origins","n","freq"
"431","Berthier--Maskinongé","Male","Canadian",39195,0.698912268188302
"432","Berthier--Maskinongé","Male","English",455,0.00811340941512126
"433","Berthier--Maskinongé","Male","Scottish",670,0.0119472182596291
"434","Berthier--Maskinongé","Male","French",11330,0.202032810271041
"435","Berthier--Maskinongé","Male","Irish",1875,0.0334343794579173
"436","Berthier--Maskinongé","Male","German",375,0.00668687589158345
"437","Berthier--Maskinongé","Male","Chinese",0,0
"438","Berthier--Maskinongé","Male","Italian",665,0.011858059914408
"439","Berthier--Maskinongé","Male","First_Nations",1495,0.0266583452211127
"440","Berthier--Maskinongé","Male","South_Asian",20,0.000356633380884451
"441","Thérèse-De Blainville","Male","Canadian",30900,0.575365422213947
"442","Thérèse-De Blainville","Male","English",1005,0.0187133414021041
"443","Thérèse-De Blainville","Male","Scottish",990,0.0184340377990876
"444","Thérèse-De Blainville","Male","French",12790,0.238152872172051
"445","Thérèse-De Blainville","Male","Irish",2955,0.0550228097942463
"446","Thérèse-De Blainville","Male","German",825,0.0153616981659063
"447","Thérèse-De Blainville","Male","Chinese",175,0.00325854203519225
"448","Thérèse-De Blainville","Male","Italian",2605,0.0485057257238618
"449","Thérèse-De Blainville","Male","First_Nations",1365,0.0254166278744996
"450","Thérèse-De Blainville","Male","South_Asian",95,0.00176892281910437
"451","Pierre-Boucher--Les Patriotes--Verchères","Male","Canadian",34170,0.605046480743692
"452","Pierre-Boucher--Les Patriotes--Verchères","Male","English",825,0.0146082337317397
"453","Pierre-Boucher--Les Patriotes--Verchères","Male","Scottish",880,0.0155821159805224
"454","Pierre-Boucher--Les Patriotes--Verchères","Male","French",14520,0.257104913678619
"455","Pierre-Boucher--Les Patriotes--Verchères","Male","Irish",2270,0.0401947764497565
"456","Pierre-Boucher--Les Patriotes--Verchères","Male","German",635,0.0112439132359451
"457","Pierre-Boucher--Les Patriotes--Verchères","Male","Chinese",165,0.00292164674634794
"458","Pierre-Boucher--Les Patriotes--Verchères","Male","Italian",1800,0.0318725099601594
"459","Pierre-Boucher--Les Patriotes--Verchères","Male","First_Nations",1165,0.0206285967242143
"460","Pierre-Boucher--Les Patriotes--Verchères","Male","South_Asian",45,0.000796812749003984
"461","Bourassa","Male","Canadian",11235,0.42428247734139
"462","Bourassa","Male","English",500,0.0188821752265861
"463","Bourassa","Male","Scottish",470,0.0177492447129909
"464","Bourassa","Male","French",5850,0.220921450151057
"465","Bourassa","Male","Irish",1115,0.042107250755287
"466","Bourassa","Male","German",425,0.0160498489425982
"467","Bourassa","Male","Chinese",350,0.0132175226586103
"468","Bourassa","Male","Italian",5500,0.207703927492447
"469","Bourassa","Male","First_Nations",690,0.0260574018126888
"470","Bourassa","Male","South_Asian",345,0.0130287009063444
"471","Brome--Missisquoi","Male","Canadian",34565,0.561439129375457
"472","Brome--Missisquoi","Male","English",2900,0.0471046861041176
"473","Brome--Missisquoi","Male","Scottish",1930,0.0313489807520507
"474","Brome--Missisquoi","Male","French",14250,0.231462681718509
"475","Brome--Missisquoi","Male","Irish",3500,0.0568504832291074
"476","Brome--Missisquoi","Male","German",1265,0.0205473889385203
"477","Brome--Missisquoi","Male","Chinese",45,0.000730934784374239
"478","Brome--Missisquoi","Male","Italian",1090,0.0177048647770649
"479","Brome--Missisquoi","Male","First_Nations",1975,0.0320799155364249
"480","Brome--Missisquoi","Male","South_Asian",45,0.000730934784374239
"481","Brossard--Saint-Lambert","Male","Canadian",16580,0.369800379168061
"482","Brossard--Saint-Lambert","Male","English",1965,0.0438273670123787
"483","Brossard--Saint-Lambert","Male","Scottish",1565,0.0349057655849225
"484","Brossard--Saint-Lambert","Male","French",10495,0.234080517452883
"485","Brossard--Saint-Lambert","Male","Irish",2615,0.0583249693319951
"486","Brossard--Saint-Lambert","Male","German",975,0.0217464034794246
"487","Brossard--Saint-Lambert","Male","Chinese",5700,0.127132820341251
"488","Brossard--Saint-Lambert","Male","Italian",2100,0.0468384074941452
"489","Brossard--Saint-Lambert","Male","First_Nations",775,0.0172856027656964
"490","Brossard--Saint-Lambert","Male","South_Asian",2065,0.0460577673692428
"491","Rimouski-Neigette--Témiscouata--Les Basques","Male","Canadian",32015,0.694543876776223
"492","Rimouski-Neigette--Témiscouata--Les Basques","Male","English",525,0.0113895216400911
"493","Rimouski-Neigette--Témiscouata--Les Basques","Male","Scottish",455,0.00987091875474563
"494","Rimouski-Neigette--Témiscouata--Les Basques","Male","French",10290,0.223234624145786
"495","Rimouski-Neigette--Témiscouata--Les Basques","Male","Irish",1210,0.0262501355895433
"496","Rimouski-Neigette--Témiscouata--Les Basques","Male","German",350,0.00759301442672741
"497","Rimouski-Neigette--Témiscouata--Les Basques","Male","Chinese",20,0.000433886538670138
"498","Rimouski-Neigette--Témiscouata--Les Basques","Male","Italian",250,0.00542358173337672
"499","Rimouski-Neigette--Témiscouata--Les Basques","Male","First_Nations",950,0.0206096105868315
"500","Rimouski-Neigette--Témiscouata--Les Basques","Male","South_Asian",30,0.000650829808005207
"501","Charlesbourg--Haute-Saint-Charles","Male","Canadian",37800,0.642474717430101
"502","Charlesbourg--Haute-Saint-Charles","Male","English",715,0.0121526302371038
"503","Charlesbourg--Haute-Saint-Charles","Male","Scottish",970,0.01648678507691
"504","Charlesbourg--Haute-Saint-Charles","Male","French",14365,0.244157389309085
"505","Charlesbourg--Haute-Saint-Charles","Male","Irish",2400,0.0407920455511175
"506","Charlesbourg--Haute-Saint-Charles","Male","German",540,0.00917821024900145
"507","Charlesbourg--Haute-Saint-Charles","Male","Chinese",80,0.00135973485170392
"508","Charlesbourg--Haute-Saint-Charles","Male","Italian",540,0.00917821024900145
"509","Charlesbourg--Haute-Saint-Charles","Male","First_Nations",1385,0.0235404096201241
"510","Charlesbourg--Haute-Saint-Charles","Male","South_Asian",40,0.000679867425851959
"511","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","Canadian",36455,0.695175438596491
"512","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","English",420,0.0080091533180778
"513","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","Scottish",565,0.0107742181540809
"514","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","French",11830,0.225591151792525
"515","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","Irish",1595,0.0304157131960336
"516","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","German",290,0.0055301296720061
"517","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","Chinese",25,0.00047673531655225
"518","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","Italian",250,0.0047673531655225
"519","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","First_Nations",990,0.0188787185354691
"520","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Male","South_Asian",20,0.0003813882532418
"521","Châteauguay--Lacolle","Male","Canadian",29340,0.538200495276529
"522","Châteauguay--Lacolle","Male","English",2580,0.047326423920022
"523","Châteauguay--Lacolle","Male","Scottish",2025,0.0371457397046684
"524","Châteauguay--Lacolle","Male","French",10770,0.197560304503348
"525","Châteauguay--Lacolle","Male","Irish",4075,0.0747500687884069
"526","Châteauguay--Lacolle","Male","German",1100,0.0201779326790792
"527","Châteauguay--Lacolle","Male","Chinese",285,0.00522791892139778
"528","Châteauguay--Lacolle","Male","Italian",1965,0.0360451251949005
"529","Châteauguay--Lacolle","Male","First_Nations",1885,0.0345776391818765
"530","Châteauguay--Lacolle","Male","South_Asian",490,0.00898835182977162
"531","Chicoutimi--Le Fjord","Male","Canadian",30780,0.683089214380826
"532","Chicoutimi--Le Fjord","Male","English",410,0.00909897913892588
"533","Chicoutimi--Le Fjord","Male","Scottish",870,0.0193075898801598
"534","Chicoutimi--Le Fjord","Male","French",9520,0.21127385707945
"535","Chicoutimi--Le Fjord","Male","Irish",1275,0.0282956058588549
"536","Chicoutimi--Le Fjord","Male","German",275,0.00610297381269419
"537","Chicoutimi--Le Fjord","Male","Chinese",60,0.00133155792276964
"538","Chicoutimi--Le Fjord","Male","Italian",255,0.00565912117177097
"539","Chicoutimi--Le Fjord","Male","First_Nations",1570,0.0348424323124723
"540","Chicoutimi--Le Fjord","Male","South_Asian",45,0.00099866844207723
"541","Compton--Stanstead","Male","Canadian",38850,0.60707867802172
"542","Compton--Stanstead","Male","English",2840,0.0443784670677397
"543","Compton--Stanstead","Male","Scottish",1995,0.0311743104930073
"544","Compton--Stanstead","Male","French",13110,0.204859754668333
"545","Compton--Stanstead","Male","Irish",3380,0.0528166262989296
"546","Compton--Stanstead","Male","German",915,0.0142979920306274
"547","Compton--Stanstead","Male","Chinese",75,0.00117196655988749
"548","Compton--Stanstead","Male","Italian",810,0.0126572388467849
"549","Compton--Stanstead","Male","First_Nations",1990,0.0310961793890148
"550","Compton--Stanstead","Male","South_Asian",30,0.000468786623954997
"551","Dorval--Lachine--LaSalle","Male","Canadian",17010,0.346330041738776
"552","Dorval--Lachine--LaSalle","Male","English",3510,0.071464929247684
"553","Dorval--Lachine--LaSalle","Male","Scottish",2740,0.0557874376463402
"554","Dorval--Lachine--LaSalle","Male","French",9090,0.185075842410669
"555","Dorval--Lachine--LaSalle","Male","Irish",4465,0.0909090909090909
"556","Dorval--Lachine--LaSalle","Male","German",1300,0.026468492313957
"557","Dorval--Lachine--LaSalle","Male","Chinese",2415,0.049170314567851
"558","Dorval--Lachine--LaSalle","Male","Italian",5050,0.102819912450372
"559","Dorval--Lachine--LaSalle","Male","First_Nations",1100,0.0223964165733483
"560","Dorval--Lachine--LaSalle","Male","South_Asian",2435,0.0495775221419118
"561","Drummond","Male","Canadian",38690,0.678117605818947
"562","Drummond","Male","English",700,0.0122688633774428
"563","Drummond","Male","Scottish",605,0.010603803347647
"564","Drummond","Male","French",12195,0.213741126982736
"565","Drummond","Male","Irish",2040,0.0357549732714048
"566","Drummond","Male","German",600,0.0105161686092367
"567","Drummond","Male","Chinese",80,0.00140215581456489
"568","Drummond","Male","Italian",500,0.00876347384103058
"569","Drummond","Male","First_Nations",1635,0.02865655946017
"570","Drummond","Male","South_Asian",10,0.000175269476820612
"571","Gaspésie--Les Îles-de-la-Madeleine","Male","Canadian",26250,0.616269515201315
"572","Gaspésie--Les Îles-de-la-Madeleine","Male","English",1525,0.0358023242164573
"573","Gaspésie--Les Îles-de-la-Madeleine","Male","Scottish",1000,0.023476933912431
"574","Gaspésie--Les Îles-de-la-Madeleine","Male","French",9390,0.220448409437727
"575","Gaspésie--Les Îles-de-la-Madeleine","Male","Irish",2445,0.0574011034158939
"576","Gaspésie--Les Îles-de-la-Madeleine","Male","German",330,0.00774738819110224
"577","Gaspésie--Les Îles-de-la-Madeleine","Male","Chinese",30,0.000704308017372931
"578","Gaspésie--Les Îles-de-la-Madeleine","Male","Italian",190,0.0044606174433619
"579","Gaspésie--Les Îles-de-la-Madeleine","Male","First_Nations",1415,0.0332198614860899
"580","Gaspésie--Les Îles-de-la-Madeleine","Male","South_Asian",20,0.000469538678248621
"581","Gatineau","Male","Canadian",32690,0.545697354144061
"582","Gatineau","Male","English",1845,0.0307987647107921
"583","Gatineau","Male","Scottish",1375,0.0229530089308071
"584","Gatineau","Male","French",14770,0.246557048660379
"585","Gatineau","Male","Irish",3680,0.0614305984475419
"586","Gatineau","Male","German",1035,0.0172773558133712
"587","Gatineau","Male","Chinese",195,0.00325515399382355
"588","Gatineau","Male","Italian",910,0.0151907186378433
"589","Gatineau","Male","First_Nations",3280,0.0547533594858526
"590","Gatineau","Male","South_Asian",125,0.00208663717552792
"591","Hochelaga","Male","Canadian",22570,0.461790281329923
"592","Hochelaga","Male","English",1100,0.0225063938618926
"593","Hochelaga","Male","Scottish",1085,0.0221994884910486
"594","Hochelaga","Male","French",14385,0.294322250639386
"595","Hochelaga","Male","Irish",2790,0.0570843989769821
"596","Hochelaga","Male","German",945,0.0193350383631714
"597","Hochelaga","Male","Chinese",870,0.0178005115089514
"598","Hochelaga","Male","Italian",2790,0.0570843989769821
"599","Hochelaga","Male","First_Nations",1875,0.0383631713554987
"600","Hochelaga","Male","South_Asian",465,0.00951406649616368
"601","Honoré-Mercier","Male","Canadian",12435,0.360278139939157
"602","Honoré-Mercier","Male","English",575,0.0166594234390845
"603","Honoré-Mercier","Male","Scottish",390,0.0112994350282486
"604","Honoré-Mercier","Male","French",5945,0.172243951904969
"605","Honoré-Mercier","Male","Irish",1070,0.0310010140518615
"606","Honoré-Mercier","Male","German",435,0.0126032159930465
"607","Honoré-Mercier","Male","Chinese",400,0.011589164131537
"608","Honoré-Mercier","Male","Italian",12525,0.362885701868753
"609","Honoré-Mercier","Male","First_Nations",575,0.0166594234390845
"610","Honoré-Mercier","Male","South_Asian",165,0.00478053020425902
"611","Hull--Aylmer","Male","Canadian",23960,0.397808401129006
"612","Hull--Aylmer","Male","English",3845,0.0638386186285904
"613","Hull--Aylmer","Male","Scottish",3460,0.0574464552548564
"614","Hull--Aylmer","Male","French",16265,0.270048148763075
"615","Hull--Aylmer","Male","Irish",5700,0.0946372239747634
"616","Hull--Aylmer","Male","German",1790,0.0297194089324257
"617","Hull--Aylmer","Male","Chinese",715,0.0118711605512203
"618","Hull--Aylmer","Male","Italian",1210,0.0200896563174498
"619","Hull--Aylmer","Male","First_Nations",3015,0.0500581105761249
"620","Hull--Aylmer","Male","South_Asian",270,0.00448281587248879
"621","Joliette","Male","Canadian",35965,0.634751147193788
"622","Joliette","Male","English",770,0.0135898340981292
"623","Joliette","Male","Scottish",860,0.015178256265443
"624","Joliette","Male","French",12230,0.215848923402753
"625","Joliette","Male","Irish",2470,0.0435933639251677
"626","Joliette","Male","German",570,0.0100600070596541
"627","Joliette","Male","Chinese",55,0.000970702435580657
"628","Joliette","Male","Italian",920,0.0162372043769855
"629","Joliette","Male","First_Nations",2760,0.0487116131309566
"630","Joliette","Male","South_Asian",60,0.00105894811154253
"631","Jonquière","Male","Canadian",35670,0.705289174493327
"632","Jonquière","Male","English",435,0.00860108749382106
"633","Jonquière","Male","Scottish",825,0.0163124073158675
"634","Jonquière","Male","French",9930,0.19634206623826
"635","Jonquière","Male","Irish",1350,0.0266930301532378
"636","Jonquière","Male","German",290,0.00573405832921404
"637","Jonquière","Male","Chinese",20,0.000395452298566485
"638","Jonquière","Male","Italian",270,0.00533860603064755
"639","Jonquière","Male","First_Nations",1770,0.034997528423134
"640","Jonquière","Male","South_Asian",15,0.000296589223924864
"641","La Pointe-de-l'Île","Male","Canadian",26355,0.562780269058296
"642","La Pointe-de-l'Île","Male","English",770,0.0164424514200299
"643","La Pointe-de-l'Île","Male","Scottish",640,0.0136664531283365
"644","La Pointe-de-l'Île","Male","French",11640,0.248558616271621
"645","La Pointe-de-l'Île","Male","Irish",2230,0.0476190476190476
"646","La Pointe-de-l'Île","Male","German",560,0.0119581464872945
