"cps19_ResponseId","pes19_lang","Language"
"R_3HLKk2Ivwu73W1z",68,"English"
"R_1r1fXFRj3b8b1vJ",68,"English"
"R_3fDBmKQ6mTXsw9x",68,"English"
"R_21nVbRuE3S37FIs",68,"English"
"R_3PgZ17YlJ1TDpsi",68,"English"
"R_R3Negduc8Ri4oHT",68,"English"
"R_1gdqmFJDnOlzwJS",68,"English"
"R_WwHDFtqBFLqZ7fb",68,"English"
"R_279GwQ4jVRbfulD",68,"English"
"R_2SwuREMlmJqC6nV",68,"English"
"R_3jfHS1VdR4JeFYF",68,"English"
"R_0MNKo1f1lxhsRfr",68,"English"
"R_2AXpShZ0RVIdMla",68,"English"
"R_1n7IOIz30zCdQO9",68,"English"
"R_25R6X0xGM2bplXP",68,"English"
"R_3fkRZtyAyreOaJ3",68,"English"
"R_1dBtnIXhDP7boI5",68,"English"
"R_3kEX1SZLsI9Uh9L",68,"English"
"R_3k5lVQ5ZoCHKpoA",68,"English"
"R_28CcxUXAUUzsYhH",68,"English"
"R_2qw1Bth5Ojb4CjD",68,"English"
"R_PHz8PaC8BFhFLrP",68,"English"
"R_1ez51vt43bdHVjH",68,"English"
"R_3fvjNsyksQAcj8D",68,"English"
"R_1H1UhAwUU7nyPVS",68,"English"
"R_db4acdziFV9EKhr",68,"English"
"R_Ab2C43AWOfOk90t",68,"English"
"R_3QMC4ka5EqSy2LZ",68,"English"
"R_2lDQRDyRlLUL3yN",68,"English"
"R_1f9qIihPIblhmIt",68,"English"
"R_1Pep6knUKDytA6W",68,"English"
"R_1LZIBXIWpgqAVkd",72,"Other"
"R_3iKoXzza2xHCBws",68,"English"
"R_2Y3Ti0NjlI38R3m",68,"English"
"R_Of1tkyj7mp41GDL",68,"English"
"R_7TIH96cKPlGQok9",68,"English"
"R_1MPXKna9t1n8mAc",68,"English"
"R_2tlLAV31QOIUIC2",68,"English"
"R_2yaoT6cedyKqpSP",68,"English"
"R_7WnPhyFFE38fnk5",68,"English"
"R_1ikPmXWYS60EKJg",68,"English"
"R_2s7w2QruRsglq4y",68,"English"
"R_2aQNUosnMmqvdQZ",68,"English"
"R_27NW1buhUs5WbM4",68,"English"
"R_u317gkcCgdICLzX",68,"English"
"R_2VIOlWwAuXyaIw8",72,"Other"
"R_2OYG9Y8SGqmoXfr",68,"English"
"R_1FtvNPsn6yfJg6q",72,"Other"
"R_3x8YcHCuODxuOsh",68,"English"
"R_9LJz1eTqe65v5C1",68,"English"
"R_bwoUccUJRYdkU4p",68,"English"
"R_1ON4t0N405GucRW",68,"English"
"R_2VL67LXNiVAQIRN",68,"English"
"R_e9D03LUkhgA0B5n",68,"English"
"R_1LtE5FjWDnnwMM3",68,"English"
"R_1febrX5fMmYFFOK",68,"English"
"R_2th4QObCwInqyrl",68,"English"
"R_1CIV1XA1WrT3Tta",68,"English"
"R_2rkKbKAxUDiLoj5",81,"Other"
"R_zYgTckNgmhHN03v",68,"English"
"R_2QEAqGLpZRyOFvD",68,"English"
"R_21zCEf4mVx2cqye",68,"English"
"R_2wLkvUqcM2C5HXf",68,"English"
"R_1jOi1nMu5faqFJh",68,"English"
"R_1FgCxPGZjv1vdZE",68,"English"
"R_PuNgDAgbopZ1vvX",68,"English"
"R_2Bnh6AAuQn8ULXv",68,"English"
"R_0SBXGFTo3HEEDFT",68,"English"
"R_27BawXKjiIl7wXD",69,"French"
"R_1OCb8aSUZpjLJQI",68,"English"
"R_Dr8ojzhFXWk3JTP",68,"English"
"R_1K2www8qs2yFj3S",68,"English"
"R_1pXRXcaR271QKDG",68,"English"
"R_2v3bpjUwpfkCfhq",69,"French"
"R_dgtJVwMlScQbWkV",68,"English"
"R_1mV5ZjB4WZwWLlr",68,"English"
"R_bNrkJxa2vTnfkdj",68,"English"
"R_yD3oCrDZCxVvWJr",68,"English"
"R_3g58qkbzZZJu9RA",68,"English"
"R_1LnXurXWlJGW9D7",68,"English"
"R_1mBZKmdobL4Qm44",68,"English"
"R_3PtowfmZGdYKXce",68,"English"
"R_3EpdH9sTiRelepU",68,"English"
"R_2WA4Bju6moXCEJc",68,"English"
"R_2s0AOM3dNBf7hVz",68,"English"
"R_2OVDXIGfD5I8N00",68,"English"
"R_1d00h1v4gv3BWvx",68,"English"
"R_2z79Z6VzE3DDKTM",69,"French"
"R_2VIoiuMFTW5yOi4",68,"English"
"R_2YyPSafKvsRqN59",68,"English"
"R_2xyslc2XTwDii6F",68,"English"
"R_3DjWybAnXisCwSa",68,"English"
"R_2zTRd23cypiRHOa",68,"English"
"R_5dKNjON1AwtDzQB",68,"English"
"R_1gimrlUVlCnc4nG",68,"English"
"R_2cC8qwHOnAkw9bi",68,"English"
"R_1QgSU4XR9NTbjUv",68,"English"
"R_3Ja8yvfzAUJo5x8",68,"English"
"R_2ClAzilpEta8FAU",68,"English"
"R_wZZ8ZzuCLHWEhyx",68,"English"
"R_1psMjx1M66nkt9S",81,"Other"
"R_1jJNrjegkvFwvez",68,"English"
"R_1OjYJURIjcKHj9T",68,"English"
"R_1l4YCbqBJdNS4Pz",68,"English"
"R_U9g9Wwep5XqgQxj",68,"English"
"R_3PUcCFHIcLaafut",68,"English"
"R_263AvNvx4tlFxD6",69,"French"
"R_1CDfnq328AYwuTZ",68,"English"
"R_2BfHtaozGsR0iVU",68,"English"
"R_10IdOqVtROtaFwS",68,"English"
"R_1i2vpue5t28QMbP",68,"English"
"R_0fkeMqKpfEIGYQF",68,"English"
"R_27xODz3XV7D20Lp",68,"English"
"R_3NCaqrpWF4nB87z",68,"English"
"R_3O2p3DyrDIuPZlJ",68,"English"
"R_sLHFgwjKW4ooaPv",68,"English"
"R_2VR8VRpOCdtc6hZ",68,"English"
"R_2TGGj31GrLPBy6h",68,"English"
"R_3NPT2sdJjmnF25D",69,"French"
"R_w6myBqfx2rQSOe5",69,"French"
"R_BGuLlK74UBU3z4l",68,"English"
"R_3PXfsmF5d9mspUP",68,"English"
"R_2rDCR36xXOzBCFJ",68,"English"
"R_307bl8tPbMDdGac",68,"English"
"R_2y8X97s3GMwww4X",68,"English"
"R_3GpL2unTqgvrAgy",68,"English"
"R_2chgoppkTXfMtYN",68,"English"
"R_wLXvVkslN5My15n",68,"English"
"R_3HU30JFy4ADJiGh",68,"English"
"R_21A3eiuW2d0DeVC",68,"English"
"R_1LwebrdAsYPd0cM",68,"English"
"R_3PHq4e9K14MWQrL",68,"English"
"R_2q2ERXEO062PXwd",68,"English"
"R_3kMIJ3eFuwOs1A1",69,"French"
"R_1Cp89yXKWIYjkex",68,"English"
"R_2VwQTH8z19wfWqS",68,"English"
"R_24jBy5EqYg4az2d",68,"English"
"R_3PpIkXodTMmn3ML",68,"English"
"R_0cBKAkxU91WZYQ1",68,"English"
"R_STSq1BVLTknvZSx",68,"English"
"R_12fBxPhm4MWSO7E",68,"English"
"R_2UWwQBs2EBXiHfe",68,"English"
"R_3n6lPrh0CAPm1LD",68,"English"
"R_1gCSaMo630TwUst",68,"English"
"R_2wcR9ed0FsDlsQi",68,"English"
"R_1CJcU6KP7YYYcBu",68,"English"
"R_2qEDXnu5UXsdQLO",68,"English"
"R_2DXCsLYaLLYWuFX",72,"Other"
"R_3DhYMq7Yw1FubZ7",68,"English"
"R_xymkiauWewx2Mxz",68,"English"
"R_p4X56EDyf6Vpxtf",68,"English"
"R_3iEj2w0tuNG4ku9",68,"English"
"R_2rxCMuR6v4Y944Z",68,"English"
"R_3Es6oa4Wn8cUHkZ",69,"French"
"R_2xDExoa3VwkgrHr",68,"English"
"R_2ypCxcCrQPd8x37",68,"English"
"R_UQSbvtJCjuQSgPT",68,"English"
"R_2VHDO2UnbHU12hb",68,"English"
"R_3PaUFFWo4vGQ0sS",68,"English"
"R_T27vlum6d4bhk0F",68,"English"
"R_1oFmOuiU09kQiV4",84,"Other"
"R_sUzgyFoCcsNzmmZ",68,"English"
"R_2bJjRn5BuykMTAi",68,"English"
"R_3Hpp7zdxUzYGAMZ",68,"English"
"R_vud5jKeu1fl3V7P",68,"English"
"R_6Mw9Riuk4Vqle5r",68,"English"
"R_2DUJHmuMpZpVQh2",68,"English"
"R_26gJWdAUIaA3xjE",68,"English"
"R_2ylm9HDEzmsQ2zx",68,"English"
"R_2qmWcIsdEcTDEqQ",68,"English"
"R_1qWgdWqASzjeERa",68,"English"
"R_3mjVPXKx0P9Y0kj",68,"English"
"R_12hRXVMJ8XIluoi",68,"English"
"R_3JKpiKnaSvqoDAo",68,"English"
"R_TuOSOnBrkX5NkOd",68,"English"
"R_1jrgxgMpbXyJIOd",68,"English"
"R_39i1KP8nDtD9X6V",68,"English"
"R_1Qgh6B71Z4MQ2FB",68,"English"
"R_2rGFXyWhoyZ5bCg",68,"English"
"R_do36xsbfwB0bTNv",68,"English"
"R_2taHAAfMJIdlGVr",68,"English"
"R_2aFzYlwATvETMkx",68,"English"
"R_pyiE6ZAJ5Juav4Z",68,"English"
"R_3PCg7pfDskmzL5K",68,"English"
"R_2TtqkPrNK3ghRBQ",68,"English"
"R_308gArOTLoeEeFo",68,"English"
"R_2dMetKllVDDj7Tp",68,"English"
"R_231VL3vdTZMgFQl",68,"English"
"R_3sADk4y0MU23Q18",68,"English"
"R_1FR08IKsC3oLGvD",68,"English"
"R_1CBVAmuM5BRpVm0",84,"Other"
"R_vxDoSraCxCK1hfz",68,"English"
"R_3L0kdNbGyRCPxdT",68,"English"
"R_3RkerMFj8Wiq0hd",68,"English"
"R_5dLydSfaT0ZiDbr",68,"English"
"R_2aJhhsvXzmqinpb",68,"English"
"R_12MgfNDnxSgCDCQ",68,"English"
"R_3rJ2229QnUiJLSF",68,"English"
"R_24qYivXEcU67Kz7",68,"English"
"R_3wPUv1P7BT4Z14J",68,"English"
"R_1pE6kdBh9oFaOWo",68,"English"
"R_27HxakC9xHO4dl9",68,"English"
"R_el02ripbpgVssHn",68,"English"
"R_24HMoFeVNG78Yk1",68,"English"
"R_2Sx0l9M5C9IcGjw",68,"English"
"R_2960uOJg3CZwRD8",68,"English"
"R_3QQuqF9DxAGWWkR",68,"English"
"R_3nwvDkZGwwkkJqa",68,"English"
"R_2tn7sEDhrBsmFui",68,"English"
"R_3CPA5kzJNbuQcxD",68,"English"
"R_2cBNFucpnx9Jgv3",68,"English"
"R_By0UOeVPdgfsLbH",68,"English"
"R_2fIfEvk1OyRasxy",69,"French"
"R_2tGsgkLSiEtf9KU",68,"English"
"R_1psYhyXYzJ7jNCS",68,"English"
"R_eJSTNriXzx9F5Rf",68,"English"
"R_OHxl9Y0kfa75x8B",68,"English"
"R_1Ltx2UUWXslPrdF",68,"English"
"R_3flPznYMv3QkeC5",68,"English"
"R_2dQFriFwjyKsuL6",68,"English"
"R_3s0sOhpKsoWgwyp",68,"English"
"R_1HcyCwwRc8BMSsl",68,"English"
"R_saG3N5HYAwaEv29",68,"English"
"R_1OWgR4Ajd7sbPkp",68,"English"
"R_10VGwvyuFoVGX6S",68,"English"
"R_2YbJrmCw7mYwYkX",68,"English"
"R_b3DH97xMNAaQpOx",68,"English"
"R_1ln1MSzyELk5SGk",68,"English"
"R_3hB00TZpHki24YO",68,"English"
"R_beaDOYXYxzB3nNf",68,"English"
"R_2TH352QGApRI8Tm",68,"English"
"R_1QuW4Vk1M2v2POC",68,"English"
"R_3pgTCmk1yWObPIy",69,"French"
"R_2ZTDfH0drgXzHzE",68,"English"
"R_3kmJg2EvhnBYzxY",68,"English"
"R_1rdAArEFCNii3Ab",68,"English"
"R_1eDHzRgMOs5aEaa",68,"English"
"R_1oBvXJEOVwCRhCy",68,"English"
"R_Wc9zoa0uubIcouZ",68,"English"
"R_1ltsAkbpBEHi1F2",68,"English"
"R_tVPfN6ju6ztf5Zf",84,"Other"
"R_1hKbRWST8e0zpMU",68,"English"
"R_1INpjOpzz8EFc4r",68,"English"
"R_RWUjm5uuDaXHR2V",69,"French"
"R_2wzPJneCfqMxJoX",68,"English"
"R_RWtFaExHnqGRfpv",68,"English"
"R_3oMZHZI9Jp2MpB0",68,"English"
"R_2PyPx2O4nerAUWT",68,"English"
"R_2fIn5Ml0jgbvpDP",68,"English"
"R_3eggr6ghJV3AwJg",68,"English"
"R_1d6Qt4vJdNcgEuw",68,"English"
"R_20OruhxBSSO8EMF",68,"English"
"R_2QKyNq3UPwnuezI",68,"English"
"R_Z1qs0QXBPp4gh0Z",69,"French"
"R_3iR0E8DYLn9ZHpL",68,"English"
"R_1LHBf5fdvKuseY7",68,"English"
"R_r0ED8QcnrM0kQgh",68,"English"
"R_2TtLmxrYffNvOKx",68,"English"
"R_1n1QNQP2kK7LTqx",68,"English"
"R_8IZCqOOwklGOiM9",68,"English"
"R_2PdlOMnIHvQSeKg",68,"English"
"R_1d0OYuXhyH9ak9H",68,"English"
"R_31aZe8FIupDuOeP",69,"French"
"R_ykmynUvaQD6NTvb",68,"English"
"R_25ZtUMIbcEN2S4N",68,"English"
"R_1pPEWrTq5maGIvk",68,"English"
"R_w7P2bQ55epJJyeJ",81,"Other"
"R_3D0jn3qNerwtoII",68,"English"
"R_1N1VjUiwYYM9zk6",68,"English"
"R_1IE6hSKUof3PvkH",68,"English"
"R_1mmAbZDNKGMGJCW",68,"English"
"R_1mPEYuheq2YjcCo",68,"English"
"R_1f8G8AYqFQBmq9U",68,"English"
"R_3m1sitI0AmZZQ1O",68,"English"
"R_2wnnOGndPx193tZ",68,"English"
"R_qxWOUwAj7j9tOFz",68,"English"
"R_1DCQ22QbTjmeDFv",68,"English"
"R_1itimp6Ros7yCY9",68,"English"
"R_ZC5rxlqX2CnWJ7r",68,"English"
"R_3nABjJgUqYKFsTU",68,"English"
"R_elFGnN3dU9opvAl",68,"English"
"R_cJcexdRyjZqpaOB",68,"English"
"R_3n0FPdAnovHq772",69,"French"
"R_2RaZ4pKNQ8QfXQV",68,"English"
"R_3k6Qkweuzxxq8OQ",68,"English"
"R_2SGHivXnsfVo2Ke",68,"English"
"R_271LxsE7SctFcBO",68,"English"
"R_RRiEFusavAyV3bj",84,"Other"
"R_1hR5aKeLtdQhEkx",68,"English"
"R_1IS0kCxaH57t2mP",68,"English"
"R_3MrModTpKNJXmTg",68,"English"
"R_ury2DpYXjsCiItr",68,"English"
"R_2VvI0jUZ2W8DJp1",68,"English"
"R_12mVofdSYR5AwcS",68,"English"
"R_1nOdNwrAyuAB7hs",68,"English"
"R_vqraj9hAt1Ac0dX",85,"Other"
"R_22Wy7pavuM5Fe9I",68,"English"
"R_2BaDudMuFy8zyJm",68,"English"
"R_3I4djZPoBQBiqel",68,"English"
"R_pimscegzzsf98EF",68,"English"
"R_3MKdsVOSffVfO6s",68,"English"
"R_vrgKNgcflY4WIoN",68,"English"
"R_6DVhYx89u1T0pnr",68,"English"
"R_214KJ6fAPiBJtwL",68,"English"
"R_3ha34u41QJcUk1Y",68,"English"
"R_2c2AemPRKxnWHIg",68,"English"
"R_1Kg41HqJsqarmAD",68,"English"
"R_3DnFz3wJQ7NKTcP",68,"English"
"R_3pu7DToJa5QoFFf",68,"English"
"R_3EKKZ5N6N6ePF4S",68,"English"
"R_2S014AGqfxJNJ91",68,"English"
"R_3Jml8qZUtTHIRKY",68,"English"
"R_1cV2hoo4djxvclG",68,"English"
"R_2zx3D0DMdXXi8Uj",68,"English"
"R_std0zD1jPDZ2FHP",68,"English"
"R_PzmGCwbcxToLxqF",68,"English"
"R_1I58iiKPKdzYeXu",68,"English"
"R_9u9SP2Sdg9fZkjf",68,"English"
"R_0oBuApBhDCbAyfD",68,"English"
"R_3FPesmmaP8EImKS",68,"English"
"R_1H5z9OQFMykrg4B",68,"English"
"R_3KpH8xqClqxu7aY",68,"English"
"R_2cnkgZrKv56mkst",68,"English"
"R_3e3TLj0Pa2thnEi",68,"English"
"R_ZlyJSR8UxTfHDMJ",68,"English"
"R_2qfyfcZpkOcHJve",68,"English"
"R_3EmtQgGHEV4CIvp",68,"English"
"R_3dYZ0kXUQ2Ibf0l",68,"English"
"R_cNHK4ht8pKzKuzL",68,"English"
"R_3fiScFtWlxHTie7",68,"English"
"R_1i3ZhwSCeo6Owu2",68,"English"
"R_5tABle2TZNo4btL",68,"English"
"R_32QreZbcqTGvYv9",68,"English"
"R_2v1jnQT8gWVTyPE",68,"English"
"R_TwrFXpx1K1oa8hj",68,"English"
"R_1Pc4RueFhV5Xm1K",68,"English"
"R_1ImyJh1uCuG1nN8",68,"English"
"R_2fiCBJoddmZuf1L",68,"English"
"R_238D6jNHOB2QIqg",68,"English"
"R_1ouOplENgrAanx7",68,"English"
"R_z6ClaI90tyZG2IN",68,"English"
"R_2ansvDfd1guOu4G",68,"English"
"R_3DthkCPzf8Fhn5r",68,"English"
"R_1dgGWeKr8nUiJaY",68,"English"
"R_Q0JKPXGTjuXHwgF",68,"English"
"R_10Viwl4Kzsj39JU",68,"English"
"R_1eUXT1BHG1tu2pm",68,"English"
"R_O6CJblDusn6PTDH",68,"English"
"R_2rCNKhFyLJMybab",68,"English"
"R_1rqqMkgOiXDP1Vy",68,"English"
"R_1oCr6erBEPGZEww",68,"English"
"R_3fkOTjL9Xyulgc8",68,"English"
"R_1PdgJwBV2qoC4RE",68,"English"
"R_290yKXfvouvAHjT",68,"English"
"R_3dWEopgiFb3UKAk",68,"English"
"R_rr8rW3N6WebDqUN",68,"English"
"R_1QmgrR0XmPwSlzC",68,"English"
"R_1DwkmI3auAAwgJY",68,"English"
"R_2EE1H9RQ8TxkvGE",68,"English"
"R_2YgGt3P31nGoyvP",68,"English"
"R_1kZz1P5ccDmwRdM",68,"English"
"R_2aPK3zGrq34lLcp",68,"English"
"R_2D0wK2H8greaSWq",68,"English"
"R_1kZADufDudYmYmE",68,"English"
"R_UZ3HZt6Ladx4WK5",68,"English"
"R_1QzxlJZML9Ot5Ja",68,"English"
"R_3NCmuLLQGvVkKg6",68,"English"
"R_BRETJQaWbYQUJgd",69,"French"
"R_2Y3bdgAbFru32YA",68,"English"
"R_1lh43wbplD35R1b",68,"English"
"R_DwunpE8XP11F7KV",68,"English"
"R_2SH8jq8gNYz4jPA",68,"English"
"R_XGGt2F5t0WHM4bT",68,"English"
"R_3Ed7hNcw3f54Oj7",68,"English"
"R_31jA9xsGUBi5999",68,"English"
"R_a8YzPfQG7rZ2Yud",68,"English"
"R_1Nq7Jx5EyP2gKs7",68,"English"
"R_2yqoJQBPgN25BiN",68,"English"
"R_U9g1kaS2tL5jgoV",68,"English"
"R_27BG8E3y2hIIVCR",68,"English"
"R_r7PEujXJb5jeonf",68,"English"
"R_YPqzKVcVkyr8iuB",84,"Other"
"R_1OQePr91bkTxf9x",68,"English"
"R_yDYPTAHwmluL5sZ",68,"English"
"R_2v2qKQ6NeFYKdSy",68,"English"
"R_1pL7lfgz654vUSU",68,"English"
"R_2YFySnjvPfHYx07",68,"English"
"R_1roZcn6dg0ij085",68,"English"
"R_1FwRXXwr22abio6",72,"Other"
"R_2E42WwPLcBeqqm7",68,"English"
"R_ABTjaZm99tGwXMl",68,"English"
"R_234DJPDHUKI6iA0",68,"English"
"R_20ON4NeynY2iylr",72,"Other"
"R_1FS3OTiHryoi8p8",68,"English"
"R_1HnH2LmwDuQFH1r",68,"English"
"R_1EYbcQnkyqpamfV",68,"English"
"R_3jccnXnbBgIAEiB",68,"English"
"R_2CVtllbhnjV5g4P",68,"English"
"R_9ssp7aG8aADUYfv",68,"English"
"R_2tFrkTOsvfMtbPb",68,"English"
"R_2VJUac7AR4e3UOT",68,"English"
"R_d1mMkb8PWjI0ds5",72,"Other"
"R_1rAilsI0clzEFQT",68,"English"
"R_2EaAAyY2qvebwkq",68,"English"
"R_3qKVVvhTK8MTd1X",84,"Other"
"R_1LbrBGSv9Ozm7gh",68,"English"
"R_3lzBgVl0rdVAFVR",68,"English"
"R_3Mh8vaP8NhsFFSg",68,"English"
"R_20ShBRzwvzmM87k",68,"English"
"R_1mFeD3uDgZEnIuU",68,"English"
"R_1lxyz7tJLhWzmR6",68,"English"
"R_3Pzbou1l2TnhCRs",68,"English"
"R_3lrAYzq40w6FoJQ",68,"English"
"R_SUmL9sn2gzneI0h",68,"English"
"R_2X4EFVdzWxljotw",68,"English"
"R_8uhOCKimFUSwLct",68,"English"
"R_28D4Jtgkq1jPN3s",68,"English"
"R_273Vqj6guSqqDDJ",68,"English"
"R_BD5xjHhrgmgi7cJ",68,"English"
"R_1d0I247La1qvATU",68,"English"
"R_3saiNJkJlYLTxUL",68,"English"
"R_29srG3BahXSt1mb",68,"English"
"R_2CQkGkPm4bUqA7V",68,"English"
"R_4I0bPf0Bw2mrNAt",68,"English"
"R_30eKhNaJFgIkGox",68,"English"
"R_3RiHXyfyWUXRWwN",68,"English"
"R_3PTelCQwhCsw6in",68,"English"
"R_1QKuHp3LpEarHXk",68,"English"
"R_1P75HmlnSbl0r2B",68,"English"
"R_3JhnQ3wws8UPmgv",68,"English"
"R_2CqfcfWdXBMbRKE",68,"English"
"R_1DZ28n6AbUCdC4w",68,"English"
"R_2S8hgxSwoNI8ZkA",68,"English"
"R_2c7REcYNqJ7LcyV",72,"Other"
"R_QcAwjQhM4EIUyR3",68,"English"
"R_3JCQIodQgALdyQ6",68,"English"
"R_3j0UJ13ZF7nb0Xm",68,"English"
"R_1HiPvAmwxuJSTWX",68,"English"
"R_3g2a5oUzpBCeXoF",72,"Other"
"R_UKs7Ohj20Rs4NaN",68,"English"
"R_3FWJDQdCrgfJ9UG",68,"English"
"R_2DYdp9QDcO9jPRP",68,"English"
"R_338XHHz202mB7F3",68,"English"
"R_DcWvB00nro0Sre1",68,"English"
"R_2TZBuEkAGQdMjgK",68,"English"
"R_2q1A9kRx4G5gJ3Z",68,"English"
"R_3R9rTjaVRoAZ28e",68,"English"
"R_29oWI32zxN5zQy0",68,"English"
"R_XFLhqV0T2eRmq4x",68,"English"
"R_240oNnJyp5O0TQI",68,"English"
"R_4PH6bjopX6zpaKJ",68,"English"
"R_2WOtJ4SeuN3MyRr",73,"Other"
"R_1rdC2rIzN17Aesd",68,"English"
"R_1F3Tl61aanim7Yf",68,"English"
"R_3CTaiFOo3fKIl3b",68,"English"
"R_3KCngwWXQ34GsFb",68,"English"
"R_2CTj3HHd30JD21p",68,"English"
"R_1EYW8lJS3VcqPSW",68,"English"
"R_12xK3hUqurBnkUa",68,"English"
"R_zcHwNpBWk9qn5Hr",68,"English"
"R_2sXX8eOFhSsNQRU",68,"English"
"R_3hox9Tu8OSo2slS",68,"English"
"R_1M6CMGNfv8mAvL2",69,"French"
"R_ByOuvLdr9KbQTXH",68,"English"
"R_1oeesWlnGZZx7w9",69,"French"
"R_3sodinoQZrlA1Gw",68,"English"
"R_1ig55JKR8Zj1xyJ",69,"French"
"R_3CI9YodNUSiWAHJ",68,"English"
"R_2CD0IyxN5bbPRsY",68,"English"
"R_2vjPwMSUtnptv1i",68,"English"
"R_31cQiL4lvVCFo4i",68,"English"
"R_3Mo50dORCExC23O",68,"English"
"R_UtZTAQaTdeBtBCN",71,"Other"
"R_2Swb04IpM0dDX95",69,"French"
"R_10HhNEuY9FnxgdE",68,"English"
"R_2Uhjg0G58wolnsC",68,"English"
"R_2OTSfaQWr4pu90G",68,"English"
"R_3PRystGme2k8Fa0",68,"English"
"R_WvWfn3QAoWKYtWx",68,"English"
"R_3qeP9SdYEjGJznM",68,"English"
"R_3M51GtR8YJNz7Oa",68,"English"
"R_1BWyQXammOW1F9h",69,"French"
"R_1K9blIy95KeKDn4",68,"English"
"R_1nVC8ucFGhydgXc",68,"English"
"R_3flbLOFgvm5InrD",68,"English"
"R_3ggic8tJ4GfoWNH",68,"English"
"R_3iPwdQF51MfA28P",68,"English"
"R_bdQ6UzfucPSNnPP",68,"English"
"R_273cdqjjRN45YK8",72,"Other"
"R_21uMEf9kJMS84og",72,"Other"
"R_2cdZ6AEZ0AN2tmA",68,"English"
"R_1LBx80RmUA3zLK1",68,"English"
"R_ANzAAPQFT6rAInf",69,"French"
"R_8fc3ozt7nHabd4d",68,"English"
"R_3ekaglxtLcefOz7",68,"English"
"R_1ocAJo9uKxGpJ4F",73,"Other"
"R_8IhF08pQs4LD6tb",68,"English"
"R_25uvTgtrby8WMEv",68,"English"
"R_vwOr0t38RjhhEm5",68,"English"
"R_33lEujUoZxb4k4S",69,"French"
"R_2vYwHuFI2kpATMx",68,"English"
"R_qL4h0E5W3jd2K6l",68,"English"
"R_27rPMQMDVYEh7Xl",68,"English"
"R_2Si4wX1L1I8LQFV",68,"English"
"R_2DMPKo0y9td3ntq",68,"English"
"R_3qKUapkZYryeRE4",68,"English"
"R_2f7AMwep5zCEvrc",69,"French"
"R_1rkLioOJUh6ziOq",68,"English"
"R_3JELixZEalq3v2h",68,"English"
"R_21nrlQLTjkJ9Amj",68,"English"
"R_3VLyHVe1n2mJ05P",68,"English"
"R_3m2epxcPwiT6sV5",68,"English"
"R_1inenbKnwBevqnX",68,"English"
"R_3h4mlBtxNq3F57W",68,"English"
"R_2qDg57Ze704QGWa",68,"English"
"R_3qF3ojUYruIJWlY",68,"English"
"R_7aAYP7D3HXc20fL",68,"English"
"R_eEc89B9bTaGb2Fz",68,"English"
"R_31tpJ2gDuwZIAHU",69,"French"
"R_Byssm5motlanumd",68,"English"
"R_pc16hrQyHYPm56p",68,"English"
"R_ezamul9F7EuP7Mt",68,"English"
"R_2EnqAduunAZQzEE",68,"English"
"R_SHSz3TJv8Uivv0Z",68,"English"
"R_2wjJnRXEMru6ftN",68,"English"
"R_3g0q3RSMDGwYncW",68,"English"
"R_W1FGeMXqONxQkOB",68,"English"
"R_0cz6P18N0Rkrt6N",68,"English"
"R_2rSBdLjFyns0zwQ",68,"English"
"R_pcufhoXjdMaHSuZ",68,"English"
"R_3etbpbi7D3HeD5b",68,"English"
"R_3CIuq4eYXMaYW80",68,"English"
"R_yJwlVDVW1kZR9m1",68,"English"
"R_3nHEwYSpvGuRLyM",68,"English"
"R_OvEbqPnRGUNCNvX",68,"English"
"R_1q9tMuZ4pS9D8Oq",68,"English"
"R_2cCTlcvsxh4rafL",68,"English"
"R_1Nzwt23DxEZ9hl0",72,"Other"
"R_D9aFjsoJw3v7Ujf",68,"English"
"R_114NdVA66O8Zxl7",68,"English"
"R_3Hq0xmKsxxPMuOl",68,"English"
"R_1HkGUjgXN6NirZG",68,"English"
"R_2rjRCKOGICdcmzE",68,"English"
"R_1F2KaKBrkz6KtLf",68,"English"
"R_SBlchYGBpaXJOQV",68,"English"
"R_2AGbIyiLnJvKZcq",68,"English"
"R_4MwpjuiIeJdGYRX",68,"English"
"R_3fjxPlkriPSThYq",68,"English"
"R_3EsOi5sWsjSd8az",68,"English"
"R_2wbnacfpgPzqWmV",68,"English"
"R_UirGqfZAOonfE1b",68,"English"
"R_71Dths7B8ellAyJ",68,"English"
"R_2QtwWL745nmDdji",68,"English"
"R_3iyYsb59exe2RYy",68,"English"
"R_Woluv31JRJQRN3H",68,"English"
"R_1cSUIT4XwvXCTuE",68,"English"
"R_3n11mYvOs0ceWYs",68,"English"
"R_2QM4i4UDmMYQJGT",68,"English"
"R_2sXqzgYFcADdZcx",68,"English"
"R_A4f38eCzfK13fjj",68,"English"
"R_aaxnumfSpIVsPxD",68,"English"
"R_3dGH05WUJ3VFgwf",68,"English"
"R_2Cj4v3RFiZcPYV1",68,"English"
"R_ulchcLDrQNkFAuR",68,"English"
"R_2YfZF5E6ZurL2p6",68,"English"
"R_2WYUyK3mH5xlk6J",68,"English"
"R_VJ37YTOE10851rX",68,"English"
"R_08p5qiAMNenJbYB",68,"English"
"R_Wpax9U1DV8qULRL",68,"English"
"R_2xz98SOrrI0Jp8f",68,"English"
"R_2cA8c3wwpW99B3B",68,"English"
"R_3PNpW2wVymPXHte",68,"English"
"R_SMGdG19llY9XOQ9",68,"English"
"R_1Fggo8gC7IQqXGZ",68,"English"
