"cps19_ResponseId","pes19_lang","Language"
"R_12ncSr8Upi6LXRh",69,"French"
"R_11h0w5d07F4eFTz",68,"English"
"R_Dwws1z4SVdlEwlr",68,"English"
"R_1cYdWFBpzTdcxRS",84,"Other"
"R_3e2znwXcY8TOcFw",68,"English"
"R_2s6b3VUiH7dyWM6",68,"English"
"R_7WFG9xDHpaphzdD",69,"French"
"R_DGJRuAI4YEPWOKl",68,"English"
"R_2tmmCnFpVl35yCW",68,"English"
"R_1GKb42DI6I7YZzV",68,"English"
"R_31gzxXeTdjTOhnN",68,"English"
"R_2qqq17d3SLeKt8y",68,"English"
"R_1kZWjOx4OPXhUmC",68,"English"
"R_22E5hn4WBtZxqBe",68,"English"
"R_1iqBvLI7pcaPalA",68,"English"
"R_Qh8BF3QTpfoZRNT",68,"English"
"R_D7hPEh8cpYGZIGd",68,"English"
"R_bQrG5pqmPhhGYcF",69,"French"
"R_3O3sSklt9Nyx2Rc",68,"English"
"R_2330Ym3TRUfYXSB",68,"English"
"R_ThZ8xHp6sjg5Kpz",69,"French"
"R_1n8GIp3DxhPCZNw",68,"English"
"R_3iKLJqD5wszhN44",68,"English"
"R_3iyzxig0n3zU47x",68,"English"
"R_3O8tYbdeDXrVXuO",68,"English"
"R_eX25kuinyMgOyid",68,"English"
"R_1Lba8KCwjZtxfPs",68,"English"
"R_1mFt0BPxWBEtwmg",69,"French"
"R_3PGOmrdr41IItUo",68,"English"
"R_eDQ5C1Dqlb3tJex",68,"English"
"R_3HTU2DikyfaiMeo",68,"English"
"R_1E03lja8AstEMJK",68,"English"
"R_2ZWSeHaGwPcZoQ1",68,"English"
"R_1igjTuYTX5fAYdA",68,"English"
"R_1OW8IhUjq9I6fU3",68,"English"
"R_pRbbe5QdgoIbKbn",68,"English"
"R_31S49AtxNVRthqz",68,"English"
"R_1pnzPy1h8igytnX",68,"English"
"R_2PA3zLX0WzAEyBl",68,"English"
"R_2CevVR2bx0JX9Ou",68,"English"
"R_YRg0DyNkuR7EzQJ",68,"English"
"R_8fdLSzPh53px161",68,"English"
"R_1QoywQ4vi7fXII2",68,"English"
"R_2tKex8gGzZfYQKa",68,"English"
"R_1mDIqiK8Bu0tWNY",68,"English"
"R_2zUbS779Et3jr9s",69,"French"
"R_3n0ItNU2fqTm3w1",68,"English"
"R_1OJKocGzhKL5E3B",68,"English"
"R_1cUJpCUrLAjfRJS",68,"English"
"R_3RxOl6GpwxPZpd5",68,"English"
"R_D7h0haTEBhM3nFf",69,"French"
"R_yW9ZJUbauFri3At",68,"English"
"R_2X4c1Kkjp4Bfrs4",68,"English"
"R_0UJlH1px8iRZE8F",68,"English"
"R_3hzOOt4K5f6ldxL",68,"English"
"R_2xFuMbGIzU0qOb6",69,"French"
"R_1Oy1HacpK0NS6vZ",68,"English"
"R_1gthxPntR2oz8hp",68,"English"
"R_11WQ46RTE8VgnkN",68,"English"
"R_3m7D8h5KrkzrRno",68,"English"
"R_1EQbEQeto62iyPL",68,"English"
"R_3n7ZoZuejJ3nh0W",68,"English"
"R_2rSjyu3aeTxYIHY",68,"English"
"R_3q2cEnZgOw9OZRn",68,"English"
"R_3oAuWIzC6FoDxgP",68,"English"
"R_tRvhcbpZG6BzsyZ",68,"English"
"R_3JYLP5QuTmhzzR7",68,"English"
"R_1hF18z82tn6Q37L",68,"English"
"R_1gLmKQsOLgtc9hM",68,"English"
"R_UnGIyzibBZJCR7r",69,"French"
"R_10DvgOjhN7cxJf7",68,"English"
"R_1mhjuXHDA59O0xL",68,"English"
"R_31HRDpmIRFnioSl",68,"English"
"R_3PiXY31GN6mL6Fr",68,"English"
"R_1pXNT1jPlMJ9CvD",68,"English"
"R_3fJexRRrW1o2CSh",68,"English"
"R_3ErKpslFlxjHkBT",68,"English"
"R_3IPIy6eJejFloAH",68,"English"
"R_1CsaIYEcZ9YnGgY",68,"English"
"R_2D7ETCmT2V3mn4w",68,"English"
"R_Z7Zte1KJm7OkV3z",68,"English"
"R_2ElRHh2Dtwbeeli",68,"English"
"R_2EFvOM7P1eL6vqP",81,"Other"
"R_1MRiPRgKj0vy56E",68,"English"
"R_3rMvlY918rAADf3",68,"English"
"R_czHnFxfzRbpCzp7",68,"English"
"R_2aUGXAiea99ktym",68,"English"
"R_30pAQ0GybJhkbzy",68,"English"
"R_3DvypQeCUybJsa0",68,"English"
"R_1I71du3rLZ7Y8yL",68,"English"
"R_3HXKz5xersfcWFS",68,"English"
"R_dgVhh99hAEOx86R",68,"English"
"R_6fCWehpo2hTf28h",68,"English"
"R_2fHv0fejp6Feruc",68,"English"
"R_2zeApYQE4SU0e6S",68,"English"
"R_1NwaE7Uz7qKcOUJ",68,"English"
"R_sF4dGjb7VOfIjct",68,"English"
"R_24qSDYogT6rO8D9",68,"English"
"R_1jfTrdkGMaBI5YZ",68,"English"
"R_T6HetjWpLGIOR1v",68,"English"
"R_1IZtdtkfPdi7jlY",68,"English"
"R_1OIbzkraEbHmpYL",68,"English"
"R_T0n8Tqd7M0Yf9yV",68,"English"
"R_3fZfXK5AWqU4NvU",68,"English"
"R_3EaTGRyvQM4a040",68,"English"
"R_RhuEWFYJeBON2P7",69,"French"
"R_1mheLKNc8VNghr9",68,"English"
"R_2xR9vVtnVRVEc8z",68,"English"
"R_2OOvxPGidiUc4X7",68,"English"
"R_tGmq85HLUhrtOmt",68,"English"
"R_1jxKKVizo0pTeox",68,"English"
"R_r3wDcdFFkdddDHj",68,"English"
"R_0OsK3oWHDYhGXZL",68,"English"
"R_1C3Xt4n7Bhd7qZY",68,"English"
"R_3ELmoZA7wcRJMi9",68,"English"
"R_21b7E8sBSjXmd3R",68,"English"
"R_3O8sGfIf2hXLZOf",68,"English"
"R_3QDVBBV68KWlki8",68,"English"
"R_33lJY5m5iGw4qZ6",68,"English"
"R_VIumKPP9dpmo4gN",68,"English"
"R_3hnid3boRTQXOcq",68,"English"
"R_tM1Rfv7tABvAv0R",84,"Other"
"R_2pMLzGU5hLfamJm",68,"English"
"R_2uNSEC655lnUcgB",68,"English"
"R_28ImImkmSZS4SAj",68,"English"
"R_PzxlkCzDU6a4LXr",68,"English"
"R_2ByftSYu7p8gMwn",68,"English"
"R_PBt5SXhzmBOIhFf",68,"English"
"R_3F282c48vl5qWTP",68,"English"
"R_Q6rTe3I6Gris0cp",68,"English"
"R_egHIytqxyAjp6i5",68,"English"
"R_O23TKZKKrb18bFn",68,"English"
"R_1hGBn6bJXdt4ddp",69,"French"
"R_2xJZS890l7kUMSU",68,"English"
"R_1QmC8juir7LEX9x",69,"French"
"R_1FmR3QN767nyQWl",69,"French"
"R_1E6Tna159926ycK",68,"English"
"R_3exJqOTmLH9gdGB",68,"English"
"R_2zCM64nxdY1hZqC",71,"Other"
"R_114OGfXyjyyoXVF",68,"English"
"R_1mxsLUTVzAC0yux",68,"English"
"R_3JslaugA03VolTF",68,"English"
"R_TbcRgj2S8dwJG7f",68,"English"
"R_XhOCFXNgq2gPYIx",68,"English"
"R_cBxg5biLdCxzgOd",68,"English"
"R_3t9HjHY8O7jeJCp",68,"English"
"R_ZE7duRaMA8OKDxn",68,"English"
"R_2PhggvxNzScYiy0",68,"English"
"R_32WRlQdAgbaTcvC",68,"English"
"R_dnDqskAAgdWIRJ7",68,"English"
"R_pnHqgbzVmetsggh",69,"French"
"R_3HizVbiOr6FsZ9H",68,"English"
"R_7Vhi0aMdCZ7nGYp",73,"Other"
"R_CfsxpMsorPUg3kt",68,"English"
"R_3KD516Ise93ldFJ",68,"English"
"R_d0wC2tBrys7uTv3",68,"English"
"R_3HF7cC75kssywhi",68,"English"
"R_30dF2eoVypDIKd6",68,"English"
"R_3lRZ1kdgcpPUFjZ",69,"French"
"R_2ss98PElj6fdyfL",68,"English"
"R_cILac2YvAmG3Ead",68,"English"
"R_3rGpmXUZxEGbxHw",68,"English"
"R_sHD2UDRSMR0jBgB",68,"English"
"R_1IWcWD7fZfylxsv",68,"English"
"R_8potcEknDhg6JIl",68,"English"
"R_3J8eagEwmomFLjE",68,"English"
"R_8kvnEx0wUsd9bhf",76,"Other"
"R_21AGGqPPgBgO4AU",68,"English"
"R_Ug6D1b3889N8N3P",68,"English"
"R_1hYGpW5j4YBCdJK",68,"English"
"R_XSuexsEug76y8MN",68,"English"
"R_2dKkZKnZKo4wrhX",68,"English"
"R_3iyeSedC4XgeGKX",68,"English"
"R_273QZnJcoRw7mRi",68,"English"
"R_3lv8No8aviLKuc1",68,"English"
"R_1divhwE1ueh79aj",68,"English"
"R_Ab1TdZWGsQOimch",68,"English"
"R_12EYHV5A92E3nAu",68,"English"
"R_qx5EqnKhJddfT4l",68,"English"
"R_3QW8dPxfIOfD1Vq",68,"English"
"R_1DHdzz8z77dP1xx",68,"English"
"R_1dh4FcoE7OUv7bu",68,"English"
"R_3et9lywlPuNF5yi",68,"English"
"R_3kq7KkqVik7BK21",68,"English"
"R_2VyImjwMQmJEQm1",68,"English"
"R_1F97eAUdotlQalu",68,"English"
"R_1DZLuBEHRZzzTHZ",68,"English"
"R_1H1XjsP7uXOUQ2s",68,"English"
"R_21dranAzNYUGGUY",68,"English"
"R_2thTKBbfCLS712R",68,"English"
"R_bKtc6tAOZWEO59L",68,"English"
"R_0MVIcSHns1WVpIt",68,"English"
"R_yON37B52StwI1Vf",68,"English"
"R_2Vf69SyYW0lbvwM",68,"English"
"R_3P601xZnJIEC9Ic",68,"English"
"R_27NdX5AnUEphT2B",68,"English"
"R_2sdbCsiZEb02NQt",68,"English"
"R_2axbmBDuOH4xSz0",68,"English"
"R_2tsPfrWa8bR6uQ4",68,"English"
"R_Bxn3fbEfn4EfzRT",68,"English"
"R_2v0w6oqG7SEFOgc",68,"English"
"R_2BtCC1D9m142LIC",68,"English"
"R_3PMmvqZWoxcQi5Z",68,"English"
"R_2zGxt3ErjQY0Fsh",68,"English"
"R_3e9nit2Ohz7tl3I",68,"English"
"R_VJWoYK759jBRM2t",68,"English"
"R_2zvyPzhL4r49Vtb",68,"English"
"R_pQ98a9zvnrUF4Ot",68,"English"
"R_3dPNpNWbZs9noMU",68,"English"
"R_Qh4EM2CnmYDcKxr",68,"English"
"R_O9gqoT3Rn9UzBdv",68,"English"
"R_3e3Nwnaq7Wy5Jz4",69,"French"
"R_10Tmx9EoUkbdymU",68,"English"
"R_BLFeQdsWPYbkZJT",72,"Other"
"R_6VHODlwXTToavm1",68,"English"
"R_SSRaAPEh3sZjxbX",68,"English"
"R_2yrS1uaNEsF7DFH",68,"English"
"R_2Y9xcsSFaxoR37b",68,"English"
"R_28G45nSbx7FdAfm",68,"English"
"R_Z9prRSfeMV7nSkp",68,"English"
"R_4NnbU9ykg5jietz",68,"English"
"R_11Y2GKu0m1dxhtE",68,"English"
"R_1E08WmnXVjpJySj",68,"English"
"R_1JPi6VyPOkAFxug",68,"English"
"R_27D6x9ynH4f23dP",68,"English"
"R_T8fUZKwXC86gzRv",68,"English"
"R_2CHYnhVUWbvlupf",68,"English"
"R_1jx4dRQsugMe5Ww",68,"English"
"R_2WDtzhifiRDjYnq",68,"English"
"R_2VdpWboQ8TyPxjm",78,"Other"
"R_1KqMp4UZMul0ROK",68,"English"
"R_1mfqvMDGtNidRaD",68,"English"
"R_eDupAsHsRJIflFT",68,"English"
"R_2rYJqjG2xSoqBev",69,"French"
"R_1pm2EWHmx4B3eVM",68,"English"
"R_1rPkx9NEe3tdJbU",68,"English"
"R_QnQF1gqiKDwis7L",68,"English"
"R_1gFMjPoxtkez9ei",68,"English"
"R_Ze1ManvCQWHXpyF",68,"English"
"R_2y75w7WskCkFEWh",69,"French"
"R_2BqBodGuC6990Qz",68,"English"
"R_snc7N8XQLSQj5Qd",68,"English"
"R_1QsIx4WXryl315M",68,"English"
"R_2e2PHNoJ50aSlP2",68,"English"
"R_1Kr7UFxwgIAfwWV",68,"English"
"R_2fHVwOTZfDMDjvn",68,"English"
"R_RE6wEJ4DnLXuBI5",68,"English"
"R_O1EVBwDYIBXNCpP",68,"English"
"R_3luhIpnWchY3T8c",68,"English"
"R_3G1WdedpF7QkNLd",69,"French"
"R_2P0toYO04v5chve",69,"French"
"R_1mRCDvMibqF7b7l",68,"English"
"R_3m3sacZ7zEa1fNQ",68,"English"
"R_2SqsTeVlhzIa5h3",68,"English"
"R_2ePB7ofXu09wZpo",68,"English"
"R_3svSo3xhGAZdw74",68,"English"
"R_qCs5hIxqWIBmw13",68,"English"
"R_2fdny1v4nQEvvuX",68,"English"
"R_2frhlqZsNHwnlGY",68,"English"
"R_ykChbwdTxq4BXsl",68,"English"
"R_3qrgCDXwS51VPBY",68,"English"
"R_5bXz55OBJkjaPXH",68,"English"
"R_2vZaHj6eTyxUU4j",68,"English"
"R_eyBFTukguky8iOt",68,"English"
"R_8k3Bf16B9kUhoEp",68,"English"
"R_tQkhoqUrfGtvrS9",69,"French"
"R_12gPLyMM4L3M6Oi",68,"English"
"R_V2QdVv5Tb1DYv4Z",68,"English"
"R_3lzylku6FMTfyCp",69,"French"
"R_1MMRzMZoxppuBg3",68,"English"
"R_1jMWoeKJIYGQe67",68,"English"
"R_aXWL6f3WLdqHX0d",68,"English"
"R_2xRGa7J4nTz6qtP",68,"English"
"R_1LBA4fmXmAE5jZj",68,"English"
"R_Ab1k7q8Svh9CqZP",68,"English"
"R_1H5L4kjyQI5hLV2",68,"English"
"R_3kLMmI96KlaX817",68,"English"
"R_1P7gf1KXeqOUOhE",69,"French"
"R_Wfi7RoY0NMf7icV",68,"English"
"R_10Adr5g6MfrPFVG",68,"English"
"R_2uqbr8wyCMsTjds",68,"English"
"R_xx7X2ARouIqrBRL",68,"English"
"R_2DT5xSQSDjqN1bp",68,"English"
"R_2OU1Zlbaq9bFqr1",68,"English"
"R_DGNfCjEJia0AS3L",68,"English"
"R_DOSQTQxYfaCv0TD",68,"English"
"R_1r2M8epNNenKp5F",69,"French"
"R_1oIssqPjKEPk1m4",68,"English"
"R_bgDkpo8NVmygSEV",68,"English"
"R_1N2GktyTHJaUkPS",68,"English"
"R_3fOkhEWtFNxG3jN",68,"English"
"R_R9vo75GopFBsZsl",69,"French"
"R_3Rmy777woaVIM8H",68,"English"
"R_1IuC7n4UyiZUGwA",68,"English"
"R_2cpvwiGG4kGaoN8",68,"English"
"R_2YJsZmpafVcFbeb",68,"English"
"R_V4KFIayiMMbofC1",68,"English"
"R_1MQhLWZIInV2bMS",68,"English"
"R_3Hn868YBLre93F7",68,"English"
"R_1X4y5OqBNnZySkh",68,"English"
"R_1myCBIuyBMOeoao",68,"English"
"R_2zu2me9SfYDMLt3",68,"English"
"R_06Yu7w2dwASlWEh",68,"English"
"R_3dXpXDoBCGEygO6",68,"English"
"R_2EFXMkOh7CZvRPA",68,"English"
"R_ZsFPRzrGhirT3Tb",68,"English"
"R_2P4EysGZ8QChO8a",69,"French"
"R_277Q7mVBm15iTR6",68,"English"
"R_2bGVKx5BF3fQVwJ",68,"English"
"R_2B9Rf92vtPcdsMR",71,"Other"
"R_1Qir3odPUY84W6f",68,"English"
"R_3LhyObxRfmtXe3U",68,"English"
"R_3RsfH6BFokycm8u",68,"English"
"R_3dFYYiJLHe05Wme",68,"English"
"R_2D6XkAgpLOG6wEj",72,"Other"
"R_W9D1hYs3gZeyrdv",68,"English"
"R_ZIz8FIcqFyrJwiZ",68,"English"
"R_2qE0O8r9gi6fflo",68,"English"
"R_XZgoRSyodcJQgxP",68,"English"
"R_10JACUERdvr8D4W",68,"English"
"R_21B7jytaKXTFueI",68,"English"
"R_sGXbFTeiasqq9mp",68,"English"
"R_CfDUbPU3Mg5o4Kt",68,"English"
"R_Btvh9uJY5DLoEKd",68,"English"
"R_3F5mTwtnjhPeV47",68,"English"
"R_UoSdZlPUde1NrNf",68,"English"
"R_1Hk3ZMlRHxEdcQd",68,"English"
"R_2R3t3wTHvprktSs",68,"English"
"R_3JsXjMFXVShuFz1",68,"English"
"R_uyRBtbpkMVgDFcJ",68,"English"
"R_3dJKCdWQ0Y0abur",68,"English"
"R_3QJF5LuxFmyMVOj",68,"English"
"R_1i8vnxC9JPJq12S",68,"English"
"R_31hjsLXLkX18BDw",68,"English"
"R_2vY3RqhG1L8qYW1",68,"English"
"R_2sRSriVcVM3MU4c",68,"English"
"R_26kxPvHD3by4aNn",68,"English"
"R_ykjaTvZg717TPKp",68,"English"
"R_1hALnWKPHdoKWS7",68,"English"
"R_9zR2ce2vPcOceaZ",68,"English"
"R_1mFz1orSLkm3YmV",68,"English"
"R_10ARziDtmpq7dy3",68,"English"
"R_2gYuRjbsNCCoJmV",68,"English"
"R_27ND51VFn1TV2HC",68,"English"
"R_3NWHL8mSDYa28YO",68,"English"
"R_2A08VTNp6TXPxjz",68,"English"
"R_1CygZXAuVnoK7pW",68,"English"
"R_2COkudHBOxCkOoE",68,"English"
"R_3O2iAk63vaqYxBT",68,"English"
"R_22tUqaZajIwXX44",68,"English"
"R_29iSpWID1Fa5I5w",68,"English"
"R_1jdMJbpOoZZzn0K",68,"English"
"R_WrQebvWHvn4eSm5",68,"English"
"R_1ozQe9Pxwtg8YCN",68,"English"
"R_1i9enys3SLbLKTD",68,"English"
"R_22Q57SvmKKTqPaP",68,"English"
"R_1NDCIOSE3bbiOTW",68,"English"
"R_1M0OO0C2llQu0Oa",68,"English"
"R_1DZNngx5c6ONkaz",68,"English"
"R_BRhhYFWjsgHBCYV",69,"French"
"R_3FOvmHiOnRUUXTO",68,"English"
"R_1B2s2MR02NRfOKZ",68,"English"
"R_RtBCI3C2OhNDqIp",68,"English"
"R_06sc3rXkDjOSnpD",72,"Other"
"R_3ffSWcywxjrMfir",68,"English"
"R_WxhKNdxjQcxbpWV",68,"English"
"R_3iCrHrBHr6S7ITW",68,"English"
"R_28BtUZv0PDAwWOY",68,"English"
"R_DOSTEhIJvoSuVAl",68,"English"
"R_xrwl4M2EnhGND8t",68,"English"
"R_6rozEW7MCEtOgut",68,"English"
"R_1CyKgy2jAT7KiUX",68,"English"
"R_2RR2PNyVix8ikJV",69,"French"
"R_2ttbXqDBz9jZ6ZH",78,"Other"
"R_2B2SKn4tw2WM72l",68,"English"
"R_6VSmACWoezWJzDb",69,"French"
"R_1CxZmJA80i1iNKM",68,"English"
"R_C9RihS7HEpQ9tvj",68,"English"
"R_3pax1yMF1wg5znl",69,"French"
"R_3e2grKehSBi3tI5",68,"English"
"R_xrBJ68r2A4Ctw7T",68,"English"
"R_2tLiwiBX1gpzpvF",68,"English"
"R_1CJkbiHFZtYtxOY",68,"English"
"R_2Ubcy8kjRqd3fP6",68,"English"
"R_24Ibc5wWagaW1K1",68,"English"
"R_ddoZjYM6YilIrWV",68,"English"
"R_3KvzbKEsoRL385Z",69,"French"
"R_3rUnacX2qaWX5eX",68,"English"
"R_10oufhuOhD6xmvo",68,"English"
"R_3HOC0N6jTbmrqi2",68,"English"
"R_2PbyH8vn5qt0trP",68,"English"
"R_sKUC1wZbOlheh8J",68,"English"
"R_YVVB6myVyF6QRot",68,"English"
"R_3PMm3NfC4Fn5eUS",68,"English"
"R_1KpRt1TxGZOjltu",68,"English"
"R_DGXwG1X5foEvXDX",68,"English"
"R_3DjAfvuQ5t4KOWZ",68,"English"
"R_RhrZiwLQVsL6VB7",68,"English"
"R_33jy5QHkv3xHKoH",68,"English"
"R_1qWWAkCrB651fCQ",68,"English"
"R_vDeSoYOb11FTG13",68,"English"
"R_2uCaDQt3Nhht1v2",68,"English"
"R_3iqWGKNJlVNcYI4",68,"English"
"R_1PZrkbPPLFtjrgv",68,"English"
"R_d4LNk5oWBHFtEKl",68,"English"
"R_2qrdmCTbtAk26Ra",68,"English"
"R_1rNVwKtAoXEULld",68,"English"
"R_2aPFxQO6XlExWbl",68,"English"
"R_8ekbrxCI6xBtWb7",69,"French"
"R_3eeL7GwD8XXdB5l",68,"English"
"R_XhvZWbmrUlEYDSN",68,"English"
"R_11cfuZwh1RUeeAM",68,"English"
"R_plSUSwgUWTPxeXn",69,"French"
"R_1Q5SpZSgEba1RaO",68,"English"
"R_1ruDI7sXYhNfThY",68,"English"
"R_AHFp1nsjKhDc8Ct",68,"English"
"R_3gNq604AwwuHFQg",68,"English"
"R_RPFzFiZVWBjfrMZ",68,"English"
"R_2f36X5dJmBdPkwr",68,"English"
"R_2WwK7cQl4EOaNGo",68,"English"
"R_3sid8422oSliHn9",68,"English"
"R_2Bbummm9gG0gFPT",71,"Other"
"R_WeBIrMoJqx96VtT",68,"English"
"R_1lrGqZrkMbhZmyc",68,"English"
"R_DUzTvdMcYTUIfVn",68,"English"
"R_x0opyy045fRlIDT",68,"English"
"R_C34Pn48bodtcvvj",68,"English"
"R_3kazU11DS0adnWj",68,"English"
"R_2VjSuI9ghcO2Hgc",68,"English"
"R_3QLgK7GSHA0lpzI",68,"English"
"R_Y4vqINlqA6Foc4F",68,"English"
"R_1Fm84Gvh78Dr3uv",69,"French"
"R_3RaynRoraylpLIv",68,"English"
"R_1PTvYWYEwnfApNC",68,"English"
"R_6Yxu7c0M3b5Qu3v",68,"English"
"R_3iRnoLhGKIFJjCz",68,"English"
"R_vVSJGhsRqqdd7FL",68,"English"
"R_1rvlpQVOxgA0Ekd",68,"English"
"R_1fa6aKiD8Zq7LNY",68,"English"
"R_1dEvWrvr7W9TNcm",68,"English"
"R_0HrKGfOkM1XFr2N",68,"English"
"R_2Bs5PnI47Anxlix",68,"English"
"R_7Ol910fdtNSYEnf",68,"English"
"R_2OUvIjy07dqewEy",68,"English"
"R_1Cd4Dti4N0CLsjK",68,"English"
"R_2B8qAYeISQR6ke0",68,"English"
"R_3J9v20wMpZcpqEQ",68,"English"
"R_D7VfM8qp1GJFrJ7",68,"English"
"R_12RQtDrNATsTqYz",68,"English"
"R_1EZkVCwEpyJTZPQ",68,"English"
"R_1okeYisvEBC47qH",68,"English"
"R_2xVmiP7VHNJWi2F",68,"English"
"R_3FRI9OGQLcWFGQR",68,"English"
"R_vcvg8CTUIezUOVr",68,"English"
"R_2AXAjYH24eD9yNe",68,"English"
"R_2ZQZNRte4exVNP4",68,"English"
"R_3gLTBdVmd67w39l",68,"English"
"R_3Oqr2907NquJR5R",68,"English"
"R_3pcoKAppzbhgjo6",69,"French"
"R_1I4KTvS2jyXqgNZ",68,"English"
"R_PG3qZqGQI3sLHfH",68,"English"
"R_1gHpdn6jXI7BVKe",68,"English"
"R_vOJjvDVAeu9Qgmt",68,"English"
"R_cMbMgfHteMQmB57",68,"English"
"R_UKKxnsLtHgPGaFH",68,"English"
"R_cN3INg3EaB0HW81",68,"English"
"R_3qmFpLL0tv74S7D",68,"English"
"R_3KHM1HusZxddiwX",68,"English"
"R_2ZQTd2pMef3u4V5",68,"English"
"R_1ikTKL2m1kbzMSQ",68,"English"
"R_3jcgRYh6MMtxCGL",68,"English"
"R_a4dnBwqaOIwHSAF",68,"English"
"R_RFuTb0IItnywQkV",68,"English"
"R_1JRcneac543TuRJ",68,"English"
"R_tVQkZBPfcl5Eghj",68,"English"
"R_1nZoiayL97s9pXw",68,"English"
"R_1eJlbNfkB46dLf0",68,"English"
"R_2TS0Iq5kpOObqQs",68,"English"
"R_1NkwUcUiHbMd6wB",69,"French"
"R_a63MJl724h36aGJ",68,"English"
"R_1pX8QYCXNdwCgH0",68,"English"
"R_3GwHCNy5fesVbBx",68,"English"
"R_2B3XCOwTPTuYNuW",68,"English"
"R_DV7MfT6IEYZ9c8V",68,"English"
"R_DCx93WcszC6cHE5",68,"English"
"R_3I6mdZhXFJh1GHm",68,"English"
"R_2xAa2QDJ8854V4u",68,"English"
"R_T4WT4XJ5lr6ci2Z",68,"English"
"R_6s2WSQVecbOd2oN",68,"English"
"R_2aza2JEmJOMa7Cd",68,"English"
"R_2dSGjDW9EnN2IFG",68,"English"
"R_bO9wEBK3v0iiUff",68,"English"
"R_1Ka8sAbjFB7FxAu",68,"English"
"R_2zU7RjjWMhUUjFP",68,"English"
"R_3qIO1gALqbsoNwz",68,"English"
"R_8rc67DpwZBnQ6EF",72,"Other"
"R_3snYiHYmPueNlnP",69,"French"
"R_3KVlWQdlHbQaZwm",68,"English"
"R_UhZP0LUq0S3bfRT",68,"English"
"R_Aol26X02rY2S1Ut",68,"English"
"R_ewXkh0NXZiJoWwF",68,"English"
"R_33DxSaGb0ZvbXbF",68,"English"
"R_1pKk7LSNrJEfPqk",68,"English"
"R_2QWfHTowLYVvbRY",69,"French"
"R_d4khRMVhyzrZjjj",68,"English"
"R_25ZbxLi69NUKdB6",68,"English"
"R_2qCrKba6BGrbUcM",68,"English"
"R_ba6N7rBFXZs9gt3",68,"English"
"R_308cRgtkvSGdLfk",68,"English"
"R_b3Gr2vO5wMF3a13",68,"English"
"R_1IGydVdkXqcYeaP",68,"English"
"R_Uu9mN5tKovQiq0F",68,"English"
"R_1FwTlonjO0RdfoW",68,"English"
"R_3g0XqGJPigO7Xeo",68,"English"
"R_paeX4pZx9YLEUmZ",68,"English"
"R_2tfyIK3NsTDiNSp",68,"English"
"R_wXjzoG4M04EWno5",68,"English"
"R_3en4akiZ4TnWgfK",68,"English"
"R_eOMr39aIggy4Ozv",68,"English"
"R_3PIk2knl2WwMV5n",68,"English"
"R_1LpXNidF5yiCNWw",68,"English"
"R_2zY274sufdgxPAv",68,"English"
"R_1lv5pb3hi3latj5",68,"English"
"R_2zvVf7sFfwcJ152",68,"English"
"R_3Nyeq3ka93V5EoZ",68,"English"
"R_3EnWPVxVKbgjse8",68,"English"
"R_SITC4TjvZhpDvwJ",68,"English"
"R_3nDv3Z0so51nclf",68,"English"
"R_bHqvHXLDshZoW4h",68,"English"
"R_OuIIJu0Re6EQbcJ",68,"English"
"R_OxIWpY394fDMRcl",68,"English"
"R_3DpRzBZucTcj5KP",68,"English"
"R_2s4MaouaZIFZYDP",68,"English"
"R_0umnehWNQmBx6lH",68,"English"
"R_3sgFPG8Xw5SmJQN",68,"English"
"R_22Q6CMdlCYpALTV",68,"English"
"R_3PIa39M5HUN688n",68,"English"
"R_RxkDw7nVcg1VH3P",68,"English"
"R_3QXmmK8tc0ZEoOD",74,"Other"
"R_2Cyv71yQ4vytkkq",68,"English"
"R_3sibOdpdSctbFzo",68,"English"
"R_3KUzxC4O4ZgdMVA",68,"English"
"R_2QWjBVLEMq3FWfl",68,"English"
"R_2CrnQo7pfIt30FY",73,"Other"
"R_3dS4jYPpSCb56i3",68,"English"
"R_1r6WKTPJ3ggSPj7",68,"English"
"R_24CVf55JVpi6yKs",68,"English"
"R_2X7qQtQSGuEvqY7",68,"English"
"R_3ph8gjGkDPXBRT8",68,"English"
"R_bxe8gaokueb664h",68,"English"
"R_33kldUUgKcuHOCL",68,"English"
"R_b2vfm8rnpHvWPS1",68,"English"
"R_2SuTSkXB1yfUTuc",68,"English"
"R_2Br0dlSgJlcD9gI",68,"English"
"R_31RY6nxhVjLPWsx",68,"English"
"R_1LG4bUWK89H5sC1",68,"English"
"R_2sYyLSGOAmJNLBK",68,"English"
"R_1Ia8LUZWYmZkdOI",68,"English"
"R_2wtnwlxctoOL1Ji",68,"English"
"R_2aVPWyXh0BXXm9y",68,"English"
"R_r2xmHYDYIjgyudP",68,"English"
"R_10VGNMWqzEz0dF4",68,"English"
"R_3PzW84h2C20XIlp",68,"English"
"R_10TcVHs4kTV7tMT",68,"English"
"R_1IXn3sMxHaDdn4t",68,"English"
"R_vVOf8AddsiFTDb3",68,"English"
"R_3NX57RZJv9ykgTS",68,"English"
"R_3P603IDDMC5j1iR",68,"English"
"R_1LuuRczQSCMg2yC",68,"English"
"R_2dX7AsXwGY2kxMU",68,"English"
"R_3Htp5eIR8AZszpV",68,"English"
"R_2CjKWpFLViax8hP",68,"English"
"R_1NFhfkrnFExhuEh",68,"English"
"R_26gn8ulAfHJIVTg",68,"English"
"R_31Z1M9LhWMtRuL3",68,"English"
