"","Riding","Sex","Official Language Spoken","n","freq"
"711","Haldimand--Norfolk","Male","English",53210,0.975972120322817
"712","Haldimand--Norfolk","Male","French",425,0.00779530447542186
"713","Haldimand--Norfolk","Male","English_and_French",35,0.000641966250917095
"714","Haldimand--Norfolk","Male","Neither",410,0.00752017608217168
"715","Haldimand--Norfolk","Male","Language_Minority",440,0.00807043286867205
"716","Haliburton--Kawartha Lakes--Brock","Male","English",54980,0.980734926864074
"717","Haliburton--Kawartha Lakes--Brock","Male","French",490,0.00874063503389226
"718","Haliburton--Kawartha Lakes--Brock","Male","English_and_French",30,0.000535140920442383
"719","Haliburton--Kawartha Lakes--Brock","Male","Neither",60,0.00107028184088477
"720","Haliburton--Kawartha Lakes--Brock","Male","Language_Minority",500,0.00891901534070639
"721","Hamilton Centre","Male","English",46650,0.937123342707915
"722","Hamilton Centre","Male","French",835,0.0167738047408598
"723","Hamilton Centre","Male","English_and_French",195,0.00391723583768582
"724","Hamilton Centre","Male","Neither",1170,0.0235034150261149
"725","Hamilton Centre","Male","Language_Minority",930,0.0186822016874247
"726","Hamilton East--Stoney Creek","Male","English",50680,0.953169080308445
"727","Hamilton East--Stoney Creek","Male","French",625,0.0117547489185631
"728","Hamilton East--Stoney Creek","Male","English_and_French",205,0.0038555576452887
"729","Hamilton East--Stoney Creek","Male","Neither",940,0.0176791423735189
"730","Hamilton East--Stoney Creek","Male","Language_Minority",720,0.0135414707541847
"731","Hamilton Mountain","Male","English",48705,0.959231905465288
"732","Hamilton Mountain","Male","French",540,0.0106351550960118
"733","Hamilton Mountain","Male","English_and_French",180,0.00354505169867061
"734","Hamilton Mountain","Male","Neither",720,0.0141802067946824
"735","Hamilton Mountain","Male","Language_Minority",630,0.0124076809453471
"736","Hamilton West--Ancaster--Dundas","Male","English",52370,0.962064847983834
"737","Hamilton West--Ancaster--Dundas","Male","French",545,0.0100119408468816
"738","Hamilton West--Ancaster--Dundas","Male","English_and_French",265,0.00486819142096078
"739","Hamilton West--Ancaster--Dundas","Male","Neither",580,0.0106549095251217
"740","Hamilton West--Ancaster--Dundas","Male","Language_Minority",675,0.012400110223202
"741","Hastings--Lennox and Addington","Male","English",45190,0.969950633183086
"742","Hastings--Lennox and Addington","Male","French",650,0.0139514917364241
"743","Hastings--Lennox and Addington","Male","English_and_French",30,0.000643915003219575
"744","Hastings--Lennox and Addington","Male","Neither",55,0.00118051083923589
"745","Hastings--Lennox and Addington","Male","Language_Minority",665,0.0142734492380339
"746","Huron--Bruce","Male","English",51405,0.978397411496003
"747","Huron--Bruce","Male","French",375,0.00713741910925009
"748","Huron--Bruce","Male","English_and_French",30,0.000570993528740008
"749","Huron--Bruce","Male","Neither",345,0.00656642558051009
"750","Huron--Bruce","Male","Language_Minority",385,0.00732775028549676
"751","Kanata--Carleton","Male","English",49220,0.846941409274714
"752","Kanata--Carleton","Male","French",3350,0.0576443259055321
"753","Kanata--Carleton","Male","English_and_French",1050,0.0180676245375548
"754","Kanata--Carleton","Male","Neither",620,0.0106685021078895
"755","Kanata--Carleton","Male","Language_Minority",3875,0.0666781381743096
"756","Kenora","Male","English",30475,0.962267129775813
"757","Kenora","Male","French",520,0.0164193242816546
"758","Kenora","Male","English_and_French",15,0.000473634354278497
"759","Kenora","Male","Neither",130,0.00410483107041364
"760","Kenora","Male","Language_Minority",530,0.0167350805178402
"761","King--Vaughan","Male","English",61970,0.951554702495202
"762","King--Vaughan","Male","French",360,0.0055278310940499
"763","King--Vaughan","Male","English_and_French",485,0.00744721689059501
"764","King--Vaughan","Male","Neither",1710,0.026257197696737
"765","King--Vaughan","Male","Language_Minority",600,0.00921305182341651
"766","Kingston and the Islands","Male","English",52360,0.918999561211058
"767","Kingston and the Islands","Male","French",2000,0.0351031154014919
"768","Kingston and the Islands","Male","English_and_French",250,0.00438788942518649
"769","Kingston and the Islands","Male","Neither",245,0.00430013163668276
"770","Kingston and the Islands","Male","Language_Minority",2120,0.0372093023255814
"771","Kitchener Centre","Male","English",49575,0.952815683259658
"772","Kitchener Centre","Male","French",615,0.0118201037862771
"773","Kitchener Centre","Male","English_and_French",255,0.00490101864309052
"774","Kitchener Centre","Male","Neither",845,0.0162406304055353
"775","Kitchener Centre","Male","Language_Minority",740,0.0142225639054392
"776","Kitchener--Conestoga","Male","English",47810,0.963231590611464
"777","Kitchener--Conestoga","Male","French",355,0.00715221114133172
"778","Kitchener--Conestoga","Male","English_and_French",200,0.00402941472751083
"779","Kitchener--Conestoga","Male","Neither",810,0.0163191296464189
"780","Kitchener--Conestoga","Male","Language_Minority",460,0.00926765387327491
"781","Kitchener South--Hespeler","Male","English",50040,0.955144111471655
"782","Kitchener South--Hespeler","Male","French",605,0.0115480053445314
"783","Kitchener South--Hespeler","Male","English_and_French",290,0.00553540752051918
"784","Kitchener South--Hespeler","Male","Neither",705,0.0134567665585035
"785","Kitchener South--Hespeler","Male","Language_Minority",750,0.014315709104791
"786","Lambton--Kent--Middlesex","Male","English",51120,0.97223278813237
"787","Lambton--Kent--Middlesex","Male","French",620,0.0117915557246101
"788","Lambton--Kent--Middlesex","Male","English_and_French",30,0.000570559147965006
"789","Lambton--Kent--Middlesex","Male","Neither",180,0.00342335488779003
"790","Lambton--Kent--Middlesex","Male","Language_Minority",630,0.0119817421072651
"791","Lanark--Frontenac--Kingston","Male","English",47725,0.940208825847124
"792","Lanark--Frontenac--Kingston","Male","French",1440,0.0283687943262411
"793","Lanark--Frontenac--Kingston","Male","English_and_French",75,0.00147754137115839
"794","Lanark--Frontenac--Kingston","Male","Neither",40,0.000788022064617809
"795","Lanark--Frontenac--Kingston","Male","Language_Minority",1480,0.0291568163908589
"796","Leeds-Grenville-Thousand Islands and Rideau Lakes","Male","English",47050,0.940435738556866
"797","Leeds-Grenville-Thousand Islands and Rideau Lakes","Male","French",1430,0.0285828502898261
"798","Leeds-Grenville-Thousand Islands and Rideau Lakes","Male","English_and_French",60,0.00119928043174096
"799","Leeds-Grenville-Thousand Islands and Rideau Lakes","Male","Neither",30,0.000599640215870478
"800","Leeds-Grenville-Thousand Islands and Rideau Lakes","Male","Language_Minority",1460,0.0291824905056966
"801","London--Fanshawe","Male","English",56280,0.95730566422861
"802","London--Fanshawe","Male","French",655,0.0111413505698248
"803","London--Fanshawe","Male","English_and_French",255,0.00433747235924477
"804","London--Fanshawe","Male","Neither",820,0.0139479503316891
"805","London--Fanshawe","Male","Language_Minority",780,0.0132675625106311
"806","London North Centre","Male","English",58035,0.951705477205641
"807","London North Centre","Male","French",720,0.0118071498852083
"808","London North Centre","Male","English_and_French",350,0.00573958674975402
"809","London North Centre","Male","Neither",980,0.0160708428993112
"810","London North Centre","Male","Language_Minority",895,0.0146769432600853
"811","London West","Male","English",57920,0.959019786406159
"812","London West","Male","French",705,0.0116731517509728
"813","London West","Male","English_and_French",310,0.00513287523801639
"814","London West","Male","Neither",600,0.00993459723487044
"815","London West","Male","Language_Minority",860,0.014239589369981
"816","Markham--Stouffville","Male","English",57945,0.936939121998545
"817","Markham--Stouffville","Male","French",540,0.00873150618481688
"818","Markham--Stouffville","Male","English_and_French",405,0.00654862963861266
"819","Markham--Stouffville","Male","Neither",2210,0.035734497534158
"820","Markham--Stouffville","Male","Language_Minority",745,0.0120462446438677
"821","Markham--Thornhill","Male","English",42365,0.859417790850999
"822","Markham--Thornhill","Male","French",205,0.00415863677857795
"823","Markham--Thornhill","Male","English_and_French",415,0.00841870372248707
"824","Markham--Thornhill","Male","Neither",5900,0.11968759509078
"825","Markham--Thornhill","Male","Language_Minority",410,0.0083172735571559
"826","Markham--Unionville","Male","English",53355,0.884019550989976
"827","Markham--Unionville","Male","French",355,0.0058818656283655
"828","Markham--Unionville","Male","English_and_French",495,0.00820147460856598
"829","Markham--Unionville","Male","Neither",5545,0.0918730842515119
"830","Markham--Unionville","Male","Language_Minority",605,0.0100240245215806
"831","Milton","Male","English",54265,0.952769730488983
"832","Milton","Male","French",725,0.0127293477306646
"833","Milton","Male","English_and_French",435,0.00763760863839874
"834","Milton","Male","Neither",585,0.0102712667895707
"835","Milton","Male","Language_Minority",945,0.0165920463523835
"836","Mississauga Centre","Male","English",57370,0.925919948353777
"837","Mississauga Centre","Male","French",595,0.00960296965784377
"838","Mississauga Centre","Male","English_and_French",785,0.0126694641704325
"839","Mississauga Centre","Male","Neither",2220,0.0358295674628793
"840","Mississauga Centre","Male","Language_Minority",990,0.0159780503550678
"841","Mississauga East--Cooksville","Male","English",54365,0.930031648276452
"842","Mississauga East--Cooksville","Male","French",475,0.00812590881874947
"843","Mississauga East--Cooksville","Male","English_and_French",670,0.0114618082285519
"844","Mississauga East--Cooksville","Male","Neither",2135,0.0365238217432213
"845","Mississauga East--Cooksville","Male","Language_Minority",810,0.0138568129330254
"846","Mississauga--Erin Mills","Male","English",56870,0.941011003557541
"847","Mississauga--Erin Mills","Male","French",630,0.0104244229337305
"848","Mississauga--Erin Mills","Male","English_and_French",660,0.0109208240258129
"849","Mississauga--Erin Mills","Male","Neither",1315,0.0217589145362786
"850","Mississauga--Erin Mills","Male","Language_Minority",960,0.0158848349466369
"851","Mississauga--Lakeshore","Male","English",54750,0.948134037579011
"852","Mississauga--Lakeshore","Male","French",770,0.0133344878344445
"853","Mississauga--Lakeshore","Male","English_and_French",365,0.00632089358386007
"854","Mississauga--Lakeshore","Male","Neither",900,0.0155857650012988
"855","Mississauga--Lakeshore","Male","Language_Minority",960,0.0166248160013854
"856","Mississauga--Malton","Male","English",54960,0.938204165244111
"857","Mississauga--Malton","Male","French",410,0.00699897575964493
"858","Mississauga--Malton","Male","English_and_French",550,0.00938886992147491
"859","Mississauga--Malton","Male","Neither",1975,0.0337145783543872
"860","Mississauga--Malton","Male","Language_Minority",685,0.0116934107203824
"861","Mississauga--Streetsville","Male","English",55645,0.943375434432483
"862","Mississauga--Streetsville","Male","French",805,0.0136475375095363
"863","Mississauga--Streetsville","Male","English_and_French",535,0.00907010256844961
"864","Mississauga--Streetsville","Male","Neither",930,0.015766720352632
"865","Mississauga--Streetsville","Male","Language_Minority",1070,0.0181402051368992
"866","Nepean","Male","English",51820,0.834527739753603
"867","Nepean","Male","French",3790,0.0610355101054835
"868","Nepean","Male","English_and_French",1225,0.0197278363797407
"869","Nepean","Male","Neither",860,0.0138497463563894
"870","Nepean","Male","Language_Minority",4400,0.070859167404783
"871","Newmarket--Aurora","Male","English",54335,0.95124299719888
"872","Newmarket--Aurora","Male","French",615,0.0107668067226891
"873","Newmarket--Aurora","Male","English_and_French",340,0.00595238095238095
"874","Newmarket--Aurora","Male","Neither",1045,0.0182948179271709
"875","Newmarket--Aurora","Male","Language_Minority",785,0.0137429971988796
"876","Niagara Centre","Male","English",49380,0.891657638136511
"877","Niagara Centre","Male","French",2795,0.0504694835680751
"878","Niagara Centre","Male","English_and_French",150,0.00270855904658722
"879","Niagara Centre","Male","Neither",190,0.00343084145901047
"880","Niagara Centre","Male","Language_Minority",2865,0.0517334777898158
"881","Niagara Falls","Male","English",63670,0.956365001877582
"882","Niagara Falls","Male","French",1085,0.0162974089372888
"883","Niagara Falls","Male","English_and_French",175,0.002628614344724
"884","Niagara Falls","Male","Neither",475,0.00713481036425084
"885","Niagara Falls","Male","Language_Minority",1170,0.0175741644761547
"886","Niagara West","Male","English",43485,0.970430707431377
"887","Niagara West","Male","French",535,0.0119392992635572
"888","Niagara West","Male","English_and_French",40,0.000892657888864093
"889","Niagara West","Male","Neither",195,0.00435170720821245
"890","Niagara West","Male","Language_Minority",555,0.0123856282079893
"891","Nickel Belt","Male","English",28990,0.450820309462717
"892","Nickel Belt","Male","French",17460,0.271518544436669
"893","Nickel Belt","Male","English_and_French",245,0.00380996812067491
"894","Nickel Belt","Male","Neither",25,0.000388772257211725
"895","Nickel Belt","Male","Language_Minority",17585,0.273462405722728
"896","Nipissing--Timiskaming","Male","English",36230,0.73893534570671
"897","Nipissing--Timiskaming","Male","French",6295,0.128390781154395
"898","Nipissing--Timiskaming","Male","English_and_French",110,0.00224352437283296
"899","Nipissing--Timiskaming","Male","Neither",45,0.000917805425249847
"900","Nipissing--Timiskaming","Male","Language_Minority",6350,0.129512543340812
"901","Northumberland--Peterborough South","Male","English",53600,0.971982954030284
"902","Northumberland--Peterborough South","Male","French",710,0.012875147338834
"903","Northumberland--Peterborough South","Male","English_and_French",45,0.000816030465137365
"904","Northumberland--Peterborough South","Male","Neither",60,0.00108804062018315
"905","Northumberland--Peterborough South","Male","Language_Minority",730,0.0132378275455617
"906","Oakville","Male","English",55870,0.943033167355895
"907","Oakville","Male","French",945,0.0159507131403494
"908","Oakville","Male","English_and_French",490,0.00827074014684783
"909","Oakville","Male","Neither",750,0.0126592961431344
"910","Oakville","Male","Language_Minority",1190,0.0200860832137733
"911","Oakville North--Burlington","Male","English",59730,0.941222817522849
"912","Oakville North--Burlington","Male","French",995,0.0156791679798298
"913","Oakville North--Burlington","Male","English_and_French",635,0.0100063031831075
"914","Oakville North--Burlington","Male","Neither",785,0.0123699968484084
"915","Oakville North--Burlington","Male","Language_Minority",1315,0.0207217144658052
"916","Oshawa","Male","English",59785,0.957709251101322
"917","Oshawa","Male","French",1130,0.0181017220664798
"918","Oshawa","Male","English_and_French",115,0.00184221065278334
"919","Oshawa","Male","Neither",210,0.00336403684421306
"920","Oshawa","Male","Language_Minority",1185,0.0189827793352022
"921","Ottawa Centre","Male","English",50105,0.795822744599746
"922","Ottawa Centre","Male","French",5445,0.0864834815756036
"923","Ottawa Centre","Male","English_and_French",860,0.0136594663278272
"924","Ottawa Centre","Male","Neither",675,0.0107210927573062
"925","Ottawa Centre","Male","Language_Minority",5875,0.0933132147395171
"926","Orléans","Male","English",40265,0.4928999877586
"927","Orléans","Male","French",19425,0.237789203084833
"928","Orléans","Male","English_and_French",1520,0.0186069286326356
"929","Orléans","Male","Neither",290,0.00355000612070021
"930","Orléans","Male","Language_Minority",20190,0.247153874403232
"931","Ottawa South","Male","English",47545,0.721417191411881
"932","Ottawa South","Male","French",7160,0.108641226007131
"933","Ottawa South","Male","English_and_French",1945,0.029512176617859
"934","Ottawa South","Male","Neither",1125,0.0170700250360367
"935","Ottawa South","Male","Language_Minority",8130,0.123359380927092
"936","Ottawa--Vanier","Male","English",35750,0.529237601776462
"937","Ottawa--Vanier","Male","French",14275,0.211324944485566
"938","Ottawa--Vanier","Male","English_and_French",1695,0.0250925240562546
"939","Ottawa--Vanier","Male","Neither",710,0.0105107327905255
"940","Ottawa--Vanier","Male","Language_Minority",15120,0.223834196891192
"941","Ottawa West--Nepean","Male","English",47015,0.82115099117981
"942","Ottawa West--Nepean","Male","French",3935,0.0687276220417431
"943","Ottawa West--Nepean","Male","English_and_French",1095,0.0191249672517684
"944","Ottawa West--Nepean","Male","Neither",725,0.0126626495502576
"945","Ottawa West--Nepean","Male","Language_Minority",4485,0.0783337699764213
"946","Oxford","Male","English",55205,0.978812056737589
"947","Oxford","Male","French",455,0.00806737588652482
"948","Oxford","Male","English_and_French",45,0.000797872340425532
"949","Oxford","Male","Neither",220,0.00390070921985816
"950","Oxford","Male","Language_Minority",475,0.00842198581560284
"951","Parkdale--High Park","Male","English",48920,0.927921092564492
"952","Parkdale--High Park","Male","French",1095,0.0207701062215478
"953","Parkdale--High Park","Male","English_and_French",445,0.00844081942336874
"954","Parkdale--High Park","Male","Neither",945,0.0179248861911988
"955","Parkdale--High Park","Male","Language_Minority",1315,0.024943095599393
"956","Parry Sound--Muskoka","Male","English",45545,0.976312968917471
"957","Parry Sound--Muskoka","Male","French",515,0.0110396570203644
"958","Parry Sound--Muskoka","Male","English_and_French",25,0.000535905680600214
"959","Parry Sound--Muskoka","Male","Neither",35,0.0007502679528403
"960","Parry Sound--Muskoka","Male","Language_Minority",530,0.0113612004287245
"961","Perth--Wellington","Male","English",51755,0.980022722969135
"962","Perth--Wellington","Male","French",240,0.00454459382692672
"963","Perth--Wellington","Male","English_and_French",35,0.000662753266426813
"964","Perth--Wellington","Male","Neither",520,0.00984661995834122
"965","Perth--Wellington","Male","Language_Minority",260,0.00492330997917061
"966","Peterborough--Kawartha","Male","English",55475,0.979517965922133
"967","Peterborough--Kawartha","Male","French",490,0.00865189370530591
"968","Peterborough--Kawartha","Male","English_and_French",60,0.00105941555575174
"969","Peterborough--Kawartha","Male","Neither",95,0.00167740796327359
"970","Peterborough--Kawartha","Male","Language_Minority",515,0.0090933168535358
"971","Pickering--Uxbridge","Male","English",53530,0.968080296591012
"972","Pickering--Uxbridge","Male","French",555,0.0100370738764807
"973","Pickering--Uxbridge","Male","English_and_French",210,0.00379781173704675
"974","Pickering--Uxbridge","Male","Neither",345,0.00623926213943395
"975","Pickering--Uxbridge","Male","Language_Minority",655,0.0118455556560268
"976","Renfrew--Nipissing--Pembroke","Male","English",48650,0.907988055244494
"977","Renfrew--Nipissing--Pembroke","Male","French",2360,0.0440462859275849
"978","Renfrew--Nipissing--Pembroke","Male","English_and_French",100,0.00186636804777902
"979","Renfrew--Nipissing--Pembroke","Male","Neither",60,0.00111982082866741
"980","Renfrew--Nipissing--Pembroke","Male","Language_Minority",2410,0.0449794699514744
"981","Richmond Hill","Male","English",48865,0.913108474259553
"982","Richmond Hill","Male","French",315,0.00588620013080445
"983","Richmond Hill","Male","English_and_French",675,0.012613285994581
"984","Richmond Hill","Male","Neither",3005,0.0561524806129123
"985","Richmond Hill","Male","Language_Minority",655,0.0122395590021489
"986","Carleton","Male","English",45825,0.834699453551913
"987","Carleton","Male","French",3920,0.0714025500910747
"988","Carleton","Male","English_and_French",635,0.0115664845173042
"989","Carleton","Male","Neither",285,0.00519125683060109
"990","Carleton","Male","Language_Minority",4235,0.0771402550091075
"991","St. Catharines","Male","English",50825,0.953475283744489
"992","St. Catharines","Male","French",970,0.018197167245099
"993","St. Catharines","Male","English_and_French",165,0.00309539442829003
"994","St. Catharines","Male","Neither",295,0.00553419003845793
"995","St. Catharines","Male","Language_Minority",1050,0.0196979645436638
"996","Toronto--St. Paul's","Male","English",46465,0.932657567242071
"997","Toronto--St. Paul's","Male","French",955,0.0191690084303493
"998","Toronto--St. Paul's","Male","English_and_French",410,0.00822962665596146
"999","Toronto--St. Paul's","Male","Neither",835,0.0167603372139703
"1000","Toronto--St. Paul's","Male","Language_Minority",1155,0.0231834604576475
"1001","Sarnia--Lambton","Male","English",49850,0.961890979257115
"1002","Sarnia--Lambton","Male","French",900,0.0173661360347323
"1003","Sarnia--Lambton","Male","English_and_French",55,0.00106126386878919
"1004","Sarnia--Lambton","Male","Neither",95,0.00183309213699952
"1005","Sarnia--Lambton","Male","Language_Minority",925,0.0178485287023637
"1006","Sault Ste. Marie","Male","English",37420,0.941383647798742
"1007","Sault Ste. Marie","Male","French",1080,0.0271698113207547
"1008","Sault Ste. Marie","Male","English_and_French",60,0.00150943396226415
"1009","Sault Ste. Marie","Male","Neither",80,0.0020125786163522
"1010","Sault Ste. Marie","Male","Language_Minority",1110,0.0279245283018868
"1011","Scarborough--Agincourt","Male","English",42015,0.839292848581702
"1012","Scarborough--Agincourt","Male","French",390,0.00779065121853775
"1013","Scarborough--Agincourt","Male","English_and_French",465,0.00928885337594886
"1014","Scarborough--Agincourt","Male","Neither",6570,0.131242508989213
"1015","Scarborough--Agincourt","Male","Language_Minority",620,0.0123851378345985
"1016","Scarborough Centre","Male","English",50555,0.933007289840362
"1017","Scarborough Centre","Male","French",605,0.011165451693273
"1018","Scarborough Centre","Male","English_and_French",450,0.00830488142474855
"1019","Scarborough Centre","Male","Neither",1740,0.0321122081756944
"1020","Scarborough Centre","Male","Language_Minority",835,0.0154101688659223
"1021","Scarborough--Guildwood","Male","English",46675,0.938662644544997
"1022","Scarborough--Guildwood","Male","French",555,0.0111613876319759
"1023","Scarborough--Guildwood","Male","English_and_French",395,0.00794369029663147
"1024","Scarborough--Guildwood","Male","Neither",1350,0.0271493212669683
"1025","Scarborough--Guildwood","Male","Language_Minority",750,0.0150829562594268
"1026","Scarborough North","Male","English",39890,0.830695543523532
"1027","Scarborough North","Male","French",220,0.00458142440649729
"1028","Scarborough North","Male","English_and_French",300,0.00624739691795085
"1029","Scarborough North","Male","Neither",7240,0.150770512286547
"1030","Scarborough North","Male","Language_Minority",370,0.00770512286547272
"1031","Scarborough--Rouge Park","Male","English",47440,0.956644484775156
"1032","Scarborough--Rouge Park","Male","French",410,0.00826779592659811
"1033","Scarborough--Rouge Park","Male","English_and_French",305,0.00615043355515225
"1034","Scarborough--Rouge Park","Male","Neither",870,0.0175438596491228
"1035","Scarborough--Rouge Park","Male","Language_Minority",565,0.0113934260939706
"1036","Scarborough Southwest","Male","English",50360,0.942188961646399
"1037","Scarborough Southwest","Male","French",650,0.0121608980355472
"1038","Scarborough Southwest","Male","English_and_French",400,0.00748362956033676
"1039","Scarborough Southwest","Male","Neither",1185,0.0221702525724977
"1040","Scarborough Southwest","Male","Language_Minority",855,0.0159962581852198
"1041","Simcoe--Grey","Male","English",62200,0.952599739643158
"1042","Simcoe--Grey","Male","French",1405,0.0215177272379202
"1043","Simcoe--Grey","Male","English_and_French",90,0.00137835975189524
"1044","Simcoe--Grey","Male","Neither",150,0.00229726625315874
"1045","Simcoe--Grey","Male","Language_Minority",1450,0.0222069071138678
"1046","Simcoe North","Male","English",51920,0.944858962693358
"1047","Simcoe North","Male","French",1430,0.0260236578707916
"1048","Simcoe North","Male","English_and_French",55,0.00100090991810737
"1049","Simcoe North","Male","Neither",90,0.00163785259326661
"1050","Simcoe North","Male","Language_Minority",1455,0.0264786169244768
"1051","Spadina--Fort York","Male","English",53615,0.909962661235574
"1052","Spadina--Fort York","Male","French",1530,0.0259674134419552
"1053","Spadina--Fort York","Male","English_and_French",390,0.00661914460285132
"1054","Spadina--Fort York","Male","Neither",1660,0.028173794976239
"1055","Spadina--Fort York","Male","Language_Minority",1725,0.0292769857433809
"1056","Stormont--Dundas--South Glengarry","Male","English",40760,0.689445196211096
"1057","Stormont--Dundas--South Glengarry","Male","French",8890,0.150372124492558
"1058","Stormont--Dundas--South Glengarry","Male","English_and_French",340,0.0057510148849797
"1059","Stormont--Dundas--South Glengarry","Male","Neither",75,0.00126860622462788
"1060","Stormont--Dundas--South Glengarry","Male","Language_Minority",9055,0.153163058186739
"1061","Sudbury","Male","English",35485,0.697151277013752
"1062","Sudbury","Male","French",7485,0.14705304518664
"1063","Sudbury","Male","English_and_French",225,0.00442043222003929
"1064","Sudbury","Male","Neither",105,0.00206286836935167
"1065","Sudbury","Male","Language_Minority",7600,0.149312377210216
"1066","Thornhill","Male","English",51115,0.932330141358869
"1067","Thornhill","Male","French",490,0.008937528499772
"1068","Thornhill","Male","English_and_French",665,0.0121295029639763
"1069","Thornhill","Male","Neither",1730,0.0315549475604195
"1070","Thornhill","Male","Language_Minority",825,0.0150478796169631
"1071","Thunder Bay--Rainy River","Male","English",39720,0.966540941720404
"1072","Thunder Bay--Rainy River","Male","French",635,0.0154520014600316
"1073","Thunder Bay--Rainy River","Male","English_and_French",25,0.000608346514174474
"1074","Thunder Bay--Rainy River","Male","Neither",65,0.00158170093685363
"1075","Thunder Bay--Rainy River","Male","Language_Minority",650,0.0158170093685363
"1076","Thunder Bay--Superior North","Male","English",38630,0.912376003778932
"1077","Thunder Bay--Superior North","Male","French",1760,0.0415682569674067
"1078","Thunder Bay--Superior North","Male","English_and_French",65,0.00153519130845536
"1079","Thunder Bay--Superior North","Male","Neither",95,0.00224374114312707
"1080","Thunder Bay--Superior North","Male","Language_Minority",1790,0.0422768068020784
"1081","Timmins--James Bay","Male","English",29520,0.559620853080569
"1082","Timmins--James Bay","Male","French",11410,0.216303317535545
"1083","Timmins--James Bay","Male","English_and_French",200,0.0037914691943128
"1084","Timmins--James Bay","Male","Neither",115,0.00218009478672986
"1085","Timmins--James Bay","Male","Language_Minority",11505,0.218104265402844
"1086","Toronto Centre","Male","English",50810,0.909595417114214
"1087","Toronto Centre","Male","French",1710,0.0306122448979592
"1088","Toronto Centre","Male","English_and_French",490,0.0087719298245614
"1089","Toronto Centre","Male","Neither",900,0.0161117078410312
"1090","Toronto Centre","Male","Language_Minority",1950,0.0349087003222342
"1091","Toronto--Danforth","Male","English",48275,0.911623076196771
"1092","Toronto--Danforth","Male","French",1060,0.0200169955622699
"1093","Toronto--Danforth","Male","English_and_French",280,0.00528750826173166
"1094","Toronto--Danforth","Male","Neither",2140,0.040411670286092
"1095","Toronto--Danforth","Male","Language_Minority",1200,0.0226607496931357
"1096","University--Rosedale","Male","English",46155,0.916228287841191
"1097","University--Rosedale","Male","French",1080,0.021439205955335
"1098","University--Rosedale","Male","English_and_French",385,0.00764267990074442
"1099","University--Rosedale","Male","Neither",1480,0.0293796526054591
"1100","University--Rosedale","Male","Language_Minority",1275,0.0253101736972705
"1101","Vaughan--Woodbridge","Male","English",49120,0.949270460914098
"1102","Vaughan--Woodbridge","Male","French",250,0.00483138467484781
"1103","Vaughan--Woodbridge","Male","English_and_French",305,0.00589428930331433
"1104","Vaughan--Woodbridge","Male","Neither",1670,0.0322736496279834
"1105","Vaughan--Woodbridge","Male","Language_Minority",400,0.0077302154797565
"1106","Waterloo","Male","English",52900,0.958159753667814
"1107","Waterloo","Male","French",535,0.00969027350117732
"1108","Waterloo","Male","English_and_French",355,0.00642999456620178
"1109","Waterloo","Male","Neither",705,0.0127694258286542
"1110","Waterloo","Male","Language_Minority",715,0.0129505524361529
"1111","Wellington--Halton Hills","Male","English",58670,0.967992080514767
"1112","Wellington--Halton Hills","Male","French",795,0.0131166474179178
"1113","Wellington--Halton Hills","Male","English_and_French",90,0.00148490348127372
"1114","Wellington--Halton Hills","Male","Neither",220,0.00362976406533575
"1115","Wellington--Halton Hills","Male","Language_Minority",835,0.0137766045207062
"1116","Whitby","Male","English",60530,0.957753164556962
"1117","Whitby","Male","French",960,0.0151898734177215
"1118","Whitby","Male","English_and_French",230,0.00363924050632911
"1119","Whitby","Male","Neither",405,0.00640822784810127
"1120","Whitby","Male","Language_Minority",1075,0.0170094936708861
"1121","Willowdale","Male","English",51645,0.913666519239275
"1122","Willowdale","Male","French",525,0.00928792569659443
"1123","Willowdale","Male","English_and_French",715,0.0126492702344096
"1124","Willowdale","Male","Neither",2765,0.0489164086687306
"1125","Willowdale","Male","Language_Minority",875,0.0154798761609907
"1126","Windsor--Tecumseh","Male","English",53520,0.923554788610871
"1127","Windsor--Tecumseh","Male","French",1575,0.0271786022433132
"1128","Windsor--Tecumseh","Male","English_and_French",420,0.00724762726488352
"1129","Windsor--Tecumseh","Male","Neither",650,0.0112165660051769
"1130","Windsor--Tecumseh","Male","Language_Minority",1785,0.030802415875755
"1131","Windsor West","Male","English",57065,0.928263521756812
"1132","Windsor West","Male","French",1010,0.0164294428629524
"1133","Windsor West","Male","English_and_French",565,0.00919072793818626
"1134","Windsor West","Male","Neither",1545,0.0251321675477837
"1135","Windsor West","Male","Language_Minority",1290,0.020984139894266
"1136","York Centre","Male","English",46115,0.927587247309665
"1137","York Centre","Male","French",475,0.00955446042441919
"1138","York Centre","Male","English_and_French",425,0.00854872774816454
"1139","York Centre","Male","Neither",2010,0.040430453585437
"1140","York Centre","Male","Language_Minority",690,0.0138791109323142
"1141","York--Simcoe","Male","English",49895,0.966582719876017
"1142","York--Simcoe","Male","French",520,0.0100736148779543
"1143","York--Simcoe","Male","English_and_French",145,0.00280898876404494
"1144","York--Simcoe","Male","Neither",470,0.00910499806276637
"1145","York--Simcoe","Male","Language_Minority",590,0.0114296784192174
"1146","York South--Weston","Male","English",51420,0.926069338135975
"1147","York South--Weston","Male","French",520,0.00936515083295813
"1148","York South--Weston","Male","English_and_French",395,0.00711391265195858
"1149","York South--Weston","Male","Neither",2475,0.0445745159837911
"1150","York South--Weston","Male","Language_Minority",715,0.0128770823953174
