"","Riding","Sex","Official Language Spoken","n","freq"
"1780","Kings--Hants","Female","Language_Minority",480,0.0111888111888112
"1781","Sackville--Preston--Chezzetcook","Female","English",42610,0.951328421522661
"1782","Sackville--Preston--Chezzetcook","Female","French",1040,0.0232194686313909
"1783","Sackville--Preston--Chezzetcook","Female","English_and_French",50,0.00111632060727841
"1784","Sackville--Preston--Chezzetcook","Female","Neither",25,0.000558160303639205
"1785","Sackville--Preston--Chezzetcook","Female","Language_Minority",1065,0.0237776289350301
"1786","South Shore--St. Margarets","Female","English",45475,0.973247726056715
"1787","South Shore--St. Margarets","Female","French",565,0.0120920278223649
"1788","South Shore--St. Margarets","Female","English_and_French",55,0.00117710005350455
"1789","South Shore--St. Margarets","Female","Neither",35,0.000749063670411985
"1790","South Shore--St. Margarets","Female","Language_Minority",595,0.0127340823970037
"1791","Sydney--Victoria","Female","English",36735,0.981169871794872
"1792","Sydney--Victoria","Female","French",315,0.00841346153846154
"1793","Sydney--Victoria","Female","English_and_French",35,0.00093482905982906
"1794","Sydney--Victoria","Female","Neither",25,0.000667735042735043
"1795","Sydney--Victoria","Female","Language_Minority",330,0.00881410256410256
"1796","West Nova","Female","English",35830,0.764944491887276
"1797","West Nova","Female","French",5425,0.115819812126388
"1798","West Nova","Female","English_and_French",90,0.00192143467122118
"1799","West Nova","Female","Neither",25,0.000533731853116994
"1800","West Nova","Female","Language_Minority",5470,0.116780529461998
"1801","Acadie--Bathurst","Female","English",6390,0.0904458598726115
"1802","Acadie--Bathurst","Female","French",32010,0.45307855626327
"1803","Acadie--Bathurst","Female","English_and_French",145,0.00205237084217976
"1804","Acadie--Bathurst","Female","Neither",20,0.000283085633404105
"1805","Acadie--Bathurst","Female","Language_Minority",32085,0.454140127388535
"1806","Beauséjour","Female","English",14345,0.21589284370532
"1807","Beauséjour","Female","French",25855,0.389118820076755
"1808","Beauséjour","Female","English_and_French",240,0.00361200993302732
"1809","Beauséjour","Female","Neither",30,0.000451501241628414
"1810","Beauséjour","Female","Language_Minority",25975,0.390924825043269
"1811","Fredericton","Female","English",38050,0.835712716889963
"1812","Fredericton","Female","French",3395,0.074566220074676
"1813","Fredericton","Female","English_and_French",220,0.0048319789150011
"1814","Fredericton","Female","Neither",355,0.00779705688556995
"1815","Fredericton","Female","Language_Minority",3510,0.0770920272347903
"1816","Fundy Royal","Female","English",38465,0.91452686638136
"1817","Fundy Royal","Female","French",1720,0.0408939610080837
"1818","Fundy Royal","Female","English_and_French",80,0.0019020446980504
"1819","Fundy Royal","Female","Neither",35,0.000832144555397052
"1820","Fundy Royal","Female","Language_Minority",1760,0.0418449833571089
"1821","Madawaska--Restigouche","Female","English",5555,0.101702673013548
"1822","Madawaska--Restigouche","Female","French",24400,0.446722812156719
"1823","Madawaska--Restigouche","Female","English_and_French",165,0.00302087147564995
"1824","Madawaska--Restigouche","Female","Neither",20,0.000366166239472721
"1825","Madawaska--Restigouche","Female","Language_Minority",24480,0.44818747711461
"1826","Miramichi--Grand Lake","Female","English",22055,0.619000841987089
"1827","Miramichi--Grand Lake","Female","French",6720,0.18860510805501
"1828","Miramichi--Grand Lake","Female","English_and_French",80,0.00224529890541678
"1829","Miramichi--Grand Lake","Female","Neither",15,0.000420993544765647
"1830","Miramichi--Grand Lake","Female","Language_Minority",6760,0.189727757507718
"1831","Moncton--Riverview--Dieppe","Female","English",30675,0.481025560608437
"1832","Moncton--Riverview--Dieppe","Female","French",16070,0.251999372745805
"1833","Moncton--Riverview--Dieppe","Female","English_and_French",460,0.00721342323976792
"1834","Moncton--Riverview--Dieppe","Female","Neither",265,0.00415555904030108
"1835","Moncton--Riverview--Dieppe","Female","Language_Minority",16300,0.255606084365689
"1836","New Brunswick Southwest","Female","English",31255,0.921840436513789
"1837","New Brunswick Southwest","Female","French",1280,0.0377525438725852
"1838","New Brunswick Southwest","Female","English_and_French",45,0.00132723787052057
"1839","New Brunswick Southwest","Female","Neither",20,0.000589883498009143
"1840","New Brunswick Southwest","Female","Language_Minority",1305,0.0384898982450966
"1841","Saint John--Rothesay","Female","English",38655,0.908567399224351
"1842","Saint John--Rothesay","Female","French",1690,0.0397226466094723
"1843","Saint John--Rothesay","Female","English_and_French",135,0.00317311082383359
"1844","Saint John--Rothesay","Female","Neither",310,0.00728640263250676
"1845","Saint John--Rothesay","Female","Language_Minority",1755,0.0412504407098366
"1846","Tobique--Mactaquac","Female","English",28690,0.709095402867029
"1847","Tobique--Mactaquac","Female","French",5810,0.143598615916955
"1848","Tobique--Mactaquac","Female","English_and_French",80,0.00197726149283243
"1849","Tobique--Mactaquac","Female","Neither",30,0.00074147305981216
"1850","Tobique--Mactaquac","Female","Language_Minority",5850,0.144587246663371
"1851","Abitibi--Baie-James--Nunavik--Eeyou","Female","English",10925,0.198167966624342
"1852","Abitibi--Baie-James--Nunavik--Eeyou","Female","French",27610,0.500816252494105
"1853","Abitibi--Baie-James--Nunavik--Eeyou","Female","English_and_French",2795,0.0506983493560675
"1854","Abitibi--Baie-James--Nunavik--Eeyou","Female","Neither",1475,0.0267549428623254
"1855","Abitibi--Baie-James--Nunavik--Eeyou","Female","Language_Minority",12325,0.22356248866316
"1856","Abitibi--Témiscamingue","Female","English",1880,0.035525321239607
"1857","Abitibi--Témiscamingue","Female","French",48925,0.924508692365835
"1858","Abitibi--Témiscamingue","Female","English_and_French",145,0.00273998488284203
"1859","Abitibi--Témiscamingue","Female","Neither",15,0.000283446712018141
"1860","Abitibi--Témiscamingue","Female","Language_Minority",1955,0.0369425547996977
"1861","Ahuntsic-Cartierville","Female","English",8400,0.119453924914676
"1862","Ahuntsic-Cartierville","Female","French",42845,0.609286120591581
"1863","Ahuntsic-Cartierville","Female","English_and_French",5685,0.0808447098976109
"1864","Ahuntsic-Cartierville","Female","Neither",2150,0.0305745164960182
"1865","Ahuntsic-Cartierville","Female","Language_Minority",11240,0.159840728100114
"1866","Alfred-Pellan","Female","English",8100,0.133652338915931
"1867","Alfred-Pellan","Female","French",39925,0.6587740285455
"1868","Alfred-Pellan","Female","English_and_French",2525,0.0416632291065094
"1869","Alfred-Pellan","Female","Neither",690,0.0113851992409867
"1870","Alfred-Pellan","Female","Language_Minority",9365,0.154525204191073
"1871","Argenteuil--La Petite-Nation","Female","English",5080,0.0965504133802148
"1872","Argenteuil--La Petite-Nation","Female","French",41925,0.79682600019006
"1873","Argenteuil--La Petite-Nation","Female","English_and_French",340,0.00646203554119548
"1874","Argenteuil--La Petite-Nation","Female","Neither",25,0.000475149672146726
"1875","Argenteuil--La Petite-Nation","Female","Language_Minority",5245,0.0996864012163832
"1876","Avignon--La Mitis--Matane--Matapédia","Female","English",1480,0.0398063474986552
"1877","Avignon--La Mitis--Matane--Matapédia","Female","French",34140,0.918235610543303
"1878","Avignon--La Mitis--Matane--Matapédia","Female","English_and_French",55,0.0014792899408284
"1879","Avignon--La Mitis--Matane--Matapédia","Female","Neither",0,0
"1880","Avignon--La Mitis--Matane--Matapédia","Female","Language_Minority",1505,0.0404787520172136
"1881","Beauce","Female","English",420,0.00789325314790453
"1882","Beauce","Female","French",52215,0.981300507423417
"1883","Beauce","Female","English_and_French",90,0.00169141138883668
"1884","Beauce","Female","Neither",20,0.000375869197519263
"1885","Beauce","Female","Language_Minority",465,0.00873895884232287
"1886","Beauport--Limoilou","Female","English",570,0.0114526823387583
"1887","Beauport--Limoilou","Female","French",47790,0.960216998191682
"1888","Beauport--Limoilou","Female","English_and_French",370,0.00743419730761503
"1889","Beauport--Limoilou","Female","Neither",285,0.00572634116937914
"1890","Beauport--Limoilou","Female","Language_Minority",755,0.0151697809925658
"1891","Bécancour--Nicolet--Saurel","Female","English",475,0.0101354955723888
"1892","Bécancour--Nicolet--Saurel","Female","French",45745,0.976101568334578
"1893","Bécancour--Nicolet--Saurel","Female","English_and_French",95,0.00202709911447776
"1894","Bécancour--Nicolet--Saurel","Female","Neither",25,0.000533447135388883
"1895","Bécancour--Nicolet--Saurel","Female","Language_Minority",525,0.0112023898431665
"1896","Bellechasse--Les Etchemins--Lévis","Female","English",490,0.00845191893057352
"1897","Bellechasse--Les Etchemins--Lévis","Female","French",56760,0.979042690815006
"1898","Bellechasse--Les Etchemins--Lévis","Female","English_and_French",135,0.00232858990944373
"1899","Bellechasse--Les Etchemins--Lévis","Female","Neither",35,0.000603708495040966
"1900","Bellechasse--Les Etchemins--Lévis","Female","Language_Minority",555,0.00957309184993532
"1901","Beloeil--Chambly","Female","English",2210,0.0360286925334203
"1902","Beloeil--Chambly","Female","French",56150,0.915389631561787
"1903","Beloeil--Chambly","Female","English_and_French",475,0.00774372350831431
"1904","Beloeil--Chambly","Female","Neither",55,0.000896641669383763
"1905","Beloeil--Chambly","Female","Language_Minority",2450,0.0399413107270949
"1906","Berthier--Maskinongé","Female","English",505,0.010125313283208
"1907","Berthier--Maskinongé","Female","French",48700,0.976441102756892
"1908","Berthier--Maskinongé","Female","English_and_French",90,0.00180451127819549
"1909","Berthier--Maskinongé","Female","Neither",30,0.000601503759398496
"1910","Berthier--Maskinongé","Female","Language_Minority",550,0.0110275689223058
"1911","Thérèse-De Blainville","Female","English",2645,0.0480646919861894
"1912","Thérèse-De Blainville","Female","French",48380,0.879156823550791
"1913","Thérèse-De Blainville","Female","English_and_French",820,0.0149009631110303
"1914","Thérèse-De Blainville","Female","Neither",130,0.0023623478102853
"1915","Thérèse-De Blainville","Female","Language_Minority",3055,0.0555151735417045
"1916","Pierre-Boucher--Les Patriotes--Verchères","Female","English",1165,0.0226125776397516
"1917","Pierre-Boucher--Les Patriotes--Verchères","Female","French",48545,0.942255434782609
"1918","Pierre-Boucher--Les Patriotes--Verchères","Female","English_and_French",390,0.00756987577639752
"1919","Pierre-Boucher--Les Patriotes--Verchères","Female","Neither",65,0.00126164596273292
"1920","Pierre-Boucher--Les Patriotes--Verchères","Female","Language_Minority",1355,0.0263004658385093
"1921","Bourassa","Female","English",4395,0.0748403575989783
"1922","Bourassa","Female","French",43370,0.738527032779906
"1923","Bourassa","Female","English_and_French",3285,0.0559386973180077
"1924","Bourassa","Female","Neither",1635,0.0278416347381865
"1925","Bourassa","Female","Language_Minority",6040,0.102852277564921
"1926","Brome--Missisquoi","Female","English",7430,0.127051983584131
"1927","Brome--Missisquoi","Female","French",42985,0.735037619699042
"1928","Brome--Missisquoi","Female","English_and_French",400,0.00683994528043776
"1929","Brome--Missisquoi","Female","Neither",35,0.000598495212038304
"1930","Brome--Missisquoi","Female","Language_Minority",7630,0.13047195622435
"1931","Brossard--Saint-Lambert","Female","English",12220,0.174185731594327
"1932","Brossard--Saint-Lambert","Female","French",34550,0.49248093507234
"1933","Brossard--Saint-Lambert","Female","English_and_French",5970,0.0850972845841351
"1934","Brossard--Saint-Lambert","Female","Neither",2210,0.0315016748628038
"1935","Brossard--Saint-Lambert","Female","Language_Minority",15205,0.216734373886394
"1936","Rimouski-Neigette--Témiscouata--Les Basques","Female","English",260,0.00605989977858059
"1937","Rimouski-Neigette--Témiscouata--Les Basques","Female","French",42275,0.985316396690362
"1938","Rimouski-Neigette--Témiscouata--Les Basques","Female","English_and_French",65,0.00151497494464515
"1939","Rimouski-Neigette--Témiscouata--Les Basques","Female","Neither",10,0.000233073068406946
"1940","Rimouski-Neigette--Témiscouata--Les Basques","Female","Language_Minority",295,0.00687565551800489
"1941","Charlesbourg--Haute-Saint-Charles","Female","English",535,0.00970257526296699
"1942","Charlesbourg--Haute-Saint-Charles","Female","French",53490,0.970076169749728
"1943","Charlesbourg--Haute-Saint-Charles","Female","English_and_French",305,0.00553137468262604
"1944","Charlesbourg--Haute-Saint-Charles","Female","Neither",125,0.00226695683714182
"1945","Charlesbourg--Haute-Saint-Charles","Female","Language_Minority",685,0.0124229234675372
"1946","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","English",320,0.00690026954177898
"1947","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","French",45585,0.982964959568733
"1948","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","English_and_French",90,0.00194070080862534
"1949","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Neither",20,0.000431266846361186
"1950","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","Female","Language_Minority",360,0.00776280323450135
"1951","Châteauguay--Lacolle","Female","English",8700,0.149125814192664
"1952","Châteauguay--Lacolle","Female","French",38855,0.666009598902983
"1953","Châteauguay--Lacolle","Female","English_and_French",1240,0.0212547137470003
"1954","Châteauguay--Lacolle","Female","Neither",230,0.0039424065821049
"1955","Châteauguay--Lacolle","Female","Language_Minority",9315,0.159667466575249
"1956","Chicoutimi--Le Fjord","Female","English",390,0.00946257430547131
"1957","Chicoutimi--Le Fjord","Female","French",40290,0.977556714788305
"1958","Chicoutimi--Le Fjord","Female","English_and_French",90,0.0021836709935703
"1959","Chicoutimi--Le Fjord","Female","Neither",10,0.0002426301103967
"1960","Chicoutimi--Le Fjord","Female","Language_Minority",435,0.0105544098022565
"1961","Compton--Stanstead","Female","English",5870,0.101285480113881
"1962","Compton--Stanstead","Female","French",45715,0.788801656457596
"1963","Compton--Stanstead","Female","English_and_French",315,0.00543525148822362
"1964","Compton--Stanstead","Female","Neither",25,0.000431369165732033
"1965","Compton--Stanstead","Female","Language_Minority",6030,0.104046242774566
"1966","Dorval--Lachine--LaSalle","Female","English",22795,0.27657122057753
"1967","Dorval--Lachine--LaSalle","Female","French",28400,0.3445765590876
"1968","Dorval--Lachine--LaSalle","Female","English_and_French",4700,0.0570249939335113
"1969","Dorval--Lachine--LaSalle","Female","Neither",1380,0.0167435088570735
"1970","Dorval--Lachine--LaSalle","Female","Language_Minority",25145,0.305083717544285
"1971","Drummond","Female","English",635,0.0122586872586873
"1972","Drummond","Female","French",50130,0.967760617760618
"1973","Drummond","Female","English_and_French",185,0.00357142857142857
"1974","Drummond","Female","Neither",125,0.00241312741312741
"1975","Drummond","Female","Language_Minority",725,0.013996138996139
"1976","Gaspésie--Les Îles-de-la-Madeleine","Female","English",3105,0.0752180232558139
"1977","Gaspésie--Les Îles-de-la-Madeleine","Female","French",34895,0.845324612403101
"1978","Gaspésie--Les Îles-de-la-Madeleine","Female","English_and_French",115,0.00278585271317829
"1979","Gaspésie--Les Îles-de-la-Madeleine","Female","Neither",5,0.000121124031007752
"1980","Gaspésie--Les Îles-de-la-Madeleine","Female","Language_Minority",3160,0.0765503875968992
"1981","Gatineau","Female","English",4180,0.0703230148048452
"1982","Gatineau","Female","French",48910,0.822846567967699
"1983","Gatineau","Female","English_and_French",1280,0.0215343203230148
"1984","Gatineau","Female","Neither",250,0.00420592193808883
"1985","Gatineau","Female","Language_Minority",4820,0.0810901749663526
"1986","Hochelaga","Female","English",3320,0.0585641206562004
"1987","Hochelaga","Female","French",45870,0.809137414005997
"1988","Hochelaga","Female","English_and_French",2285,0.0403069324395837
"1989","Hochelaga","Female","Neither",750,0.0132298465337802
"1990","Hochelaga","Female","Language_Minority",4465,0.0787616863644382
"1991","Honoré-Mercier","Female","English",10270,0.155429436246689
"1992","Honoré-Mercier","Female","French",38920,0.589027620128642
"1993","Honoré-Mercier","Female","English_and_French",3505,0.0530457813091184
"1994","Honoré-Mercier","Female","Neither",1360,0.0205826712069618
"1995","Honoré-Mercier","Female","Language_Minority",12020,0.181914491108589
"1996","Hull--Aylmer","Female","English",11655,0.176644437708396
"1997","Hull--Aylmer","Female","French",38785,0.587829645347075
"1998","Hull--Aylmer","Female","English_and_French",2210,0.0334949984843892
"1999","Hull--Aylmer","Female","Neither",570,0.00863898150954835
"2000","Hull--Aylmer","Female","Language_Minority",12760,0.193391936950591
"2001","Joliette","Female","English",1285,0.0242498584638611
"2002","Joliette","Female","French",49905,0.941781468201548
"2003","Joliette","Female","English_and_French",215,0.00405736931496509
"2004","Joliette","Female","Neither",195,0.00367993961124741
"2005","Joliette","Female","Language_Minority",1390,0.0262313644083789
"2006","Jonquière","Female","English",290,0.00651538980004493
"2007","Jonquière","Female","French",43865,0.985508874410245
"2008","Jonquière","Female","English_and_French",40,0.000898674455178612
"2009","Jonquière","Female","Neither",5,0.000112334306897326
"2010","Jonquière","Female","Language_Minority",310,0.00696472702763424
"2011","La Pointe-de-l'Île","Female","English",2055,0.0363942265119986
"2012","La Pointe-de-l'Île","Female","French",49620,0.878774462056141
"2013","La Pointe-de-l'Île","Female","English_and_French",1480,0.0262109271229965
"2014","La Pointe-de-l'Île","Female","Neither",515,0.00912069423536704
"2015","La Pointe-de-l'Île","Female","Language_Minority",2795,0.0494996900734969
"2016","La Prairie","Female","English",3870,0.0671525247267048
"2017","La Prairie","Female","French",47345,0.821533923303835
"2018","La Prairie","Female","English_and_French",1550,0.0268957140378275
"2019","La Prairie","Female","Neither",220,0.00381745618601423
"2020","La Prairie","Female","Language_Minority",4645,0.0806003817456186
"2021","Lac-Saint-Jean","Female","English",170,0.0033006504222891
"2022","Lac-Saint-Jean","Female","French",51100,0.992136685758664
"2023","Lac-Saint-Jean","Female","English_and_French",35,0.000679545675177167
"2024","Lac-Saint-Jean","Female","Neither",10,0.000194155907193476
"2025","Lac-Saint-Jean","Female","Language_Minority",190,0.00368896223667605
"2026","Lac-Saint-Louis","Female","English",34475,0.374443358314326
"2027","Lac-Saint-Louis","Female","French",15650,0.169979363527751
"2028","Lac-Saint-Louis","Female","English_and_French",4400,0.0477897252090801
"2029","Lac-Saint-Louis","Female","Neither",870,0.00944933202997719
"2030","Lac-Saint-Louis","Female","Language_Minority",36675,0.398338220918866
"2031","LaSalle--Émard--Verdun","Female","English",14405,0.205024195844008
"2032","LaSalle--Émard--Verdun","Female","French",35255,0.501779106177057
"2033","LaSalle--Émard--Verdun","Female","English_and_French",3420,0.0486763450042699
"2034","LaSalle--Émard--Verdun","Female","Neither",1060,0.0150868203814404
"2035","LaSalle--Émard--Verdun","Female","Language_Minority",16120,0.229433532593225
"2036","Laurentides--Labelle","Female","English",2830,0.0473679805841493
"2037","Laurentides--Labelle","Female","French",53590,0.896978826680057
"2038","Laurentides--Labelle","Female","English_and_French",315,0.00527240773286467
"2039","Laurentides--Labelle","Female","Neither",25,0.000418445058163863
"2040","Laurentides--Labelle","Female","Language_Minority",2985,0.0499623399447653
"2041","Laurier--Sainte-Marie","Female","English",8250,0.136465139359854
"2042","Laurier--Sainte-Marie","Female","French",39305,0.650153006368373
"2043","Laurier--Sainte-Marie","Female","English_and_French",2445,0.0404433049375569
"2044","Laurier--Sainte-Marie","Female","Neither",980,0.0162104044330494
"2045","Laurier--Sainte-Marie","Female","Language_Minority",9475,0.156728144901166
"2046","Laval--Les Îles","Female","English",14195,0.198074373822647
"2047","Laval--Les Îles","Female","French",31840,0.444289402079118
"2048","Laval--Les Îles","Female","English_and_French",6385,0.0890950952347729
"2049","Laval--Les Îles","Female","Neither",1860,0.0259540919556269
"2050","Laval--Les Îles","Female","Language_Minority",17385,0.242587036907835
"2051","Longueuil--Charles-LeMoyne","Female","English",6385,0.104185363465775
"2052","Longueuil--Charles-LeMoyne","Female","French",44340,0.723504935954964
"2053","Longueuil--Charles-LeMoyne","Female","English_and_French",2330,0.0380190911315983
"2054","Longueuil--Charles-LeMoyne","Female","Neither",680,0.0110957004160888
"2055","Longueuil--Charles-LeMoyne","Female","Language_Minority",7550,0.123194909031574
"2056","Lévis--Lotbinière","Female","English",550,0.00968992248062015
"2057","Lévis--Lotbinière","Female","French",55445,0.976832276250881
"2058","Lévis--Lotbinière","Female","English_and_French",140,0.00246652572233968
"2059","Lévis--Lotbinière","Female","Neither",10,0.000176180408738548
"2060","Lévis--Lotbinière","Female","Language_Minority",615,0.0108350951374207
"2061","Longueuil--Saint-Hubert","Female","English",2665,0.0449599325179249
"2062","Longueuil--Saint-Hubert","Female","French",50870,0.85820328975116
"2063","Longueuil--Saint-Hubert","Female","English_and_French",1795,0.0302825811893716
"2064","Longueuil--Saint-Hubert","Female","Neither",385,0.00649514972585407
"2065","Longueuil--Saint-Hubert","Female","Language_Minority",3560,0.0600590468156896
"2066","Louis-Hébert","Female","English",1305,0.0238203887925527
"2067","Louis-Hébert","Female","French",50605,0.923701743177877
"2068","Louis-Hébert","Female","English_and_French",910,0.016610386054577
"2069","Louis-Hébert","Female","Neither",205,0.00374190015515196
"2070","Louis-Hébert","Female","Language_Minority",1760,0.0321255818198412
"2071","Louis-Saint-Laurent","Female","English",800,0.0133211223045542
"2072","Louis-Saint-Laurent","Female","French",57855,0.963366913662476
"2073","Louis-Saint-Laurent","Female","English_and_French",330,0.00549496295062859
"2074","Louis-Saint-Laurent","Female","Neither",105,0.00174839730247273
"2075","Louis-Saint-Laurent","Female","Language_Minority",965,0.0160686037798685
"2076","Manicouagan","Female","English",2390,0.0497605663127212
"2077","Manicouagan","Female","French",42415,0.883093899646055
"2078","Manicouagan","Female","English_and_French",415,0.00864043306266916
"2079","Manicouagan","Female","Neither",215,0.00447636893608162
"2080","Manicouagan","Female","Language_Minority",2595,0.0540287320424735
"2081","Mégantic--L'Érable","Female","English",470,0.0109074031097702
"2082","Mégantic--L'Érable","Female","French",42030,0.975400324901369
"2083","Mégantic--L'Érable","Female","English_and_French",75,0.00174054304943142
"2084","Mégantic--L'Érable","Female","Neither",10,0.000232072406590856
"2085","Mégantic--L'Érable","Female","Language_Minority",505,0.0117196565328382
"2086","Mirabel","Female","English",1870,0.0311459027315123
"2087","Mirabel","Female","French",55505,0.924467021985343
"2088","Mirabel","Female","English_and_French",475,0.00791139240506329
"2089","Mirabel","Female","Neither",80,0.00133244503664224
"2090","Mirabel","Female","Language_Minority",2110,0.035143237841439
"2091","Montarville","Female","English",2640,0.0499574226511496
"2092","Montarville","Female","French",46110,0.872551802441101
"2093","Montarville","Female","English_and_French",880,0.0166524742170499
"2094","Montarville","Female","Neither",135,0.00255464093102469
"2095","Montarville","Female","Language_Minority",3080,0.0582836597596745
"2096","Montcalm","Female","English",1235,0.0227147323891852
"2097","Montcalm","Female","French",51375,0.944914474894243
"2098","Montcalm","Female","English_and_French",315,0.00579363619643186
"2099","Montcalm","Female","Neither",55,0.00101158727239286
"2100","Montcalm","Female","Language_Minority",1390,0.0255655692477469
"2101","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Female","English",215,0.00453251818277643
"2102","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Female","French",46930,0.989353852640455
"2103","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Female","English_and_French",35,0.000737851797196163
"2104","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Female","Neither",25,0.000527036997997259
"2105","Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Female","Language_Minority",230,0.00484874038157479
"2106","Mont-Royal","Female","English",29050,0.338775510204082
"2107","Mont-Royal","Female","French",17280,0.201516034985423
"2108","Mont-Royal","Female","English_and_French",6025,0.0702623906705539
"2109","Mont-Royal","Female","Neither",1335,0.0155685131195335
"2110","Mont-Royal","Female","Language_Minority",32060,0.373877551020408
"2111","Notre-Dame-de-Grâce--Westmount","Female","English",30985,0.351403459030337
"2112","Notre-Dame-de-Grâce--Westmount","Female","French",17400,0.197334845477743
"2113","Notre-Dame-de-Grâce--Westmount","Female","English_and_French",5195,0.0589169265664871
"2114","Notre-Dame-de-Grâce--Westmount","Female","Neither",1010,0.0114544939041678
"2115","Notre-Dame-de-Grâce--Westmount","Female","Language_Minority",33585,0.380890275021265
"2116","Outremont","Female","English",14630,0.212939378502292
"2117","Outremont","Female","French",30620,0.445673531766247
"2118","Outremont","Female","English_and_French",4905,0.0713921839749654
"2119","Outremont","Female","Neither",1465,0.021323047813114
"2120","Outremont","Female","Language_Minority",17085,0.248671857943381
"2121","Papineau","Female","English",9250,0.139087286670175
"2122","Papineau","Female","French",37600,0.565371024734982
"2123","Papineau","Female","English_and_French",4785,0.071949477482896
"2124","Papineau","Female","Neither",3225,0.0484925945417638
"2125","Papineau","Female","Language_Minority",11645,0.175099616570183
"2126","Pierrefonds--Dollard","Female","English",28870,0.331439067791746
"2127","Pierrefonds--Dollard","Female","French",18700,0.21468342804661
"2128","Pierrefonds--Dollard","Female","English_and_French",6205,0.0712358647609207
"2129","Pierrefonds--Dollard","Female","Neither",1355,0.0155559382354629
"2130","Pierrefonds--Dollard","Female","Language_Minority",31975,0.36708570116526
"2131","Pontiac","Female","English",14815,0.203502747252747
"2132","Pontiac","Female","French",41130,0.564972527472527
"2133","Pontiac","Female","English_and_French",1270,0.0174450549450549
"2134","Pontiac","Female","Neither",135,0.0018543956043956
"2135","Pontiac","Female","Language_Minority",15450,0.212225274725275
"2136","Portneuf--Jacques-Cartier","Female","English",1075,0.0187756527814165
"2137","Portneuf--Jacques-Cartier","Female","French",54875,0.95843157802812
"2138","Portneuf--Jacques-Cartier","Female","English_and_French",140,0.00244520129246354
"2139","Portneuf--Jacques-Cartier","Female","Neither",15,0.000261985852763951
"2140","Portneuf--Jacques-Cartier","Female","Language_Minority",1150,0.0200855820452362
"2141","Québec","Female","English",1095,0.0220944309927361
"2142","Québec","Female","French",46280,0.933817594834544
"2143","Québec","Female","English_and_French",545,0.0109967715899919
"2144","Québec","Female","Neither",275,0.00554882970137207
"2145","Québec","Female","Language_Minority",1365,0.0275423728813559
"2146","Repentigny","Female","English",1095,0.0181366459627329
"2147","Repentigny","Female","French",57150,0.946583850931677
"2148","Repentigny","Female","English_and_French",585,0.00968944099378882
"2149","Repentigny","Female","Neither",160,0.00265010351966874
"2150","Repentigny","Female","Language_Minority",1385,0.0229399585921325
"2151","Richmond--Arthabaska","Female","English",1425,0.0261395946069889
"2152","Richmond--Arthabaska","Female","French",51390,0.942676327616252
"2153","Richmond--Arthabaska","Female","English_and_French",140,0.00256810052279189
"2154","Richmond--Arthabaska","Female","Neither",65,0.00119233238558195
"2155","Richmond--Arthabaska","Female","Language_Minority",1495,0.0274236448683848
"2156","Rivière-des-Mille-Îles","Female","English",4965,0.0864229765013055
"2157","Rivière-des-Mille-Îles","Female","French",45340,0.789208006962576
"2158","Rivière-des-Mille-Îles","Female","English_and_French",1185,0.0206266318537859
"2159","Rivière-des-Mille-Îles","Female","Neither",405,0.00704960835509138
"2160","Rivière-des-Mille-Îles","Female","Language_Minority",5555,0.0966927763272411
"2161","Rivière-du-Nord","Female","English",1110,0.0193734182738459
"2162","Rivière-du-Nord","Female","French",54435,0.950082904267388
"2163","Rivière-du-Nord","Female","English_and_French",355,0.0061960031416354
"2164","Rivière-du-Nord","Female","Neither",105,0.00183262064752596
"2165","Rivière-du-Nord","Female","Language_Minority",1290,0.0225150536696047
"2166","Rosemont--La Petite-Patrie","Female","English",3985,0.0647178237921234
"2167","Rosemont--La Petite-Patrie","Female","French",49840,0.809419407226959
"2168","Rosemont--La Petite-Patrie","Female","English_and_French",2065,0.0335363377994316
"2169","Rosemont--La Petite-Patrie","Female","Neither",665,0.0107998375964271
"2170","Rosemont--La Petite-Patrie","Female","Language_Minority",5020,0.0815265935850589
"2171","Marc-Aurèle-Fortin","Female","English",5525,0.0943960362207415
"2172","Marc-Aurèle-Fortin","Female","French",42180,0.720656073808303
"2173","Marc-Aurèle-Fortin","Female","English_and_French",3055,0.0521954553220571
"2174","Marc-Aurèle-Fortin","Female","Neither",720,0.0123013839056894
"2175","Marc-Aurèle-Fortin","Female","Language_Minority",7050,0.120451050743209
"2176","Saint-Hyacinthe--Bagot","Female","English",465,0.0089794341990924
"2177","Saint-Hyacinthe--Bagot","Female","French",50455,0.974316887129478
"2178","Saint-Hyacinthe--Bagot","Female","English_and_French",195,0.00376556918026456
"2179","Saint-Hyacinthe--Bagot","Female","Neither",110,0.00212416722989283
"2180","Saint-Hyacinthe--Bagot","Female","Language_Minority",560,0.0108139422612726
