"cps19_ResponseId","votechoice"
"R_1qWgdWqASzjeERa",9
"R_3Ptwr7PMUUVzrfk",1
"R_3mjVPXKx0P9Y0kj",2
"R_12hRXVMJ8XIluoi",2
"R_1ILt749xc9NRea5",9
"R_Z4bpoYHPEUvfEEp",9
"R_3JKpiKnaSvqoDAo",1
"R_TuOSOnBrkX5NkOd",2
"R_C79hj5kK2CoCh4l",4
"R_2b1AguHg8gnqE0E",1
"R_2AMvxlLVdhooHGf",2
"R_81cSaEOfFzDz2zD",1
"R_2zwM1PdQx6IiYRj",2
"R_1jrgxgMpbXyJIOd",9
"R_39i1KP8nDtD9X6V",3
"R_1Qgh6B71Z4MQ2FB",2
"R_xF06Sd17gZxIQx3",1
"R_1eVICz4VKuxSraq",2
"R_2rGFXyWhoyZ5bCg",2
"R_do36xsbfwB0bTNv",2
"R_1o1rQAMuoIPgq56",1
"R_BFaGfq8XwG4hrwZ",2
"R_2axRX9YkCSqDGaB",5
"R_3gNI7nfayLubJkf",2
"R_33qAbvgzdrM2KDE",9
"R_2taHAAfMJIdlGVr",9
"R_2aFzYlwATvETMkx",2
"R_25NpZ2ZiMvLCFxg",4
"R_1MR61LuqKqIj2Br",3
"R_pyiE6ZAJ5Juav4Z",1
"R_29c5b0iGpSXjMkn",3
"R_3PCg7pfDskmzL5K",1
"R_2TtqkPrNK3ghRBQ",5
"R_308gArOTLoeEeFo",2
"R_2dMetKllVDDj7Tp",3
"R_pn6pFIOf32g6EJb",5
"R_1LbPCgrS2SqQSMw",4
"R_231VL3vdTZMgFQl",7
"R_21ctrmkvzQQEkBw",1
"R_3sADk4y0MU23Q18",2
"R_1FR08IKsC3oLGvD",5
"R_3TSe7WYL3t40i53",2
"R_3ssFYGuIzma42oN",4
"R_1CBVAmuM5BRpVm0",1
"R_25KO2G1J7IrH6cD",9
"R_vxDoSraCxCK1hfz",2
"R_2QQjZsJzycKctuZ",2
"R_1OTY5E7ybjJH1r2",1
"R_3L0kdNbGyRCPxdT",9
"R_3qdi0oDOUTOVLRc",4
"R_3RkerMFj8Wiq0hd",3
"R_5dLydSfaT0ZiDbr",2
"R_3qycY7W7DaXUJN7",4
"R_2tJMol89WHZEGb7",2
"R_4PgtKoT8o4aBlJL",5
"R_2YbkuvgnVRyY5hg",1
"R_3L8gnLemJWY1YFR",9
"R_2aJhhsvXzmqinpb",2
"R_3qrIwxZqONljIV4",2
"R_12MgfNDnxSgCDCQ",9
"R_3KD9HhPgoMmZty6",1
"R_3rJ2229QnUiJLSF",2
"R_24qYivXEcU67Kz7",2
"R_1oHVOeAB3Md754x",9
"R_3wPUv1P7BT4Z14J",1
"R_2fxuLUAhg1WLbTV",2
"R_1pE6kdBh9oFaOWo",2
"R_1Ns3R4wlXF7S7Tq",4
"R_27HxakC9xHO4dl9",2
"R_2QuCxZvvHzMEUdt",9
"R_2wQqDZ2Za8ufxGm",1
"R_el02ripbpgVssHn",2
"R_3eeJeo3PbdU0PSu",2
"R_24HMoFeVNG78Yk1",2
"R_2zMZ9rXkRZyCiak",9
"R_AFFv36AGZziWkoh",3
"R_1pyrw9rfcCmCC8O",7
"R_31WBgAh9Yz4Jhoq",3
"R_3RgcAdIIrxpMGQS",1
"R_2Sx0l9M5C9IcGjw",2
"R_2960uOJg3CZwRD8",1
"R_2WwXiG9JIUjeKrE",2
"R_3QQuqF9DxAGWWkR",9
"R_3nwvDkZGwwkkJqa",1
"R_2tn7sEDhrBsmFui",5
"R_32XQhhncFpzIAZy",6
"R_3CPA5kzJNbuQcxD",5
"R_2cBNFucpnx9Jgv3",2
"R_tLpIvqgZoh163kZ",5
"R_By0UOeVPdgfsLbH",1
"R_YbiZCOn5D6bzvEt",9
"R_1n0YCdACb11Mh6S",2
"R_1PTewVg8sczbLXH",1
"R_1ruJ6E3cRdiVUDT",2
"R_2fIfEvk1OyRasxy",1
"R_1LSFGiRd0cYHLeX",5
"R_2tGsgkLSiEtf9KU",2
"R_1cYXY11ASW1NpFc",9
"R_3PhtRWUFWXE5Xjb",1
"R_SHTJsacHkvmBxsZ",2
"R_XAkgEMKc1n2KMaB",3
"R_1psYhyXYzJ7jNCS",5
"R_3rIFZUi20RWiWsv",2
"R_vklBvPhs4BrgM8x",1
"R_OHxl9Y0kfa75x8B",2
"R_1Ltx2UUWXslPrdF",1
"R_3flPznYMv3QkeC5",2
"R_tRj2lQArsM3XCwN",5
"R_2dQFriFwjyKsuL6",1
"R_3s0sOhpKsoWgwyp",5
"R_1hEhbsRni3Danvc",9
"R_3fxAFF1Vlr1ez1a",3
"R_1BXyPcoUake7GoD",2
"R_wNaK4TtyMdWFYYN",7
"R_3R8V5szbGJl5kI1",3
"R_1HcyCwwRc8BMSsl",3
"R_pv1yKWG2ZmrL3DH",1
"R_tKa41ULQqg2WIZr",1
"R_saG3N5HYAwaEv29",2
"R_1OWgR4Ajd7sbPkp",3
"R_2rl4K9jar0TryTl",9
"R_10VGwvyuFoVGX6S",2
"R_2wpoW0gjDn86MQT",1
"R_2YbJrmCw7mYwYkX",1
"R_3MgQAKCCyF8vFSj",9
"R_b3DH97xMNAaQpOx",3
"R_1ln1MSzyELk5SGk",2
"R_3hB00TZpHki24YO",1
"R_2Vf5wh1prj0ypwW",4
"R_beaDOYXYxzB3nNf",3
"R_2Y5PwsGcvMHLJXM",1
"R_3nldjtpJMAZ81FV",3
"R_1pSEJq4tD8mx9mm",1
"R_1ds1HrNZmYZcWjf",2
"R_2TH352QGApRI8Tm",1
"R_2w7gHZxT1RxTwit",9
"R_1QuW4Vk1M2v2POC",1
"R_1HpYVSVcjehfsbp",2
"R_3pgTCmk1yWObPIy",2
"R_2ZTDfH0drgXzHzE",9
"R_1QnmUjirKxkmHAV",9
"R_sqdc7F6flhBn24F",1
"R_vv5SS1NSYnNqN57",3
"R_3kmJg2EvhnBYzxY",2
"R_1Hhsn7CEOAM0GjC",1
"R_2rJ8sIBa5sHJazO",2
"R_1rdAArEFCNii3Ab",5
"R_1eDHzRgMOs5aEaa",1
"R_1oBvXJEOVwCRhCy",9
"R_Wc9zoa0uubIcouZ",2
"R_1ltsAkbpBEHi1F2",2
"R_tVPfN6ju6ztf5Zf",2
"R_3ewWdfjUUCU2Szb",5
"R_4JIcNPWDsiXOqn7",5
"R_1hKbRWST8e0zpMU",2
"R_1INpjOpzz8EFc4r",1
"R_RWUjm5uuDaXHR2V",2
"R_3HCwcmbZWvGxf2O",7
"R_2wzPJneCfqMxJoX",2
"R_2TEIaC7wSI6FOMP",3
"R_RWtFaExHnqGRfpv",2
"R_3oMZHZI9Jp2MpB0",1
"R_3lo3hkIJNkmRFfz",1
"R_2q2GBLbN4pRS4fO",2
"R_2PyPx2O4nerAUWT",1
"R_xGzqB9g1OezRcTn",3
"R_24xh26Cw7pLqS6P",9
"R_306jJrGgkw5ApSj",2
"R_SCc0C2AcphnsiyJ",4
"R_4MYkj8khTfF4Lo5",1
"R_2Pp4VnsWTKNur6T",1
"R_2fIn5Ml0jgbvpDP",9
"R_3MyByICQ5Ge9cWg",2
"R_3eggr6ghJV3AwJg",1
"R_XR1yyf3Ro9a4oSd",5
"R_2qpY1bZoZvXANtq",3
"R_1d6Qt4vJdNcgEuw",1
"R_1E6vWuQ48wsrLim",1
"R_20OruhxBSSO8EMF",2
"R_1LGc0WfqeixVLOp",3
"R_1GTfnm7TvVqNpNM",5
"R_31ivE5DU485c180",1
"R_3gNJ1lI8Uqr9DoD",1
"R_2QKyNq3UPwnuezI",1
"R_1E53R4mrJYDh2th",1
"R_D7t5SAxwMH6Fvpv",2
"R_blblMMd7jqOsfIZ",6
"R_Z1qs0QXBPp4gh0Z",9
"R_3iR0E8DYLn9ZHpL",1
"R_3RjWWV0eKaSidzC",4
"R_1LHBf5fdvKuseY7",2
"R_3PdbKX8CAGW03jN",2
"R_2tfbFwUMMNeF3TT",9
"R_ZIzRqrLArJEyV7X",1
"R_pmgbDw0yTET2zbb",5
"R_10Bsnc98ZaZMeAo",3
"R_r0ED8QcnrM0kQgh",3
"R_Us6mFo1YWTETUgV",1
"R_2rYM5gUWbGg5DuE",5
"R_2TtLmxrYffNvOKx",3
"R_BLERNb4EVefIKiZ",2
"R_3Nzl1AT7b1tkYUk",9
"R_1n1QNQP2kK7LTqx",1
"R_XAqygn7ZoKWtUxb",1
"R_2fkCJXdcooqe38r",1
"R_2UgyHnawpYIjiAl",3
"R_8IZCqOOwklGOiM9",3
"R_2PdlOMnIHvQSeKg",9
"R_1d0OYuXhyH9ak9H",2
"R_1N8LSc90F3pk9Z9",1
"R_3spIy14ojmAAGHS",3
"R_2waaisJJ2KIiMCK",1
"R_sFFynXC3DZ37pyF",9
"R_1mmA2Q9tRyMb9nU",1
"R_1CIw5xC6eDKdSmZ",1
"R_31aZe8FIupDuOeP",2
"R_ykmynUvaQD6NTvb",2
"R_1HjlyUlwMzxtbYu",9
"R_25ZtUMIbcEN2S4N",2
"R_1KetSjrJrKMML9Q",9
"R_1pPEWrTq5maGIvk",1
"R_3lGiHAyXHno97yl",2
"R_w7P2bQ55epJJyeJ",1
"R_1mxXbsu4m9ZIEZO",2
"R_3D0jn3qNerwtoII",9
"R_1nZpXKEPfOeEY1L",1
"R_2E7eAQqBxPYqI7G",3
"R_1N1VjUiwYYM9zk6",2
"R_1IE6hSKUof3PvkH",2
"R_1mmAbZDNKGMGJCW",2
"R_2EE1pOfuflL2Q38",3
"R_pGEkVbIR5Va3pZf",2
"R_1mPEYuheq2YjcCo",2
"R_1jJxrbCZkYIKLWe",1
"R_9AZC6WNxhL1zy01",9
"R_27Crh6h2fvDtiQF",1
"R_1f8G8AYqFQBmq9U",7
"R_3m1sitI0AmZZQ1O",6
"R_2wnnOGndPx193tZ",2
"R_qxWOUwAj7j9tOFz",1
"R_1DCQ22QbTjmeDFv",9
"R_2CKAFTDF6g2xWfW",1
"R_2WIvxDiMN9JSJiV",2
"R_1itimp6Ros7yCY9",2
"R_ZC5rxlqX2CnWJ7r",1
"R_Y4QRBH8E0Xr3aoN",3
"R_3nABjJgUqYKFsTU",1
"R_3oXf96H2U3Xdhbv",9
"R_cJcexdRyjZqpaOB",1
"R_cGEOqGmyTAmys1z",1
"R_d40N0jd8W3EJjbP",3
"R_3k5m97d8qf9qygJ",9
"R_3n0FPdAnovHq772",2
"R_1jre2ZMUwS1TodF",9
"R_2RaZ4pKNQ8QfXQV",1
"R_3k6Qkweuzxxq8OQ",3
"R_215jPL3jZIiyshn",2
"R_O6Xfoy7tlYffcD7",3
"R_1juACqa6kQenhk7",2
"R_1gUsESASsvxpnke",3
"R_2SGHivXnsfVo2Ke",2
"R_1liqAeVlwURZ3zj",3
"R_3s7eCqtR1YAv4BZ",9
"R_271LxsE7SctFcBO",1
"R_RRiEFusavAyV3bj",3
"R_1mr6LdIi1ilZnf2",1
"R_2wRFLrIx74aBQiB",9
"R_1hR5aKeLtdQhEkx",1
"R_1IS0kCxaH57t2mP",3
"R_2rGWe3xznKMvPTK",4
"R_2SIYmYd16BTYsBz",1
"R_3MrModTpKNJXmTg",5
"R_24x8YZDOY4APKM9",4
"R_UrsWHTqXGZgiQA9",5
"R_s7ooZA1a6JVhp0l",2
"R_ury2DpYXjsCiItr",2
"R_12mVofdSYR5AwcS",5
"R_vGh6fINx3PemGDT",3
"R_Cfz92u26W7hovZL",9
"R_1nOdNwrAyuAB7hs",3
"R_vqraj9hAt1Ac0dX",1
"R_2dvd8lVrUTnSLxt",2
"R_22Wy7pavuM5Fe9I",3
"R_2BaDudMuFy8zyJm",1
"R_3I4djZPoBQBiqel",2
"R_1k0585bpRSY8Wqw",1
"R_3DtPdPvR3CtgF5h",2
"R_pimscegzzsf98EF",9
"R_3MKdsVOSffVfO6s",2
"R_vrgKNgcflY4WIoN",1
"R_6DVhYx89u1T0pnr",1
"R_214KJ6fAPiBJtwL",9
"R_1oCjJYveaDldlQK",9
"R_3EKerC7FNuCnUx3",9
"R_3ha34u41QJcUk1Y",2
"R_SZ4GP91vM52AtgJ",5
"R_2c2AemPRKxnWHIg",1
"R_1Kg41HqJsqarmAD",9
"R_3DnFz3wJQ7NKTcP",6
"R_1rv3dPRluORxM9f",5
"R_3nDFr1pQxtAltMR",1
"R_UnbEhDwCMFjN0k1",1
"R_1ezUyfku46iRoNf",2
"R_cYh5QfNj6UunhNn",5
"R_3FWLiTQqKWLX9Zu",2
"R_2TLYW5A1PzKrPDh",3
"R_3pu7DToJa5QoFFf",1
"R_3EKKZ5N6N6ePF4S",2
"R_3Rl7LLE1Txxbxln",3
"R_2CpKCq0qMCaXY4C",2
"R_2S014AGqfxJNJ91",5
"R_3Jml8qZUtTHIRKY",9
"R_1cV2hoo4djxvclG",1
"R_21gfm3hNNUYBAaB",9
"R_3kodhYk9eTdT9DL",7
"R_3MAmrkciOcmPr2b",9
"R_2viW4ODY8CinbTx",2
"R_1roIX3dBBQBqVPM",1
"R_2Ce40K5L4in1pZX",1
"R_std0zD1jPDZ2FHP",2
"R_1rpsvvXEzWoE2Ay",1
"R_1F3PtgnJeHfyEP7",2
"R_PzmGCwbcxToLxqF",3
"R_1156gnLp461nTgo",1
"R_1I58iiKPKdzYeXu",2
"R_9u9SP2Sdg9fZkjf",9
"R_0oBuApBhDCbAyfD",9
"R_3eax1PSmKDwYEc8",2
"R_3RdQ2Wt9ikTGhAe",9
"R_3FPesmmaP8EImKS",6
"R_1NaBT75RwRwuI16",3
"R_1H5z9OQFMykrg4B",5
"R_3KpH8xqClqxu7aY",2
"R_2cnkgZrKv56mkst",1
"R_1rjHZobRk0jH0PW",9
"R_ey2AcRdtguj6TMB",9
"R_3e3TLj0Pa2thnEi",1
"R_ZlyJSR8UxTfHDMJ",2
"R_2qfyfcZpkOcHJve",9
"R_3eb5HCSugFhX1xB",1
"R_UGFjDPP1KAaNfax",2
"R_1g1ReFTK3SfL86q",6
"R_pgiVOb1xhPpTEeB",1
"R_3EmtQgGHEV4CIvp",2
"R_2q9lJIVaMJzp24s",2
"R_3dYZ0kXUQ2Ibf0l",1
"R_3hmvnFyDLIzAQzB",3
"R_3PUmDPXEansoxRI",1
"R_cNHK4ht8pKzKuzL",3
"R_24qs5H0g5G4yj90",1
"R_3HiYGObHkuLNssF",2
"R_6nAxTBZa8VyZ5G9",2
"R_3fiScFtWlxHTie7",2
"R_1i3ZhwSCeo6Owu2",1
"R_5tABle2TZNo4btL",2
"R_2rq3owyqeBaRRgm",2
"R_32QreZbcqTGvYv9",5
"R_VQFUB3i4GK3Y4OB",5
"R_3sdomhgxBCG4b32",2
"R_2tkZKPwpEUYBIHd",2
"R_33BUX4VOYeIMSAm",5
"R_2v1jnQT8gWVTyPE",9
"R_TwrFXpx1K1oa8hj",3
"R_1Pc4RueFhV5Xm1K",1
"R_2VOVTuhdUleEoSW",1
"R_1ImyJh1uCuG1nN8",1
"R_2fiCBJoddmZuf1L",1
"R_UPUSgY5HDogsFdT",1
"R_3L59rD0a4OlKtT2",9
"R_1KqgnwMgGN8ufbL",2
"R_238D6jNHOB2QIqg",2
"R_1GE5nKQqu6A47BQ",2
"R_4OBA7PJLBLU4K1H",1
"R_3ncQIG8TDiodWn8",9
"R_8v3XwUrRSJc9LMJ",1
"R_1ouOplENgrAanx7",5
"R_1kIBPSq8XgyiMi5",1
"R_3fxzsaJkSOzoAb2",1
"R_2wBLnyOhpY4F9PK",3
"R_z6ClaI90tyZG2IN",2
"R_3kBbqZdq62C8x6N",5
"R_2AFIySQn9F11iO1",2
"R_1KfNRPYY7mRHbxK",2
"R_2ansvDfd1guOu4G",5
"R_3DthkCPzf8Fhn5r",2
"R_2fD5RmdDT18TDj0",1
"R_1dgGWeKr8nUiJaY",2
"R_vN8ZhjSTqPzGuuB",2
"R_0vJVWYQbLIlh6Ip",2
"R_3m2mPHdCdVRYfxy",1
"R_31EOJ7SM6LUuhVu",1
"R_1jOqGNCTvjBFRPg",3
"R_32XvHJkfZRp6q8k",1
"R_Q0JKPXGTjuXHwgF",1
"R_1gnfrQYM684Hd32",1
"R_10Viwl4Kzsj39JU",3
"R_1eUXT1BHG1tu2pm",2
"R_O6CJblDusn6PTDH",2
"R_2rCNKhFyLJMybab",1
"R_sR4U3yf4V4CjcM9",1
"R_1rqqMkgOiXDP1Vy",2
"R_2tbpgP2kkH7OKhH",1
"R_WkTleAuaKiVKCPf",4
"R_pSfC3lnFnPiRAad",1
"R_pTbMtdUS64EFmZb",1
"R_b8Iub5yfD13sset",2
"R_3LYEeuq8wvtduQH",1
"R_25ZA3tK1Gfeh5kd",3
"R_1oCr6erBEPGZEww",5
"R_ehpDv3659xSwr85",2
"R_1owrCYgIbxV3NJi",5
"R_2dKiORuZa2XMHFV",1
"R_3JwSd7tPRYBCjqK",1
"R_U9IkLlohVw8Sh6p",5
"R_3fkOTjL9Xyulgc8",2
"R_1PdgJwBV2qoC4RE",2
"R_1Q0l5By9arxDPjL",2
"R_1rIBQyAhFIgTaXA",3
"R_2vkXw2DOTWipWGO",3
"R_uk0U2T0zopgbXqx",1
"R_290yKXfvouvAHjT",1
"R_3dYqUwyEsakCiRf",1
"R_1DV94p86VxO56br",2
"R_3dWEopgiFb3UKAk",3
"R_rr8rW3N6WebDqUN",1
"R_qU6NjEQpAue4RNL",2
"R_1QmgrR0XmPwSlzC",1
"R_RavvqwlgWymCdA5",9
"R_32W7KAXo3M0h7M9",9
"R_1g5gReuVvYOobwP",6
"R_1Hc0HF95jt99Z7s",1
"R_3s1t5mc1ZBHjZlC",4
"R_2UXgMhuEkLK6IRH",6
"R_1Fx4pFFzy93Lp35",1
"R_2WBh03NujjlY44R",9
"R_07KBA22wA0WDjDX",9
"R_Ze1YHBskejWiaRP",1
"R_1JKtAZcI52vleIv",1
"R_2xWrcRkRAK95xgm",3
"R_1DwkmI3auAAwgJY",1
"R_1Id5uQCFKqZAZTd",3
"R_1JPklBg5f3ZSc3b",9
"R_9zfdkRrYQaSpSpz",3
"R_2EE1H9RQ8TxkvGE",1
"R_3Rekul3kqbeEn1D",2
"R_1d4TcECBh96dfk7",3
"R_2rpcDZ45dB0vZ1e",2
"R_sH9Z8AzWzLyoWxX",2
"R_2YgGt3P31nGoyvP",1
"R_1kZz1P5ccDmwRdM",2
"R_2yjgvLnFbmI4fRK",9
"R_332scT0FYf1g62V",1
"R_338vYhIfluI9XCz",1
"R_wZuqJ93isBNzBPr",3
"R_2aPK3zGrq34lLcp",2
"R_3DfuMuZbbMWJMK5",7
"R_2QYQ2x8OqBJgbYp",6
"R_28YeXUF9WLTGZIW",1
"R_2f2THcs4MtRKYDW",3
"R_SP4YDxdMz6Lfcbf",4
"R_2D0wK2H8greaSWq",1
"R_1gc2ZFuDyYAvgf9",2
"R_3iX9i7NZFC2VE5O",2
"R_cA83E5yWYm44BXz",3
"R_1kZADufDudYmYmE",1
"R_UZ3HZt6Ladx4WK5",2
"R_1l5br0A2PsUTUMa",9
"R_1QzxlJZML9Ot5Ja",2
"R_2dGemGcVwaP8d4B",6
"R_3NCmuLLQGvVkKg6",2
"R_e8IVliFmcxw95Qt",5
"R_BRETJQaWbYQUJgd",1
"R_1Pe2lnYpvzcympn",3
"R_2Y3bdgAbFru32YA",1
"R_2S3xEcM8j5THJiF",2
"R_1Q3ggBmffi0KG3Q",9
"R_2uvKueKvx57mzsA",1
"R_1MMX7UFU5ovQFKg",2
"R_1NEnNl18gxCatAi",4
"R_10Gzs6V1gFndMQs",9
"R_10VNxPsGADrb3I2",1
"R_1lh43wbplD35R1b",1
"R_3fOgYKTdK2gkeNh",6
"R_QbLirddzok5M7Pr",2
"R_2Vqd6sfm9M1O6BD",2
"R_3EK0491JPlwe5I9",9
"R_DwunpE8XP11F7KV",1
"R_2SH8jq8gNYz4jPA",1
"R_2QKyKC2SNrn2vDp",2
"R_21hz0gVypP5ggV5",3
"R_byLlFXbusP1hoMV",6
"R_2WTG3m2QfMVZBxb",3
"R_z1N0BMgaA5gTLNv",1
"R_XGGt2F5t0WHM4bT",3
"R_31iyWmOKtHVXQ0O",6
"R_3Ed7hNcw3f54Oj7",1
"R_31jA9xsGUBi5999",7
"R_r9FiuNrqbGdJglz",3
"R_ve3Xjv6MyUbe2vn",9
"R_AhQss74lZBRmEVP",1
"R_3scw18kqJKD5Ysy",3
"R_3F36dct5Ld9nvoV",1
"R_2QYxvl3ekL3IH72",2
"R_a8YzPfQG7rZ2Yud",3
"R_1PckeeuJCeN3pyk",1
"R_yED4sx3DgjDqKwF",3
"R_1Nq7Jx5EyP2gKs7",1
"R_2yqoJQBPgN25BiN",3
"R_cZb1zIPaUFh6OR3",1
"R_1goLRGM8iUiWTku",1
"R_3rGjFwRFuJ9SPcy",3
"R_WigK5zdDbqhPXwZ",1
"R_26kU4DBqWZOLbFF",5
"R_2tsPeFXcLZJj9rg",2
"R_301693Em9tct6RI",5
"R_b8gX41afRsoDRFn",5
"R_URVutw36bi3qAZH",1
"R_1E105n0qRePkc2V",1
"R_U9g1kaS2tL5jgoV",1
"R_32QSLSJN8U0xzRY",2
"R_2duXmeAgBQcdrjW",1
"R_27BG8E3y2hIIVCR",1
"R_2Cj01vkr7JiKW3Q",1
"R_4N430QbB08DQXK1",5
"R_2D0x3ORF5G7p97V",5
"R_1eCtHsbFCxlDQwq",2
"R_3NVtUFU23JYUg6x",2
"R_r7PEujXJb5jeonf",2
"R_ZmXN23Ahkerz0Jz",2
"R_1dLdfqFme3XLSAd",2
"R_YPqzKVcVkyr8iuB",1
"R_3DjBoUsSzvTn5Ub",1
"R_2PBCmtMFN1DSZwz",9
"R_bk3DovAttD6L1iV",1
"R_1pYhSLU33wmyV1y",5
"R_1OQePr91bkTxf9x",3
"R_yDYPTAHwmluL5sZ",2
"R_2v2qKQ6NeFYKdSy",2
"R_2TYJFPD61eO44jd",5
"R_2zucoPwyAmhLV6M",2
"R_O3x5tUDsLO2VHMZ",3
"R_1pL7lfgz654vUSU",1
"R_33xnq2hi3uyt21R",2
"R_2YFySnjvPfHYx07",3
"R_1gNsQBbyAR1z6Dz",1
"R_30wOWfz9PB5w9Un",1
"R_3EnFhonQu5ImbrK",1
"R_0TJ8JVnINg7cMdH",2
"R_1roZcn6dg0ij085",1
"R_31yMrBWhZaK8uvc",5
"R_1n2wWLvqNgy9VlB",9
"R_0Di0MpKVPUa2WI1",2
"R_1EYUyR1Kp81WgKW",1
"R_2ys92JU0vwOMBQ6",1
"R_2ffbPd8gp7lETjv",6
"R_2tJC71TvR3sFpkP",9
"R_1FwRXXwr22abio6",5
"R_2E42WwPLcBeqqm7",2
"R_24hEG1Fqcoaposm",2
"R_1MTjkCV6PYgxB6N",9
"R_ABTjaZm99tGwXMl",1
"R_2OGzzeLZgjaHub8",9
"R_234DJPDHUKI6iA0",2
"R_2EvrOL61OWQNJl5",2
"R_20ON4NeynY2iylr",2
"R_2qjXPb41IRNoi2p",5
"R_1FS3OTiHryoi8p8",2
"R_WBSgrg3Ipuxs1Ut",2
"R_2S7BtWuEEBSqZkw",1
"R_22PlpkjuZ18nZxY",5
"R_3F4Db8zUMK4j7jl",2
"R_1msxUoXcG4YUnbo",9
"R_1HnH2LmwDuQFH1r",1
"R_1jWf2emiekk8qZ9",3
"R_3JaDK3DAwp0cDWE",2
"R_2uOi95NXHFoCqcb",1
"R_1EYbcQnkyqpamfV",3
"R_1nZ3ghQ3td4qFDl",5
"R_2YKBcWILsFIUypw",2
"R_1X6bO5XQNIJx2jT",2
"R_Dw8N0OmU6ncMjxT",3
"R_RKc4ln2ffKOuWfD",1
"R_1K0GZyUNTOw7xwi",2
"R_2CjFWa9iHe6F4bi",9
"R_vNVgeYB6O9kdQul",2
"R_33kWczyu6oXsWZV",2
"R_27D2RVRRX956JRP",4
"R_29jrA2pe35QpxqW",2
"R_31AyrgTxIu527ci",2
"R_3QVgYBSl2ByyokY",1
"R_3oBfSmia29Dvlmi",4
"R_1MZgfQXQDlQyPQn",1
"R_3J8k2M8V1UjNA1y",9
"R_SQ7G4D8p9z0kgGR",5
"R_2qlYK8gGSCJYCJW",5
"R_1eDCZyK2a8LQKMv",9
"R_305KglFybwhSbkj",3
"R_3jccnXnbBgIAEiB",2
"R_zef0DfmsfYWBSZb",1
"R_2CVtllbhnjV5g4P",2
"R_1C2ax1tZaLBL2ws",9
"R_1QcHnySySM0YqDM",5
"R_1eJiE3gVrkIJJKd",1
"R_2S2E5suEV2sEzk8",2
"R_9ssp7aG8aADUYfv",2
"R_2P11MhxB5crjy24",9
"R_832S1dB1Pvy6efT",2
"R_3PM1xr6M20weBGk",9
"R_3iycXMQYfxsWh8o",1
"R_1F8OdtL5e0h9XLo",2
"R_5vHmaO5oTWHVGud",1
"R_W2Q628TCaw4HnDH",9
"R_2dFmZ8Z3QY2zYHU",1
"R_1jm317xzqD1ikQX",3
"R_2tFrkTOsvfMtbPb",2
"R_2VJUac7AR4e3UOT",2
"R_d1mMkb8PWjI0ds5",1
"R_33dV0nMkSChBOA6",2
"R_1QFaCPpxsXLjRyq",1
"R_2EaAAyY2qvebwkq",1
"R_3qKVVvhTK8MTd1X",1
"R_1DFP9DTufyUfhva",2
"R_3GB6Kry4HeC8Nmf",2
"R_1LbrBGSv9Ozm7gh",3
"R_3lzBgVl0rdVAFVR",1
"R_3Mh8vaP8NhsFFSg",1
"R_20ShBRzwvzmM87k",2
"R_1H0pZcJisyvaDX1",9
"R_1mFeD3uDgZEnIuU",1
"R_1HobZ8WrBKD3A1O",2
"R_2WII2drr6GZdlus",9
"R_2SCXej806IAtnZM",3
"R_1OZEi1YPMnovL5c",2
"R_1lxyz7tJLhWzmR6",2
"R_1rjMcEpVs5RlnhA",2
"R_2duvbd6fs8nPI1i",3
"R_yloR4nWLD5JxPBT",3
"R_2frIcW6GkH87jmP",2
"R_3Pzbou1l2TnhCRs",3
"R_3lrAYzq40w6FoJQ",1
"R_25Em04MwDZjd8r8",1
"R_3NDrcJWOPLbMbVc",9
"R_SUmL9sn2gzneI0h",2
"R_2X4EFVdzWxljotw",1
"R_8uhOCKimFUSwLct",3
"R_28D4Jtgkq1jPN3s",5
"R_273Vqj6guSqqDDJ",3
"R_BD5xjHhrgmgi7cJ",2
"R_07yrv7as97MpBlv",2
"R_25z5XiBTRZMoloC",1
"R_2wGh3yAQSkDOB5h",9
"R_1d0I247La1qvATU",2
"R_31dAjWVPHm2kCTz",1
"R_25GRHNp126tvyDB",1
"R_V3GYy1VHUWBE1kR",9
"R_3saiNJkJlYLTxUL",9
"R_2aDiUpDoGqOLBWP",2
"R_29srG3BahXSt1mb",3
"R_vwu94KQdx6PGfKx",1
"R_3gRu7JicEPRHIoU",3
"R_24MGSHIVAIm8BmC",1
"R_2CQkGkPm4bUqA7V",1
"R_veoPClj8os1UUYF",1
"R_2dJWbElZhdc3LkB",2
"R_1cTyB3PCHh6eSBr",1
"R_yF18bL793fON6dH",7
"R_4I0bPf0Bw2mrNAt",2
"R_30eKhNaJFgIkGox",3
"R_3RiHXyfyWUXRWwN",1
"R_3QPpXE8aubp6wKj",1
"R_1CegS2rJ4CuGZ8b",4
"R_3PTelCQwhCsw6in",2
"R_1QKuHp3LpEarHXk",2
"R_2bQ5Qoo8iRVOzyI",1
"R_2e9XtQWVnUDhkL2",5
"R_2TMFI2fmOZCEH2f",2
"R_3sbqMGljmjHGcY3",4
"R_1OH65qAwuHs3KDb",2
"R_Atv9ZAxtvu964il",3
"R_9tdIuK36XPGGIBb",9
"R_1P75HmlnSbl0r2B",1
"R_Cdj8FSu83hJIm41",2
"R_2Euyz6fq8WjtOaA",1
"R_3JhnQ3wws8UPmgv",9
"R_2CqfcfWdXBMbRKE",1
"R_ZFhhNwaQ7rAXSIp",1
"R_3rTI6RbYtMsmlQR",3
"R_3BHikiLwhF9sBwZ",2
"R_2Vy8VXbts7TnEGa",2
