"cps19_ResponseId","votechoice"
"R_3EnkAIGWeDhPAsy",9
"R_32JBYdfOrZOHFA3",1
"R_2R3dtl328CbsbCy",9
"R_RxGHeJQTgB6XYt3",9
"R_WcJ9aRhzmu2fOb7",3
"R_1EYDc6CzxqJTv7C",2
"R_1o5SreFWHJoleKR",3
"R_sLryYSTC6OJmzyV",3
"R_28ImImkmSZS4SAj",2
"R_3EzKeOd0abnGyHK",9
"R_3neYIvA5tXfG5tk",2
"R_PzxlkCzDU6a4LXr",2
"R_26lHRO0yR7479YP",9
"R_2CDt4dklyaAvJRg",1
"R_2ByftSYu7p8gMwn",2
"R_PBt5SXhzmBOIhFf",1
"R_3F282c48vl5qWTP",1
"R_3NIgvaZiy7ETZOG",9
"R_D1RNxzsVksv0S6B",5
"R_VRrLI0rOTB9ryZX",1
"R_4OYKtqnIS9N5ZWp",3
"R_2Pbx96E8sY7yL1P",9
"R_2wQwas4uxUJlYmn",9
"R_2SeMsU10DelTFre",3
"R_Q6rTe3I6Gris0cp",1
"R_27dHvcnbW42EHyN",2
"R_3Gp8ppdyj58tPBo",3
"R_2U3Oe1iR54UXLkT",1
"R_SZz3cpFcKZosJhf",1
"R_6PhAIKzgdRmFEFr",1
"R_3iLvy5jRdL4Psb8",2
"R_3R9KrQPaOIuc5wJ",2
"R_dj8212pkepGi6wp",1
"R_egHIytqxyAjp6i5",3
"R_2fy9IfNyMzDVppO",1
"R_vOEDi6kj4f3nRLj",3
"R_O23TKZKKrb18bFn",1
"R_11Zs46erWpPQJqy",2
"R_2U9gRh31qZWL4C8",3
"R_1jPbd6JCbnlJWPJ",2
"R_1hGBn6bJXdt4ddp",3
"R_2xJZS890l7kUMSU",1
"R_3oFsLjl1efdB6xv",2
"R_C7emqYuTtxNGLGp",1
"R_2XoMWg4dodz410p",5
"R_1QmC8juir7LEX9x",2
"R_tMrpvbK08YZb3Tb",9
"R_1etpy0xpntQVeT8",2
"R_1FmR3QN767nyQWl",1
"R_tVWufeix0d63N1T",5
"R_3psBFAZ5fZZ4QxO",2
"R_1i4zXf4tsVaCqIB",1
"R_2s71uhDKCgCwmv1",2
"R_1E6Tna159926ycK",2
"R_3exJqOTmLH9gdGB",3
"R_1rrEDvsJuv5rcNK",2
"R_1mngiRvM0wnzVf6",1
"R_3huvi0GEy9xxEAI",3
"R_1NqsjIJo069ZehX",1
"R_vUimWxVOn1aYcs9",3
"R_2PAtyE1kcmQhNSR",5
"R_2zCM64nxdY1hZqC",1
"R_1rwrKREXFJEGwZt",3
"R_UzQUjW9xZebczTP",2
"R_114OGfXyjyyoXVF",2
"R_1mxsLUTVzAC0yux",2
"R_1guAAuZSiTiHmPk",1
"R_1lcNU6aiBIlN6Pb",1
"R_3L4LTaE33eqoNpC",2
"R_2dSzQGHBiyvbOUA",9
"R_2YyyMCtBXgRgdKO",1
"R_e9RmHeSufUzKwql",9
"R_2b2Ht9B8J3RTvVP",1
"R_1ezcvHtkmTeXTBM",1
"R_3JslaugA03VolTF",2
"R_24BL4OHD2X9MwGJ",2
"R_1d6677NcyhveALq",1
"R_TbcRgj2S8dwJG7f",2
"R_1C9jFlbitqIbs7V",9
"R_3ptZiAEW2ctHl3J",2
"R_XhOCFXNgq2gPYIx",9
"R_1Q4baLahzNWnj6R",1
"R_3OfrR06r9Oj5hqe",1
"R_SZR0XVJQPkybL6F",1
"R_vUcr2TUM2644voR",4
"R_xaXvUHaI6Kt5yPn",5
"R_31XCDXQjhQlg9dD",2
"R_2rkzIiLyK8yRbZb",3
"R_10Gzbtm1QdPO7GZ",1
"R_USjlND7nk2zu8Mx",2
"R_2ONCjQ5kPTHWAM5",3
"R_9SLFahdfqSDjcJP",2
"R_31tTr4UCcfOw5pv",1
"R_1KdxfYQ4bH0h8Ru",3
"R_1pnYOsyeKtEDKVS",1
"R_2S38Jd9qk1dNOoA",1
"R_cBxg5biLdCxzgOd",2
"R_3s7ktK4omHgQxHj",2
"R_3t9HjHY8O7jeJCp",1
"R_ZE7duRaMA8OKDxn",9
"R_3EKlrULeBSxGNFY",2
"R_2zGs0XCG5p32Swc",1
"R_1jK6GNFffLDc289",3
"R_DTbrSJ5V45PQGWZ",2
"R_1DzGz3nWm8Vubb7",2
"R_1OZ9OOpERw3mzB5",9
"R_1LdO9AJspTTsGJI",2
"R_3iXt2RqCiyGuqX0",1
"R_24ic5VVGIb8eYux",1
"R_d69NKQABiP6ZAvT",2
"R_1P74r2Flpq8G6Xs",2
"R_PvsqVMz77DUSIz7",1
"R_0kWnl9eVH7fekSt",9
"R_2PhggvxNzScYiy0",1
"R_XgFCxYwcyCnsKOZ",5
"R_1H59HtgAyNvO5mV",3
"R_3L1Ey4qOWwvAG0S",9
"R_32WRlQdAgbaTcvC",5
"R_BKxX3jlbni64dkl",1
"R_2RUoXryrSMMgOBq",6
"R_2xYqGSAZTIhpTM5",3
"R_0xFvoMiuVFaxZYJ",3
"R_1FlXIRr5mIuX2yo",5
"R_12KeljM8sx3amQQ",9
"R_3Gm0yW6oq1UZC9C",6
"R_u31LZphcI76G9W1",3
"R_2sXYal6dt00LL01",3
"R_1Qa2xGsRJlHxvCG",3
"R_3gMynOZTOJ0bD7z",9
"R_egPpQpi4PSXN68N",9
"R_dnDqskAAgdWIRJ7",2
"R_1FrAUQ3rDzVuWQK",1
"R_1ilKwb0lGWhR8Cd",3
"R_eEvNAQfXz72o7v3",2
"R_1JPfb0MNjVgXA3V",5
"R_3EIEcBt5VvJ2s5r",3
"R_3imsaDiHoWRuutO",1
"R_1Im8rF8KRi6dG56",2
"R_pnHqgbzVmetsggh",4
"R_3qxL4c0Ntu4sW0o",1
"R_3IQqbzhiOQ7zSz9",1
"R_3HizVbiOr6FsZ9H",2
"R_1odISszk9m82owu",3
"R_32VLov56dMI5Lmt",9
"R_2YR2MsNBj9CFeV9",9
"R_7Vhi0aMdCZ7nGYp",5
"R_CfsxpMsorPUg3kt",2
"R_0vJi7nYjxuRvRSx",1
"R_2tG2W2QmUqkhApg",6
"R_1JWQ1ssF0VztQIn",1
"R_3KD516Ise93ldFJ",2
"R_yz5tnOBucS5lIw9",1
"R_d0wC2tBrys7uTv3",2
"R_2V1NvTRVId0dmXS",2
"R_1OlCg8Tw6zt8qPE",5
"R_zVAqHmyqsBxuKOd",9
"R_25KLY0r8i0qniTs",2
"R_3HF7cC75kssywhi",1
"R_2Vsb3XYCoiUncsy",9
"R_Wqkx3TnRdmsx0Yx",4
"R_2aP7rMCYfQSDKOR",5
"R_2CV1JXf8qtku9ak",1
"R_1Q0mzaWZEz01WgJ",1
"R_30dF2eoVypDIKd6",3
"R_1l0gGQz2PoOcYmo",3
"R_3lRZ1kdgcpPUFjZ",1
"R_XS9t0FH7nO6mCNX",9
"R_1GCDPZLr1D72QSI",2
"R_3gZSRx6F5RNP3em",5
"R_2ss98PElj6fdyfL",1
"R_8AMHJeFL4vqBBvP",1
"R_1eKsfOJHaQAS4Lw",1
"R_3Jyi7uNvRh6W0hP",3
"R_cILac2YvAmG3Ead",2
"R_OcGr3Mwna1oNT6V",9
"R_3RgWWW4ce1Ywybf",3
"R_xrTj1UCEvb2WJRD",3
"R_yyWBO5hJmpIC7EB",2
"R_3rGpmXUZxEGbxHw",9
"R_31ZedxbhihySotC",6
"R_sHD2UDRSMR0jBgB",1
"R_1IWcWD7fZfylxsv",1
"R_8potcEknDhg6JIl",3
"R_ZkOIdeClfrsxsm5",9
"R_4MJKdJsSlEt4hSp",3
"R_3J8eagEwmomFLjE",2
"R_3nkO1uH0rh9vk3u",1
"R_2PbWWaDuk2MX29O",9
"R_2E7aYtbmsMzz0PM",3
"R_8kvnEx0wUsd9bhf",9
"R_e8qaSXwq65BK3eN",1
"R_2U4PgFxXkSJv9PN",9
"R_2WMD1U0o2SDzI6b",3
"R_3qNDZeccTxN33xW",3
"R_cD8S8gEVfSO59fz",9
"R_1LAyiNvN76LopOw",3
"R_2zi2jjzhiqeocJ7",9
"R_OlOPJ2ezyx1hzyN",2
"R_11YNcfHNnBcv2ex",9
"R_21AGGqPPgBgO4AU",3
"R_1lobYu2iWoCOuaA",1
"R_2qwK4yWf27yTjpH",9
"R_1lnSH5pBBXkrh2H",9
"R_2f3dGqNp37JnjMS",1
"R_2QrljS53o1c6pRK",9
"R_Ug6D1b3889N8N3P",2
"R_2yl0bkp0Btp8kWZ",4
"R_2qlPWV6uzb6U5sx",5
"R_1hYGpW5j4YBCdJK",1
"R_3MiLo6Jh0QakjFC",9
"R_2fqH6mILte8MPsL",2
"R_uxXSaNecQN27DoJ",1
"R_TiTI09YSjXPf8lj",1
"R_URvDdiqWaLJYnD3",9
"R_T6NjC6gfoWqIjzr",1
"R_XSuexsEug76y8MN",2
"R_a03XyYNzl3JWuLD",1
"R_2dKkZKnZKo4wrhX",2
"R_3iyeSedC4XgeGKX",2
"R_1jB9T7cfUb0eyES",2
"R_1etNrt8VwcCakSK",9
"R_33jKTLqTHXriTx2",3
"R_273QZnJcoRw7mRi",2
"R_3mfdeJ4rxnPqPGM",2
"R_31Gj7ylvCAHrEgJ",5
"R_1Kl460p7Es4LQ5m",5
"R_2coW1OZWK4S5g1K",4
"R_1N9CLJ9Z836GRyg",9
"R_3lv8No8aviLKuc1",1
"R_3nuyps8nmixzKsV",2
"R_1divhwE1ueh79aj",2
"R_3qkCO1dJg8lj6y6",9
"R_3DvEoj7X5w3Bcc4",2
"R_sZPSnCy37Ga9Td7",1
"R_cIpPYvOvgD6vlVT",1
"R_2YR5lhX6eDshuLW",1
"R_vjGH0AOOEoWdTCp",5
"R_Ab1TdZWGsQOimch",2
"R_12EYHV5A92E3nAu",2
"R_qx5EqnKhJddfT4l",2
"R_3QW8dPxfIOfD1Vq",1
"R_AhWrzhTmOV8Rdkt",1
"R_1DHdzz8z77dP1xx",2
"R_1eXAh7pmfkPAFRH",3
"R_w6nTvqng10GluI9",3
"R_3JLCSbwO1imUwnG",1
"R_2raJTnIzNb5sWf7",2
"R_2wn6UgM2stV3uRx",2
"R_2v09QYufhePC9l5",1
"R_3sblc0mErU00ptd",1
"R_V2AhFoLVu0ZCzSx",2
"R_1dh4FcoE7OUv7bu",3
"R_2VQmWL7otqXgc2x",2
"R_2c73CWKYbtkqJDl",2
"R_3KTlCDI07qysaaR",1
"R_3gU7GBdlDMvzmko",3
"R_2QrBzjvP3qFxm8R",9
"R_1jdpvV0hnQ9JTSc",2
"R_3rOgN8dc50JjWBr",2
"R_3et9lywlPuNF5yi",2
"R_tR6tw1Yv2eyidCF",2
"R_OxutBmkoeAZYchz",1
"R_3gY6rgnkhT1J9h6",2
"R_1JPy55dagI3kfOp",2
"R_2aRzXru2mrCIQUX",9
"R_XMlsJwZwmA5S4rD",3
"R_beyyG40uDQD2W7D",9
"R_1QK4gYjev3SnzSr",2
"R_3J41NWqJ2x7FK9v",2
"R_8HwJ603cXxZbd8B",3
"R_TpFA1htwS5ou9MJ",1
"R_7Qb8ygoPr6CQcwN",9
"R_3kq7KkqVik7BK21",2
"R_2VyImjwMQmJEQm1",2
"R_1F97eAUdotlQalu",2
"R_3EGww0qUwXHv8e0",3
"R_SE6Wn73SKJgzju9",1
"R_33CGwhmhv0yNSBB",2
"R_3MA9ZzZ6wfO7Qis",2
"R_W3D5hWDt0KF2fAJ",2
"R_2CWKv7y7afAlDwY",3
"R_2SobPFStg0pG9Ku",9
"R_BzDQbyTstn5EdEd",5
"R_3PaXMwU2p0yriZ4",2
"R_2QJv0wTfLkN8U60",9
"R_1DZLuBEHRZzzTHZ",2
"R_1H1XjsP7uXOUQ2s",1
"R_1NlaOF8BMY9FHqE",1
"R_21dranAzNYUGGUY",1
"R_2WJ2NmHW1NSKklb",9
"R_afuOM0JFd0l4uFb",2
"R_3fq52w9sVPMNdRM",1
"R_2qBG1P6ioWzZCqp",2
"R_29rWYhIoZ2KHePc",9
"R_115aEIAMcFZG4vj",2
"R_2TN3494Zwvirb41",5
"R_vCd71gtlqioOR3z",2
"R_1H5CjhhhB6DSSNA",5
"R_2thTKBbfCLS712R",3
"R_3fOcVueQFIeKDDy",2
"R_2TphxdZk4d4qCLa",1
"R_12LMXASVYvgecHq",3
"R_bKtc6tAOZWEO59L",5
"R_ab20D42S75x4PDj",3
"R_1QmVOGAI0x5Q7R7",4
"R_0MVIcSHns1WVpIt",2
"R_yON37B52StwI1Vf",2
"R_2Vf69SyYW0lbvwM",2
"R_3rBaBTLRrM7arrb",1
"R_SNnlGUPVruJl5vz",3
"R_1ouMBIaxXRAYHqd",1
"R_1gGyL32BejtlD7g",5
"R_3P601xZnJIEC9Ic",3
"R_2zo9M5zbQOFiWkC",5
"R_33CNRQQYp9XF1CZ",1
"R_27U1PvGpuPWoT3g",5
"R_Z4UUAC40JmlL28h",2
"R_27NdX5AnUEphT2B",3
"R_25sBjnpnUm8oQlj",2
"R_2sdbCsiZEb02NQt",1
"R_BEb6ZkGzGsDUCrf",1
"R_2Ey4cvoV34QoP0q",9
"R_2axbmBDuOH4xSz0",1
"R_1prReuwG4T8hk0O",2
"R_W0g8n4yHzeAST61",1
"R_1GDGh7ERzpbdYYl",8
"R_2tsPfrWa8bR6uQ4",2
"R_1roWF7Zvu47Ptb3",2
"R_2eVU2oSk87PVnaN",5
"R_vkUFbXqeIS2moq5",3
"R_2bV0upd1WoBehBJ",1
"R_1hRm64Sm4b3a8ld",9
"R_Ug3vCv60bYX4UE1",3
"R_1M0bTnbLPETtNh0",1
"R_Bxn3fbEfn4EfzRT",5
"R_pB3Vk6d94QntBdv",6
"R_2QWiwDzUe4EU7jj",2
"R_1Iylk9xIGP53chB",1
"R_qXyVBNUZAK2ruN3",9
"R_06uUrg1aIOjIeHL",1
"R_10qMcD9bsXbGwJv",5
"R_1pMg4J7PsbOImZo",3
"R_1OouOBCwaedNTH2",9
"R_272KeTwERb83FrI",9
"R_3lrwGnfCmn2dlEt",2
"R_2v0w6oqG7SEFOgc",1
"R_3k19AA5NBKFUciB",5
"R_1FREKYw9bbcAWzQ",7
"R_27v4NEVnvOvRosh",2
"R_2BtCC1D9m142LIC",3
"R_3PMmvqZWoxcQi5Z",3
"R_8eIWKxZlzJgK7JL",2
"R_3rZ0WKWf9yaIzI1",6
"R_3RxYhCkpDSLPhuO",9
"R_3G9OPbgun3iWNss",2
"R_279ZpGVUwGPCQ2P",2
"R_2Pjxfjj51xHkY6Y",9
"R_3EA3Cv2O1pvysns",2
"R_12LplagRHNFGciW",1
"R_2zGxt3ErjQY0Fsh",2
"R_2zD2SSJLKWT6G3D",3
"R_3e9nit2Ohz7tl3I",5
"R_VJWoYK759jBRM2t",1
"R_1dhNyfFTVn5YtOt",2
"R_0pnZRbbCdZDZqEx",3
"R_3p3Fhv1oWjhVY54",1
"R_2cucp8hMYuBzTPd",3
"R_1oisUoWLtHsVh52",1
"R_125NDJylZFo2FWs",5
"R_CglYLixFihDwvvj",2
"R_1rBb8G8IuJN49HY",3
"R_3r26R8hZHrAf4BS",3
"R_3DeCPILC9vbuTNH",5
"R_2zvyPzhL4r49Vtb",3
"R_3kb8sDNAfTnneEi",1
"R_1odIkqOeBrPbrHc",1
"R_pQ98a9zvnrUF4Ot",2
"R_2tzeFnznVKaPXa8",1
"R_1MrlphgqCb3IAk9",1
"R_3dPNpNWbZs9noMU",1
"R_1zBBiHjQNYodOYV",3
"R_3e9x0fqXsSfq2PL",6
"R_3NV37XHQGLKedWg",1
"R_1jrgTlNm8D2h0td",1
"R_2s6j2WZPnHelEei",3
"R_ZJGIRcPzEYx0d0t",3
"R_3hywYdfNOYTTfaS",1
"R_2aXlwHKEuhxv8y0",5
"R_1LIFau5kYEiSrRG",3
"R_3fTAXNt8NBZgHvg",9
"R_2dFIOyO37kKt5MC",9
"R_12FnrJtmnEzgRJS",9
"R_3KryYmp8ZtJGHFX",9
"R_1E7qlbsoNoC6O6E",3
"R_2xzdepOdWTTeUBw",3
"R_1P5iyuyruKjRmS3",9
"R_3RrLwM3cBryuNbs",9
"R_Qh4EM2CnmYDcKxr",3
"R_1CaqfkFPydSFnJX",1
"R_D2g2C67OfokwEEh",2
"R_O9gqoT3Rn9UzBdv",1
"R_AdPWK11dJc6EUcV",1
"R_zd42nbDNI1gWEhj",3
"R_3R4xkqQkYxupNpy",1
"R_VKD8IS0bM3VCyOZ",2
"R_2yfJNKvC6td2T0K",2
"R_3e3Nwnaq7Wy5Jz4",1
"R_2CVfpQhNmZIQ13i",5
"R_9yMMipITutvb5Cx",2
"R_3g5hpz891kS3kui",1
"R_1dB1tbLGtlG2FXg",7
"R_YQwh6enF8DmdxpT",1
"R_2vY9sRR0ckJj9lr",2
"R_2TSqpEAqIW2N74t",4
"R_1OJZOBLl6h8A6Q5",1
"R_10Tmx9EoUkbdymU",2
"R_263AISTj9RMCchy",2
"R_BLFeQdsWPYbkZJT",2
"R_3EbVHkO8i8OV7TP",1
"R_3eymFef7FtSn5AL",5
"R_3R8H2aKfBaNrabw",9
"R_6VHODlwXTToavm1",2
"R_2QXSzBiZHB1Kv3j",3
"R_115VjkcxpBrj3RB",2
"R_1l6GIUPr5uAcv2R",9
"R_28V8zzyUqXkLjBt",9
"R_BxKwEhgrtxI3kUV",5
"R_2t8XghaHmZfqOdI",1
"R_2qF7dWyEN3lfxDK",1
"R_SZhdSILYacdKsU1",9
"R_3M9Gfgko1wUNIgs",3
"R_1nUgkLD3OHImJ98",3
"R_2yrS1uaNEsF7DFH",2
"R_38lLUdjqnMJyD17",9
"R_2Y9xcsSFaxoR37b",2
"R_3eyGfUYZO3kgYG5",4
"R_28G45nSbx7FdAfm",1
"R_3Gm7koE934qq8G0",2
"R_31pl3zoMgaPEW61",5
"R_7WJuXuLXZuzSUkF",4
"R_Z9prRSfeMV7nSkp",1
"R_1BPBwP6bScwXpAN",2
"R_4NnbU9ykg5jietz",2
"R_12f4a11B9KXcUe6",1
"R_3lrFaQnT9tHGV7o",1
"R_11Y2GKu0m1dxhtE",1
"R_31m9F33Th23G1IH",1
"R_yq2HnZ1o5EYcwGl",9
"R_1E08WmnXVjpJySj",7
"R_1I74jeM0zxJrM9A",1
"R_2rUfr2DSeFOJN5B",6
"R_10vdRlA1buZpSIL",2
"R_3fda6iidoEFBHMj",5
"R_1hKfH2qZUoPMHqM",9
"R_1JPi6VyPOkAFxug",1
"R_1OwU5aBbLIdejQ1",1
"R_27D6x9ynH4f23dP",1
"R_T8fUZKwXC86gzRv",3
"R_2v32xo19DYcYI8o",9
"R_3KMIJ36uiolMWxH",3
"R_3QQwZ26xOvErBG1",9
"R_2v8RSM56xYZDyCP",2
"R_3CQae3TpPlEGsF9",3
"R_0Cd2LFWCT3m90sx",4
"R_20YAR6jXBT0HmFD",9
"R_2CHYnhVUWbvlupf",2
"R_31MlJEKZmi7p52C",1
"R_2QXy6500vsusOCR",5
"R_1Du2nUvV5PNcy42",2
"R_1pA4RykOObrRGbf",4
"R_1jx4dRQsugMe5Ww",1
"R_7ZMrOyFslcidzTb",1
"R_2V9Zq9XMzGhZfML",2
"R_1iaHAFwSqgVNFcq",4
"R_3pu0lfn1kPavFKq",2
"R_2WDtzhifiRDjYnq",1
"R_2VdpWboQ8TyPxjm",9
"R_1FrpCZnVx8itGEx",9
"R_3ElJa7RjWZ7yZwd",5
"R_1KqMp4UZMul0ROK",1
"R_2sd4hCVJBCFyYX9",5
"R_26lioBibRajLZsO",3
"R_3Mo56dNKTxW71VP",4
"R_3UlDTpbL124YB7X",9
"R_2WwIsHivgKApsT3",3
"R_2TAGqDLiRcBJHS0",3
"R_3RxrUwaywtYjHEW",9
"R_1mfqvMDGtNidRaD",3
"R_YcARicV3OhvQPTj",1
"R_3oL0OSutBal3Bne",4
"R_vehk1LgA05BRFrH",1
"R_eDupAsHsRJIflFT",5
"R_2rYJqjG2xSoqBev",4
"R_3lSSGQUUp1pgpd9",9
"R_1pm2EWHmx4B3eVM",1
"R_31ymt8lpjcnmvUT",1
"R_4ZnkvSAYGoUJH4B",1
"R_eKH7McGiodFPVFT",3
"R_2rITnTr6XoeODpO",5
"R_C7GI3ksZP2cZx8l",3
"R_2uQUvG9sgExDN7P",9
"R_3KBCsI8Uy5BWCZT",4
"R_2age8N2hXtbbw6p",5
"R_3jZ2eNrutzeqOYo",1
"R_2X0bzj4uHwrfLxh",2
"R_2wjApIgzoKPh5c4",9
"R_3KO55yrDi58DXMJ",3
"R_2P89gySzKj7pc94",2
"R_3s6pDOEUV2TFKXd",1
"R_BP1MtJeaLkVGhDH",5
"R_1rPkx9NEe3tdJbU",2
"R_2ASYBqZFVoSTwac",1
"R_1LvCdHUOE3sunxy",9
"R_3MsS2xO9Xw6w5Ro",2
"R_2fcuWVu38kUcvql",2
"R_r71JnB9593iuDKh",5
"R_3EyzpsoBjXNTcwU",4
"R_QnQF1gqiKDwis7L",1
"R_3kb1oPJ8joxQPzZ",9
"R_2vlguyS4xo9J9Tn",3
"R_1gFMjPoxtkez9ei",1
"R_rim2rv0ScGgJQ53",5
"R_Ze1ManvCQWHXpyF",6
"R_2y75w7WskCkFEWh",4
"R_3iEXLtCaMWoGHYz",9
"R_2BqBodGuC6990Qz",2
"R_snc7N8XQLSQj5Qd",1
"R_1QsIx4WXryl315M",1
"R_1kSPJebPhwOBxkq",9
"R_PBeROCCEtVmuRRD",9
"R_2e2PHNoJ50aSlP2",2
"R_1Kr7UFxwgIAfwWV",2
"R_2fHVwOTZfDMDjvn",5
"R_25FLN786pQNgBMm",9
"R_2V9MhUEgtO2Mivn",2
"R_2duclNSk4nhvXzS",9
"R_3MtxeMwJHCyGaOD",5
"R_3IcvivShYMJq6LI",2
"R_XpJFvjPAAAYRo1H",1
"R_3oH1mbvVA8qN8uO",1
"R_RE6wEJ4DnLXuBI5",2
"R_O1EVBwDYIBXNCpP",1
"R_WjtiuwvJbmTtCA9",4
"R_1nPcTwD2VBiyFlv",2
"R_3luhIpnWchY3T8c",2
"R_tJS4apZZIBkJwtz",1
"R_3MEf8DM2vOZFWP6",2
"R_3RjwqV4xwst9We8",3
"R_3G1WdedpF7QkNLd",3
"R_d5PAlMwfsYBhZ2F",3
"R_2P0toYO04v5chve",4
"R_6uloGXCHQYF4rDj",2
"R_2y8gYBdJlY7TQHK",3
"R_3eqmuzW6L8kTQ4m",2
"R_1KxtCtdu91I3Frw",1
"R_1mRCDvMibqF7b7l",1
"R_3JkfjMyhFmK3elx",2
"R_8DosSLyc5N0VQ9b",2
"R_REyjHyDlph33r9f",1
"R_3m3sacZ7zEa1fNQ",2
"R_3KVKkNXjz7wP2bE",7
"R_3oTmeQjHHCHiDRR",9
"R_3GlVVzLn8oc8Hmm",9
"R_1poqrA70jH1cRQd",1
"R_2SqsTeVlhzIa5h3",9
"R_2Tn4SMdjtFTfyBF",9
"R_31ocAIx6umHCWWs",5
"R_3D6e0suxfQ81Uuc",3
"R_bxD1l1jKhe0vSoN",1
"R_2YQwPxW3IATsW55",9
"R_2ePB7ofXu09wZpo",9
"R_3svSo3xhGAZdw74",3
"R_1FFCt4HZP56s2Zf",6
"R_1Lqbx9mkaVeE3eO",1
"R_1gdbEb5sKNyOrqQ",2
"R_qCs5hIxqWIBmw13",1
"R_2fdny1v4nQEvvuX",2
"R_6huJtZGGMMitV5f",3
"R_3m37R4lgx2W300q",3
"R_2YaptlcBCR57qw2",1
"R_1gc1rS2aToq22Cu",1
"R_3oQNnB4dJw57YiY",1
"R_1i8WE5LL8BtwGxi",1
"R_QboJZTOq0IsxpjH",1
"R_1qeUrc4NtXep6PQ",1
"R_XRkvfdsYcsurmDf",9
"R_4VKSPcmDikWhXAB",9
"R_10MJFof6N7l3SPP",1
"R_3s5EFbDE5dzLzNi",1
"R_2OGxhNwxlOOI5Zt",2
"R_2frhlqZsNHwnlGY",1
"R_23azPpxT90zuzvV",3
"R_ST8H4Rq1kc4RXZn",3
"R_2R4UCtqRQ0ZZQWA",1
"R_ykChbwdTxq4BXsl",1
"R_3EiKfVvUMatCT2A",9
"R_2xyDJLDfuJ1SY0b",1
"R_2Yzv2Wgax0Fpn5g",1
"R_2Puk0tWr3DQ922g",5
"R_3qrgCDXwS51VPBY",9
"R_5bXz55OBJkjaPXH",3
"R_3eeGbOnnKXyclwC",2
"R_2vZaHj6eTyxUU4j",1
"R_2YFhQZrwk8zS7fq",9
"R_eyBFTukguky8iOt",2
"R_2Pp6F4KIsR0i3dA",2
"R_8k3Bf16B9kUhoEp",2
"R_tQkhoqUrfGtvrS9",1
"R_2WTOczvbnCUN91z",3
"R_1gqF8mSOHh01bV0",9
"R_12gPLyMM4L3M6Oi",1
"R_3j84YqHQ9Qz9w6n",2
"R_3JdTcjT2q4f2Vdb",4
"R_22P9YPDXIxwOIUu",1
"R_1i87rkKOoq19x6P",1
"R_3D09clZ4LKcEoAr",3
"R_V2QdVv5Tb1DYv4Z",2
"R_RK6G7DM7kUzp4id",9
"R_vpEL5fBal7TOWxX",9
"R_3lzylku6FMTfyCp",5
"R_1QFx3JtfCHWQsSa",9
"R_3imMSYDF5OFIOg8",6
"R_11cnkS7sV9z8ryI",1
"R_1CqIgtJXfByhqS7",9
"R_Zb0NrCDjbRUy39n",9
"R_1MMRzMZoxppuBg3",2
"R_2798TE5u5cbppcW",1
"R_25koqxQTh0XCwUh",2
"R_3MxvdKkyczOSpAj",3
"R_ZgeyaIWvXTGFNbX",9
"R_11i8glcrQSWXcDC",9
"R_3kMbcNdYq6jpelI",1
"R_1jMWoeKJIYGQe67",5
"R_XsTmIRSDrrPJ3vH",1
"R_25Fb2DajWPiwEQu",1
"R_3HUIYJouJ69jTsQ",9
"R_3NKElZqbmMBIyIU",9
"R_SOA42tWysI2RSPT",2
"R_OrMdDkoePJtcOBj",9
"R_1Nh9TjcviVX29Dg",1
"R_26i5gUoEPmTP0V4",1
"R_sUtwd9bSMUxi7UR",1
"R_aXWL6f3WLdqHX0d",1
"R_2xRGa7J4nTz6qtP",1
"R_3kLqM9IRpPJT02h",3
"R_1LBA4fmXmAE5jZj",3
"R_3GxhvCe50AFBHnB",9
"R_pxBMtAGqUGxaD9n",3
"R_Ab1k7q8Svh9CqZP",2
"R_BqRduG4EM3D9CFj",2
"R_1jSTeObXjqObh1u",2
"R_1KoJZ98NXEStdzj",3
"R_UWof7KSPPbI6UgN",3
"R_2q91YgJvYkiIo06",2
"R_Q9TpqdrpxSGX32h",5
"R_2YKsnTS42mvVrkQ",1
"R_1H5L4kjyQI5hLV2",1
"R_1IlVjmhxpdzSlCf",9
"R_3r0VO1KWOhEEIov",1
"R_2ZUmJPzOoKqwkC4",2
"R_3kLMmI96KlaX817",3
"R_1P7gf1KXeqOUOhE",1
"R_1P0GuUjI0oScwTq",1
"R_3fMJNY73SqYagB2",1
"R_Wfi7RoY0NMf7icV",2
"R_10Adr5g6MfrPFVG",1
"R_2Vka2IWZkixGqzQ",6
"R_2uqbr8wyCMsTjds",1
"R_xx7X2ARouIqrBRL",2
"R_2DT5xSQSDjqN1bp",1
"R_24FNqqWIWrKZTED",5
"R_0lxLGajCA4iDPpv",9
"R_1l0OUoeDIE5qkpr",1
"R_eldz5paZyV2rPih",2
"R_2OU1Zlbaq9bFqr1",1
"R_1DpD6tBVKFpgUQ9",2
"R_2AXqjFDr4mjZXog",1
"R_1CdLZXQUmTbPOpk",5
"R_DGNfCjEJia0AS3L",1
"R_DOSQTQxYfaCv0TD",1
"R_1zgXed3bKj1TxER",2
"R_3nNPZ9A0b8WHNRh",1
"R_1r2M8epNNenKp5F",2
"R_z6XHRoSD2WAFCtb",1
"R_1oIssqPjKEPk1m4",2
"R_2Y2DaDGwYXpNhwn",9
"R_2y2hhDGgHauzgjl",6
"R_56Cv7rXG2a1XyP7",2
"R_bgDkpo8NVmygSEV",2
"R_3iQIYLQ4d4QMeFS",1
