"cps19_ResponseId","language"
"R_2qENijBap2KVsGn","English"
"R_3HzzNK6D4vuMFbq","English"
"R_3egEe6UJXUDTKS7","English_and_French"
"R_2a6qcdyRtwXEvzX","English"
"R_2Y2MpLQ2poSCUyT","English"
"R_vZAbnXhpZcVN5kJ","English"
"R_3DuPf3bvRxPkgwM","English"
"R_0SAUoo4Yqhi5Tln","English"
"R_3oWPTFFhZmJtYUx","English"
"R_2fe0ZXoPUdqC4hR","English"
"R_31AYtGwPpoecdUG","French"
"R_3rMrguHe1LjsNqZ","English"
"R_3MyrLBFuw2Q1wfc","English"
"R_3D5BShpwvC61L7T","English"
"R_w0sMr53CyJJbck1","English"
"R_2S2jf3TLNzYkpjs","English_and_French"
"R_26mxbaE4LRQo9Xw","English"
"R_22sHG5PcgyEfNau","English"
"R_3mlxTC5OvbdbMYe","French"
"R_w0oAdVjv616Qr9D","English"
"R_3RseH66GjoBAQTR","English"
"R_3iCkorFMmzsXlvU","Neither"
"R_2ATlhpkcLPYMYNI","Neither"
"R_27804soKeJjmiFc","French"
"R_BVNgklUudGlu4F3","English"
"R_3gTyLglm1r0I5XL","English"
"R_3mmdI7xufNqERZx","Neither"
"R_3PgHKc4CEqmeS6O","English"
"R_1o7Qe3YohqMo4C5","English_and_French"
"R_DiyDJRupVlsD8Q1","English"
"R_Ah3LG92L9qYVtTz","English"
"R_enExdAczb7rHr9f","French"
"R_2V2CzKCQhoF7lTy","English_and_French"
"R_3frze4SGQEeuWkY","English"
"R_2DUfAGAEJLz2FtK","English"
"R_110HOZ4zJ6MUq82","English"
"R_ZESdoPsNSVSaOUp","English"
"R_2QYfKkuok8LM8TY","French"
"R_WjmcSaSWFBZpdTP","English"
"R_1rcs8Xz1OUrPKAy","English"
"R_qEYawsOxFFjD6ff","French"
"R_1Lka5wyQMFEpnYm","English"
"R_21aCKRaw4Xx2IeM","French"
"R_A0g4fYBGz61ZiVz","French"
"R_2xPj3hkvcJRQnlk","French"
"R_1jHrxDc3ZRiia8c","Neither"
"R_2BhBVXl4mAUN56i","French"
"R_1gjfmtIYCEy78rk","English"
"R_1DUUsQT9TXAXCdg","English_and_French"
"R_2zROd1c8ONr1p8J","English"
"R_3PY2W7I8ZuSd8kG","English"
"R_2qpD9cdBObjacNc","English"
"R_3EHnMLSiBcRzqY4","English"
"R_dhhA73vgZoLk33b","English"
"R_2AF6GRnMadI6WdZ","English"
"R_2SiE3szOFWKeXwQ","English"
"R_5mRnttk7ZRNIy8p","English_and_French"
"R_2CyyCZEjduIB4Ax","English_and_French"
"R_22GmbjpYmuoHwS5","English"
"R_2X5wauMhXFYMvXG","English"
"R_W7IZQx4NmxUjxJL","English"
"R_2axiAIm3fC8y1Ev","English_and_French"
"R_2ffXeuB30nSYa7I","English"
"R_2cort1n6N2WIbfN","English"
"R_1fdPa0T6QbtuMR0","French"
"R_sp1VZnXQblqGnaF","French"
"R_2B4WJes4DFDfasy","English"
"R_2QXv6o8D5Kdmtkt","French"
"R_1gSaK3axHEygC4W","English"
"R_1nW5c4jpKGhFJDK","English"
"R_1l9L2jzuYyKZbi7","English"
"R_2VJtj7M22eBwzWj","English"
"R_XFC1LPS3wjRkcXn","Neither"
"R_2P75GenddMSOLFC","English"
"R_245J2sqoCDECZFz","French"
"R_2ZNqtRy48FsjmZ0","English"
"R_22Mn92C3WXwGFxQ","English"
"R_1M05YrWVJk7Vzno","French"
"R_32KOBT9SSGU1jnc","English"
"R_3LcCacoE3CjdcyA","French"
"R_3kvWakuSwES0Thn","English"
"R_3hgci3gmULR0dX7","Neither"
"R_27HY3fdc90Altg2","Neither"
"R_26ewSdCB56EU5SB","English_and_French"
"R_27v6m4jTcMXsUV7","English"
"R_21puOFvCip4c6cV","English"
"R_3EbCTaZEA2rwWBX","French"
"R_2rOfZFkA3jVnEMh","French"
"R_1QMWzZlx4ohyuZm","English"
"R_2ZKC5SQoLPFg3aB","English"
"R_DiQkaRGEE9oEd4l","English"
"R_2Ynv6m1ywmcCh7e","English"
"R_3aOhndaAcbjZtND","English_and_French"
"R_6KDpMstDlEnVRlf","English_and_French"
"R_3QXg1fNxUcq9Df4","Neither"
"R_1IHoU1NNZuVdEGW","English"
"R_1F2FmYC06wOxqVe","English_and_French"
"R_tGtCu5RVL0UWJvX","English"
"R_SNVosOb9YZlaOE9","English"
"R_12hGmGjTKTQnrn4","Neither"
"R_1CJCH6SdPzeJfEs","English"
"R_BFI6hzqBQWOtzdT","English"
"R_1lsJW2TL9Hd4px7","French"
"R_2amFJqvTDQcdrf8","English"
"R_07AI0N2f7dkipb3","English"
"R_OCPfll3D9vZ03zH","English"
"R_1eqpQqmDgXUReud","English"
"R_3qwWQCjKQUgont8","English_and_French"
"R_ekSVJzggATHrtcd","French"
"R_25ZUoGA6bjq9Sux","English"
"R_2a9OiU8lLFF2TIY","English"
"R_10oROvIRAM8aq46","English"
"R_3RvIZCOX7lZFiST","French"
"R_ufPPuZCbWytSkWB","English"
"R_3MiCZHSUvcPkuhI","English"
"R_2S7EdEnPWEbVDiJ","French"
"R_2UYfRqxo3W2VXkL","English"
"R_1oyRD59SyNijtk3","English"
"R_3MzjGthJA3BNyzb","English"
"R_1dAi3pvUksUEPOz","English"
"R_0ilNndEjeGpfPIl","English"
"R_rqeEmzu2ZG1nXFL","English"
"R_sU8W7MtkdhqjP5T","Neither"
"R_1GuZR5mvsmVoB2Q","English"
"R_3oYlmkzl7AHM0tM","English"
"R_3FVZysIj1oeEbzo","English"
"R_2YyM9wLt6FlsjRw","French"
"R_22KdPZjMjZoZC2F","English_and_French"
"R_77hWReyVxkcs4G5","English"
"R_2QLjNFH4F0U2x7f","French"
"R_9stfkEcSpjyCdXj","English"
"R_3fCO7N2wZlMyG9Y","English"
"R_3EEj0VjY4sI3MA2","English_and_French"
"R_1eWWoqzA7fUjOWD","English"
"R_ebVklXMFYJTMhSV","English"
"R_3Dd8yAnm7UOhUhH","English"
"R_z2TNmRFQU22KzPb","French"
"R_1ml5Y6tSpSZ91eW","French"
"R_db3snOJVR19dQw9","English_and_French"
"R_1HblCXbglzoJsVq","English"
"R_1GWyioVcyi0OnV2","English"
"R_3D0KrgPVSHMklmY","English"
"R_3R40X74qqYl17AH","English"
"R_DOE45vO4ALV1cmR","English"
"R_1QzUKiGZ48SwX9b","Neither"
"R_3MQjCTNGe233SLF","French"
"R_8eNBKBQ9yk6oAUx","English"
"R_2c6OjlAoAjPv140","English"
"R_XAMdpoJVoDDDKbD","French"
"R_3fnGmH30Rb1fbrP","English"
"R_2qr7gTfktN3UHFt","English"
"R_32Mj1e1WO5OX6El","English_and_French"
"R_3Dbh3ERfjYVhEA6","French"
"R_3rU5CDuqZMRlyex","English"
"R_3Gke2Dig68WDsDX","English"
"R_2ANcKLbo32Fv7aQ","English"
"R_OCEmNPXW1PggLCh","French"
"R_Z4PjTDFmmTNDQcN","English"
"R_27WMNYNRIDi2R8d","English"
"R_3D77hvNRNnAP602","English"
"R_3CI5DbJE8PefV3S","English"
"R_25MV8AlqgB04rxO","English"
"R_31dcASF6IavneXf","English"
"R_2XgKW9HGfZ7HbPC","English"
"R_2EhJIPyVYNqN1T6","English"
"R_2uVd25oAdlOgUpp","English"
"R_2b19ccKsgfB7KHL","English"
"R_4Z6QVvCAJZkF4jv","French"
"R_24i7I1FifKGUdvt","English"
"R_2P0zeMuTWGrBdYq","English"
"R_3ku1qTujHJGbx7W","English"
"R_r0DTetTk5l08P97","English"
"R_Xw95lWJqSeDqYkV","English"
"R_aeYTF2XleRCFcfn","Neither"
"R_2frHLAjpn3cVixW","English"
"R_2DYxsGfU2Z5nV8Z","French"
"R_SK1LNSa0Z3QKsy5","English_and_French"
"R_12bz48qjBEg9X9F","English"
"R_ZgEge6PRHJhVXvb","Neither"
"R_4HHaOR4BcmeVVf3","Neither"
"R_2ggmneo6h9W9K0N","French"
"R_5drDebstRx8McmZ","French"
"R_3NXlARh8c1eB85n","English"
"R_1rDLYizdtWoE283","English"
"R_xgW1wf38d99ty4p","English_and_French"
"R_1Bx9ZmflfPizs8p","English"
"R_UA2lhYaOfSClCxj","English"
"R_1RIohofnrxdWQTv","French"
"R_3GexVTsA56zu6FL","English"
"R_QaD5cWDzwwMy1AR","English"
"R_1LSh5IYBnCOGe41","English"
"R_1N9SZN6ZzCYBNqV","English"
"R_3kOox44PoRiQEbh","English"
"R_3ml33qhWa71q4UX","English"
"R_1lyLJSBNoMt5rA4","English"
"R_56y7bAVc8e98LgR","English"
"R_2wTxMFIjEBRnKJo","English"
"R_2z8ciF3EGjcQpgL","English"
"R_2Yod7i7xXnTMwAX","English"
"R_2xDmpSjTvWLOjwK","English"
"R_1LpTjHvDdU9YOla","English"
"R_1eXEKWlwKhWNnrQ","Neither"
"R_1DZ3LRYn5ebnhIp","English"
"R_30r5qTEHZraX80g","English"
"R_RXrvBBYplFjkTCx","English_and_French"
"R_1FaYTO0mFCVWCFC","English"
"R_2P6dr3mNmctxpNw","Neither"
"R_6D4BgOjhfgVXjl7","English"
"R_2zbDVBqyXVmGgKz","English_and_French"
"R_AGuuNQywqJ89kch","English"
"R_3GrpqCX4A8eEABx","English"
"R_22M7we9xdJCSNkS","English_and_French"
"R_3JIwOjyfQ2Wm3jv","English"
"R_wXmBMRF269zNLnb","English_and_French"
"R_12GsOqCCNc59Yv5","English"
"R_2ZUkSVHOvzV67oE","French"
"R_2dFMMDvZiLffrgO","English"
"R_1rMuSfdSCUcrSDy","English"
"R_3HADyw3034UXBg4","English"
"R_2s5tTNxlFPdArJU","English"
"R_2WOPD9y1dQ7EIqt","French"
"R_b3O3JSIAnKHy52N","Neither"
"R_2TAEoq73dHaZpVu","English"
"R_20UwPufuNb4Pfcv","English"
"R_vdzINKIkeeTGsRX","English"
"R_2tmMJemjYn6kBG6","English"
"R_XBvBb9JkNpojAjL","English_and_French"
"R_3FWeTRwJ5kkJ9Sg","English"
"R_4IxfoWcsXogUbdf","Neither"
"R_2nRYDeGW4B4fVKN","English"
"R_24dhxxCyP6TKC0H","English"
"R_2wvirhK5JBsh2Ge","English"
"R_3EutQlLTybepU5T","English"
"R_vOC5dt30lGybB8l","French"
"R_3qeup6yx71SsCCl","English"
"R_1rpsMDWOQ7dK1rV","English"
"R_866xstxuO0nS5NL","English"
"R_1mC42gWsjhMgyIo","Neither"
"R_1H1aFMXh5agGl3X","French"
"R_2UWqhdV66oPiXoN","Neither"
"R_ZypP7zmk8wgMPxn","French"
"R_2YgBZDkiRvuN14f","English"
"R_24dhPQhSUdjLtGA","English"
"R_Uou8vK9N3bo1ZBv","English"
"R_3IVJAIvQ8TFuu6E","French"
"R_uh9Hn765YyLPZIJ","French"
"R_2ZZWaWflfRZgQN4","English"
"R_54J1wxMQ8eT0B8J","English"
"R_2yjQp3CeGA1Dyx2","English_and_French"
"R_1LBRUWggxUvqeOn","English"
"R_ByArcWLb8o5B9eN","French"
"R_1pJsZ6KD0K5FE9J","English"
"R_3Kr2GrijcvCT2bs","English"
"R_2UbdKT9xeo7y80X","English"
"R_AhuozodxEOsh4Ax","English"
"R_1JOzCZDnrpgnXKX","French"
"R_2zkxp1EvA6VmevD","English"
"R_1Fs7PxpmFMN93Mn","English"
"R_2zRMfttbutKZppy","French"
"R_2dGAkngzlPynHy3","French"
"R_2ZWUBJObcmImCBa","French"
"R_DCWkxLh4CqpA2vD","English_and_French"
"R_2QrInvEF9Ccen7Y","Neither"
"R_2ROI9wI1fBEa4v6","French"
"R_3QDxVM3eqUvptGV","Neither"
"R_3DcpCRrFnozmGX1","English"
"R_74yKnIXRC8f7Rsd","English"
"R_YVTPReCgY4tAKD7","English"
"R_0pJAuL3evgtPEw9","Neither"
"R_3hylTQcB1guCuub","English_and_French"
"R_umF7rMTL3PL817r","English"
"R_3kLdvTeAPJwm46O","English_and_French"
"R_1ikAbMJSYAmLKc5","English"
"R_1IuZt14XZ4Mku91","Neither"
"R_1P7d3KoyE2QlJQD","English"
"R_2pLaqpfs1W7jB8c","French"
"R_21aiNmbzioirF2O","English"
"R_1PSDUUdWcLHoeyu","English"
"R_1F2GFqohntfuSQu","English"
"R_WwBoUQh2kU3O1Mt","English"
"R_3j80f94Ris8tMwY","English"
"R_a91tYnAwdPHzDGx","English_and_French"
"R_3NOOSeKH0vjBXVf","French"
"R_28ZALJgy5ca4BF9","English"
"R_1pVUl93VbcD3TvQ","English"
"R_265y5GwmgJKp9Gs","English"
"R_1ro94t8M3FeqnZ2","English"
"R_2RXkGFqd6RHOslV","Neither"
"R_p5U934x2zuvUHXX","English_and_French"
"R_2SwbVc1IJ4O8iXd","English"
"R_1OBjNLJ4cqdgP6F","English"
"R_ulVlYXtPqsi9IhX","English_and_French"
"R_DMHR8jkPEBG0pTH","English"
"R_1r0QoiPNykdrZTK","English"
"R_UfkYvccfNXXBU6B","English"
"R_1gHnWQNCFNJ9dRy","English"
"R_1OJ4KqxM3p0XPMZ","English"
"R_3HM8jW2uohTvrXo","English"
"R_1MQzJ138XKd9gmQ","English"
"R_1gM87qalOHH8vAJ","English"
"R_ALlHjnEEgi5GnKx","Neither"
"R_3j0xiZuuozDOzJj","English"
"R_usvPCLOFZ8Wz5Bf","English"
"R_2Xb14IepjAWHYpN","Neither"
"R_yyyasGB9r4EP3fb","English"
"R_3JIaYKCTyHTzsxY","English"
"R_wTePo7uOEGEHAc1","English"
"R_1E6dj9maZMguW1I","English"
"R_3nN4y38cUy1iI8B","English"
"R_3LZ8Th3mNtYqHuq","English"
"R_sNfFULGC0rUTHu9","English"
"R_sSU6MOL4UhLgxHz","English"
"R_3gZQFt8KCgxF4R0","English"
"R_3Gvn7KUct4sKv6C","English"
"R_1M67h9B9Mq0qrSt","English"
"R_2BsbzhScgnAU9kU","English"
"R_2ePcC2J8jzd6LU4","English"
"R_1o0RX5Bbe00Ir7K","Neither"
"R_2pMIL431c8MROxl","English_and_French"
"R_3ffLQPgRoL1VZHa","English"
"R_2Ce6tz8xi5dtpjP","Neither"
"R_28TaTOhLqrj7VgJ","Neither"
"R_3I0h3lQKGDIAnNo","English_and_French"
"R_3meMC8weTtBSGOm","English_and_French"
"R_1dh5znM2DkSLqYv","English_and_French"
"R_1FIYK34iJEzgZa0","English"
"R_3kG3VyVh6M80BHb","Neither"
"R_2YDJ3f7yxvab9lz","English_and_French"
"R_3suCJGO48adcaDi","English"
"R_1psqlPf4hsFRtiq","Neither"
"R_3yOT22DiHkmlLDX","English_and_French"
"R_WBwm46XJPlCQvzb","English_and_French"
"R_2urBaSzPMkKDtlS","English"
"R_2TFAIyk2PS8w0Lj","English"
"R_3enpNhnacyrXGyd","English"
"R_3iqDd0gCVxH5Gq6","English_and_French"
"R_pMeqaUA7lpETF5v","English_and_French"
"R_cNsZsQPWocK3CPD","English"
"R_2BmSpUMAvaAC3Ya","English"
"R_1jeM7ftQPTDyusi","English"
"R_29al5HUVerlKOti","English"
"R_DSjn3SRhLWdA82l","English"
"R_3fdVp7QU0SeWaXX","English"
"R_31XgCsjO9Z9f1QJ","English"
"R_XHx7ENxsPek0Fz3","English"
"R_3QY8u7798ru6xFm","Neither"
"R_2AF1JHa8rze4KU9","English"
"R_zbYqhLcX7FotjdT","English"
"R_3LYAbbBTlnv5nS6","English"
"R_Dw7svndRcgsaogN","Neither"
"R_DUEotcKeRnadWoh","French"
"R_cBjYCNcSwOYxJdf","Neither"
"R_2B2oVyFH6urrenH","English"
"R_2sSj70ol3qSYmY0","English_and_French"
"R_AnE7ZGkTX5DU9c5","English"
"R_3ixv8QglNEocLuJ","Neither"
"R_3povmsLglmGBEWn","English"
"R_2xYvhSQvk0KTFYg","English"
"R_24la4zp6QCddlwf","English"
"R_1nMFidWB2OHfNJx","English"
"R_3L6EGMEAA8kZK91","English_and_French"
"R_3rO2NX5YLeasrGN","English"
"R_1jHCSYi0hnvQecJ","English_and_French"
"R_2eR66HHvyJLjh69","English"
"R_3ipMzw74H2e9BkL","English"
"R_3ek30CJRBdvWlVv","English_and_French"
"R_1GHu5ixSDs8ZNWb","English"
"R_1FJ8rmGWyKq2f2T","English"
"R_3iC1fmP9m4oyr0l","French"
"R_21d0KCF9gaGVnx7","English_and_French"
"R_3L6nLjS66oYft4A","English_and_French"
"R_1guuu07Jatz6AGa","English"
"R_2xxExCrXe4GLdHi","English"
"R_1lfR5J6eXbqpdGY","English"
"R_UKBD52zKSt4sp33","English_and_French"
"R_1k2kvjNAdrvwuoL","English"
"R_1isAUe3CibptGCD","English"
"R_3E9Y21oOxXRq9fW","English"
"R_1KfC8pAE9gizsDS","Neither"
"R_3CdcR3PPvdROzXH","English"
"R_3I6osUhJKgbLTwN","English_and_French"
"R_szZ1oweaTxjAE8x","English_and_French"
"R_p03bn04qc2iYipb","English"
"R_DbZ12rX908k56ff","English"
"R_2bPqhHY1zxEaHGv","English_and_French"
"R_1EYdgZqDGzAjsFd","English"
"R_3QSJD9pfw61B3Jx","English"
"R_2zYcYsbjmNfFN1F","French"
"R_3rZEq6ALB0LJfbW","English"
"R_vrIo8G239HZoffj","English"
"R_1QsAryKw1jV8R75","English"
"R_AGKk1nzZ9L7uuqZ","English"
"R_1N8G6vW1oMwn2Jl","French"
"R_3jV8zZrQ0LyyozR","English_and_French"
"R_XSpFEDhokmB8jjH","English"
"R_cMujUCiSP4r1VDz","English"
"R_3FVA0S55quCosKl","English"
"R_ulluWkQ3HjnHmcF","English_and_French"
"R_2wajxYoqrbEvkr1","English"
"R_2zhy30LLavqBkY9","English"
"R_2zHocCHMH2tuM8u","English"
"R_26mx4nMFnPvKFyg","English"
"R_3J1QC37a9eX1ERt","English"
"R_sC3S8noZZTh5CJr","English_and_French"
"R_1GxbW4rl4mBwg4V","English"
"R_2YS3CcQYrhwDkzd","English"
"R_82giGKLZscGEM5b","English"
"R_2tkV4SZeLe3uzAe","English"
"R_pLBQBXIXeOyu5m9","English_and_French"
"R_3JlbPyxs4IxkYNu","English"
"R_2SC8Pi5F9s0vFun","English"
"R_3OoGJc5elyXNsqF","English"
"R_2Qlb9Igi2B1M9Ks","English"
"R_sNepGhKl4AhYAvv","Neither"
"R_2fx1LfhCow8OCgp","English"
"R_25LsFnpcZBvllMg","English"
"R_1jdhHU9ZzLND3mi","English"
"R_1IAiflTvEgCqcdj","English_and_French"
"R_2dRXL2alpToUA6n","English"
"R_3Puxo57nRGv59yr","English"
"R_3KGVi9r9Z9dq7Wc","English"
"R_1dc2awSwFz7O217","English"
"R_1GPa0P2XcyPFiAn","English"
"R_bq5SFWzXgOJ3MUp","English"
"R_2xJcGpbnjSq3ups","English"
"R_6ybKIB0BeUl8pkl","English"
"R_1rNQqXCkA7lqXfp","English"
"R_1DXUbtFKQeAKUuj","English"
"R_6fHGLQkwI2GQmKB","English_and_French"
"R_10Ss5WctVHKDcev","English"
"R_3HNwOnlhv440Q38","English"
"R_3QVHX6KEad22hxC","English"
"R_7PAhssCzuQ2rjGx","English"
"R_1j81XvezloHhMF4","English_and_French"
"R_3KZWY6ihDzLFoAY","French"
"R_1gkAYQb8TeF4ABU","English"
"R_3JIcHwiLODGZ064","English"
"R_1i9WKJtDt4MNf5S","French"
"R_1oqosKqyCdZpeNw","English"
"R_21Bad7iBV3R0dmo","English"
"R_2zIkIsPKmApwDsO","English"
"R_1zsuzbeCXNEpWO5","English_and_French"
"R_3PgyFBDKqaEoLEK","English"
"R_1MZktqKZOSh780o","English"
"R_1KwNK6JL425R63h","English"
"R_tYQGTk4nzqS5PdT","English"
"R_vBjsjK95YAUFVu1","English"
"R_DdxH7WVpPo340cF","French"
"R_3kFnt3741pVzp41","English"
"R_VXs7YW2yMaP5m5b","English"
"R_2afXe9M7sGK137D","English"
"R_3fB2a4nJjHGkLEk","English"
"R_2WHyq2qvnrx1gUZ","English"
"R_4NKCqNqnlls5oCl","English"
"R_2WvDG4bkyXPkuZU","English"
"R_QnOOu3piJdPO48x","English_and_French"
"R_DpkX7quzJe1zkcN","English_and_French"
"R_31MbJqgWqS8UCqB","English"
"R_1LFjeJNosIBAWkO","English"
"R_117RrFPk4KhwsbU","French"
"R_1DTifvS0OAoAgMo","English"
"R_25sHzeqFlyXpzyn","English"
"R_2VaUrzl7S2XY3DN","English"
"R_2VF9ocU4Qc25CZL","English_and_French"
"R_2t9lK7iNGb43iE3","French"
"R_1cSmXZrgxvGJP2S","English"
"R_1mfR8JLqYDys8mF","English_and_French"
"R_1I9QNI54Nd7MHQo","French"
"R_2vZy5c4YrHK2gGL","English"
"R_UzQW19JqcFVp1jr","English_and_French"
"R_Ua3PiZDxv6v4KCB","English_and_French"
"R_1LefZzhaHpzmJoD","English_and_French"
"R_1IlKVFwSZlci0eb","French"
"R_3ISLrXKwbqhiBjp","English"
"R_2S8O786cT7MPKdW","English_and_French"
"R_1LAwQNoKZqjZ6NP","English"
"R_1WYD0kyR6NICDCx","English"
"R_1LkbVlLCQB8Y5BR","English"
"R_tSUrScS3fOf6zcJ","English"
"R_3iI5fHKZCflPhNA","French"
"R_1mtjssHsjPZt8r3","English"
"R_2zcG28Mz9qbogVk","English"
"R_3j971KNLim7hIvL","English"
"R_24oQpILYlGQvYYR","English"
"R_24AcYTeieBSFp3o","English"
"R_2rSIFr1CXmdr2Zu","French"
"R_D81S4XDRt2D2nWp","French"
"R_1lfYa97ucBWZvxV","English"
"R_2yl32EXAFcEoQ4V","French"
"R_W0use7FZFdAiHZv","Neither"
"R_1gcJV4tuU1M1PDF","English"
"R_3RedhbZ43CpRsV0","English"
"R_3iyERZSlTHiTpbz","English_and_French"
"R_27x0q0ze2MxPxJD","French"
"R_3CPkLljWKRyFPVD","French"
"R_Qi9jU8ln2UsH5ol","English"
"R_3knP8kqBQlF7h1y","English"
"R_3FLgJMbJDQJ1oMq","French"
"R_2e2MJtfaEmHyHpg","English_and_French"
"R_10TXLm3JhIaO14J","English"
"R_2qkJdyKusSJc94o","English"
"R_2urHtRTyy7swes0","English"
"R_2tyhJljEHOv2aHQ","English"
"R_3NJ5FrxC493vf5w","English"
"R_1oBDgu1X0PXxe3G","English"
"R_2S2gAU1rPhoKvMR","English_and_French"
"R_29ghvkwEIGKtPwk","English"
"R_O0BuPogvVpPkobD","English"
"R_OQohYFgZBMviRuF","English"
"R_2AMW9vHd3itS5Wo","English"
"R_3ew5uOGKzeiY8sf","French"
"R_10COVwdobMah9CM","English"
"R_2WUQRPABlzSe4tQ","French"
"R_3lXryuxeRuWtoyN","English"
"R_TkpKJTCTr23jmed","English"
"R_2D0QZWUjkWpIhXE","English"
"R_2Pd85Tzc2DZtN7E","English"
"R_211lYrjjZeHA7Ro","French"
"R_22GpbqzkXczKri3","English"
"R_0lGhhpAxHnwoiit","English_and_French"
"R_AaK1F5x1xArekvf","French"
"R_2uqAhDTxZRobdFf","English_and_French"
"R_3kGJnk83ABVxXI1","English"
"R_2CWIbV8IjBKzFDo","English"
"R_3HGOXG7sa4lzabk","English"
"R_r9geGDHUyVOwbvP","English"
"R_2YLiWffUxE7ZXCS","Neither"
"R_1fjQiBbt0nvT8GI","Neither"
"R_3gDC4jnvTg7oIMx","English_and_French"
"R_0wXFBAHBIdpZzu9","English"
"R_1IWMjS60uF5Mb2B","English"
"R_bCM6CPSsfTEYMlb","English"
"R_262LuQd3LnEgLpt","English"
"R_1eRcARJJdlWMNYT","English"
"R_1DZiIsn25dqH64K","English"
"R_31nnhPCKMXA86kq","English"
"R_pACi7d2bC6pdWtb","English"
"R_2WNG9SSe2QAWAb0","English"
"R_56EeLzbxyyMtOA9","English"
"R_1PcIZyETu6uPVfF","English"
"R_3FWOu68mqTwGCkb","English_and_French"
"R_1pMOrThS1k1sG9u","English"
"R_2cdpTpNVG4JK5wU","English"
"R_3lS8j38snoDbuZo","English"
"R_2YE88suUnWIrFeW","English"
"R_00awhrODA8NUTUB","English"
"R_1lg8Xc1LZArYdPS","Neither"
"R_5hVSKfJs0RVRR9n","English"
"R_YR0VIEn9SeMS9jj","English"
"R_CfTJ811QZFBgF3j","English"
"R_25vh7sJXBMgVhbD","English"
"R_2AFgwV3FCfD16K7","English"
"R_33BH3AHGWsZ0ZFW","English"
"R_6FmGnnFylIEKYvv","English"
"R_1daDKZAdWSFElK5","English_and_French"
"R_1mEgIyYMl4v5rkF","English"
"R_330YXNm8Tcqz8wr","English"
"R_2uZOtvPKrlTRRIt","French"
"R_2qdvjPwW4KnvehF","English"
"R_2VIvQRgjI2T3MYJ","Neither"
"R_2AWhNn0VesO1hXW","English"
"R_SBu5C70jStydeNP","French"
"R_1n6ZxdnQ1FM1fIX","English_and_French"
"R_r21kCIiP9UDUmYh","French"
"R_1hX5277lOtOesTP","Neither"
"R_w5lwx4spqXgvlXr","English"
"R_2PhX6C2gR23Fe1j","English"
"R_1EYXikuxA7UAiq6","English"
"R_3qmpA0OYUiu8mDT","English"
"R_2xyFcK21Eq5l5PP","English"
"R_3GCVI1cqnaKLEKE","English_and_French"
"R_2cnKTLcu69mZI29","English_and_French"
"R_eJyI1STmDJoLpQZ","English"
"R_PGquCF0wcCXInD3","French"
"R_2qDyUy61beOrJzf","English"
"R_2PcnonTFobLfq0d","English"
"R_26f1qxqX45WBLNQ","French"
"R_1jrB2oQEoRny1Tg","English"
"R_2y1w3sO1hhh03Ro","English"
"R_2vk9IFoKwKcjVMW","Neither"
"R_BAoQTyKfEV3YolX","English_and_French"
"R_1rAosyhiR0tX20V","English"
"R_3pr9jUHIg05WcFl","English"
"R_1n1MuRkNGlcHioB","English"
"R_1j95OMQ1OPDnnGl","English"
"R_2thPxx5w706E1VG","English"
"R_3rS7yclowm4Kr4K","English"
"R_2TBsLdqX6KjF6cv","English"
"R_zSUtmGc6SUlizn3","English"
"R_3UHV9UHPezalY3v","French"
"R_1N9ztvUJfCctF3K","English_and_French"
"R_1GQtotUck5nYyFQ","English"
"R_1IureJoR23boUaN","Neither"
"R_8uWmI9yGpCD1cu5","English"
"R_27VdeTu2yPbogbZ","English"
"R_12hRGBonwsFouv1","English_and_French"
"R_12GpWJqTPOWiHXN","English"
"R_stL2SDV5mSIM3wl","English"
"R_XOhosCmOOMHFFEB","English"
"R_31RVOfBsS1WaVBg","English"
"R_p4WTqTUPubxVa5r","English"
"R_1hQEEEhk5fJJVvp","English"
"R_3iqKoEh1eqxYS8b","English"
"R_32LLlm7kuDtXav5","French"
"R_1cSLTVgNSxnR9L9","French"
"R_2dgudKSFbzNlySp","English"
"R_3I0h59xBevkrowY","English"
"R_6MbVyElefOX7F7j","French"
"R_2BmlPDOOK9cRvFa","French"
"R_0OCvxfR9B8DezkZ","English"
"R_0V48eedwutmsALf","English"
"R_1QuSr6AU8V2ilm6","English"
"R_1dF9L32DMT9G15S","English"
"R_1jf9gylV7Vloyku","French"
"R_9S1ZwH5mJO3oQxz","English"
"R_3V22PPaYEh1B9a9","English"
"R_ZwRb3RyjMTfXh9T","English"
"R_22Kx9puE6Xng97M","English_and_French"
"R_3D8FBOxaKBDLrYN","French"
"R_ZjEfDs0wMyXNJ3b","English"
"R_exn1RBJy9ok2hDX","Neither"
"R_2SIFpRjlEe0RAHs","English"
"R_W6tfhJlTbvtcYj7","English_and_French"
"R_2VQQsAYM1ULbT3A","Neither"
"R_2tLLNsikgL20WXw","French"
"R_1mfVswcxjyf20yQ","English"
"R_1Kg28ecSSwlXZHa","English"
"R_1eRe6QxRLDt3ku7","English"
"R_VQq2CRqetRhgaBj","English"
"R_1cYbnzb0v9krOVB","English"
"R_UPU4CpT9Z950xJ7","English_and_French"
"R_sgIWAqJVyPOzTVf","English_and_French"
"R_SIxm9jEnZMV2unn","English"
"R_2dMgnihnCXq1aye","Neither"
"R_4YBQmJEM7qwU9Db","French"
"R_1g6KjNbxHuEiCOz","English"
"R_3I6mGXZQCpFkUry","English"
"R_2WHkoVLPHAjT0hP","English"
