,cps19_ResponseId,cps19_province,cps19_age
7380,R_1CDXQkXUbzRrvI1,16,45
7381,R_1Pc9R9VGJrMxCaW,14,64
7382,R_24Bf6V3joOvCzNE,15,50
7383,R_30wooFOM1AMrvUO,22,56
7384,R_A6fQjLempNApYsh,15,41
7385,R_2ZCQramIwfvc3ti,25,47
7386,R_3J7Wg4sDFUJhrUi,24,34
7387,R_2rHCvI2dKOA5QW7,15,70
7388,R_qL15RPIsCJkzBQJ,14,20
7389,R_2aWg7MwuTA5KrUH,25,40
7390,R_1GTu2tYlOSRXJSX,22,37
7391,R_3RfrEAJuNYfl4d1,22,33
7392,R_BrARScJybk1PtpD,16,66
7393,R_9v2dZzlK1x9pSM1,25,31
7394,R_ptLb0OBP82ZcLcd,15,32
7395,R_DczCVhl1tFvzP4B,14,32
7396,R_2sZHuld5K7WQ8hz,14,30
7397,R_2wdc3gvWeORaIL6,22,68
7398,R_3MKU3AUyE8XjfgI,16,66
7399,R_2rUYU2f2w19g3ip,15,33
7400,R_2SBJZDR2AXH6AEF,22,37
7401,R_3lWWOwaXmfxiFcY,14,44
7402,R_1fdzk8vTp3KHFjO,24,62
7403,R_2qfrbKl80Vde3K9,24,51
7404,R_3ps43EwRYzMXvaU,22,32
7405,R_3MJM4BZNYkIe1yX,24,36
7406,R_3fdjwDl1tsq1ZAe,24,78
7407,R_3z6x602jQwSIACt,22,49
7408,R_3NLlDeDfQWYs8xq,25,51
7409,R_2CxkBEbRWIjsGy7,22,89
7410,R_3rNB4YrOv6xEE3C,22,50
7411,R_s6fZ0mNei2PTcyZ,24,49
7412,R_XgCqrIx483aYpaN,24,53
7413,R_8iuX9OziBlMgfRL,14,45
7414,R_1ezdsS2RumF4wMZ,16,60
7415,R_3dGsc5v3ZZQzpmK,24,48
7416,R_Dw46NSZ1RThMRcR,22,67
7417,R_3EyjwGI6cRIrauM,22,34
7418,R_3g0cTbmnuvXWzNn,22,66
7419,R_2U4JPbpnAQ7CEpU,22,74
7420,R_1Kg6YvYA6gYujCs,22,79
7421,R_bHpUcf1rhr90WLD,22,54
7422,R_2UfusRPPH3CwTKo,22,50
7423,R_2EoP3QW6QuJgmUO,24,53
7424,R_3EYZD1Clp02tUB6,22,67
7425,R_3jcIZnVzgOdejAM,24,52
7426,R_1CEMk4dEkVQYtfr,22,28
7427,R_2rV3F19FKXlKdOB,24,59
7428,R_1Q9M4uJWJphTHzJ,17,31
7429,R_2QPvMAW8NGLDjA7,22,71
7430,R_1OvLPAi0vtX1gs4,24,67
7431,R_26aTdaFwmoxXIH2,22,29
7432,R_u9g4wuYkq7omoHD,22,69
7433,R_3kGjflirsR2YJV8,22,48
7434,R_2xLFNs7fdOGZoCV,22,38
7435,R_2QAL2yTat4s6yI1,22,71
7436,R_6lgUwkVvBCozr2h,22,43
7437,R_2QYutRnkSMmCbmw,22,43
7438,R_3kBM5fJ97hUvElj,14,58
7439,R_1rc9A2VPUcnlDH6,24,40
7440,R_1EXqvWdWFhqGU4g,22,69
7441,R_2ZBsaVpbIpxw7us,24,24
7442,R_2b1sWmxVi47ZB7z,14,46
7443,R_1FkXGWAh03xidDH,22,22
7444,R_09BMup4Bs3KT7gt,24,43
7445,R_22y1FQYtASawxXh,22,54
7446,R_RPllDx0LIRFomXf,24,38
7447,R_1odVYg8WoZZ7Fkl,14,54
7448,R_2XoEteVj6ZUECEK,22,73
7449,R_3eh3R1uim4ZUjJC,24,69
7450,R_2WvPBktPa7B2QkC,16,38
7451,R_27r12IJLtIaOmYM,22,71
7452,R_2qdYArgwBY0a2YC,15,66
7453,R_1qdImE9O7xQFY9K,14,53
7454,R_1Luj2T4GYPKUmU2,22,29
7455,R_2c28pfk5t3F0pIO,14,39
7456,R_2bP50e83NjljqZH,22,29
7457,R_1Kwq9wEWCpeInE9,22,33
7458,R_uxZXWybKtUTwJZT,22,35
7459,R_1DPhxWcMJ0YPmTR,18,26
7460,R_1ePIWEsN0Ou44dh,22,44
7461,R_1gioQh2nfJSPkoa,25,45
7462,R_1OougT4aVKJPwQJ,22,34
7463,R_2uqg3RLIfVtxe4P,25,33
7464,R_yZLRJzy4X2hZBtv,22,31
7465,R_3EhBaCbH9VRmHX9,22,25
7466,R_VOy0rAOxiLKUPq9,14,37
7467,R_XXvUvNbs71gkkxj,17,32
7468,R_2WGxGfM8qTVGsX0,22,63
7469,R_1JRaVHNyKK7PCav,15,48
7470,R_2SldunsRQhXXLZG,22,45
7471,R_VISD6hErcS7c7Lj,22,21
7472,R_1E3St5QSmBuyob9,22,25
7473,R_aW2e40j3gb157SF,14,20
7474,R_0jOIBynRjXY5s1X,22,73
7475,R_2qDfJBMN5px9vdk,15,34
7476,R_Rlv7XnEwK0VlwD7,22,30
7477,R_RIg9aSVnAfl3kGd,22,52
7478,R_WilqVlwMJVFEw5X,22,64
7479,R_xuyB5uJDOypj4n7,22,38
7480,R_3n025p8RZsU8OUR,20,28
7481,R_9Y3BRnPgLTsOYyB,14,31
7482,R_1gSy0SrbzVE33hy,15,68
7483,R_2DYc9qQ5ckU3Ckc,15,37
7484,R_1ROoQlNwu4LrVPb,14,19
7485,R_22RDtVF9xzr7jLs,22,41
7486,R_3PRLGILeo9saMdy,22,51
7487,R_2tsez0m9dEcUcos,22,74
7488,R_cCRFqXg1Z9LwRNv,25,66
7489,R_3HuCznD3amROSYW,22,60
7490,R_3efqM9QIqAoDPOM,15,31
7491,R_ueHPLpIz0JPCtcB,22,37
7492,R_DiAShmW8YF2oLyF,22,40
7493,R_OEgKnsjZ0auwDf3,22,69
7494,R_1fee2W42mKI1Qk6,22,27
7495,R_1LRMPI67OHA7Sxk,22,37
7496,R_29aKZfH0DmOtRaX,15,49
7497,R_3sncbL0V9sLztjG,22,32
7498,R_1FtUIJHrj0i03Dn,22,28
7499,R_1IYnYERwGNKz95V,22,29
7500,R_2yswFX8TIHS1XkA,14,46
7501,R_CeOoa2QRMwD5mhz,22,34
7502,R_cAr54O9tH9uC9uF,14,46
7503,R_1rrxRmHG3RJNlwm,22,42
7504,R_27d5liw60zq8b4Q,22,70
7505,R_24pcr264SgJWtnJ,14,33
7506,R_3mjZtRLnt4T7Iiu,24,52
7507,R_2YCTta1My4Kgh0D,22,38
7508,R_1IS3tXrkrmTlGTX,14,29
7509,R_20MVvJl992kIhEJ,24,27
7510,R_DTrEVMvJ87YSCl3,15,34
7511,R_z7mDtUjUCeoHSYp,25,62
7512,R_2fd2E0CvW8QUWhR,22,69
7513,R_1LAxAbNm9AdChJV,22,31
7514,R_3KxQjj7btWWRPjL,22,53
7515,R_11bAXuWbSKKxkUl,22,68
7516,R_TckR9MBOlRpuuUp,22,70
7517,R_10xfIugW8DrUr1G,22,21
7518,R_2Xo28JghCls65D3,22,20
7519,R_2rMU6SpjIyRRpaA,22,26
7520,R_TbB658CiStHT8yJ,22,37
7521,R_2usxYac5jOz6AJZ,14,45
7522,R_2ON4cad13SAC5da,22,34
7523,R_1Crqkdzj4eBP3AI,22,41
7524,R_pPIvSQK3aU0iMtH,22,37
7525,R_09C9yiAlfen4a9X,24,51
7526,R_22X37XDjexqRYuX,22,70
7527,R_3MhV92vzR0XpP30,14,72
7528,R_1LbzHiRFZeBlfjs,14,18
7529,R_3DkLzHTuIS0ACGx,15,73
7530,R_2Yijxc0vwsLn4FO,22,51
7531,R_1jTyjGhTTutbxJU,22,38
7532,R_9voL11PU0Gftn57,16,42
7533,R_1MLjpPFGrAviZcd,22,61
7534,R_1DYbmsY8g34JRQ0,15,76
7535,R_41qKA1VzD118JrP,14,28
7536,R_1pxL1olt1XKpkLK,18,19
7537,R_3nVJeOkGXSSSiGa,22,29
7538,R_265DcYaU8wzABB8,22,19
7539,R_3oL3kNra9GTNaAk,22,29
7540,R_2vYPUoIslKUxaLo,24,39
7541,R_3egxDlQxXshpsAf,22,26
7542,R_2axIF8uUJpkXim2,22,38
7543,R_3lPnEuSzCFTjXGc,22,18
7544,R_33860TTxi2V6gqf,25,38
7545,R_3rSNQlPpGrX70q4,16,50
7546,R_2P11dQFmTm6RA2N,22,66
7547,R_3rM86VBEcjBgy1y,22,40
7548,R_3PWVTTZgdpBVBbn,22,32
7549,R_2TnRhxGHMiP3hR7,22,81
7550,R_3kvyQNmKrrDtNFg,15,24
7551,R_1Q6s2BRdLIzMmOx,22,21
7552,R_1DIIDT1mZMfvJfR,22,21
7553,R_1laC6zSEz1nJi8l,22,48
7554,R_3HTc21nIM6dESaq,22,36
7555,R_2dXDCVJCwoViHae,16,63
7556,R_pPLKiVc94KhDDpv,22,58
7557,R_1jPWdDZesRvmef7,15,55
7558,R_8k2z4GsQju4yqbv,22,29
7559,R_3MS88tKKkwHbMLE,14,51
7560,R_xn1XqCYs6TQmBj3,22,44
7561,R_2sZHo9mkTmDnSFZ,25,52
7562,R_xn4lCV6VkTXIwRr,22,46
7563,R_3NUIPqn7bbRW7g4,22,23
7564,R_3qU2aYapVaEzrWp,22,43
7565,R_1OHSzw6lx7z1j1g,15,21
7566,R_RslZ8cgnP5kjcJ3,22,37
7567,R_2EBhShjCpClcj7A,22,20
7568,R_2rOfPFl2Ur4WTNy,22,29
7569,R_2R7CEeuYxTg0q43,22,68
7570,R_22YcuEphqL73zPr,14,37
7571,R_2aFDiReCpnEeyMi,14,39
7572,R_2v7isADMjTQw0OR,17,19
7573,R_1OpfAnwkpw0vTPs,22,27
7574,R_28A4sfpI7ye0Ams,22,53
7575,R_1dMkCnkB04I9ZXl,22,18
7576,R_SK67XiWbjqmV1nP,14,31
7577,R_3ebt7uK54nzplCq,14,69
7578,R_PCyUBIU7UKjazxT,22,42
7579,R_3k5urkQuwcrb6bg,14,59
7580,R_1FPwgYh9HBVPnZ9,24,52
7581,R_12EhibWQb4HuxxN,15,29
7582,R_2OHM5LgjUFbZo3T,25,36
7583,R_cNCRVvE5XO6Z8MF,15,19
7584,R_eagAjeyWUPRPmvL,22,33
7585,R_3PHOPw7ub1o7WxD,22,67
7586,R_BudBwSgls7eo4mZ,22,51
7587,R_UEbZDqsslBQG4YV,24,21
7588,R_1eyODRPmKOsRGxw,22,41
7589,R_2UYtHtklKCRk9Mw,22,69
7590,R_41I2gkZnKWwBxy9,15,24
7591,R_78nPX7zgtxix7Bn,24,22
7592,R_2xVI0RGSeSYpshP,14,68
7593,R_2UhfqsAPxF2gCFu,24,22
7594,R_3lWuwtz99bSJ1BT,16,70
7595,R_2P5xmXDQRqjFT5Q,22,29
7596,R_vVW8MHQMR3aMXD3,15,67
7597,R_2rImTAKc63Srqlh,22,35
7598,R_3Mbxe85iXFaxIfg,15,23
7599,R_SKaNPSOO1VXrqRH,22,28
7600,R_3fU01ZFQSx3MCcX,22,19
7601,R_2CNuO5Tl0ORbGGP,15,68
7602,R_3PIkhWXTrc9U0y8,22,22
7603,R_tMrXf7QSSVZ5Xe9,15,76
7604,R_2aDEH3Lop9KFZBO,14,47
7605,R_1GBstOWP8RCXaq8,22,23
7606,R_2zUvbpnEhifRaG6,22,51
7607,R_3lY0iLS0c2q2nWb,14,51
7608,R_1ePsMVzEaNVq8hH,24,63
7609,R_2rDhgxt4iw2HelB,22,57
7610,R_3j2jrXwDDrnvwHu,15,26
7611,R_qvXeqOJrGGt2czT,15,54
7612,R_2dEAsbDbJVLyJeP,25,77
7613,R_1FPrN0SiqWiavEb,22,68
7614,R_3Php1GvaVrS9spb,22,18
7615,R_1C1JROFAqBwRQau,14,68
7616,R_26eRbqrPplB4Ca4,16,65
7617,R_1WY9WlU1xbo7vlD,22,86
7618,R_1rMRFguJlyvjdgW,15,46
7619,R_3E20WBDCP9zQSOZ,14,25
7620,R_2ToQEHRsqZhVDjY,16,48
7621,R_1qe9OTDTd3nVguu,22,56
7622,R_1cXGExvAlpWeODw,22,35
7623,R_2WIKaiUZie5B5YP,22,40
7624,R_3elcDHuqYB83zeZ,25,64
7625,R_2CwGZKYOh6i4cXI,16,36
7626,R_11bAGqgxuelXLgt,22,39
7627,R_2AXVfq9TvJJ6djF,22,34
7628,R_1N4v3hDOGzL8ATW,16,66
7629,R_3pfissy9RY1QeTC,24,74
7630,R_33moE0pcHBotMso,22,64
7631,R_2U0mSYn2YeDopoz,22,68
7632,R_z3huozv2DSlELzr,16,55
7633,R_3kvutcU5IMs77w0,22,34
7634,R_2DP3wfP3QjAZPC1,22,31
7635,R_1qgtsC4npT1sYKI,22,48
7636,R_3PSqFLqgfu0uu5u,15,38
7637,R_7V5zTheZO7v97qN,22,47
7638,R_3edYdiDz2X1vSfK,22,68
7639,R_3Ree0eQjPybkNHz,15,22
7640,R_3O82l7wgNPmXo8j,22,33
7641,R_BLGlICvRIUtCgVP,15,20
7642,R_1BREY7BSGlUnCZV,22,21
7643,R_2YtUlouLmGqqZq4,14,18
7644,R_2f3ymEaYEdX3yrZ,17,19
7645,R_1n1itBVyEJTct20,25,86
7646,R_brrB9AyhyqT0Zdn,15,34
7647,R_1imywjvqmGGndhf,24,49
7648,R_3JnlcWVEB9wAS8A,15,41
7649,R_snVup1I93qFweaJ,22,72
7650,R_RVW5XDZBjSG9gCl,22,43
7651,R_1IQ8Ka6Nctdcvmn,24,50
7652,R_2BqXEa3Cxf6MybU,24,65
7653,R_30irQ6SKqzeBvcs,22,55
7654,R_1JFQk86UTzcoMjy,14,37
7655,R_22YnQ3kPpZ42K79,22,38
7656,R_pt6lSS3ybqfcrVn,22,28
7657,R_1LunBHXXbv3Wyme,24,29
7658,R_1P27XP46HPVHzfe,15,32
7659,R_3Gv36YoAhfZzzUs,16,19
7660,R_20NAdt2u0ucepLi,22,66
7661,R_2TYGpBpGVqCRw5r,22,35
7662,R_3EPAUAAPSUfwfKh,24,25
7663,R_w5GEccwX4XqOMqB,22,27
7664,R_ByPYlJpe6JC3pZf,22,72
7665,R_3EiBLuZu4wytcTy,14,46
7666,R_BJ223Uw84Cf98m5,22,59
7667,R_XTgpTQv0yBvu91v,14,49
7668,R_cHqcWLG8ZZHYveh,14,33
7669,R_32XC2EydG12lmnT,24,74
7670,R_1imy0JXgI1ZTsZp,24,34
7671,R_3k6pSzohl3Qq9u7,24,33
7672,R_2ByT4SgSdBMUNSb,16,45
7673,R_brQtu5MZXuljx6N,24,66
7674,R_2uKBguDBYsYx3Lx,16,30
7675,R_10OBEqHX5MuWx44,14,50
7676,R_TiRc52Hn2CytBq9,15,31
7677,R_2A075hueOzqX4yj,15,28
7678,R_2uyVaUSkQSySz0b,22,24
7679,R_1K0IDWs7jcfyNdg,15,51
7680,R_3HuG9lV7Ubtn62N,25,27
7681,R_2pQMB3iDP7dPN38,15,72
7682,R_8Aq7uJV511RgL0R,24,38
7683,R_RbhYv529FXIuyjf,22,32
7684,R_3gakHAI5pWWNJ0l,22,74
7685,R_3L4NqoUlUfscsjc,20,52
7686,R_2f7Ffq8HOShBVBR,18,43
7687,R_VQH8oFP53BubzYB,16,36
7688,R_xGllPeNBiXfR3H3,20,48
7689,R_2eROOqfPbvGNb7r,18,29
7690,R_1LGONNrD9Q4sg7V,22,23
7691,R_1d5F93TisxmN9i7,22,47
7692,R_2WUawBfW5PcAj3R,22,43
7693,R_1FkZdKICiFZD8vW,22,34
7694,R_1mFrgv6IsVN0Jk5,24,24
7695,R_0xMMQHiEjBSBi7f,16,37
7696,R_1LniRKuwW8lJXE1,16,57
7697,R_300HrYiamahFoAv,22,30
7698,R_1JV2N7e7smJjsUd,22,41
7699,R_2f6G9fIoQiJXX0n,24,83
7700,R_2XoYXQHeWqGpnVL,20,67
7701,R_1g7kxadb9SCXooj,22,22
7702,R_233t0ttEZt5SyPB,24,52
7703,R_1QFzO1vCgNvdgS7,22,27
7704,R_Tw7oAsEWWofYwdH,22,63
7705,R_1Eh7yP9m2qSRDb9,18,25
7706,R_3nA9vPfsTTM71Rw,22,28
7707,R_2ypwKohvdcKLcRt,20,65
7708,R_1f3JQihYN7uvFJq,22,59
7709,R_z8YlsBXZIwov0Xf,22,22
7710,R_2SDe1HS21QYxnZN,22,53
7711,R_3KPhVEmwZWU1Afh,22,46
7712,R_3KvevBVUAITE0T3,24,67
7713,R_3LjtVSCfqZMtWjI,22,53
7714,R_qJAeKDdz0SAX9W9,14,42
7715,R_1MKChS0Xp1AMVEW,16,50
7716,R_2Qre0v4ldc4a2IS,24,40
7717,R_2X5m7jLbwvZVkh8,24,40
7718,R_3dMSsllCNQjSaKL,22,81
7719,R_2ScuipoV6SOfqrz,22,22
7720,R_ZqsfxoWukQNO5SV,22,35
7721,R_1QrOHqvD4vs2LVY,22,91
7722,R_3KW6tmdujeVERxc,22,18
7723,R_2rjeeJeQGdf8IWZ,24,24
7724,R_26mRJ4hv3NpK5Yp,22,74
7725,R_Rt6eIhRpJAmZV7j,24,40
7726,R_2DMsqj5svFXHIWM,22,23
7727,R_yIKcinmSIdTRQml,22,42
7728,R_1NndSf9f7Z4yZ2g,14,27
7729,R_1r7iGU0CvfQYG98,22,64
7730,R_3dZfgvQaO3vU2Y4,22,46
7731,R_3OqRoN1YX6r0rOf,18,46
7732,R_2ZKVBlph7YDtBxz,22,40
7733,R_2AL8PTy3HBSzvi3,24,24
7734,R_3KW2uFxqpPHtnKE,22,47
7735,R_Oj2AAplYtPbNpF7,22,40
7736,R_2UXwriowLG5bldQ,22,32
7737,R_3ESZocwhQaHz47W,22,19
7738,R_2rCHvrsk1osbyom,22,41
7739,R_1IL75AyXx4XBoa6,14,24
7740,R_xz1kNULQWtccSpX,14,73
7741,R_1KjB1s0Qh1VEuUy,15,75
7742,R_rjyXaBj5G7LQXoR,14,43
7743,R_2PkaYJjeyMrAhmY,17,55
7744,R_xbKAvKALVvwHE0V,16,46
7745,R_3KC0KQV2cVciZAf,15,34
7746,R_1kHuVrCHS0JPhad,15,65
7747,R_2fvUGBeGigdMxur,22,67
7748,R_31z87y6ROSNUWe0,25,50
7749,R_BVQVPDrB96PuGHf,20,35
7750,R_3kz98AWK2avcvEh,22,33
7751,R_9AlXI0L0jFG2bkJ,22,31
7752,R_6FNa8smvXKWCdpL,22,24
7753,R_1jTDCppW3cwGHoC,22,32
7754,R_2dtn2lwo7AhVQbZ,22,24
7755,R_yUVTmSo9xdvcqu5,22,37
7756,R_2zMXJW3b0YqZmkK,25,37
7757,R_3Rr6xyHkvtBnOhJ,16,50
7758,R_3hux4E0QRrOqmG7,22,37
7759,R_1dHbyk6PpdqqECw,22,26
7760,R_OefshdD0YvxFSrn,17,31
7761,R_1OCcM5IZis359xx,22,52
7762,R_22n5WtP705Q8Pzx,24,39
7763,R_2PbXiWxWYko1HaL,22,57
7764,R_BtwZO65AvOdmpKV,14,41
7765,R_1CpRChuu1Seif4G,22,32
7766,R_qLtfrIPMvmI8YF3,22,35
7767,R_25MFq8YF2IWPglL,16,54
7768,R_1DApzjoPmmZlmd6,20,22
7769,R_2saMe6FXl08IH0m,14,29
7770,R_DS3tke0zRYwRryx,22,71
7771,R_2P0El4k2Fr74IIq,22,24
7772,R_3OpRVAxgrrGhzQU,22,31
7773,R_D74aK0tdOvEpUjf,22,71
7774,R_1laGVpfIqhG6EAn,22,65
7775,R_1DpMUYJdA16u17s,23,50
7776,R_3NwBmA6YkXjmGGG,15,27
7777,R_tQfOViKb7BYGYXn,22,30
7778,R_3EPZOJhYnx32Dzm,22,43
7779,R_3dRjzmLF5QrLPB5,22,52
7780,R_2WTf5gS99sb4LTn,24,29
7781,R_3nDgPXvSfbD5sTE,14,61
7782,R_1QxYucoG75jLInk,14,53
7783,R_3HUk6OfHv6zAcvu,22,71
7784,R_a3IYlF883dP03ND,17,42
7785,R_vpp8Bkf3gZFt3nX,22,65
7786,R_2OW1iJKX2uGuUlU,24,37
7787,R_3njwBStq4X9JVeu,22,44
7788,R_43f0EGizEo5kSKR,22,65
7789,R_Xv4tOzlgFkvmEIp,20,24
7790,R_33eWp9gcngPtifr,18,23
7791,R_2aP64ExN5ihBSDp,14,57
7792,R_b1KD8f8n1EpMilP,14,62
7793,R_3dX4P0tgid0G4r4,24,62
7794,R_xaxPQSpX5Gm3sd3,22,41
7795,R_NY1ob8OVCBRiigp,14,61
7796,R_QmOkAp6AcHJzLSV,24,33
7797,R_VU1GaJz5Nk411bX,22,41
7798,R_1gqDYV4jJ1Gsz94,22,33
7799,R_24k5yojPPRrH7nK,15,28
7800,R_2UaLI06RA3PTnvZ,22,30
7801,R_1Kpf9oDH13yrt3v,15,54
7802,R_3DvSDMe1bUvXXt6,24,38
7803,R_1rPSvFaKr9F04yC,22,55
7804,R_5bThwdSvrMjbaxz,22,48
7805,R_3HAjb709MHRamNY,24,62
7806,R_2BxMJV3SRyftlx6,22,67
7807,R_22JuW9DhMAdLerB,24,18
7808,R_2zItYLI41cQwDt0,24,25
7809,R_3g5xAM7Imzb5JhE,22,38
7810,R_2xXZLyYfRzn0F9W,22,50
7811,R_3NX5mQWVo4zNTeK,23,39
7812,R_1FxjMQefLbSPT4d,16,27
7813,R_1dgCsFdCw1OAl4Y,24,29
7814,R_2Tu95IbA0OHkDTm,22,37
7815,R_3O18RbNW2ZSZIQr,22,32
7816,R_x4MA9DK236thLi1,22,45
7817,R_2aLFTGyO90TTSFK,23,65
7818,R_3MuiSo6ZVBH9EAS,15,57
7819,R_3I5n2dstro4SHKr,22,30
7820,R_3pngP2J3npOMycM,18,65
7821,R_1kNtCrM6NDuquak,22,25
7822,R_3NJNepHJ29zTUCS,15,67
7823,R_3lDFKoxtJBqN6Em,14,58
7824,R_1MTatFuvxto87gl,22,33
7825,R_25Fu5TDRI2S6OVE,22,32
7826,R_BxrXL6NdmrXmsKJ,22,33
7827,R_2VkDVDtDvQpoowj,15,45
7828,R_3Rrv8cx9hJv2y1u,24,49
7829,R_301xCM0XJQ0gTKk,24,28
7830,R_32Qr2LH9y09U5iN,22,48
7831,R_31phPIX30IYpIzK,22,58
7832,R_3GCf0kZruCyFzvG,22,33
7833,R_1eVMWnPjOrSYHif,17,59
7834,R_2qEkSK1hB7b17bH,22,40
7835,R_2ASHpT0rtZbKzlR,14,73
7836,R_XM1hawKES3G1ztn,22,57
7837,R_OefpJnGL8OZfPcl,22,40
7838,R_32KZWwoyekwoWaT,14,28
7839,R_3lGHhXcWVxPzdUO,22,19
7840,R_2tEHwFYasO9ae0M,22,22
7841,R_9BRs2Y4gPhK1KG5,22,21
7842,R_21bMzlsVGHUyamu,22,32
7843,R_3I01ZtW04eYNMf2,15,50
7844,R_1GHB2ubdwMs8twZ,14,22
7845,R_2e2zgGgOzoE53HR,22,18
7846,R_3gXCkLzu0xG3Dv3,24,25
7847,R_Q4jIEtBqSM0R9e1,14,54
7848,R_12JTcrjrRP8UHOB,22,46
7849,R_DN5mwlfESqe4OYh,22,54
7850,R_3dKRCDmmnpTDuBy,14,41
7851,R_25QluyN1ES0gIgB,25,23
7852,R_21t8tmH6p5Emoc3,20,72
7853,R_2QlCSFbWSmEOmdy,14,60
7854,R_3qfLsAyrN5p9JQ7,24,45
7855,R_eVaJGGcbat8E8zD,14,68
7856,R_1pFgU6y3PicFcGx,14,59
7857,R_xaNZhwB4030bifL,22,67
7858,R_3CVLGr9cr9sbyo1,22,31
7859,R_QaJ6c8hdWnqzbPP,24,69
7860,R_3gRdHlVIf2wxpsD,14,29
7861,R_3HnvhsdkMyd7cFj,22,66
7862,R_siL1DXpBkERyKop,14,63
7863,R_u96SdPWUo9PCuFr,22,42
7864,R_3hoM6NY5eCRXKnZ,15,42
7865,R_3Em0nNkIZLyuHbn,15,28
7866,R_3lJElpbyvmVdLnj,14,21
7867,R_2rAxii9j1wo1WEc,22,26
7868,R_1pRPA8JWmOLwNe0,22,38
7869,R_suOCgQ9dtknLLuF,22,70
7870,R_1mr2ujIFJPllxMQ,22,57
7871,R_3jV5iVsMEjZid56,15,55
7872,R_1KxvawFhCtKyXRI,15,61
7873,R_2Wx8aSrIUb9WwrU,22,53
7874,R_2yk1EGeF0usoxGG,22,52
7875,R_aaQKyM6V8PmgUHn,14,20
7876,R_3nUjgTrhqOlqUXv,14,49
7877,R_3CE1CcUbNw1mB6n,22,55
7878,R_1j9UqL0uKXHpaTg,24,67
7879,R_2eOTQdVqe7Bu9Kw,22,32
7880,R_3qeevP3tCahfRLB,15,39
7881,R_1hNmZPzx7jDsPtC,22,44
7882,R_3GlFC6veYuJthpE,22,32
7883,R_3qfJB93b2iZpkOA,24,54
7884,R_1nUrWVS9zQhrGxB,14,41
7885,R_2qklxFuVkormWVG,14,43
7886,R_SJgW1rtCwLNjDG1,22,37
7887,R_4ZWDRj9K0XQ4YQp,22,27
7888,R_DiS8uUFAdlzcanT,22,36
7889,R_3Lb78RLqsjcZzGU,20,72
7890,R_3Ptwr6iFRuDQrN4,14,42
7891,R_300jyVzYdxuzKZr,24,65
7892,R_2e5aqlyTqZ9hHwx,22,55
7893,R_AAPx1Po14NWrVm1,20,56
7894,R_1JVdpCUTLDYOCvp,22,60
7895,R_2ttNIpbtEQEhaOB,22,28
7896,R_1rfgeIv96lW6j1v,22,57
7897,R_27VUjINs1nwtbx0,24,42
7898,R_3QGygiVr7TuKebO,22,57
7899,R_264us9YgdZyeA3N,22,36
7900,R_1pxTA8dWUXV9U4b,20,37
7901,R_1LYEGSZtJgjCHW9,20,41
7902,R_3oShEavLfU3ldGM,15,41
7903,R_1gMFBhbKSXQPs0V,22,58
7904,R_4O7Wjrry5lSA55T,22,30
7905,R_6lenQLoZ3MxdYDn,22,40
7906,R_27vSC23H1E40FOZ,22,61
7907,R_27QcOH5Mavah55Z,22,18
7908,R_1lrRYgUSsgx9xY8,20,36
7909,R_3nx843zNxw6hv9L,14,32
7910,R_24dbSf1LOCHhcbL,22,40
7911,R_dmRVlNf1lJtS1xv,22,65
7912,R_1NxDrgwvaWZ82co,22,36
7913,R_3jTMsHLUjI8FWKT,22,19
7914,R_2do6UbRxq6xDD7Y,16,55
7915,R_1kOfETLdZStColW,16,52
7916,R_1N8uPzFNovFk0bD,15,65
7917,R_C4dq1wYunOrUnLP,14,23
7918,R_2rx8lErzye7KuSg,17,55
7919,R_3fqnYHXp3Ah84Yf,17,21
7920,R_3PGr22q3wtRKwdQ,22,53
7921,R_2f7mCpwjbZwy4bT,22,41
7922,R_2dFOeXrokVjzgen,14,59
7923,R_p0L53s4yu4yqG5P,22,45
7924,R_22s2v9A4ry45mlo,20,66
7925,R_3fZY4AKXmYHIMlt,24,39
7926,R_1dnuIpJbF69pEyD,22,48
7927,R_1hFoClwbmhTwSTf,22,50
7928,R_qX6VYazUIVszjeF,14,18
7929,R_5C5HYPVm3PiZ2bn,20,20
7930,R_32VBwiJeb76v6ZW,22,19
7931,R_3mn5dy3q55WhHeZ,15,40
7932,R_3oXdkqDuAZ2H8Vo,22,55
7933,R_2cux2cdCWJ5ylQa,24,44
7934,R_1NyudVfr5d7X2Y8,22,35
7935,R_3dYfw73ftig1p6x,22,27
7936,R_3G7yB57V9DPKgwz,22,36
7937,R_2QyBEzxDHsiAnop,17,70
7938,R_R2cpXaf7Ehxf11D,15,21
7939,R_2R4cRNnaVSN3MIJ,15,57
7940,R_3HicxW5Wfgmk9fX,14,36
7941,R_sC1piH3aRcvUHfz,24,69
7942,R_3KI84i9nFG9Scll,15,39
7943,R_2ZUmCD2SriujJ5G,25,24
7944,R_28TkFlzPd7Om2ov,22,59
7945,R_PH7zvT72hs540Pn,22,40
7946,R_ZDIjwTM7BQMUpep,15,42
7947,R_1ieWMUulPUjirwi,22,69
7948,R_1nYGAqvcQ6AzHhK,15,25
7949,R_3m9QPfyjotF6gi8,22,19
7950,R_bHiW5aerOCTy56V,22,55
7951,R_2yf6ZY9wDP5VT7b,15,72
7952,R_3iWRMQGPUViGbL5,25,49
7953,R_zcozYRH9HNUsOIN,22,27
7954,R_27pnjcux4qhB7m2,24,34
7955,R_1gc4FKqMvFmafnI,17,36
