,cps19_ResponseId,cps19_province,cps19_age
17059,R_2djf6yX09JfsOFQ,14,68
17060,R_OMU51MdASazG8cV,16,47
17061,R_QofgECjJfhPG7pT,22,48
17062,R_2ctHTwAU6t4M1iT,16,78
17063,R_vv6MOcTyIsV5kBP,24,68
17064,R_a4xX2JutUwKUVR7,22,39
17065,R_21dlg3yeYlOdHkD,22,53
17066,R_2U3nHKKJo4zIETP,24,64
17067,R_27dk9dpysQLgY3N,16,29
17068,R_QbJktiHEWRjM9Md,22,47
17069,R_1KoIqkWhKt1fIoy,16,62
17070,R_Okv2stARbKBStIB,22,23
17071,R_YWGixvXjPhzE8WB,22,32
17072,R_1QN6IMjuXaMP1a8,14,37
17073,R_9zgen6Gmqd4Aahr,14,74
17074,R_1rpgLnhU3ks5LBg,20,29
17075,R_1LHEpx6CaWyCjKQ,24,70
17076,R_26bgDhm5sj4Qfjk,24,56
17077,R_27pxHII1T7bWtsT,14,42
17078,R_3FL05RajGAcvwzC,15,32
17079,R_ekEKg2nNOfkuPh7,22,44
17080,R_2vdccYVp5rRFl67,24,55
17081,R_25LtdQv0qEs7J8f,16,65
17082,R_1P5dxcmxyuO3R4q,15,66
17083,R_3KObRRE76IN4ibD,22,59
17084,R_3DoShjav6nQ6gTy,22,49
17085,R_1Q5h2H56jLWEVca,24,43
17086,R_O1qBF25uYnElLjj,15,62
17087,R_30hE4DbsWkCknfC,24,56
17088,R_uq8yuXDowWO5mKJ,16,36
17089,R_2TTMu9ZTHkpiltB,16,77
17090,R_vvpVt6KTDuSJe6Z,24,78
17091,R_3MAVyOnvgxYnmmq,22,74
17092,R_3KMV5bWFyBYFZRx,22,43
17093,R_1rPr9m8WzsWipN8,24,20
17094,R_2zXXTLAAqxzCpgU,16,29
17095,R_2Sf3Wm2Sjfe0h29,22,80
17096,R_3nqMMJNXrm0NNFh,24,73
17097,R_21bsoB8drMAYRrM,22,22
17098,R_2CJKD4HrBHtNdMm,22,40
17099,R_3Mnw3s3HDrx4b55,22,66
17100,R_3foUhdzlDA8XjNF,17,66
17101,R_2TYQzldLci5d3BS,24,39
17102,R_1qf86iQtMpEEZBg,22,67
17103,R_2OGBF4iJ5qPhUd0,25,30
17104,R_xbXhW3Bnr81AKXL,24,40
17105,R_1mOgQJF14oD7G88,15,59
17106,R_21AFfum1FWLHZ3L,22,70
17107,R_1MQ9nnhlNXWbldl,22,60
17108,R_O1CwNUgMF9XiDDj,23,68
17109,R_25SZoYsgDhoEoGt,22,30
17110,R_2D8HMu2BJ0sZzvB,24,37
17111,R_2P1MmRgGfYLEYdE,22,54
17112,R_3Kwrl3htGAMFGgA,22,29
17113,R_1FLMAMzInDJflu4,22,78
17114,R_2zPc0K4qt7HO87m,22,43
17115,R_7URRfn5USQLds5P,24,33
17116,R_3EYFRS2FPUCQSJC,15,71
17117,R_1Qa7ZasVcQVq0X3,22,38
17118,R_3j03dn2Oc6uzgWJ,20,73
17119,R_AbOYQ5kZxZZ4TMl,16,36
17120,R_2908a6fMDWW85Zh,17,66
17121,R_8lkHLq0dSCDQDjr,15,53
17122,R_1kMrBfnGS0GEk4M,15,61
17123,R_2vbLbw1uWMOZEFX,15,37
17124,R_2YLktBb0qF7DgAz,24,59
17125,R_3haMnaForbCz2Ch,22,67
17126,R_3iyYaQ6iLd4taK7,22,99
17127,R_3nC5OGOVgWRKRtA,25,66
17128,R_3NNZzFytqPbTmcR,14,63
17129,R_3hiqpypMQ6H9Ral,22,48
17130,R_1hRmivC7s8rzTbt,16,71
17131,R_CjlHMKRCEOgDz5n,15,40
17132,R_pm8o6kQOnyGN2rT,17,40
17133,R_eu4dx0betDjVXrz,25,63
17134,R_psbiCxQOrUI5OOB,22,38
17135,R_2doxfZx9ULDIpH3,15,60
17136,R_2TC4p6unp0XpfNi,15,59
17137,R_3DpvXYhjMQlO9kf,15,49
17138,R_2Y30L8d5hvqtCJx,22,66
17139,R_yDqY9WCI2qJqnrX,16,42
17140,R_1du9rZdC5kQVIEa,16,73
17141,R_9NaTIXV7x2T5D8d,17,76
17142,R_3HG5EVZcE9e5jXO,14,57
17143,R_2SdDUp5W6yQlgv0,14,63
17144,R_2R2icbWirD4SuU9,22,54
17145,R_2v8SxaLBJQt0mID,22,35
17146,R_1NFw5QH0uDPstGP,25,60
17147,R_3ho7nOWtZ5LfCrO,22,48
17148,R_3DjrIkar9ReegJd,22,59
17149,R_1gpeafrUuALWH0N,22,39
17150,R_8A1sgv7hvsuGGe5,24,31
17151,R_2Y4TWYap0gUhIZM,15,77
17152,R_3EmLoNVIjLdwGZx,15,25
17153,R_2cAZCvxRyhFUXQQ,14,63
17154,R_2sR0CGp5P4r1BhS,22,22
17155,R_26lOxsSzkX5lIOL,24,66
17156,R_1do65s3So8QegoS,25,42
17157,R_277LUnsGmb8OtAb,24,54
17158,R_1MWfcsd7nop1YxK,24,62
17159,R_1n0LENK0ESmCOh2,14,70
17160,R_r3zQP0CWJBTI26R,22,27
17161,R_2uPRPtyhHFeiif6,22,64
17162,R_31uxnajeKNqyTpY,15,43
17163,R_OlJlQtSVNitDxrX,16,77
17164,R_u3V8pN9IqRBhSRb,22,20
17165,R_2aE9gAZmAnpuYxC,22,56
17166,R_3hEg22jBuFlSWuv,22,61
17167,R_3QD9oUlWB3H5M2f,14,46
17168,R_1fkDYiwvym0wDYt,15,50
17169,R_2y7LY7o0NsQSzBa,14,31
17170,R_VO31qO5RXWVpaLf,22,76
17171,R_3HkvDXZxO6Swz22,20,55
17172,R_1gOyNlfNvZI9hOG,15,61
17173,R_Za7tM7iYH8vUr05,22,41
17174,R_sjUzN1sGzibtrDX,22,70
17175,R_BYEc6R5m3UVFH2N,22,63
17176,R_1NEBaQ5JEqZMFsG,15,61
17177,R_2eavrYw98iGwm1s,15,63
17178,R_3saeu24GDfOiiT3,22,20
17179,R_1GQ6qI8qnLbSg2v,22,59
17180,R_28SbjRuQ7lR0pcM,17,50
17181,R_25A9YVTypdy7rSu,25,77
17182,R_2z7lPJV4eXXC7Xo,22,71
17183,R_10Jm4ZnzVjvKunY,22,72
17184,R_3y3WyzO6gWfAEKd,22,18
17185,R_3J8X0qiIjaauWy4,24,30
17186,R_1eKOqZY9Gid4c0a,22,47
17187,R_1Kvgl7rXaaEjXAs,20,26
17188,R_pKPHu8ZPVURrr7b,14,62
17189,R_2BsxIqFEvO6GlfA,15,60
17190,R_RzATdpkC94mqL1n,20,60
17191,R_296yn0yERDKe6Xu,24,41
17192,R_3ndUkProlNiDiG5,22,99
17193,R_esLBpv4JLJk3Tfr,22,55
17194,R_3018qLGWaGBgvKr,22,74
17195,R_3RqCO1WdjSQSH3b,22,73
17196,R_2drPTofmgl3P8dX,15,30
17197,R_3hokt9Iah0sBjZj,16,48
17198,R_1HqwHPh6XrxvLlL,22,39
17199,R_1ps1gmK8VTLGukF,20,58
17200,R_1Cm5BmK7M3cSBGd,22,43
17201,R_ToR6C5G2Owmu4ut,24,38
17202,R_325CyGYZ3DNprbK,22,32
17203,R_1CKmmhSdL1mFPq8,17,57
17204,R_2zABbB7SNOntH1f,14,76
17205,R_1rCWFvLbKFGSraQ,15,68
17206,R_2xzbQYBx6tlR2II,22,59
17207,R_2vdLAyhqJz3bIEL,14,77
17208,R_XmLgBIJdMIDWVod,24,49
17209,R_3gRxsqhaUSL9swD,15,39
17210,R_2ZKUSBLVGyX087m,22,58
17211,R_114UFsTisBOOz5W,14,76
17212,R_vjoLHEbnb35uzPX,14,51
17213,R_qwScd6OrKiMrwNr,22,71
17214,R_3HGrxeQrO2DT751,24,65
17215,R_3GiFzQs20e4EAn6,25,21
17216,R_R5klGswzcpzUcXn,20,56
17217,R_2tMAhfJvrqpRRN8,22,37
17218,R_zcXTILxNc1XmTSh,15,49
17219,R_3Gixf0cz7ICuD87,19,52
17220,R_1LiXIh8jPxI74Jl,15,60
17221,R_ZwRcodCshJDBmFP,14,70
17222,R_2R3wtUU6yfczn26,14,65
17223,R_3Hv0UoGRaFK973H,14,29
17224,R_42XqiIcDW9SWMdb,24,54
17225,R_1IN2QMNM9paCsSq,17,51
17226,R_20NF3iQGweOE0Bx,24,67
17227,R_qDfzAYYbuDVsOIx,24,69
17228,R_2OHBedPqIuprgqe,15,64
17229,R_10TXuEfc7GzrQB4,22,46
17230,R_262PRtO4bUaAZVb,20,40
17231,R_eb62aEvnFq4juw1,14,62
17232,R_u1FS79s4kyNUZKV,24,71
17233,R_3e4Q4XkQfSUE9sj,24,54
17234,R_2TTbUPrzdfyFxH4,14,64
17235,R_1K836q3vKAZrkvu,22,27
17236,R_2VPhQdFo1oQ5RwW,22,64
17237,R_3mk5800V6ZHODNI,14,64
17238,R_1cYDbJtaJaUrHHT,15,56
17239,R_2Bam0Ryj1RWuWP4,22,62
17240,R_2cCyS4ykxbmHOoX,15,87
17241,R_1QMZ6dIbDlAD2iH,18,82
17242,R_3KJkmxO5KKx0LyF,14,71
17243,R_3MDnLLPFxI4brf9,15,63
17244,R_2zC4UueB7fr5TmU,22,79
17245,R_1Qo179c0waSNZQz,14,49
17246,R_1LYBOyNJLhLPj8M,15,32
17247,R_XB2Ce95WYSdQanT,22,31
17248,R_1mXBdVa7Be8YTnV,16,64
17249,R_4GtGmH96Hdf4mBz,22,25
17250,R_2alBWaPY7wiOaRz,24,74
17251,R_3093xXbVOhtjWGY,23,36
17252,R_1K887yASoJKpu64,22,37
17253,R_3qgKRgmx5QQxq1p,24,31
17254,R_3dSwWgYKCraJ3QO,20,56
17255,R_3F2QUYvGXLdwHZK,17,49
17256,R_3QVQQZC3XTfzDYl,14,44
17257,R_24oQVGXKWlXYa8Z,15,44
17258,R_1IAXjijVeeCxApX,24,35
17259,R_2z6L2givfVNQgsr,24,71
17260,R_2X0T7wxNx4Mm7da,22,33
17261,R_3COZwFjVpAPGtl0,20,42
17262,R_vuXP3w8VIWf0Gat,18,37
17263,R_XMb3GS8opNm4gMx,24,72
17264,R_1K9ddoio8E4KbYe,25,26
17265,R_2do6NNUnBbcok0Y,25,63
17266,R_UQuJIzP4BMVIfvP,22,58
17267,R_3EitfZ7RzlbSMcp,16,48
17268,R_12uaV3ocaOUgn0v,20,61
17269,R_ToPEcGcttEh8iat,22,24
17270,R_2dm7QLZw1Q2UixY,14,75
17271,R_qWKF96wOwrCmCuR,14,26
17272,R_afQH0VS8NZoPBy9,22,62
17273,R_2af2XXH9iNMZ0Cb,14,34
17274,R_yl3QLhTmN4PDYvT,24,99
17275,R_3HTTz7QiSpQtgnw,21,96
17276,R_BQZivxGIuV0rKxz,22,31
17277,R_w7XSX6yX91AobgR,24,64
17278,R_3m9afLArNOxFy8I,24,57
17279,R_1M0UyHldni2sz9Q,22,71
17280,R_2CHwKEGpoAzEK82,15,42
17281,R_2pXHsml8NmteagK,20,90
17282,R_3Rg4K0q4bjnUvJ7,14,81
17283,R_21don1sTXJFlDxB,17,80
17284,R_2TMjtFABSlN6Sod,22,46
17285,R_2ri7SKA31uMp5VB,24,37
17286,R_3qD5TkbNCTAFp7p,15,50
17287,R_3phXQNsKjLpHQ78,22,64
17288,R_20ZOaRtGehbJI7J,23,65
17289,R_3GkoVrEs7khPzlL,22,66
17290,R_2ayOFfMe5KAtUwq,22,56
17291,R_Q0tyVGU4K0v1Sh3,22,61
17292,R_2yabh5vXEYxpucb,24,59
17293,R_21u1Jk2HDveE53m,22,56
17294,R_1po3KWieu6uBeki,14,73
17295,R_3KVDtlycCWXWn6t,24,60
17296,R_2v6b8drTQZDkAYJ,22,66
17297,R_1MRkDWV8nIBSwY4,20,41
17298,R_3j6ithO7xo5CXu6,22,18
17299,R_ub1oeVpGctKs4Vz,22,51
17300,R_1FKPXda86D1o7og,22,31
17301,R_wRiNkrt84DFwCpb,22,60
17302,R_1EfW0xz6H5y3JLG,18,50
17303,R_3gZ8jkYn1ktBpas,14,36
17304,R_x0mLPYF70gU061b,15,39
17305,R_OjLvhlvgAIOV9Tj,14,31
17306,R_2vcemPkf7Xgaz2H,22,62
17307,R_1jpSfjbXGOEzHX8,20,75
17308,R_1E4L1aXglR07br8,20,45
17309,R_2VQlrPolB1kzevg,18,58
17310,R_3FPW0NKVvTb9iJ7,17,29
17311,R_2zGcYC3yQRNVeXS,20,71
17312,R_28Be6JN3iI7XGUF,24,23
17313,R_1ln6M4HOcjsU6ki,24,40
17314,R_10qhL3v6CHAf5Z9,20,45
17315,R_upIohqsZZIXW5d7,14,71
17316,R_3QJyZQ1T6h8HVJz,16,36
17317,R_2aPIQw1oFcVKXU4,14,67
17318,R_3JdRVYOhptAZoIG,22,61
17319,R_3shIfqIUfX9T1Op,14,26
17320,R_3QMMqXldsINrNRP,22,28
17321,R_1irQmiFUDDNYyIV,15,39
17322,R_1LFj9M1L3JgaeI7,15,68
17323,R_1CstRrZBIpS1s9H,22,57
17324,R_2DZcUqe6Mpd8Oda,17,99
17325,R_2VwpSeDgtFkNxk3,22,99
17326,R_1E1kGkSIUZXWFdk,20,61
17327,R_2arbLEIW947Altv,24,38
17328,R_eG47mQGHbkjU6tj,25,56
17329,R_3L565t2us8C9JAm,17,41
17330,R_2wtxJ6oceo1WJho,22,29
17331,R_3iOSDD57lBB1Ikt,24,46
17332,R_1hywqgUhvkFn512,22,45
17333,R_1DOLNTfVIQjmaLR,17,29
17334,R_3MiLNfUDvOspJBW,22,61
17335,R_2D0Hc3T5cFpXnTL,20,21
17336,R_30hOEKu8anTcAF0,14,72
17337,R_powRiPGVJxckLRf,20,36
17338,R_3ho2kMygSJmPqxg,22,61
17339,R_12sxj2Vb7DD4X7X,22,82
17340,R_2eWMjD0HgLVmHdD,14,48
17341,R_575jhTu7pXPKa0p,22,64
17342,R_1pEx2qigEeg1N4p,24,36
17343,R_2zoSBbEialnshp9,20,56
17344,R_USgsbd712XrRdmN,14,70
17345,R_3PNyFW8y2tuwgrF,14,27
17346,R_26fqvMoKuQDqxNZ,22,38
17347,R_3J8ZcoCpqp601fM,20,66
17348,R_3ltB27WmkbtSjm1,22,87
17349,R_UJvpsegemzf21Tb,15,51
17350,R_1IvcIz9do6lmVSF,22,71
17351,R_3DombCULkp4EdYi,22,71
17352,R_122RpkKSebUhFRx,22,68
17353,R_30rcnTl8bsUyqyc,24,52
17354,R_2YVUishfjodXXQE,22,65
17355,R_2VBCfKsAVQVKb4i,22,80
17356,R_10xv56NTOHfd7KO,22,39
17357,R_5p95y3w0S7hT35D,15,45
17358,R_3KjgGVPnSsTPv6p,20,65
17359,R_3Du8zZUFjFf5Wwz,14,67
17360,R_37CdJrL2PyuLUaJ,24,35
17361,R_3hb9kmNQEbQklst,22,62
17362,R_27fnud3FWms7BfE,24,48
17363,R_pir6GZqLnWpcGat,15,23
17364,R_1rweXqS7KlyG3EO,22,30
17365,R_1Qxs0JUyuOUJMlO,24,51
17366,R_1roDJ0RlpIvzTeg,22,41
17367,R_3PhsjaucYmRcEHK,24,45
17368,R_2CrHzM8gGyB4fMk,24,19
17369,R_2YG2LviMbrApzHD,14,52
17370,R_6eZKTdRqbxhYkCd,15,43
17371,R_2BA4h5BdOJ1x7rg,22,19
17372,R_uaX5DR9EF4NLDih,24,31
17373,R_BtxZIdp2HMN4cuZ,22,34
17374,R_1gupZk4CwgEPZwv,24,28
17375,R_3iXtFOrILiTshHK,14,31
17376,R_1jeuOxGsb79PVYA,16,28
17377,R_3dKCTuxaKnesIoe,22,59
17378,R_3PobiC8gPnzRnoD,14,51
17379,R_24jG1ZCBIyfcppC,24,39
17380,R_2wzX8nFJu8TrHRB,25,66
17381,R_32PeoTzo7Kc6XIj,20,42
17382,R_0kTNU3gNzKJL1ex,15,59
17383,R_9H3BWbuIeGEXe5b,14,43
17384,R_3OdoBvWuvf1WtcC,22,63
17385,R_3Huekj4KrbruI83,22,53
17386,R_2uyA1xSQCykb7NB,24,44
17387,R_6hbMglMDX1SNNf3,20,29
17388,R_1mxhcBj51qR0LAZ,24,59
17389,R_26lNae9Om7dhG5L,24,46
17390,R_3MQGHsfPoWvekJn,22,33
17391,R_1r1zcz7eRdtu8Tj,20,59
17392,R_3qV6MuTno4XCNrD,17,39
17393,R_3PirSCMlTxzrAjF,24,45
17394,R_3G6uznCtQFjksRX,22,21
17395,R_3jYRaccdE77j5Nv,17,53
17396,R_3Oqb3LsaSqUxqIs,15,36
17397,R_2bZvA4jmcyqut7k,24,70
17398,R_1MQUegHRxuKEK3R,15,53
17399,R_vZRUZaVGpmGBJE5,22,60
17400,R_1dn8CZV5CtDehyB,24,33
17401,R_1r7bJBVdpgEe45N,24,18
17402,R_r2NVlxwV09whOEh,24,29
17403,R_2tE7bu39Fg0Ltaf,22,38
17404,R_3s0vmGkTUFQQrKz,22,59
17405,R_3oAX1nAOUhjDtB5,16,58
17406,R_1Lqkp1gsP22ti0u,22,53
17407,R_2OGRjZA6sZV9bof,20,24
17408,R_1nQ2jSTOS3p82OT,22,53
17409,R_28MvKMAhOINkjsq,24,52
17410,R_2SwYMqpXpZG9DU6,15,68
17411,R_3prtO6ocHMYCGxM,22,26
17412,R_3nAGTnKiW2JoALe,22,18
17413,R_4McyOG2IT38EHtf,22,23
17414,R_2aPjmaMfYa4OSsH,24,44
17415,R_eE7JRb2H4Z4dJcd,22,35
17416,R_1Q3MrVr6O1tYjtF,15,20
17417,R_1JFV4oLHN3OyW0x,24,74
17418,R_2dsV7Hdz4467VG7,15,37
17419,R_3nGeX3HK5T4BoPu,15,63
17420,R_27d4I2sEYMq9npX,24,51
17421,R_3G6q3WSyQSVPWuS,14,25
17422,R_W8v4L8MlG7GzYs1,24,50
17423,R_C8CZWdnO0zUbsBP,22,51
17424,R_2tJqAmIw0zRIO4g,22,44
17425,R_1j7HwYVFzwJ12Qr,22,22
17426,R_3RwRYmuHC98hNfP,14,70
17427,R_3CZW459Pxcsgh9Y,22,32
17428,R_3KrorH5edSRPqRQ,24,38
17429,R_5hVBop8wdXTS52N,24,43
17430,R_3Rrp8mCd2FMDwba,25,51
17431,R_26gmYyxoo0s86tB,22,37
17432,R_1g14Fw4FqHdOOgP,15,39
17433,R_3nc99r3R6Whlb3o,17,81
17434,R_qwJDbXdBXyRWWgp,15,42
17435,R_2OZukPZLo4OKthT,14,33
17436,R_1Gj3zR3QoJr4kh3,15,68
17437,R_2zTSMzeC38rgftS,22,58
17438,R_1gtf3YeY9VteYxA,14,63
17439,R_yx0ngq2fddvRxa9,20,58
17440,R_27rOIyLlMzrGDFs,20,25
17441,R_1P6hN8Mo3u1i6rK,14,78
17442,R_Y6844rwLM9fn5fj,25,64
17443,R_2E74vnpYS0qDsvr,24,55
17444,R_2tG98dff3fji1lS,24,52
17445,R_1hYn1fwZgQisAgj,24,47
17446,R_2qarO5rbn0FPAXk,15,21
17447,R_DAhVyamjPpU9CXD,22,19
17448,R_295G0scUtMCsMog,22,42
17449,R_1OwqEmqJTGJfjau,25,39
17450,R_2qCaG1qr2JiAGqR,21,40
17451,R_1rNz3Brwq1KpN7U,14,24
17452,R_2qt8kjV6LsKrqaY,22,33
17453,R_24dCjCPlekdJNJV,18,33
17454,R_2CWJ7jmLUwWibH8,15,47
17455,R_1Qt2UMjItKP3UKe,22,67
17456,R_2v2kMPriWOO001l,22,29
17457,R_2v5Fr0hTuygl71M,20,60
17458,R_XWZRNKLAMJT6xC9,16,22
17459,R_3fZuA10vYZkWTGW,22,27
17460,R_1eseJMHnV2offWs,22,70
17461,R_cGB9drWAYwmWZbP,14,29
17462,R_3DoVpV4M7oArOrw,22,59
17463,R_2sRRvvStl8qmtK8,24,46
17464,R_1rlHGa0iIU9JAw9,22,19
17465,R_1etv8ZbxNPbNhTx,14,48
17466,R_ZIT9O36T2AnUUhP,15,38
17467,R_2zZ31OsEkR60nrB,24,45
17468,R_uwhihSn7iR5ez2p,22,60
17469,R_b27e8HlEKL8uzDP,22,66
17470,R_1IyOvsFkKyvixRI,22,36
17471,R_XMVHBqElSuR20k9,22,64
17472,R_24o7DYDfjyjAaC5,24,38
17473,R_3hH2Ehx9tBE64dS,20,33
17474,R_yD9we3Z22pExgCl,17,67
17475,R_1LSx6yO0Vw7oSpD,25,25
17476,R_3rSap2UsspCxzCC,15,29
17477,R_2WBBJu1Yvu4k7ud,24,22
17478,R_31ZMB0yjnxN05Wo,22,34
17479,R_2V9iSMcJ6PfSup2,14,30
17480,R_x9MfJJ0mRf5Cfjb,22,66
17481,R_1hzIW2MaYpWK0y4,16,37
17482,R_2arxqKR7ST5i1MT,24,71
17483,R_3F3bTfP9tk0DTVG,22,80
17484,R_211alIIn4UKIhbU,22,27
17485,R_2Bmk87Hj1OQUMpm,23,63
17486,R_T1vuy5q8YnQ2V0J,24,52
17487,R_3dSNfBbtGlICRTo,22,68
17488,R_voWVagoREMY6Y5H,20,26
17489,R_1ODNeYEm52J0pN4,24,65
17490,R_1jGTfPYMj7L5coY,16,52
17491,R_1FESREOD2q8X9jG,17,34
17492,R_2YOZIZVAW7XL1lj,22,48
17493,R_22Wznv5YRVyeRXM,22,34
17494,R_1gi4ksk3tTnmNcc,17,69
17495,R_30e0ia1RX545QC7,24,56
17496,R_spSH27yitEZi37z,25,43
17497,R_128SiRY1TrCY7fx,24,45
17498,R_BVc5L3DwPH0gTM5,24,31
17499,R_1MT06AW4EudxIRZ,22,18
17500,R_bvhDYiW8fj2EKPf,24,52
17501,R_XuXYcqLYo0Fy9fr,14,66
17502,R_2uqTpahoBIXu5Yi,16,28
17503,R_2s5sLJVbrMF5XFN,14,19
17504,R_3j25VCBL6Alu0JL,22,35
17505,R_2eXZqdzIUbS59OD,22,33
17506,R_3noBAHsFhblzCwC,24,49
17507,R_PtvUUWQXqB4Hjwd,25,25
17508,R_OllF6CgGdyTwrv3,24,58
17509,R_3GlgmgQANSxEgQU,22,53
17510,R_1I4nz53PHulPtz8,24,53
17511,R_10pdITA0rFbG4gd,15,65
17512,R_22E4lXDMid7dOhm,22,38
17513,R_2q3iKX6aI8bly5e,14,50
17514,R_2rSABNbK7rxTCU4,15,61
17515,R_cUWJ2Pj7Cudyepr,24,74
17516,R_2rjbdc9aprpjBkZ,24,36
17517,R_72ibMQiwXykkjZL,24,30
17518,R_2wHocB3ichY1GXN,24,66
17519,R_3CJfI2uSeTIB55o,22,64
17520,R_3k22U1q4kMjCXOT,22,40
17521,R_1dcxwapXNCBx03k,14,49
17522,R_3gTPvZeP24hW0pT,22,37
17523,R_2BnVxFtEouMsslU,22,75
17524,R_3e9qkde9oZRRGTE,25,61
17525,R_1Q6EGoQbKiD8kF9,15,71
17526,R_1ps42zsbv5VyeNh,24,36
17527,R_10qNS7opB6BdZR1,25,40
17528,R_12fLH0NO56VaFpw,15,29
17529,R_smNasjxWiNQZFRL,24,23
17530,R_1DGdEkpnfn29ylD,24,59
17531,R_1q7Lp6utH30K0Q5,22,25
17532,R_22UZomdxz7i7KG2,22,27
17533,R_3khA2Xwb4n0SCDj,22,45
17534,R_3DjxjIf339w8OBc,22,57
17535,R_1Hc53PMeTt1olMK,15,60
17536,R_1gMGJNLmaUTsk9s,14,33
17537,R_7PvYJVJFkAIk2pH,25,53
17538,R_3psgocBHcHJbLgj,22,48
17539,R_3hylbzN8yGHlxG5,22,37
17540,R_262sm0V8vtJ4Z1R,22,61
17541,R_3s6dpuOPSXVQj9J,24,41
17542,R_2VsbMXWeGEzO5o1,14,62
17543,R_3CZdq88qwZ2rZLM,24,39
17544,R_REyyiOFrvRk03Hb,22,61
17545,R_1ikd230ELkzeWRK,15,28
17546,R_3m8FNkTqV9hJOnB,22,54
17547,R_2cCUrczqvEuua1g,22,68
17548,R_3kq9jCswteWZ1zd,22,54
17549,R_1dsHwQPZOqzjmb6,15,67
17550,R_UN5JldcyXVJePaF,22,52
17551,R_22xkvexP315NSIG,22,35
17552,R_3sB1ELuLzH0UuQM,14,67
17553,R_1rxHvYDXrGoB7Gz,24,44
17554,R_2v5QXUgWWswopE4,22,61
17555,R_29bl8aVUpoYGfuN,24,36
17556,R_2ys9wZCao0HHIv8,22,34
17557,R_e5QCgoafaSSpF7P,22,42
17558,R_290rgTH7KFwXcaM,22,61
17559,R_1MKB6dThnBHUAoK,15,67
17560,R_3rSrT1EFV3CwfoF,15,75
17561,R_27DUVCWTQQPkmdN,15,55
17562,R_3r7DJw9to3DKGLT,25,66
17563,R_2zuQ0Z3lG2TxDyT,14,62
17564,R_2fBsbCxnLWE4It0,22,29
17565,R_tMwDZtt2uRsZ1jb,15,65
17566,R_2TIbJrDVhESzzzN,24,54
17567,R_3Mgo2crmgX3T4CB,24,64
17568,R_2P6ZrmwwvhBnHy6,15,69
17569,R_32INPmzHYdDpgOh,15,33
17570,R_1FKSFRdb2vaXSq1,15,18
17571,R_1WTRK1wYgxvwi9r,16,36
17572,R_12SgSjFX2oCgH5i,15,61
17573,R_2Cq38EDbuZAF6Km,14,71
17574,R_3sboezL2vNq4Xaq,22,49
17575,R_3MtJLHk0zXZK7LX,22,77
17576,R_2y7wirUoC7D5MTb,24,49
17577,R_sie6kvyj3BiAkH7,14,44
17578,R_UL7KtBU7zfxngTn,22,69
17579,R_2xY1YmlHGBY0mOv,15,52
17580,R_2VOx0faZHbrzuUq,22,34
17581,R_2cblZEj9SNO0nEa,22,68
17582,R_1LYlI1U1JmELd6b,24,27
17583,R_1Qg6IO3xwX3Oi5P,15,59
17584,R_3KSFfJRmKyTxvo1,24,35
17585,R_22DhZEZoPRSANsG,15,30
17586,R_3Ok7R0fOXjdEKl5,25,48
17587,R_2twC2oHH2ML436h,22,22
17588,R_2OUwvgzQVaVZJoI,22,38
17589,R_1fiPcB6zHm38Umn,24,31
17590,R_79x2n1mG6yYb4Qh,18,29
17591,R_wX0RkJqX58k70Q1,22,19
17592,R_3UTyqV2OdZpgSIN,15,49
17593,R_SIrLlsXkkYqwuw9,24,41
17594,R_24HSa0lQ4mIwSjn,22,66
17595,R_D6jakbNw7xGMQbD,15,48
17596,R_2AFj8gyBYHreDGM,24,45
17597,R_1pXrG0CU4GdPpIP,22,61
17598,R_3pKfcs4wTxbLkKl,22,28
17599,R_3maTzTBs6Isj8xa,22,72
17600,R_vTE9tFjeRQKadR7,22,25
17601,R_2Bmqx45GVGOd3Rx,25,61
17602,R_WewvBoeyjdX2zW9,24,57
17603,R_abipBQiaSUU5L7r,24,60
17604,R_1oqiubkXIM84Qi1,24,43
17605,R_3EscpgHggQQ70CE,22,66
17606,R_3h4k8GBUcgZsifi,24,28
17607,R_2QFkWJylnMERttx,22,51
17608,R_Xv4hSp6yuga4DYZ,24,42
17609,R_Q6P9kSMpgWJiMxz,24,19
17610,R_2VdtZsYn26lb1uq,24,25
17611,R_21pH77CPetA4L2Q,22,71
17612,R_24urMbIgW1ZPA9P,22,72
17613,R_3nuvRdJ2kXpCgPg,16,33
17614,R_eqwy0xuhxZm2sDf,24,47
17615,R_3nVPnMu0cDxQThw,22,74
17616,R_22YaZoCHtdWlfOO,22,57
17617,R_0k3sRZSoT6iiVot,24,35
17618,R_1kTXWRWfT5WEBCR,24,46
17619,R_2cu45HH8ZTzfcEK,24,69
17620,R_2v7cg28cXZ2evrT,24,53
17621,R_1LCh27JF0HmPcaT,22,67
17622,R_3MA0cvuCnUBmFjS,14,57
17623,R_efycQGoTzLicg49,22,65
17624,R_3EnGQ11dSjPsYEa,15,69
17625,R_3lRddPzmeYaof2Y,14,57
17626,R_24v24rhTgRmYCYy,22,77
17627,R_3CVF23sMkPgN9K1,24,59
17628,R_21hti31MWLhFrG5,22,46
17629,R_3RlORfPVGIR5ll4,15,72
17630,R_333x7T78HnkuiKv,22,57
17631,R_216wiXtlbIoyc9s,15,37
17632,R_21bkFe0HMhlq9yE,22,59
17633,R_22DrWeVjVyIgnwx,16,69
17634,R_soiJicY7qtCUXuN,22,42
17635,R_DVot4mtLwWklQrL,22,72
