"cps19_ResponseId","cps19_income_cat"
"R_RLjCjObCyM6rNHH",3
"R_2VNKhCmCiHiGF26",3
"R_1FgEac29zWJDIuT",2
"R_qKtBVRPf75R141H",4
"R_yx9rkNYWd8kD8B3",2
"R_2VlSfksTwfhz7pG",5
"R_1fkgPZmCUykceOh",9
"R_1Fg3RSrkwgG6pgU",9
"R_2PhABh2twkqmRuT",7
"R_29gjlTKYesaLCLl",3
"R_2UcmCqgAApMWRw6",6
"R_1jwUBBJ93tHneIX",4
"R_2fD80Xb4rWWyCj5",3
"R_tK8HEzYGs5gooCJ",9
"R_1gvy8zo5PzzJNQP",5
"R_1DUphmqyPMEx5Zk",9
"R_byiaUb0MQPmZ8FX",3
"R_1DvwWHGE9L9BAP1",2
"R_2DLKcDxxPu4H5Ua",5
"R_0e0pjSVLDaxBroZ",4
"R_DepeJdOqJ6kRgRP",2
"R_3HMIJtMghGLXb0R",3
"R_svqLtRVz7lZEThT",9
"R_1d5N520fAlInKUn",7
"R_3hgylF6ntlLc0CW",5
"R_3G9DeTQh6tDCna0",3
"R_d5KUY8DKH17SRG1",2
"R_2ta5jbEyfVoTNkG",4
"R_2xKMF5LxuGSLsYY",6
"R_1im3bFFCt97MbvC",3
"R_Aap5MCDlRt0fE8F",3
"R_2uwFAYM1Z6Vm4Fv",7
"R_1IorIWNU309vAo3",2
"R_3Jq4KJuXfHvu0k3",4
"R_2c2ebk0n3QdT56O",2
"R_24Z5WXXAmwvbgVX",4
"R_1FsKx3Ebwl9kBAH",4
"R_0UuPkbOsT6Vgfp7",3
"R_1SuR0F1EpePvY77",4
"R_ZwAxTz2BgHgmf73",2
"R_3LYBWmpj6exSLRC",3
"R_XYDZU1O4V6v0X8l",2
"R_uePvshOt5FHvk2Z",9
"R_1Ca98FuTMVUaF1n",4
"R_3JDgXxMTz6GCWAP",6
"R_2En7uQhb9YTIRc1",2
"R_2QDwtRZtKea3DDm",7
"R_2Va5hD7zNxyXH9X",2
"R_2qe2a69ykaSbFW9",2
"R_ujDYqrkn2EKtSeJ",4
"R_31TaEZhTD8OD54Z",4
"R_1itCWxjMa1Llmu3",3
"R_2U3nKelyMv6fSIy",3
"R_27ewlQoAewSZZuM",2
"R_1eJktUkbpHNOuOK",4
"R_sIrddLjr1u5MWvD",5
"R_2uNxhUyzzLFglP0",6
"R_YRNAUBHfN3D3Hcl",6
"R_1nSKr86eHm9VJLU",4
"R_1gCIdWSVoAB0ZO0",4
"R_1QyhjV4O8lqsbka",2
"R_yZRjVhNL2SXyTUl",4
"R_3qqRX5M1NEBvnRn",2
"R_3EniKSvl5ZXT7Ug",2
"R_OCPfNLKG7Iq20aB",3
"R_1ohgpD67XWOQJBt",4
"R_a8EJLycuOYTPo0F",3
"R_3OcsCZND7xYBt4I",6
"R_239yatSx47UZVfm",9
"R_1HcWXIIHY7Zsp0p",4
"R_2b2UJF1r1rGgCKI",1
"R_1LCdFpzk95oNexm",4
"R_2w4DCCuJhwjHpNr",6
"R_28FKbPH9T0rffVN",6
"R_3PMr1cA3zpjUljR",6
"R_2OTEZNqgvIUEmfM",4
"R_3Jq5XSIzm6Mx1Lc",3
"R_12lQYvw2ebLB100",2
"R_2c6gipbB7wJopPV",9
"R_24Gh9AANuiMf4Ji",2
"R_2ziOIT1ZlyVnNeX",9
"R_1ghUzXAdlzksSH3",4
"R_RgKJlolKOAxE4XT",3
"R_3fjht87ZoRgxs87",4
"R_21AGLtlds0lHRFK",2
"R_2AXO0XSkgCkKXlR",4
"R_2dhc7wGyDBnLZG7",3
"R_ua11Is1YzT6Pu9j",2
"R_01xyPvm9p6han17",4
"R_DnH0LWyMPguBx5L",7
"R_2xS4Hf8HmdyRqtq",3
"R_1eRDqLIKyzyb1nI",3
"R_1fcMyosOqjGUD8D",3
"R_1pPu7rewV9b6XmJ",5
"R_1lh6NlEXorWLBFH",2
"R_2QJU9LmBwaExMJr",1
"R_0IFmNJy9b6h19zX",4
"R_12mzCmRdZ2PZ4wa",3
"R_1JFWb4cG5IOshve",8
"R_2SAITQNLKM47KM8",3
"R_2YGvAFeeCzzLvGP",6
"R_1g5EvxvMiLKOhAx",4
"R_3FKEdXdeISO0wR5",4
"R_XuIajbMLyazU24N",3
"R_2pXhdLwv3wEshAx",4
"R_1dpkFLB9XQuWGQD",4
"R_3esHLFKKjeT9MlV",3
"R_25N0hKqfbyijhWt",4
"R_2RWjDJuiB0lHKp7",3
"R_OjWi0W2Fh1DxErL",2
"R_1MSU0LkM2OuieWx",4
"R_1gbyr9YkhPN771s",6
"R_339DaLO71uVOAwN",3
"R_12c2wKYLMhOf0gt",3
"R_6lpEwDSDfa2ZZlv",4
"R_3JxiuHm5ZIwbqD1",2
"R_1LRuCZFNbnwqFyh",3
"R_1Lof3DI8HxgIwX3",6
"R_1rwuuR3NU1B05Xo",3
"R_3rZ02B5EZOPhn61",4
"R_cMkIi7IALbW6vNT",6
"R_3iIMZ6uUIVuKhlh",5
"R_33Ea1iH4IV4OU34",9
"R_1GZkvvitDn79C72",3
"R_2zdQ4QNYB4sCVMN",3
"R_tKHCXt0ntrXZ8Wd",4
"R_1oFMYYkQlPXF1A1",2
"R_3CHpxPKbhFII3v4",2
"R_3wptEGV5Elp4ITf",4
"R_2CJThmTjMStlADj",1
"R_1QA9oVQ78YFD3sA",5
"R_1rjhvW0LkJfSWf9",9
"R_6RnHiRtZ84SaEUx",4
"R_1NEv1vVLqkpiI9z",8
"R_2VfkdPyRZ6Qazu3",4
"R_8Cx1MYtoSek7bTr",4
"R_3gTKKXAAdk6Z8KC",4
"R_24qvtsVwyCbb2pW",6
"R_1K8vo4mnzTHQ6pc",2
"R_ekW88y7OPSHcsaR",4
"R_1OkjsIBG4X2ksgh",3
"R_1gAaJrQEceffaiR",5
"R_1hKJrrrkt5kjFW5",6
"R_22PuaNCmzXqEgtw",3
"R_w1aUwWdL0kx7Vvz",9
"R_SHQVLG6KNWt02Dn",3
"R_2coKtHCwWNuCe8V",2
"R_3qR9HJz5jXm1POD",4
"R_1DMflM2uBWYixVN",3
"R_7U46gFvrfNzXM8V",4
"R_2torybDO8JiAX0Z",2
"R_2DP2WoO8LPim7V1",4
"R_3QFRlPPbDZIrTKX",9
"R_1hLwPBMX0RoEKg3",3
"R_3DnHajPfmfFwr0Y",9
"R_1eQ4Yv0KZv1pFFK",2
"R_XTH9N5QCMIUKbaV",6
"R_3qxIkZ3UrGBd6i8",3
"R_2uxNWxKpQoAL1b7",2
"R_bvDMRFlUpbvpxV7",2
"R_TmSQC9zvUCifyqB",2
"R_1KpSPYlogGlVeGv",5
"R_1DU0h8xFLzkAEMo",3
"R_1r6px6n1G1AAGFR",9
"R_2S0Jr4S8KexoyjC",6
"R_5bi1Z2dBXEgK3Hr",6
"R_28Vh4oOZ6b69BUW",3
"R_2QxiphcK5rxLaP3",4
"R_2YgrJhQ0yKsaJuE",5
"R_30pnWnEKYatidBK",6
"R_3qvuy5nU5QRpKlF",3
"R_2ByrlOBVc0N02nt",2
"R_3GiCNeMcWjhbRlq",7
"R_YPUGdT2AOWh3rbj",3
"R_3oMHvDu11f5ZHHQ",6
"R_30e4K0lEG6XN8PU",4
"R_3kdl9dxAeiBcXZY",2
"R_2b2iR51Ig8v4g4C",9
"R_UtHPMtc139P0NlT",3
"R_3oC0SgyL4oqypLL",8
"R_3MmRPx6q60LxTnD",6
"R_24kjDrVzzjdOALc",4
"R_1dFuXS2BT0rIjL9",6
"R_3O22EHh21YTpO3b",2
"R_eQzdoJrZZgYhReN",2
"R_1okbsHSTdpkq3Tj",2
"R_2f193jYtM4RVCtX",3
"R_1pDoqh19Ozrgo7z",3
"R_2WBC6Bhy7cU9Q5b",4
"R_RqMSpngjBoVKQE1",4
"R_3fcVCJEVX1CfDry",4
"R_BDHuBWFE80ZLmjn",4
"R_1eJXhui14x6hPv3",2
"R_2zNE4vbG24Tzywz",2
"R_3lLerMaLptsZTjr",7
"R_2QrefEerpP4nBGz",6
"R_A7ChtQ6czNIuW09",6
"R_XZJMH77tgLrAgwN",3
"R_214k5Nxdcetceax",9
"R_3NJRjePo5XmX5Fv",4
"R_2ROqOjoz8X9TjUg",3
"R_3hfkjCY3HdChoXK",4
"R_28HfNzAYzLT4vdq",3
"R_1GDU6VvJF75eSQN",6
"R_39k4vwSwbdhMz4J",2
"R_vjkuavveksbTpqV",6
"R_1QAbNvK4g06NLYr",6
"R_1mJJAMcJmNEIYnV",3
"R_12qXTw93b5YAFu6",9
"R_24xedLmbQOf8mxP",6
"R_2dgVowcW60A937y",6
"R_3ftJnwU6NyUtC0N",3
"R_3CHO6NzeEMkYNG0",5
"R_OD7QlkC8xBQkIil",4
"R_W1ltwfj17BlzYDD",3
"R_PGlhDCl6kIYIQ2R",8
"R_1OVaHST8mSEBpoB",2
"R_2YfA7eSqJimQWMN",6
"R_vuYbskwxp9UtKyR",6
"R_xarizGja1poI6xb",2
"R_2zi4fUpCeeEcZlz",3
"R_RttVjJ7f6EGOKU9",4
"R_AcIxnA2feyNIv1T",4
"R_SVnJDp3ddtIKkeZ",2
"R_2VQEjVEC3OyI8Od",4
"R_elDMbvwOkbeCW0F",9
"R_3jdtJl30EQ4oiMt",4
"R_2qBHoX6465a7hfy",2
"R_1FLgmSaD4xaP4Ti",9
"R_9SpStEC0s3t6qYN",5
"R_28Gq27rt4WOFhtM",6
"R_1DnASNFowu9fbvV",6
"R_3EYBPNztT5pbP0f",3
"R_1H0797sYxSDCMFA",3
"R_R8p0991fU899w4x",3
"R_XMSWvqpRKh9393H",6
"R_2taHzxPdXiVzG4e",3
"R_2CJvuYq35KcwcVC",2
"R_3hxtUJWpHiyXfwA",4
"R_pSsz0nshembDVbr",8
"R_WwjEiICcwPIohqN",6
"R_ewEcZg3ZiZMDfNv",4
"R_3qJXErdzVTllrwM",3
"R_3dT9p53TEOvlYWT",3
"R_1dm1UXnxHkrYDsG",2
"R_0TkiazMSCMCMpHP",2
"R_1KdT5ft0Kh3NuI6",2
"R_1NyycnyE5HuRAo9",4
"R_2Sk47yJadfCEOLh",3
"R_3sgoPcVZpHUTLiV",6
"R_2circPbQp4cy5tN",5
"R_3MmQy6ACTc2Lq5k",4
"R_3fDWkKf3Biqd5N9",6
"R_1iqg0RrTtmeOSwt",3
"R_2xMl9YK5GrrVhVN",2
"R_12ijXyUcsIWTIjy",8
"R_DCsYmfFNLuqzlVT",5
"R_2P7k1hIFcTGMjso",9
"R_1OBqoSpluRsdpzt",3
"R_2V3iXQAT4H1mbba",3
"R_phkBP92IBXDxmIp",2
"R_BIWn5qJic3GwqIh",3
"R_1nPbC8VP6uXXmwn",3
"R_2DXPYFO3TNlHo5K",3
"R_shgsCMHEWfpGz85",4
"R_2QPwxO6XjK1ZvGF",3
"R_3r2L4ilNmeOkjgG",4
"R_1lbOE7VH66kQUCy",3
"R_2f6yiUYGlsSxuvB",5
"R_10rr1IlcAsR2oD0",6
"R_3PSS31qPtubi5vS",9
"R_UaUY9lZKcNSKZQ5",5
"R_11hbSNyHG5Nstjc",2
"R_3M3XKnRcr8TBEK8",9
"R_302A6ITMzKrrPlO",8
"R_2fjuE78pozVxyQc",4
"R_27g9wfFPO59E5pP",3
"R_331mM0eLa7wLht3",4
"R_yl5bklPlbBMiUed",3
"R_2doPwio7kYMOgTb",4
"R_2q1Unv8Te0xmVrD",4
"R_3saC2r4tntLzp0p",3
"R_3I6jlFsQOsS1TYo",5
"R_DAXs6ajtq9XzZgl",6
"R_1IEFnBMiBgdZ4u5",4
"R_Rxy38Djq0CTG1cl",9
"R_25SBUF4eRdt1fPw",5
"R_vCypTA12MrOYQI9",9
"R_3eyQv9xwKRHUhLZ",4
"R_XMbz6EmKiSXGSml",5
"R_3PG0MAGUCjYAjHZ",2
"R_3TVqwATxbNnvgzf",2
"R_31tQMVOb3TTIewh",6
"R_1mgGmWZezTAmEoB",5
"R_2bTTv367nao2uKX",4
"R_eM3IMrBFpj5cCPv",4
"R_28TZXTZk8VKxxgr",2
"R_2ANEDfd8fXj8kIF",5
"R_2y7Rw2U7UZxfNUw",9
"R_217H2jM0FMyS9RO",5
"R_1FgZX5K6prW5WzG",5
"R_qIpXLs2izN5Hri1",2
"R_2OGX3dWDugNl4RH",6
"R_1qfdvqRd6XpK1bb",6
"R_Rw6ppf9jlWe0E1z",4
"R_2DRHveUBmvb6hrA",3
"R_1f9E3kRIF4CHoUA",3
"R_1HpjLyGwj0psCX6",3
"R_3PAaT412fAskTDC",9
"R_12DC7OTEwJAxoPT",8
"R_2f8lUb4G9ArN6gl",6
"R_3CTq857ukp7nR2S",1
"R_33e5rhgyReA9uvw",4
"R_2YRhC8I9wNTJw18",4
"R_8zRFkPRo7tY1OIp",3
"R_12MxyyxoY8F2HNR",9
"R_2QumUnL3Fv3sXPZ",5
"R_3M4ln9YIgsnMY00",6
"R_1pZ4sAPiJ3UtL4Q",4
"R_2zZwI5v2HXuT0Xq",4
"R_2zIVRCk39TAgWkh",9
"R_3kpHnW3QLMrq42r",3
"R_r6zscgN9PfNa3hn",4
"R_2rVfYQGrJsZJZeu",2
"R_1jOFb8GIHK8evNM",6
"R_3JmUlWZ0uz7eXxc",5
"R_1CrMob7Hzic1Ob4",3
"R_1C86PAcchaKMoGh",3
"R_VKfrxwcaVG9HBn3",3
"R_2DThFqu1PKxEd1X",3
"R_116cXUpnLGJg0R8",2
"R_2PvytAxTxrTXzTv",9
"R_2QKa0m7j7t6spYi",5
"R_ByzSVaWnDGFo2at",5
"R_1hSvSyFny1TXjkL",8
"R_cYAzHW8e4L5U4HT",9
"R_2q3FFqUzttqAUVP",5
"R_2VqpVwZUOgKtcuG",5
"R_3lxWPvnMH9gKRS6",2
"R_3oKPQ2N1dUPKP4c",7
"R_2sQDvCKgieLwuNV",4
"R_1Cmezv5OtZcfXgE",2
"R_T5hFGid6tiyhmLf",6
"R_d1gHUbmXwLgvbax",8
"R_2A121nfkYpoUZBF",6
"R_2rp6oQEnujMfQWP",6
"R_DMZNaQlsbTXYHct",3
"R_2atxMku7Nl5UmYz",3
"R_278r5mu1UyLu2tH",4
"R_24ItjbhlRd52ro6",4
"R_pgtE9IKQJRLyeaZ",6
"R_2Sqr5PVDYW8trWg",4
"R_vOHVr2DleaMksfL",5
"R_3hbBHJaKV4hrpyY",2
"R_aVnN1RnB2rAfSh3",5
"R_vjEABfCxInq38JP",3
"R_1QLwmR0hvfO4hHF",6
"R_bNQK4qDPQ9P88AV",2
"R_1nPCr3JOPKeAK49",3
"R_3lFCgamnSfASHnE",4
"R_pSf9Jk8eeh7CbiV",9
"R_1lgWwuAMZ2nKOYo",6
"R_1Qove0a9BNO7ddH",4
"R_215PZoygSFzPoDq",7
"R_8psNeiCEBXLDw9r",3
"R_3OjEk0fFj4SP0cG",6
"R_294vmSi6lYw6JHt",2
"R_vVPxSDwUoW2YNYl",3
"R_3lJpGNZm3RRs9CS",2
"R_2aFQlPSPmISwqXN",6
"R_O1M7rWhTGPhTwJ3",5
"R_2fHjUuuqWeXg3nB",9
"R_3EndIDvMamWaGAh",6
"R_2EAI80OFwydwSWh",2
"R_2XiLqV26avKCedd",4
"R_2B2vfGvxihOtpvw",3
"R_2UaMxSPGuQTtsqc",2
"R_1rCSxM5kgSLaeJ7",3
"R_28Cl8ZSQva4UpPd",3
"R_SGZvdTDNpkjaVXj",4
"R_125dGvPNJKdW9uW",9
"R_1GPILrRbcBneVXN",3
"R_1H69VWmiYtAaGRD",4
"R_3p9JlHZtMpMTT9y",5
"R_vogJOj0Ca2S4l6p",3
"R_Rynn6uyarpZTr0Z",3
"R_3LZtC0wqVHwn5mq",4
"R_PzZxmJNiWejU78B",4
"R_AhY300nPFwNFNS1",4
"R_248zYgCSwAdmNxn",3
"R_AAwGEIZdGHnztAZ",3
"R_3O9p0B9WgDAQrSo",2
"R_3HvNhtqnicAomlI",3
"R_10CsFMwSlbL7Uig",9
"R_9ZyDSIianUB2Yil",2
"R_2fBbaViRcY442SZ",3
"R_25FRt4CQgdSC1Xn",4
"R_3nd5JMNtIFjxnUl",3
"R_2z7LXtLDS1Uz4Qt",4
"R_3KJZqWJ4bdgLiEr",3
"R_3HqsqE8e0R7LwhU",4
"R_1IH7BlkJ4O2fDXu",3
"R_3njBvXRk420vJic",5
"R_5Bwk26sfrBB3oK5",4
"R_V27L1uC6Xu7Vudr",4
"R_26a01WkYSMSoa1A",2
"R_XNaj7vNcIWRGiGJ",6
"R_20YafcfiVaF6hE4",5
"R_3oNIXQH9tcOZN0Z",4
"R_3RxfnMEJYWLNawz",2
"R_2R9A7zjcoKJvdjv",3
"R_2s1QZrMTwC4cPx7",7
"R_3emJpsTRXq1Xw7U",6
"R_3HGnaa3YypiLgJp",3
"R_27q8HqivCsUcLfw",3
"R_1pWIuCrmaBd6P6R",5
"R_vAdeNHvPCE7qbHH",9
"R_TdZ1hZg3RY6RhFT",2
"R_22Ao1lWYBsh6Cny",7
"R_2aQsfqHvUOSTLGk",4
"R_3G7VUFrynFBIzlC",1
"R_3s1f22lSmZF99u2",6
"R_3m4XYOOzC4z8Qgn",3
"R_1IWW2wkwSlD9m9c",4
"R_2e9X6PqZIN7dlFx",3
"R_43fBY33K3zP7yz7",3
"R_afr0EOM3s1GjXt7",4
"R_3mleXZQRweNStad",2
"R_2PvzyMYeuzQ183u",2
"R_3e2Lnx0PH7yQOtd",2
"R_1Ka3vbLY5na4NBg",4
"R_3HjfJhGrpV6hMXg",3
"R_UEbvGJKACkdpicF",3
"R_2RaH1kKl5GGWOeu",2
"R_1CeUDmP2gnRMekT",4
"R_1QhDsH70NTCPRJH",7
"R_1CfqAGSoaDglv5p",3
"R_1LBDfjZRy93Mphk",2
"R_2xyCW1EwuaoROqb",8
"R_2wghC4pZ35xoZ7c",7
"R_3svT0CIXZ5N6iWk",6
"R_tXkOFHMU5XQm7wl",6
"R_2YidlKvwU8InBd1",2
"R_pzo5JewExnTNks1",2
"R_31RSx5mAEVzUhQj",5
"R_25uobQH2W3PhG74",2
"R_1ePGUNB7gj5MbQM",3
"R_2y2YZHz29MR2UtY",9
"R_9oGcelLoE2UMcil",5
"R_3CKqrYvHF5Vq8EQ",3
"R_ZgfK7qWaD3lJ8gp",3
"R_1etyOhA4HM3fLLk",7
"R_3nOXCZ4oMgEI0py",3
"R_3PLkdrLDx9SFfMm",6
"R_3hnL3v0LWVXzIsd",4
"R_2EuZ4ufvP0gt3qr",4
"R_20U2cV430Pkx3aJ",6
"R_24B5habEwTPWTJT",3
"R_3rJ8uE7cjjwx0Fq",6
"R_3gN0vXHZgIPChUN",3
"R_Y32LLuTEUOcsvSN",8
"R_24dAbndmps2XRYS",3
"R_1lzvjWe72kdRVDV",4
"R_8vIDDlOfMICKhxL",3
"R_3QMJmZu7P17ztVh",2
"R_1dhS3Qms1dNYt1N",4
"R_3MxnWfpxpFDddZF",6
"R_xfjpMSvvtqBhbgd",4
"R_1HkkcI5HvUGPHVy",4
"R_1esCZzQLe9YReYj",4
"R_32V1hUXCNo5Kisw",4
"R_6ioCczO0SC3M73r",6
"R_2R3bmRBbjXq1359",3
"R_2aKVyvb9jmAwtuO",2
"R_2bKuymMc4Xo6lQg",5
"R_3exV1FJNgM3WugV",4
"R_1PXaXlHYOl50pN7",3
"R_3h9GvtIG5y8Nja3",4
"R_RfRIBBLI5hS0d2N",3
"R_vZuqFngSyGyzHuF",5
"R_QfTmyqhJbCFowr7",5
"R_1QEhmd8e60sgXKZ",4
"R_2atp5uGrnv9S06E",3
"R_3Eu74H0jYNvXew9",2
"R_cZaNwjImePXDXMZ",8
"R_D15AQfrO2NcHzRT",6
"R_3NynPYxxtTz1Qrv",6
"R_3ELRMjdlbWAfXV7",4
"R_3j879MDlus0fgwT",3
"R_2rkcpkv7qtYnidv",3
"R_1qZZ8k1S6y70Xrh",7
"R_usm9RVoKg5TCWwp",6
"R_bq1YTl8mLdTShlD",5
"R_2uX70HTGr18fXAZ",3
"R_22PMoJjHwh4ha73",9
"R_Uhytq4cDGmRtORr",1
"R_302boHLfChT5uCV",3
"R_273f7156VHlCJ7j",6
"R_25MAEMIPjz3wloZ",2
"R_2fCYlzvu2M9PshV",8
"R_3k5s2RVnQR0iKws",5
"R_1K7mWDIVR8IdInD",4
"R_1pmUPRsWl8ZWhY1",3
"R_301R6f2M5tUnytn",5
"R_1CpTaSG9hlQxijT",2
"R_1PRYdbU2Nyrfucz",9
"R_2CZZ6d6IgufFt24",4
"R_2VpAU0eIERXnjpp",5
"R_3J7RFPDuu5RJUo1",6
"R_XAgp9d5U2ykHpo5",6
"R_br8z3DmXPDmEUFj",3
"R_2a9OaTnQZosAbc1",2
"R_3me3lia9SyTZoe1",3
"R_3GoVlIr5fqzHBW1",4
"R_UnZBGmZRUaTEP8R",7
"R_qUfVsfpSGmu0EJX",5
"R_1Ok7RKY763eVDoa",9
"R_1dlX7bJqWSf8bLM",3
"R_2CjOB0heoYXz34a",2
"R_2QufANxNQPC9s96",4
"R_114szurlaF3QmV4",4
"R_3hzOU18POk5o962",5
"R_2TGaL06O3sebaJD",4
"R_3ebp7thagOG312A",4
"R_1hGZzUNfujs4rfi",6
"R_3CWvGnIuOLTv6Yb",5
"R_2eX4tR49A5HbODf",3
"R_rkmtIe0cglNZSsV",7
"R_2q26ZqfccphQl3Y",9
"R_BWnB2z8rKVCsrn3",3
"R_3dVRBauvt44ieuK",7
"R_1KseRJezwnfG0SR",4
"R_1hDOrC11u1volLe",6
"R_1q1JwgeGAQwKoMT",2
"R_9sflb9j53W3wUCt",3
"R_1ewnYZUd4bqqSlD",6
"R_eRrUJzlOa50ybe1",4
"R_3CUHlYCvtmhzFhq",4
"R_OqIcjKEStv07pjX",3
"R_2CTz7AUrApRbPiG",2
"R_1Hbir9a8ViUUU3n",3
"R_2TLxLoICC62TXQE",3
"R_1mltedVPOMAs7XT",6
"R_Zz6XQ06V3Q7Teff",1
"R_1qfTXbIxuZbhbGl",5
"R_2E12Sd83rVL2ihI",3
"R_2ZPJz75qr2pXhvo",3
"R_2rYKGJn8WJjAroR",6
"R_1kLfGCnlcDf4wM2",6
"R_1HcnZY4Mc8c6ewy",2
"R_3EmzEE5ZvaLFLGi",2
"R_x5fdQskWmlDtDm9",3
"R_2tssaGJR478OhnQ",4
"R_1qaFkybObONjHhP",3
"R_3hnnVwqYYu5TFD7",4
"R_2BxFrMora8TZtxs",2
"R_2uvwnAe3ynuOjWc",9
"R_12J8ivAGmSSFA2x",2
"R_1pX6OjkP19641o7",6
"R_a3FYWXweyBa7uaR",2
"R_2cc0YhnBobtMvjZ",4
"R_3n78cxxnTMzWqiS",3
"R_2QDGQfYj9l7sEqL",5
"R_11crLWaVWM29c5G",5
"R_2vhRUVD4MwjpU5Z",9
"R_2qwIefEnhGfEqLQ",5
"R_3R7tPWaKHGOlZID",6
"R_Xj4z7hXQ09Q15pD",2
"R_u1E31H1GJXknOtH",3
"R_pbJ5490oGBHhogp",6
"R_2UXErO7Cp7LURHe",5
"R_3KSJyIaVFEMIkez",5
"R_3CW0lLzedoResrJ",3
"R_Y9Vs5m84QDxeSQN",2
"R_3hxLo83RNMqAu77",9
"R_wY8EzPOporvl77H",5
"R_3Rr63Z7ErOnP7aB",9
"R_24PhKhmDkZnieBE",5
"R_3qE8mv3nZlDj4Fn",7
"R_1rJ3snCqIzH94mK",3
"R_1dsEGgBSaObDZuS",9
"R_6M2APfcNWADB9a9",4
"R_2ALU6RLtXOi0Nxj",2
"R_1f8ERG3t7Rk2zRK",9
"R_2zv9jbzoZcUoqIq",5
"R_1K6KLQrU0eQQHlx",4
"R_ezlgikpfeFXooWB",3
"R_8kW11lsd4whPYel",7
"R_307QLLBQBhYJTsa",5
"R_3Hn2lzMRmXfrYMF",3
"R_3qBVXAQ28glVZKr",4
"R_2YzdvGa5QuJTiml",4
"R_2e2SAo6Haf5sR6c",4
"R_1q3uuQgLT3T67Uo",6
"R_9LkcNTycXIAHmoh",6
"R_1IGbm1PXvcsUXqK",9
"R_3QYTcOaGCeHjIhS",5
"R_PA1VgtYjMPYZ6yl",8
"R_u3OH4SgDV1k90s1",8
"R_1oAY7IvPaTkHM6s",9
"R_7QEdOcALRn6RqXn",4
"R_2OMHcjC6phRlKns",4
"R_2u7FDR1fPhXkqUV",5
"R_33vZp048F45keGg",3
"R_DdF331kY81JjuEx",3
"R_0iFWd6VBecBbGKt",4
"R_2PjaVyQ1OTJf2Pi",3
"R_1hG5fTiC3HaGJ9x",3
"R_7U3hhRc0W1cG8uJ",3
"R_2QPpXwwU0zWJf41",4
"R_1Lch9AvqX8WIE2Q",2
"R_3nIss6HlbDKBSJ6",4
"R_3npFrrz7PZ9zrLf",4
"R_10BGKnvdPJfYEzX",5
"R_3OqR3auIqzdK4Sn",6
"R_2P4KRtl0R6tfgT7",4
"R_T1TXIOFd6hzKg25",4
"R_1I4y9xut7pdczZY",4
"R_2ce0F6oafvGgXsM",3
"R_z1h3c4012YVzkl3",9
"R_DSQEZo45j4ak921",7
"R_1kFI4wIvLHnz4By",6
"R_300Eg8FVs0CldrM",9
"R_2RUiQug31Td4gUF",4
"R_SJl1zuau0S6brb3",3
"R_3DdUIInR48nqkGD",4
"R_eKaKVGrgscwiWqZ",7
"R_1o0AKR7u3hvs32o",6
"R_rp6sf6gYeePUZOx",7
"R_3qe2YsoUsRyFkuF",4
"R_3jedaxzwpdVDXv2",3
"R_2U4bYSVkm4lqB7e",3
"R_s6jiiJjKuIubazT",4
"R_tSTtZachkISUjLj",3
"R_30pXgL9gS0dR6wX",3
"R_3CHOc3ZeTfqeMjf",2
"R_3kH5pZwjMQNcNF6",2
"R_2y1wqK4lrwHtcxG",2
"R_eeQ6EgKbousXvy1",2
"R_2thB8hkvW8wOKTM",8
"R_2V1rtwwjdy7u55D",7
"R_Aodn5lNcj2kPqjT",6
"R_WDOi0pLbR6AyV9v",2
"R_VJw2iPBrnjqicCd",2
"R_2SqR45HVBKESLrW",2
"R_72RBNx5G9P9Aq6R",4
"R_yjsuQtXe9L8RiZr",2
"R_24JhgskWFHHjKMN",5
"R_cuqKWnFxDr9U9ax",4
"R_2fm4kRcgopnZxzb",3
"R_3wUtUgkKu6LN6cV",6
"R_10OgPJnONLrRO3j",2
"R_3kOkxZy0IhjHI6p",3
"R_1f7duOtzVxZDYr9",2
"R_6A5kqQEL2nJtVHb",3
"R_5BahpoAGnf74IDf",2
"R_1Q6Pb8N89XALb5c",8
"R_ufbeQnftBpah32x",9
"R_XtcgOmeVFZ6hZa9",6
"R_25QloA4caXdSx1A",6
"R_1o0ZuFYR1tGZ1VO",3
"R_3pW2T6pLcIsOp3j",6
"R_3QYRov6UC0JW6wg",4
"R_2uHG7iGyMbm4ScH",5
"R_1KxvIXamb2naVIQ",2
"R_21czpPzL4ZgiYM4",3
"R_11bay5tuZWFqTVE",3
"R_6ziMw6Npy2JDjA5",7
"R_0Na352wtkrF8TFD",5
"R_ZgD5zkmyKcYYS6R",5
"R_1OuZhZ5GRc7bk9a",3
"R_79XZubeoqMPOPeh",3
"R_3O8OVKVvWcADcg2",9
"R_2Brsgt1jl6DkFCj",3
"R_qLBYa64o89zUlA5",3
"R_32QtxQhc8SJnky0",4
"R_2rkmDgUqSqL07I1",6
"R_bOSU7kyMZW0ZIn7",9
"R_3pnmE6fWCEUh36S",5
"R_1OMPne7uZFPue5m",4
"R_3NWHwCO8WSQbQTH",4
"R_3QPFkP5f65McbGN",4
"R_DbONcDqJVD05LEZ",6
"R_WqysCQKT8BylRSx",5
"R_3k7IGRY0JiNNfbA",4
"R_2coQB5cHa9HG27A",8
"R_2DYTLbS9e4cS9Mk",2
"R_1QmB2QudKW0YnHt",6
"R_3JKjr5yOAN1d3kt",3
"R_wNqditYNB8IpopX",5
