"cps19_ResponseId","cps19_education","cps19_bornin_canada","education"
"R_3JmytEsGzZFcxOl",4,1,"No degree/ diploma"
"R_3h9MJ15sUCPeA2a",5,1,"High school"
"R_3L1iRvJrLKfSSI7",4,1,"No degree/ diploma"
"R_2ZCWdrGiM6vp5Oa",7,2,"College/Trades"
"R_xcl5j00oCqAh2i5",9,2,"Bachelors"
"R_2v0TS6VM7XdoTpU",9,1,"Bachelors"
"R_2wAnkGbbL1KdnRP",5,1,"High school"
"R_difHdAJw5DU4Nk5",9,1,"Bachelors"
"R_3noqf1Qfoo6kVTj",7,2,"College/Trades"
"R_pcoisWpTNXsZLH3",5,1,"High school"
"R_3HNqjPpFZ6PprfZ",6,1,"College/Trades"
"R_7PWHEuZeLc5KcNP",8,1,"Bachelors"
"R_3fxHYHJFLiZVEtd",5,1,"High school"
"R_2ykCN4ROh6CBexU",10,1,"Postgrad"
"R_1C1tO0sg01JizWs",9,1,"Bachelors"
"R_A6GsuseGk7K8E49",10,1,"Postgrad"
"R_2xzqpRtwx8o3NnE",7,1,"College/Trades"
"R_3G3e5YL016opqmh",9,1,"Bachelors"
"R_3G3QYg68WYg0GaY",9,1,"Bachelors"
"R_UcNtXoDHSbz2bHb",2,2,"No degree/ diploma"
"R_0ppJCCx3W5c9l4Z",9,1,"Bachelors"
"R_1l4qtcApG0ziPHe",4,1,"No degree/ diploma"
"R_DAf3VDm9J0OaqL7",9,1,"Bachelors"
"R_3lXEh4HbLn6ZdPI",8,2,"Bachelors"
"R_bxbgdtxCENKB42Z",9,1,"Bachelors"
"R_2nMdfeFJ2Nr7CLf",4,1,"No degree/ diploma"
"R_2rwibXSubYzRFpE",7,1,"College/Trades"
"R_2CN6qSHBp4r0ySD",9,1,"Bachelors"
"R_1dsNEgdtaOGF1bT",4,1,"No degree/ diploma"
"R_2tszefadnStWBCF",9,1,"Bachelors"
"R_33scG669hCajHlP",7,1,"College/Trades"
"R_4ZvZyA4obOtHGA9",9,1,"Bachelors"
"R_3kpIeogIdwM6gNp",8,1,"Bachelors"
"R_31HkCbApf4VmUe0",8,2,"Bachelors"
"R_2cpC5r0UgqJgT9B",9,1,"Bachelors"
"R_3KITmbtNf9cJMDW",6,1,"College/Trades"
"R_3eymSOuaDOQf7tf",9,1,"Bachelors"
"R_3xjbXxN3scUGegp",5,1,"High school"
"R_a59WstQ8bJg7Coh",8,1,"Bachelors"
"R_3GvsSZqQfFt0pKC",6,1,"College/Trades"
"R_2s4MGg0s7GrfRuB",6,1,"College/Trades"
"R_32YdHCJ0J2L0duW",9,1,"Bachelors"
"R_3mmirXQh0n8ojIR",10,1,"Postgrad"
"R_cTisYKAej8axgnT",5,1,"High school"
"R_1f1nVvGD05dJllW",5,1,"High school"
"R_2QgRoUhomqCMbI1",8,1,"Bachelors"
"R_24vHqfTAnI7YeUH",7,1,"College/Trades"
"R_1o1lgT8s3bGgEvx",5,1,"High school"
"R_3mkPkLJdBJPVR8Z",5,1,"High school"
"R_ZK4vCUehKsIdY6B",7,1,"College/Trades"
"R_2CqDDraztZd0wmV",4,1,"No degree/ diploma"
"R_30dddSjby6Lvrr9",10,1,"Postgrad"
"R_2TAiEYNvWgVR3ww",10,1,"Postgrad"
"R_2bJznJKAkEOkFl5",10,1,"Postgrad"
"R_1FgMSpeS2JGqMNa",7,1,"College/Trades"
"R_3jeyLagqz55IgZF",7,1,"College/Trades"
"R_CddtbV48QoWtDW1",10,1,"Postgrad"
"R_2cqO6NKx3HLIR6I",9,1,"Bachelors"
"R_2zdo9z14nCwDwSB",9,1,"Bachelors"
"R_Dl7A59cMCsGcVdn",11,1,"Postgrad"
"R_24A6QXxRRIL4EBl",8,1,"Bachelors"
"R_3oRgmyMJ0PnICuP",7,1,"College/Trades"
"R_2rZpB6pXpxDckVT",9,1,"Bachelors"
"R_3qyTajyGk5aC4O1",10,1,"Postgrad"
"R_1EbU7CMJgSqlpxc",4,1,"No degree/ diploma"
"R_2rpTwZpTKbdNvFv",5,1,"High school"
"R_Ad3Ff2RzhVhIcAF",10,1,"Postgrad"
"R_2wuFgVFnl3fP5V8",8,1,"Bachelors"
"R_1YYOF7QX3xs6UfL",6,1,"College/Trades"
"R_2YAokucdRmXEnJp",7,1,"College/Trades"
"R_rduCDBbMpMQ4iIh",9,2,"Bachelors"
"R_D138IWk2NHs8L17",6,1,"College/Trades"
"R_2y2EBZ3ZUy9DXUz",6,1,"College/Trades"
"R_3MFsutNiNCRbuBU",4,1,"No degree/ diploma"
"R_3p57QDsox8DMFGm",8,1,"Bachelors"
"R_3kgPMy1JOg4Tj53",4,1,"No degree/ diploma"
"R_2Ug6IQgpikAEtXX",8,1,"Bachelors"
"R_2zGB9RQVWgRNoae",7,2,"College/Trades"
"R_Dq9fkY3j1B4Nxct",7,1,"College/Trades"
"R_1154MU746Kzzgau",10,2,"Postgrad"
"R_RVvblHFHWfrcWt3",7,1,"College/Trades"
"R_2WDdxd2FX4soWMV",5,2,"High school"
"R_3NwDYAsH057apVK",6,1,"College/Trades"
"R_3h0IxubuCqAVTX6",6,1,"College/Trades"
"R_yTHp2tGMVQKCriF",7,1,"College/Trades"
"R_2wRZkQ6dCR876jL",9,2,"Bachelors"
"R_1plglXQPnYOc1TL",7,1,"College/Trades"
"R_1rvMSXQGykD2CMa",7,1,"College/Trades"
"R_2B4jv64S6yZBX4w",6,2,"College/Trades"
"R_2wF5A4InbdReE0M",5,1,"High school"
"R_dp44DUcsI4RHWsV",5,1,"High school"
"R_20T0NRf15FW2pXn",9,2,"Bachelors"
"R_2Pb8aTxjvPtmIVs",9,1,"Bachelors"
"R_33dV2gE5D2cMLEn",7,2,"College/Trades"
"R_3J2jLyKSSshZA37",5,2,"High school"
"R_2TGmUvndCh7s8yV",5,1,"High school"
"R_eyzRM68VmqKn7KV",5,1,"High school"
"R_2am02GsVcXHUN14",8,1,"Bachelors"
"R_3nHhPfUPfY0E9lq",7,1,"College/Trades"
"R_qxWI7VVWB2LWkc9",9,1,"Bachelors"
"R_1FFVWGkdrF21wnL",7,1,"College/Trades"
"R_1M4ZMNorW3Mdw96",8,1,"Bachelors"
"R_3ozFUyGDjbSR3FN",10,1,"Postgrad"
"R_1Dr8TgWaLbtvvGt",7,1,"College/Trades"
"R_QoaBMCs8EpGXsyd",9,1,"Bachelors"
"R_OlMBPjvhy8PLspH",8,1,"Bachelors"
"R_3245417f6FttTjq",6,1,"College/Trades"
"R_cBHC0Pv36Ss7R3b",6,1,"College/Trades"
"R_2V86quJ9ofDazHC",5,1,"High school"
"R_3fwXizzuvh5KGf1",9,2,"Bachelors"
"R_URRhH8txTf1URIR",9,1,"Bachelors"
"R_3mfALMZDXVAHyk0",4,1,"No degree/ diploma"
"R_2pM5cgh6yueP8Yj",5,2,"High school"
"R_zeS3KyzfmHEery9",5,1,"High school"
"R_10Glmm8Xd7fwRud",9,1,"Bachelors"
"R_2zOWKvB42qhE7ci",6,1,"College/Trades"
"R_YYXi8OrMoJ4RwNb",9,1,"Bachelors"
"R_URR5WPs4qQ2onzH",6,1,"College/Trades"
"R_31jcpLqZ2mlHm4a",10,2,"Postgrad"
"R_3ekK7OkLt3XXGnU",9,1,"Bachelors"
"R_3JEkIQj3YzjfPuB",9,1,"Bachelors"
"R_215KbUoqBsaEVd4",7,1,"College/Trades"
"R_2CNVcJBKk4hrDlf",4,1,"No degree/ diploma"
"R_RUKuePNPHxAn3nr",9,2,"Bachelors"
"R_1P2jFLlJCj9TzcG",5,2,"High school"
"R_1f7zIGGoLze0xlP",7,1,"College/Trades"
"R_333JesvxlBSBxmf",9,1,"Bachelors"
"R_3qL3f9jnkFhAbpg",6,1,"College/Trades"
"R_dj3sKjo9aK11QKB",8,1,"Bachelors"
"R_2VlqhxFsotvjsxx",9,2,"Bachelors"
"R_2PpMvuVfP4tMlMq",6,1,"College/Trades"
"R_3GelHCTgoIJTmsQ",5,1,"High school"
"R_pt6bHDQMVZCHTk5",9,1,"Bachelors"
"R_50SmC9rHJ2c08oN",9,2,"Bachelors"
"R_238Cl6SWFpqOUlh",9,2,"Bachelors"
"R_2aK4R1c4Sqx5l3q",10,2,"Postgrad"
"R_UEEOdAFUfZCzgE9",6,1,"College/Trades"
"R_2uDKIx3SWvF4LEK",6,1,"College/Trades"
"R_2QG695SfLRgA0bd",4,1,"No degree/ diploma"
"R_1IcIfrx7pWlIOqe",5,1,"High school"
"R_3EzGq07J586wHzy",7,1,"College/Trades"
"R_BPy13mpx2Vl3dFD",8,1,"Bachelors"
"R_2wgBT0IVJHBEmtD",5,1,"High school"
"R_1dylZG1kPyTlZtm",5,1,"High school"
"R_3PUgQoCTB1On2Rv",7,1,"College/Trades"
"R_2ax01DKj2rmFHA2",5,2,"High school"
"R_32L5U8FvLYT4IAh",5,1,"High school"
"R_293T5hWXYKnqJYv",7,2,"College/Trades"
"R_2ygwHffJUn30RjG",9,2,"Bachelors"
"R_2SeEPECwLbYGhkO",5,1,"High school"
"R_SHMIREZLJQHzVjb",7,1,"College/Trades"
"R_1CfFevqjqqDsedd",5,2,"High school"
"R_0Ms2142eCnsVq9P",9,1,"Bachelors"
"R_2fU2oS0SvcGbHln",9,2,"Bachelors"
"R_3EswBGE0TQYOZ0K",8,1,"Bachelors"
"R_3qsVb9GKHz4q55B",5,2,"High school"
"R_3pswtrHiNaMiEid",6,2,"College/Trades"
"R_2YhRKMU1Tb1ih1Y",5,1,"High school"
"R_RQuYnGhKHUZxiLL",8,1,"Bachelors"
"R_1jvxQxAMNSDcDoy",7,1,"College/Trades"
"R_02PGKxVSjw0jmoh",7,2,"College/Trades"
"R_VXBOTIHClTxw6fT",5,1,"High school"
"R_1ODcc3MNqP70HmL",11,1,"Postgrad"
"R_1QapR3H9PHR4omo",10,2,"Postgrad"
"R_12Eylz3uSnePJsK",5,1,"High school"
"R_2fwVUDhoszOyFoI",9,2,"Bachelors"
"R_1OYOfrSRSMQsJ36",8,1,"Bachelors"
"R_3jVZ6mk75Kr1LEz",4,1,"No degree/ diploma"
"R_pDTPwt6Duz704Cd",9,1,"Bachelors"
"R_266CYaqK4aU2WpX",7,1,"College/Trades"
"R_28CyqY63iPvJNWu",10,1,"Postgrad"
"R_AGWn2MjxGJLJmtr",7,1,"College/Trades"
"R_1BQPogbOiPZiFPz",5,1,"High school"
"R_3rcUL6E8aSuWfq9",7,1,"College/Trades"
"R_1qgIZI5Dk21ZfOs",9,1,"Bachelors"
"R_1T6LjvCXxO4TN6x",10,1,"Postgrad"
"R_2dN5vXwnZU46wHX",11,1,"Postgrad"
"R_vq9o4ElX7RTymNH",5,1,"High school"
"R_3Ny24BNNibN1NhF",8,1,"Bachelors"
"R_vrBdGuMNIoeKkh3",5,1,"High school"
"R_3gMYiwJUX5WgFlj",8,1,"Bachelors"
"R_1It9aMw383piNlZ",7,2,"College/Trades"
"R_2Yal0BRE868Kya3",7,1,"College/Trades"
"R_2bORvHEUhCBFiRl",10,2,"Postgrad"
"R_1JOYlGFvPuWhFwX",8,1,"Bachelors"
"R_DGjPmSpvfp1nz5D",7,1,"College/Trades"
"R_2CULSNxF3Wk10Cl",5,1,"High school"
"R_2ymbo1BcjfpKXRX",5,1,"High school"
"R_2QfepAr5qoRHsjk",6,2,"College/Trades"
"R_PLLXSGtRwAtK97H",4,1,"No degree/ diploma"
"R_1ovD5CkLFbxIdrD",7,1,"College/Trades"
"R_272IzE8JrDgg6Gj",9,2,"Bachelors"
"R_27BbTJH0j8g5pfS",10,1,"Postgrad"
"R_3g56ICqSPJp7feD",8,2,"Bachelors"
"R_2PCgSktgVhnEo42",5,1,"High school"
"R_2CvaKvRqB4dZbBy",6,2,"College/Trades"
"R_2fIMkRRMudPg91Y",9,1,"Bachelors"
"R_2ZBsma3cTfktXg1",9,1,"Bachelors"
"R_2WImlCeaySKSxyQ",10,2,"Postgrad"
"R_3g1R5N1pm02Cdgi",11,1,"Postgrad"
"R_3frPkn9yysfKWzj",8,1,"Bachelors"
"R_2DSw2AmpcuU2oDk",4,1,"No degree/ diploma"
"R_2qDcvXHzEYxhqkZ",5,1,"High school"
"R_sALFvxry243cfhT",4,1,"No degree/ diploma"
"R_21zTdKteDHPmu6w",8,1,"Bachelors"
"R_3LZ7SduXrNew1h4",9,2,"Bachelors"
"R_DwvKFedcNHg191D",7,1,"College/Trades"
"R_1CwFoKNJpXpZCT3",8,1,"Bachelors"
"R_3dQCSpHjKUj6BSb",7,1,"College/Trades"
"R_ClZrbzsTIU1rii5",11,1,"Postgrad"
"R_1roTlTnAb0ssmcl",5,1,"High school"
"R_2c2i1iDgr5GpBol",7,1,"College/Trades"
"R_TvKiGMRm6beZPLr",7,1,"College/Trades"
"R_2QEZjkenFFKefpU",10,2,"Postgrad"
"R_3I0opgszedyvlM5",7,1,"College/Trades"
"R_2at3kbFgE1FW0SE",9,2,"Bachelors"
"R_1pY8nUpzaT4vFCV",4,1,"No degree/ diploma"
"R_32K16j4SSJzPeAG",5,1,"High school"
"R_3hgQqVWHVyKSP4S",10,2,"Postgrad"
"R_3JIrHgok4vCf9hm",9,1,"Bachelors"
"R_2rIMpSZjsLhkF0E",10,1,"Postgrad"
"R_OwerXqgsS23Wydj",11,1,"Postgrad"
"R_2s4hSEOLNAyPPOQ",7,1,"College/Trades"
"R_3kOIuyUxf4BzxRf",9,1,"Bachelors"
"R_838QgcbUnOXNf21",7,1,"College/Trades"
"R_XUhga5d8frZAVLb",7,2,"College/Trades"
"R_3KrX3qRvHBp9k27",10,2,"Postgrad"
"R_1QF3WQI2pntSO3k",9,1,"Bachelors"
"R_pn5zQOXJIl3WDHr",5,1,"High school"
"R_3kdZXQSRrlhYSuO",11,1,"Postgrad"
"R_3lMR3hFUTurh3K8",11,1,"Postgrad"
"R_pmGBlw3OfvIzzdD",9,1,"Bachelors"
"R_1LTLMlvJDzSZQl9",5,1,"High school"
"R_2wukOz5qBkHy4Fa",6,2,"College/Trades"
"R_3CNrPPeUMwOgMB2",7,1,"College/Trades"
"R_3pqWd5sTbZhuflR",10,1,"Postgrad"
"R_1jZGNDzsWLWkDmi",10,1,"Postgrad"
"R_3fjjozVneJLdN0v",7,2,"College/Trades"
"R_xzlOfw6TQeNCTVn",8,1,"Bachelors"
"R_2q9sk3QQ4bYBAX4",10,1,"Postgrad"
"R_1gnMXA0DMRCt6qf",7,1,"College/Trades"
"R_1EhCCFjWMQLjkwl",6,2,"College/Trades"
"R_2EzZv1xO8JnDMhA",4,1,"No degree/ diploma"
"R_2BzbKvmyZfjhv6S",5,1,"High school"
"R_22KXCHT0qH8tZe6",4,2,"No degree/ diploma"
"R_2eVv3t2bl2Bak2J",7,1,"College/Trades"
"R_3elgkDKCH26LIfq",5,1,"High school"
"R_2Eh06Xqhx1yRMkI",4,1,"No degree/ diploma"
"R_3QRCsOzmP8RXkG7",9,1,"Bachelors"
"R_26gPWYl7RFXrgIW",6,1,"College/Trades"
"R_2EsOw2X5zIilOV6",5,1,"High school"
"R_blvURguDsEm9nuF",8,1,"Bachelors"
"R_25FNiySWAVZ8djG",4,1,"No degree/ diploma"
"R_3Pn0cBLd07ne0Eo",9,1,"Bachelors"
"R_2dWlop7qJQb6O4K",9,1,"Bachelors"
"R_1IQUHyuEVZXK4AY",7,1,"College/Trades"
"R_3QL6qpIhVrRNEui",5,1,"High school"
"R_32PHwKjUM0dcFwV",5,1,"High school"
"R_3KrbaDzMP41Zpiv",9,2,"Bachelors"
"R_1jv2JpKlsYNOrCM",10,1,"Postgrad"
"R_2ceyb1QunxVT8Gw",9,1,"Bachelors"
"R_eKdhZP8fEDCu0GB",8,2,"Bachelors"
"R_8IaRUkNPJlRONEd",10,1,"Postgrad"
"R_ZmM5QGdmeWlq2Yh",6,1,"College/Trades"
"R_1rjZxJtKhfsq6Qm",5,1,"High school"
"R_oZzfTvR9J9goKUV",9,1,"Bachelors"
"R_1DN12ynXR8sduPj",7,1,"College/Trades"
"R_XuZwxccV30OgCg9",4,1,"No degree/ diploma"
"R_3nGanMVxWGkHwmu",6,1,"College/Trades"
"R_r0XnvKUBxTeG5EJ",5,2,"High school"
"R_sj24oxPCFudP7vb",4,1,"No degree/ diploma"
"R_1Qm82q6rH77LhWI",6,1,"College/Trades"
"R_1lbBolTLQoYvLnk",9,1,"Bachelors"
"R_3MgnoLEwpntWWti",6,1,"College/Trades"
"R_1GDhubhqDgAz1O5",9,1,"Bachelors"
"R_2fHwPlvW2ORNX6x",7,1,"College/Trades"
"R_1gUYKllvfZtVkSH",7,1,"College/Trades"
"R_1nO3HpwMNwYhI46",9,1,"Bachelors"
"R_1jDJgBnwN7Fyu3s",9,1,"Bachelors"
"R_2E5B8CMfUDIxP42",7,2,"College/Trades"
"R_Rs5zZbxgy1p99rb",4,1,"No degree/ diploma"
"R_3svlbwlE6f2YyUS",4,1,"No degree/ diploma"
"R_3px5CB3rWCwsrn3",9,1,"Bachelors"
"R_1q53c3muDJ0rzSK",7,1,"College/Trades"
"R_1g86JPv34IEAuyq",7,2,"College/Trades"
"R_1hEGpO7tm83yAz4",6,1,"College/Trades"
"R_WpnZewc6Eu2jxW9",6,1,"College/Trades"
"R_3DqMaWckqj8WJZm",5,1,"High school"
"R_1rAodd74C8iLj1h",7,1,"College/Trades"
"R_sXcctatprAXtbfb",8,1,"Bachelors"
"R_3NPX3GZS3QBr9Od",5,1,"High school"
"R_3iIr6xAYta6uvwM",9,2,"Bachelors"
"R_00ptZDsGTp1En6x",9,2,"Bachelors"
"R_1f76y2tGl259cXE",9,1,"Bachelors"
"R_1FDsfJ3Nqi3prHf",3,1,"No degree/ diploma"
"R_3MbqFwj0DSAjMsE",6,1,"College/Trades"
"R_3soXGeZnphZNfXr",9,1,"Bachelors"
"R_WlcbsGE8W87EE0h",5,1,"High school"
"R_2xXmDhwAZvGybCg",7,1,"College/Trades"
"R_1IFVkMz7Ta7zt5Z",5,2,"High school"
"R_3pshoGNhxPyybMb",10,1,"Postgrad"
"R_0fHLyuLuPzFr74R",5,1,"High school"
"R_2viUgu7ngAftC7T",7,1,"College/Trades"
"R_3fJg2yQLE6Pj384",8,1,"Bachelors"
"R_qF37ivjkvmWmEwh",5,1,"High school"
"R_2eW69c2VtYACTA8",7,1,"College/Trades"
"R_2R3t1TWajamINN4",8,1,"Bachelors"
"R_3pn02Z8h6kXeERX",7,1,"College/Trades"
"R_31mbZjXPb9JXx9P",7,1,"College/Trades"
"R_3hryweJF91hObjv",9,1,"Bachelors"
"R_C2Y9d9m7FAulrmF",7,1,"College/Trades"
"R_1liVf8kQlhKFE7c",5,2,"High school"
"R_1obxv0L2e4VtUuw",7,1,"College/Trades"
"R_1LiCYu4nF7i8eLv",7,1,"College/Trades"
"R_VWOHj7pr1Wi8xah",5,1,"High school"
"R_BPb2o2u5KK9XPaN",11,1,"Postgrad"
"R_2eOMz5QFfLxTG9R",7,1,"College/Trades"
"R_1f2daaJ8xqfnZHc",6,1,"College/Trades"
"R_2c59MgmQDnFFltw",9,2,"Bachelors"
"R_12rvmIkPlIoQlCz",6,2,"College/Trades"
"R_3RyAylf2exr7eqc",10,1,"Postgrad"
"R_1KqBX58RIlNPXFS",8,1,"Bachelors"
"R_3qsXsGaPMpJQVFn",8,1,"Bachelors"
"R_22mnkhoH6YQJxhQ",6,1,"College/Trades"
"R_1P03wGBxgt24eKI",8,1,"Bachelors"
"R_2Tzvlpaj6c6rycy",5,1,"High school"
"R_3e3qsaW6TH6cgaq",5,1,"High school"
"R_3iqh1w8BacdCsm0",7,1,"College/Trades"
"R_XFiW5LXpHJaKX2F",7,1,"College/Trades"
"R_2yaqr1bAR3PnY1R",4,1,"No degree/ diploma"
"R_3RwrvpUPdL901YX",6,1,"College/Trades"
"R_aV37j2SLWl7t161",7,1,"College/Trades"
"R_xg3MSx0ZCuCmhln",6,1,"College/Trades"
"R_1g5bpnwS0yucWdq",6,2,"College/Trades"
"R_1OjKOFDmwKvsI71",5,1,"High school"
"R_3svporJKE4LExVV",7,2,"College/Trades"
"R_BXvgHDpRGN9tASR",8,1,"Bachelors"
"R_1rHSOeH6xwjsSJX",8,1,"Bachelors"
"R_3NONwSzmbWNT1Tp",9,1,"Bachelors"
"R_1Q57pMXgINmo0LQ",9,1,"Bachelors"
"R_1ePjAtPBr5J1iYo",8,1,"Bachelors"
"R_3ltzxBWNsAw2ksT",6,1,"College/Trades"
"R_1hFEs4YSExGzAXT",11,2,"Postgrad"
"R_3NDIWkPlcZ8Obg8",5,1,"High school"
"R_2D06WuAaQJ1P1h3",10,1,"Postgrad"
"R_1r6VWKlW8uOAjnO",11,2,"Postgrad"
"R_12Qm82dHgZXyvah",9,1,"Bachelors"
"R_qKGLpc57amaUOHf",7,1,"College/Trades"
"R_x3rlQQ1wm2fnFGp",9,1,"Bachelors"
"R_O0WO1s2RWeJ0ahb",5,1,"High school"
"R_1EWluu0WAvDBRQF",7,1,"College/Trades"
"R_2zqkgIhkSJIprvm",7,1,"College/Trades"
"R_2ttkhjb54aTMHif",9,2,"Bachelors"
"R_1fZb5ppf6DHQCXR",8,2,"Bachelors"
"R_24Poc8jWB3v6c5g",5,1,"High school"
"R_3hfQwCimRDWB1Ou",9,1,"Bachelors"
"R_2uJnrXA7h79huof",9,1,"Bachelors"
"R_2ToPK1UhZL48Ud6",4,1,"No degree/ diploma"
"R_2P81TlYMUH5sfvu",7,2,"College/Trades"
"R_aeKm79RLnk9mPJf",9,1,"Bachelors"
"R_10NsH2KsYxc4YED",11,1,"Postgrad"
"R_2Xp39liuceIzo6f",9,1,"Bachelors"
"R_eD5MXf7XkFrRvDb",5,1,"High school"
"R_5bRn4V9ZQZAQX3X",6,1,"College/Trades"
"R_XpT5jUwmLvCWqLD",7,1,"College/Trades"
"R_pp0jUAWUXOkOZlD",6,1,"College/Trades"
"R_eLgbpEok7FkO305",7,1,"College/Trades"
"R_29uhp0VqKB8IcKc",9,1,"Bachelors"
"R_3hmB3Zx3OVGYBAG",6,1,"College/Trades"
"R_1oHbIV3cfgRXnn0",11,1,"Postgrad"
"R_1lsoHbMkQbBFSQm",7,1,"College/Trades"
"R_2zRSmNQYd7K00QJ",9,2,"Bachelors"
"R_7V7624oywf6aCLT",6,1,"College/Trades"
"R_3h0jFFXyTGTR6rY",10,1,"Postgrad"
"R_Y3bo0ZlEUOqpyOB",8,1,"Bachelors"
"R_BArFkt0N1D8OjWV",7,1,"College/Trades"
"R_3RsbrLujTbSVydp",9,1,"Bachelors"
"R_25vgJkxAkHs8VzZ",4,1,"No degree/ diploma"
"R_3Mcb0JoIx5NQWGz",9,2,"Bachelors"
"R_sA2heLZXmclMHGV",10,1,"Postgrad"
"R_1N1QTKzs86iucXz",6,1,"College/Trades"
"R_23er8CZNwdzvKnv",5,1,"High school"
"R_3qPfxEKGTZSkBTC",8,1,"Bachelors"
"R_3G1b0RFwT6c3pwg",9,1,"Bachelors"
"R_yKDHGrc5jh6d54Z",8,1,"Bachelors"
"R_3POl0S75BAxZkTs",6,1,"College/Trades"
"R_VJWRf6H6gE4x68x",6,1,"College/Trades"
"R_1qe5GUB6LabLRil",9,1,"Bachelors"
"R_1eCwODGmxhDQtuz",9,1,"Bachelors"
"R_3Ia36GmccrpAqJ3",7,1,"College/Trades"
"R_1dojKXY0c7y8hmP",5,2,"High school"
"R_1BQ0wzxyuiV9UXG",7,2,"College/Trades"
"R_3fNU19uDGrAKCoR",7,1,"College/Trades"
"R_1Ldsoz0dIQ7ggGJ",9,1,"Bachelors"
"R_2wGJa2vTw6S5UWh",3,1,"No degree/ diploma"
"R_sdQenGnC0M30O1H",6,1,"College/Trades"
"R_3PcVlU4M3tIbELN",5,1,"High school"
"R_22zEDZOWrUpEedI",9,1,"Bachelors"
"R_2pYl2WrsK2dTXer",7,1,"College/Trades"
"R_1QmvnQERytSdhl9",8,1,"Bachelors"
"R_3POkZObAn9zzNec",7,1,"College/Trades"
"R_11aXDAM7jC49Aro",10,1,"Postgrad"
"R_1pE7StqOiQCG03i",7,2,"College/Trades"
"R_25WuGJ86zWHynet",10,2,"Postgrad"
"R_30iefO5RUa8Qvmd",6,1,"College/Trades"
"R_xo7iFSmtPApZhvP",5,1,"High school"
"R_27QmNBfVmBW6wYc",9,1,"Bachelors"
"R_2ZCWjrwHac79zEO",6,1,"College/Trades"
"R_ZxBSYOt8rScQ2tP",5,1,"High school"
"R_1q9SBBJJg0x5l7r",11,2,"Postgrad"
"R_3mF5v3aKi5bjoJz",9,1,"Bachelors"
"R_2ymu6sVnRkxSdRx",10,1,"Postgrad"
"R_1g0YS6MFoiiUDnT",7,2,"College/Trades"
"R_3feiqKkBUBx8PrV",11,2,"Postgrad"
"R_3oXurcQ3fBFpdJo",9,2,"Bachelors"
"R_1N2e8v9dK5rAhsG",7,1,"College/Trades"
"R_3g0ElNrbbur4886",7,1,"College/Trades"
"R_23KwrTSZOPbPs53",9,1,"Bachelors"
"R_2AKJLPxi8RDV8H0",4,1,"No degree/ diploma"
"R_1MQIjsqJmr1onej",9,1,"Bachelors"
"R_2DUO5HnD80vmUoO",5,1,"High school"
"R_2WGqT727xLBdKuw",5,1,"High school"
"R_2SxAv1hPtlRZ0Pa",8,1,"Bachelors"
"R_3G3M0urn16eySxK",4,1,"No degree/ diploma"
"R_33EBzYuTfjeRmrj",9,1,"Bachelors"
"R_Rqve5qagfIAYvu1",9,2,"Bachelors"
"R_08IgavFwxEoxkul",8,2,"Bachelors"
"R_24Ieq4rPf2pjlbE",7,1,"College/Trades"
"R_Cf2P0tgGfQANHUJ",7,1,"College/Trades"
"R_roiBVFZXO0tRfZT",5,1,"High school"
"R_1mq0vTqpf0CV5xY",4,1,"No degree/ diploma"
"R_242ZfUiZxexxy75",9,1,"Bachelors"
"R_2VfrQ51vcPbznNQ",9,1,"Bachelors"
"R_1Ck0IqPNGEbbjWb",9,1,"Bachelors"
"R_3PgE450zLceHWk5",5,1,"High school"
"R_2c786HzCpokyrIe",9,1,"Bachelors"
"R_xyDTIWJTtSfNebn",9,2,"Bachelors"
"R_2uwzNuV6EJRilyr",8,1,"Bachelors"
"R_udzN6AFcG3ca5bj",8,1,"Bachelors"
"R_553w6w7QsRzQJMt",5,1,"High school"
"R_3nDe0aM9J8RPUYS",4,1,"No degree/ diploma"
"R_25yjO87EYklQXMw",5,1,"High school"
"R_3QEGcq07watEfrt",9,1,"Bachelors"
"R_3dRkPNX5jtLKkKT",5,1,"High school"
"R_3lRlrXm8HPESMV5",9,2,"Bachelors"
"R_1q3V1GFD2Esy2tu",7,1,"College/Trades"
"R_3s7bdfbMUu2iHJv",10,1,"Postgrad"
"R_3hsAM6t9gCX3rBO",6,1,"College/Trades"
"R_2vhKSz2IzlGt03N",6,1,"College/Trades"
"R_3CKmwLOztN2QBT7",5,1,"High school"
"R_3KUCIo0lXck10Gr",3,1,"No degree/ diploma"
"R_3D2t880zNAnoIfL",8,1,"Bachelors"
"R_2TGArKLCO11z0Sl",9,1,"Bachelors"
"R_2uv5Kfhj8Bdc1t7",9,1,"Bachelors"
"R_2zZVWHbq8jMSASD",6,1,"College/Trades"
"R_dn81Bod6DqhVq0N",6,1,"College/Trades"
"R_2wuAHZnA1krAwHu",7,2,"College/Trades"
"R_3sAIvvvpOEkhXjG",11,2,"Postgrad"
"R_2QFcdOze1TJ6sI6",7,1,"College/Trades"
"R_3oEGmi6Okg9Lupt",7,1,"College/Trades"
"R_31KrenAMiQtzCNG",9,1,"Bachelors"
"R_3kNaILQzfTMIg8M",7,1,"College/Trades"
"R_2qjDIGl59j4L4By",9,2,"Bachelors"
"R_2PyTF0JzxpDZ38a",10,2,"Postgrad"
"R_2UaRL9o8iSucj0u",4,1,"No degree/ diploma"
"R_tKCGeyHRpSzWD5L",7,1,"College/Trades"
