"cps19_ResponseId","cps19_education","cps19_bornin_canada","education"
"R_23ntXZsIuuEygF3",8,1,"Bachelors"
"R_1Nn0RWFq9OKc3w4",6,1,"College/Trades"
"R_2Y8ORN2yZSQJjAJ",10,1,"Postgrad"
"R_3iU98qegFiLSZTA",9,1,"Bachelors"
"R_T627vtnrLYJW9uV",5,1,"High school"
"R_2Yud9WWXnEFyiZT",1,1,"No degree/ diploma"
"R_3nGYREzw5E6BS8E",4,1,"No degree/ diploma"
"R_s6kJs8kowJGzC7L",8,1,"Bachelors"
"R_3GAJAe9KxsuDN0b",9,2,"Bachelors"
"R_AnacWHUB2NAT6wx",5,1,"High school"
"R_1FfvztcdzXlKW4a",9,1,"Bachelors"
"R_Xn2PCNnJ5xsRsGd",7,1,"College/Trades"
"R_1gGQn1Jymy0lcBd",7,1,"College/Trades"
"R_bBGzH0wZXqzqKGt",7,1,"College/Trades"
"R_3CKjerpEFeCy4Fe",6,1,"College/Trades"
"R_2zeWSewMBDbq4SK",7,1,"College/Trades"
"R_2WNYVgQBuagZJt8",9,1,"Bachelors"
"R_1CpRORQsrMpHikD",5,1,"High school"
"R_3gTz30OOsKdbaHL",9,1,"Bachelors"
"R_3Mh7jCfCCGwBwBR",7,1,"College/Trades"
"R_dhUzOsvb5Tgylhv",9,1,"Bachelors"
"R_3FeW6oZxnJuO7m1",8,1,"Bachelors"
"R_2E9PyC8dwAfy1Sl",7,1,"College/Trades"
"R_3WwxYuBlXnHjcvT",9,1,"Bachelors"
"R_YVvAqT0Rpw0RbBD",10,1,"Postgrad"
"R_2CghFjwqBnGZSTe",6,1,"College/Trades"
"R_yqGoJHKgNSvCqIh",9,2,"Bachelors"
"R_2fDIEznquU13bhG",7,1,"College/Trades"
"R_3L1LIgKTETqbKv4",9,2,"Bachelors"
"R_1PaXQUT7y1p8j0K",10,1,"Postgrad"
"R_3rZpWOIQnfhnOHM",4,1,"No degree/ diploma"
"R_3pbi2YMWpTI7snb",7,1,"College/Trades"
"R_vq9WYsDWl3MiziF",6,1,"College/Trades"
"R_25QQibDfcHgqVbU",10,1,"Postgrad"
"R_2Tpk5PqlMXBNsCD",5,1,"High school"
"R_WpsboY2d8D6GUbD",7,1,"College/Trades"
"R_3qZL59zQVTW3dhd",8,1,"Bachelors"
"R_1IEGE7QkEj0zTLm",6,1,"College/Trades"
"R_3I4c4xF3qgzWpXo",9,1,"Bachelors"
"R_1pXoA7Uw7cbpsgG",4,1,"No degree/ diploma"
"R_2DULkl3KeuPXYj0",10,1,"Postgrad"
"R_1Fg2nA0ozqF7GmF",7,1,"College/Trades"
"R_30v3E5YfCkSKp08",4,1,"No degree/ diploma"
"R_9EtI52IFzmgra2l",5,1,"High school"
"R_1lbmVIRMyIufHKo",6,1,"College/Trades"
"R_xcqova1nnFeFINr",8,1,"Bachelors"
"R_3jclrXQ9rrKdQp9",9,1,"Bachelors"
"R_1He3QHe84DgKv9D",11,1,"Postgrad"
"R_2YQGiEBRwVaWdv6",7,1,"College/Trades"
"R_2uEbAc0it7NTYDc",10,1,"Postgrad"
"R_2Y6ft4DTjE1BI8c",10,1,"Postgrad"
"R_1nZaEmLY125uwf7",8,1,"Bachelors"
"R_1ilYO488NfjQoFX",7,1,"College/Trades"
"R_vrBatEnqqVKXiMh",5,1,"High school"
"R_yKqpK4xjPzf3wtz",7,1,"College/Trades"
"R_3hoxOtX1uxoiFok",9,1,"Bachelors"
"R_A6EVA022GTcsWFb",9,1,"Bachelors"
"R_3h3KVn0vpnWLK6b",8,1,"Bachelors"
"R_3qKbUsLLukJSj54",6,1,"College/Trades"
"R_2Tn5ahoEDsy8dSx",7,1,"College/Trades"
"R_1BYrShyIYw5DE8I",9,2,"Bachelors"
"R_3mmdSIUIFnmTCsG",5,1,"High school"
"R_1QENFx7mNq3DeC4",7,1,"College/Trades"
"R_3smljYGcykRthXE",6,1,"College/Trades"
"R_1ikV7AcGcqbiTYZ",5,1,"High school"
"R_8xqSc0Evn39gctX",10,1,"Postgrad"
"R_1mnhzf1PxtqChDX",6,1,"College/Trades"
"R_XYsDOOrzlwx73Il",5,1,"High school"
"R_1cXKSSTRFVgw88j",8,1,"Bachelors"
"R_3JqNPyx9iaslb3C",9,1,"Bachelors"
"R_sbD488QyxVM1Dnr",7,2,"College/Trades"
"R_2txvw5YrmIaS3qR",7,2,"College/Trades"
"R_1gHkykDNFcZOYpb",7,1,"College/Trades"
"R_2WA7YBGWiPb6pm0",10,1,"Postgrad"
"R_yBz9AdOn8zRPXrj",4,1,"No degree/ diploma"
"R_sZ6N6fKatk219e1",5,1,"High school"
"R_1dadPh1DjbKg32A",10,2,"Postgrad"
"R_2YDHcpbIQLnxgtL",6,1,"College/Trades"
"R_0TceEupdF7DboVX",9,2,"Bachelors"
"R_1OCaxgHKU8D7z9A",5,1,"High school"
"R_0O10kgcsAuJHW37",9,2,"Bachelors"
"R_3kpp7E3uOQ6jaKz",5,2,"High school"
"R_Depoz3Eke7CQwTL",10,1,"Postgrad"
"R_1LzCyPQjrPMlELK",7,1,"College/Trades"
"R_SJXz6Xx0vmRYumB",6,1,"College/Trades"
"R_yEIebXYb5E11RUR",11,1,"Postgrad"
"R_1loUVSCmEvnIqH3",5,1,"High school"
"R_28GTPhZMOG9bUX8",9,1,"Bachelors"
"R_2VKoefYAKq2x0WS",3,1,"No degree/ diploma"
"R_2bVIbOdrxIldwF4",7,1,"College/Trades"
"R_D2fN2VgjGy2fnj3",8,1,"Bachelors"
"R_1GDnjJUPAo1kLtp",11,1,"Postgrad"
"R_1nViYiSYZ6sBcRO",7,1,"College/Trades"
"R_2OMFxh9mkoigM8g",7,1,"College/Trades"
"R_e5s5CLtAEQVghax",9,1,"Bachelors"
"R_11WOuGuZJithYT3",8,1,"Bachelors"
"R_2ZCade4XsO7dmQE",8,1,"Bachelors"
"R_1lzBUnHM4lynDu2",7,1,"College/Trades"
"R_12mNG2ArVC0nkaG",9,1,"Bachelors"
"R_V4gV76fpoGeHYjf",7,1,"College/Trades"
"R_xl7n4wz5g4aD7fX",7,1,"College/Trades"
"R_2c8IRQ2G5QBIx3f",5,1,"High school"
"R_2PgM0TucnL7BEBC",7,1,"College/Trades"
"R_2Clz1SyV61Xgs1d",7,1,"College/Trades"
"R_3NJuEJ9NJcg0LnJ",5,1,"High school"
"R_1PcxzBqmvkfswrD",5,1,"High school"
"R_2TLwnmnXpVZxOAt",10,1,"Postgrad"
"R_1N8GtRaWkC685ub",6,1,"College/Trades"
"R_2xDUaYptnaezqeL",9,1,"Bachelors"
"R_XSM1W4CK1QmyNr3",11,2,"Postgrad"
"R_31Bkxob8QWsbA4b",7,1,"College/Trades"
"R_2fs8eXuziq1h6Th",7,1,"College/Trades"
"R_2uqQeQRnfOOTVua",11,1,"Postgrad"
"R_1OWah7qBhGP4Jm2",10,2,"Postgrad"
"R_ZmG3UXQb1pF3JiV",9,1,"Bachelors"
"R_2y1tFd7uVysuEZO",8,1,"Bachelors"
"R_3lzy4MqFukKJzvN",7,1,"College/Trades"
"R_2ZJ4LVWbzNVv3Vx",6,1,"College/Trades"
"R_2Bs4pZtekCvSmjf",9,2,"Bachelors"
"R_1LNcRBG7I3Ptm9M",7,1,"College/Trades"
"R_AEFH2zAj2jKds3v",6,1,"College/Trades"
"R_86Pb24N4l8qtn4l",7,1,"College/Trades"
"R_2bK8ksof4YKuZ94",7,1,"College/Trades"
"R_1Ol9bxeOitSsLEo",6,2,"College/Trades"
"R_yEWsqXsVcCJHboJ",9,2,"Bachelors"
"R_6m9clHShaPbbBjX",5,1,"High school"
"R_3KD4y6HqcIKiFbF",11,1,"Postgrad"
"R_2ttHHCYXn9DmWuP",8,2,"Bachelors"
"R_2uwUzWp3JuNA2Nm",8,1,"Bachelors"
"R_6AmPtD5TJLLU2lP",5,1,"High school"
"R_3knrCSM47h2jk7K",9,1,"Bachelors"
"R_TdVdQYzVmaemNzP",7,1,"College/Trades"
"R_24wrYwiMYHnFY9v",6,1,"College/Trades"
"R_3EyexZYgHJXwU8Y",9,2,"Bachelors"
"R_1NzEMNWYxRTPpex",7,1,"College/Trades"
"R_AoE9WwhisASRUCl",5,1,"High school"
"R_PILkgvSYeI5aYH7",9,1,"Bachelors"
"R_dhVaDWlIgd63cat",7,1,"College/Trades"
"R_3OfgkgyaBvSgbJL",7,1,"College/Trades"
"R_1IXldmHUEQ1gHhY",11,2,"Postgrad"
"R_27V7aK6kyZLuOcX",8,1,"Bachelors"
"R_1M6raEa7tlLJJWp",5,1,"High school"
"R_cAshx4ofHMwyHv3",7,1,"College/Trades"
"R_3CE4HeS56Rkmf6j",10,1,"Postgrad"
"R_PRMsQnbjikzTAVb",4,1,"No degree/ diploma"
"R_1mlV74fhjepmPvS",7,1,"College/Trades"
"R_3k0Nm0WA9vUeE2L",8,1,"Bachelors"
"R_3O9e0VtlvqEC7xn",6,1,"College/Trades"
"R_2rvVWWLlHsJLzFg",10,1,"Postgrad"
"R_10TUHCw198HcLUc",8,2,"Bachelors"
"R_eW1hGiS1plyg3n3",9,1,"Bachelors"
"R_3qgt0rMh5I7pB0m",8,2,"Bachelors"
"R_3KORtajVAJCP3Yk",4,1,"No degree/ diploma"
"R_2aIuHGlcV6YAbjU",9,1,"Bachelors"
"R_CmDu63j8aQR6CzL",7,1,"College/Trades"
"R_cYA1npiVTyXptJv",9,2,"Bachelors"
"R_1cRQ1ftIHAjs6uh",11,1,"Postgrad"
"R_5aHlUQVAKrcp4Kl",7,1,"College/Trades"
"R_2SCASKV0mUBtoPp",9,1,"Bachelors"
"R_12hW3MdhJciL5nB",7,1,"College/Trades"
"R_21p2gaa8clbPv9B",9,1,"Bachelors"
"R_1QAReqEO5UcopKJ",5,1,"High school"
"R_31Xa70YFPIw9WrQ",7,1,"College/Trades"
"R_3MfExLybqQcR0BR",7,1,"College/Trades"
"R_1jTlfoEhRJJCw0g",10,2,"Postgrad"
"R_3qUrN2K3XJsHZwM",6,2,"College/Trades"
"R_Ui1P0lrGavwpYU9",4,1,"No degree/ diploma"
"R_3Gg0D1MopSEvU1W",5,1,"High school"
"R_22x0raz1wHtmSKb",8,1,"Bachelors"
"R_1mIZamz71wCYFl3",8,1,"Bachelors"
"R_29p0Oo2NlMWSRVm",6,1,"College/Trades"
"R_3GoIO2PaOlmJpqi",7,1,"College/Trades"
"R_2whN0DdGWJrS25p",5,1,"High school"
"R_3GxqKpyuhz12VcU",6,1,"College/Trades"
"R_2QW0ABlkM0Y94PQ",7,1,"College/Trades"
"R_1mfuDrGT1jA5e3v",10,1,"Postgrad"
"R_1jE9lVLao6Mt0Zx",7,1,"College/Trades"
"R_9uwsHMX5TUovmGl",6,1,"College/Trades"
"R_2aKpv2OYoflKs5K",6,1,"College/Trades"
"R_31XIezsjoUCu0aB",7,1,"College/Trades"
"R_10UhMPaFv8MnRPK",6,2,"College/Trades"
"R_2xYnLyKSuSH8oug",5,1,"High school"
"R_2TEI18cdeTb11VN",5,1,"High school"
"R_3s4CoBwMTkzjq3j",8,1,"Bachelors"
"R_3fqRHbmT3GYQvuJ",9,2,"Bachelors"
"R_1oFjltQWRQ1Gfvy",7,1,"College/Trades"
"R_24l3bbvnxFvopWN",5,1,"High school"
"R_1hALI4JEcEYEDuF",9,1,"Bachelors"
"R_2rHCjacaDMmcdvj",7,1,"College/Trades"
"R_3G0QJVEsud0QCOW",7,1,"College/Trades"
"R_2AEEXU6CE58lX1v",6,2,"College/Trades"
"R_3FPBSjdNA70nHHM",9,1,"Bachelors"
"R_1lhi12yJkIYUjz5",7,1,"College/Trades"
"R_2fxHQrpy6boNiHX",6,1,"College/Trades"
"R_3kMNxfzoewRL18c",9,1,"Bachelors"
"R_zYW5a4MBG4bgdah",5,1,"High school"
"R_vq5dJOQZmL85CGB",9,2,"Bachelors"
"R_A6VUkKSqls3yEAF",6,1,"College/Trades"
"R_3hDsjE7RxUuC4Hz",9,1,"Bachelors"
"R_1N93rAqwyT4sVGL",4,1,"No degree/ diploma"
"R_2COHDcShy17OfH2",9,2,"Bachelors"
"R_3eh31cTZNKcFf8n",6,1,"College/Trades"
"R_1q2p4Awp2WLgDzX",9,1,"Bachelors"
"R_2Qu0SdEgOrcK0OL",9,2,"Bachelors"
"R_1rv58COb52H2rlW",8,1,"Bachelors"
"R_5BF06GRMYFewTjH",7,1,"College/Trades"
"R_qQlLQ8Ty20zwt9f",7,1,"College/Trades"
"R_1Ns2Rs1z9WBq00C",8,1,"Bachelors"
"R_2Slaokh8bgwhsoy",5,1,"High school"
"R_3ozt9kiFDc4FPXD",6,1,"College/Trades"
"R_1GNxSAMX41DYeWA",8,1,"Bachelors"
"R_3oRtXSOSqCGwYyD",5,1,"High school"
"R_qW62c1D64x12oh3",5,2,"High school"
"R_3JxelmmZ6MUyEqJ",6,1,"College/Trades"
"R_1FqP3SYAU7Fd3E9",6,2,"College/Trades"
"R_1gFMsmIQbO6KkLK",6,1,"College/Trades"
"R_Q4BO2ohxCl3yarL",6,1,"College/Trades"
"R_2YWadSVGRWe6U2q",9,1,"Bachelors"
"R_31iJuetiZKxFKxV",6,1,"College/Trades"
"R_3QF9nIDylbwZB8K",6,1,"College/Trades"
"R_emau9ntjlK2bamt",9,1,"Bachelors"
"R_O0T2DnNzMyoNA2t",5,1,"High school"
"R_1M5PqY6F3PrDC9F",9,1,"Bachelors"
"R_xsdWxriPSzPZCsp",11,1,"Postgrad"
"R_1It7cw1pp9bxeGM",4,1,"No degree/ diploma"
"R_3qDJ2oNtlUSnRQF",4,1,"No degree/ diploma"
"R_3HC93BqtkyHHSYd",7,1,"College/Trades"
"R_1dE7mtgijLSo9jG",5,1,"High school"
"R_1riFpWaJ1EO7Y22",9,1,"Bachelors"
"R_21hzlAEXGRVkNSv",5,2,"High school"
"R_V2SzmqJuRAMJGKZ",9,1,"Bachelors"
"R_10VNPc8z4qMt0Wd",7,1,"College/Trades"
"R_2v8QkQiYKucT8sY",10,2,"Postgrad"
"R_VPCkrjNSsRLK2Ln",9,2,"Bachelors"
"R_1jvokoDDa3z6Ptn",9,1,"Bachelors"
"R_XzaOOr77aF3NgQ1",9,2,"Bachelors"
"R_vxhxIIIxzleT8Ln",5,1,"High school"
"R_3iIIuD9HfOtQWbX",9,2,"Bachelors"
"R_1IMMECaWVrBwi21",8,1,"Bachelors"
"R_3EPWiMJDlesczRq",7,1,"College/Trades"
"R_abjysVNhcQkkKJz",11,1,"Postgrad"
"R_bkDLwnAIfzYIQs9",7,1,"College/Trades"
"R_TjQGT0yh1R4JHYR",5,1,"High school"
"R_3IcXhMQc5ZS6b6y",7,1,"College/Trades"
"R_3dFU3YpZFlC5avZ",11,1,"Postgrad"
"R_1IKReRg0lx7ihZA",5,1,"High school"
"R_2mZaQuFeavzfb3z",7,1,"College/Trades"
"R_Zz2veeoMNpQpP45",9,1,"Bachelors"
"R_2wQE0ZYN1lIVNSC",5,1,"High school"
"R_snGJOvDAGr8emZj",10,1,"Postgrad"
"R_1CsG75qTgnwODuK",9,1,"Bachelors"
"R_3EuU4MWrCRw6VFZ",3,1,"No degree/ diploma"
"R_2SiAVwkKqk87M7y",9,1,"Bachelors"
"R_2ckJP0GctQ4mDWd",7,1,"College/Trades"
"R_3suIQCNrkbECiCp",5,1,"High school"
"R_3lE3h7LMKC7nWoM",5,1,"High school"
"R_22xC3vt7ialhCdi",8,1,"Bachelors"
"R_2X4LgkieFWAomT4",9,1,"Bachelors"
"R_2zdRUF2BGz2aD5T",7,1,"College/Trades"
"R_1LTmAZuGSJyCPby",5,1,"High school"
"R_2uWDVwUjACEk1xO",6,1,"College/Trades"
"R_1KpQMjlI8SAXYpl",10,2,"Postgrad"
"R_2Tvn0KL5AxFlNqx",5,1,"High school"
"R_07k9fGTHPW8w37z",5,1,"High school"
"R_ODmWPOkPtPZvFXX",6,1,"College/Trades"
"R_2PaIIGUooKPOx4t",5,2,"High school"
"R_3dVOSbqioGVzV6H",6,1,"College/Trades"
"R_1CxZqj3DfEzIpV5",6,1,"College/Trades"
"R_PUMSTkPTeOlpdol",8,1,"Bachelors"
"R_spcfqHlsEQBArWV",5,1,"High school"
"R_6QEFXtG9327lTjz",10,2,"Postgrad"
"R_3yDgtE1hbjyYkgh",9,1,"Bachelors"
"R_1Lu1RbsM6uC6ME8",5,1,"High school"
"R_3Hn4PSWNvV1QNQO",8,1,"Bachelors"
"R_1IfPij504BYtvRF",8,1,"Bachelors"
"R_3QMf0dYefmKh5n7",7,1,"College/Trades"
"R_p45bEtV3U1duPq9",9,1,"Bachelors"
"R_1F8jFc29SimCmsD",7,1,"College/Trades"
"R_1IF9HqklcI9mGhK",5,1,"High school"
"R_3eqq9QtM6JndKTb",8,1,"Bachelors"
"R_yWU6ELgD6ZAGf3r",6,1,"College/Trades"
"R_2wAM0Cunx5xELam",10,1,"Postgrad"
"R_3g5BwkEU3ySkGz6",9,2,"Bachelors"
"R_3EMrVyhpMwqMZCZ",9,1,"Bachelors"
"R_12kZx5MMEnhUU3s",7,1,"College/Trades"
"R_d5rIfbDkFGHgznj",10,2,"Postgrad"
"R_2VDSHmV3lcTJgt4",8,1,"Bachelors"
"R_2y4xGBsW4pTpg2s",9,1,"Bachelors"
"R_2TBIW2ISWbdD6oH",7,1,"College/Trades"
"R_3dQFzJyn4nUGrmi",9,1,"Bachelors"
"R_u4WcPIubnC8rY9r",7,1,"College/Trades"
"R_1NhmwyH1zyiU03S",9,1,"Bachelors"
"R_V3HNyjq595CCHTj",5,1,"High school"
"R_22UZNk541g8J6og",9,1,"Bachelors"
"R_2TogiWQu4A4QG83",8,1,"Bachelors"
"R_2RVQw9eyUYXlUof",9,1,"Bachelors"
"R_sLvnMO6LDg7H77X",9,2,"Bachelors"
"R_3UGt6rmkhlNeXtL",7,1,"College/Trades"
"R_1JK3SsJCJSngAPv",7,1,"College/Trades"
"R_3qUsIxZSLF9d0le",7,1,"College/Trades"
"R_bDxdFuonjo0LOjT",9,2,"Bachelors"
"R_1NlgsS4niRafOgU",9,1,"Bachelors"
"R_sO6LnWxYYOoiyhb",7,1,"College/Trades"
"R_1C13w3uMiA29VEK",10,1,"Postgrad"
"R_3HXh4k51jLET8wm",9,1,"Bachelors"
"R_2vcenLPNMuIaalI",5,1,"High school"
"R_ysffP7FpSScA169",10,2,"Postgrad"
"R_2vce01x2vv1cD5U",9,1,"Bachelors"
"R_ANUwuFpFY2Miiml",5,1,"High school"
"R_1dcWqCTMCl74Bgv",8,1,"Bachelors"
"R_3h48jiAtM38bV0Y",4,1,"No degree/ diploma"
"R_sikB0MZcCxFBYvD",9,2,"Bachelors"
"R_2dW4FxW1mDIUCyy",5,1,"High school"
"R_2q1ypAQMvy6c5Cc",10,2,"Postgrad"
"R_3svShJkniHafMoF",6,1,"College/Trades"
"R_OKniy9NXFj3UrO9",6,1,"College/Trades"
"R_1Ft9AuMh0WTGKI3",5,1,"High school"
"R_3EmxhhgiGCFYBjS",5,1,"High school"
"R_2X0QrslV2Ww7h3k",4,1,"No degree/ diploma"
"R_1fa73JAGrug7JXe",6,2,"College/Trades"
"R_27KBmXoJ52KuYYK",10,2,"Postgrad"
"R_2s0dV13gfJDhdpm",9,2,"Bachelors"
"R_eDOZXsmEOrm25wt",7,1,"College/Trades"
"R_3NVyw2MwmJBHgdy",8,1,"Bachelors"
"R_u8M5tPBQ1N8RbKp",5,1,"High school"
"R_2ro8L43TmASihIR",6,1,"College/Trades"
"R_6EVeS91xO04DDQB",9,1,"Bachelors"
"R_xaw089xDXlvyXRv",9,1,"Bachelors"
"R_3PBS3ZjBzRgYeXm",9,1,"Bachelors"
"R_1EccIuHZkiKMgZK",7,1,"College/Trades"
"R_2CIjffb2mGjR8g3",6,1,"College/Trades"
"R_1kXGlJzzbyyzcSk",6,1,"College/Trades"
"R_3n1xvcEaXiZhfPj",7,1,"College/Trades"
"R_SDbCTDqLWBA1jPz",6,1,"College/Trades"
"R_28SRX3dm82evZB0",5,1,"High school"
"R_ptvN4r1whXFi1ah",5,1,"High school"
"R_1kTasqDDAKduu1r",7,1,"College/Trades"
"R_T0kcGz78lEvkyhH",7,1,"College/Trades"
"R_1JOwZB7Kcf8OelQ",11,2,"Postgrad"
"R_1Q4vDgfSk044s3u",7,1,"College/Trades"
"R_31zQcGeT83fHcmI",5,1,"High school"
"R_3pfomsZKwsZmw8T",8,1,"Bachelors"
"R_3JwkBVMTKIcAIXS",7,1,"College/Trades"
"R_3qD39aAvll15lJT",9,1,"Bachelors"
"R_QnZe4APti7UU91v",4,1,"No degree/ diploma"
"R_3smh5mnVRttZRbs",9,1,"Bachelors"
"R_vHtSSA53slvsqVX",9,1,"Bachelors"
"R_3niVeNP5WDvG0EG",8,1,"Bachelors"
"R_zVljO6OjE5c0jmx",7,1,"College/Trades"
"R_3JnnwWWqgQq3X21",9,1,"Bachelors"
"R_2zBG8subtrgTy3I",9,1,"Bachelors"
"R_2qfSJvpBcHz7ADS",7,1,"College/Trades"
"R_28Gs9g2Ph7xkYE5",7,1,"College/Trades"
"R_3nHGflRtnqzYzRh",11,1,"Postgrad"
"R_2fDTfRuwL4pbzYT",5,1,"High school"
"R_1NEb9WuH3h1FzJ7",7,1,"College/Trades"
"R_11ZpFVe5h3WqpYY",8,1,"Bachelors"
"R_31GYEC9AeVoT1Qg",5,1,"High school"
"R_3oSYdd9F0fGrgLA",8,1,"Bachelors"
"R_3Em5nlvc6klNiHE",7,1,"College/Trades"
"R_3Rx4j7e038iqJNx",10,1,"Postgrad"
"R_2BguzQnWAKadNO0",7,1,"College/Trades"
"R_2QAhVQcRyI5omdk",7,1,"College/Trades"
"R_3q80eKbYrZEJq76",7,1,"College/Trades"
"R_1JJXdvaxBtjMRMR",6,1,"College/Trades"
"R_2V7Txv7qjqMJ3pK",8,1,"Bachelors"
"R_1H6x1J41nDWVCEi",7,1,"College/Trades"
"R_245oLnHpg3jpKJX",8,1,"Bachelors"
"R_1eK6RoOYJTIOh0o",9,2,"Bachelors"
"R_1mFsUvvfxp12bzy",5,1,"High school"
"R_1rxfGexEeHw2VMm",6,1,"College/Trades"
"R_30ocIhD6TKOQfO4",6,1,"College/Trades"
"R_23VGZna51oU3DQ4",10,2,"Postgrad"
"R_YY060U6v1erLvDX",9,1,"Bachelors"
"R_1OOyC35QsIEpQbp",9,1,"Bachelors"
"R_2upMyJqwoOxQryJ",9,2,"Bachelors"
"R_2ri6jWWf3hbtex8",7,1,"College/Trades"
"R_0CKgq00ZXLZ8dy1",9,1,"Bachelors"
"R_3hilyXNzQsHy4dL",5,1,"High school"
"R_b7UQuzdH67ndLmF",4,1,"No degree/ diploma"
"R_3m4dfNE54yTH5nV",6,1,"College/Trades"
"R_1JLBmi2164wvq0t",5,1,"High school"
"R_1mfoFKaERrPbqEB",9,1,"Bachelors"
"R_Oe9oJCAjnUys0sp",4,1,"No degree/ diploma"
"R_1pxwCxYg0Mntpeo",9,1,"Bachelors"
"R_1QryAvpYkg9qChA",8,1,"Bachelors"
"R_27vtJE99k7nOdK4",5,1,"High school"
"R_1LdQUucnKMmZ1j0",11,2,"Postgrad"
"R_20TlrzOg6ntNTMK",8,1,"Bachelors"
"R_2UWQgQj7LVoOSTK",6,1,"College/Trades"
"R_2tKgdFsBRNYsWof",6,1,"College/Trades"
"R_1LS8ubh8XOoNOmm",6,1,"College/Trades"
"R_2S7Ha2x7czEPvT6",9,1,"Bachelors"
"R_3kb8ZBi4LVukY5w",7,1,"College/Trades"
"R_ekVZErFbPS2Q4dH",5,1,"High school"
"R_2f9YpwNw6KRSMZM",7,1,"College/Trades"
"R_2fdiO3Sj5KGuue6",5,1,"High school"
"R_3fJIVu4AdHFaYMI",9,1,"Bachelors"
"R_3h4pejXWbOFaWD4",9,1,"Bachelors"
"R_3CI8SfEH0tTePFF",8,1,"Bachelors"
"R_2urgVMNSZfgSnr4",9,1,"Bachelors"
"R_20YuE4tzkcYlN3J",5,1,"High school"
"R_1mCuXiENQA8ojnJ",9,1,"Bachelors"
"R_8zWGf7bsk2JpSnL",9,1,"Bachelors"
"R_12Sw3LIDZZsQLVq",9,1,"Bachelors"
"R_2antWw7WMV16Guv",4,1,"No degree/ diploma"
"R_2bJLajmOtzVufyu",5,2,"High school"
"R_3Ja4ajRiTOrmQOl",6,1,"College/Trades"
"R_2wBMzy6IQ1Pvwgy",7,1,"College/Trades"
"R_1qdHY81uRDHQajS",10,1,"Postgrad"
"R_3HwwGDTeVXelnoc",9,2,"Bachelors"
"R_1f1Ph5uFSJtcz2R",9,2,"Bachelors"
"R_3QGc3uGJPGWtst9",7,1,"College/Trades"
"R_3gRieuhKBCCEOMu",7,2,"College/Trades"
"R_232VwEPr38ORNet",7,1,"College/Trades"
"R_r0dEhikwcM2oQxP",10,1,"Postgrad"
"R_3PntyEQ57MxHKTI",5,2,"High school"
"R_2dokaiSJlIT1zi2",7,1,"College/Trades"
"R_PG0I90Rg13qBGGR",5,1,"High school"
"R_XiA6p1wfIHBXMt3",7,1,"College/Trades"
"R_3O33LKPqRaGFbGQ",9,2,"Bachelors"
"R_1Kq0bveTmvZnRk8",5,1,"High school"
"R_3OpLyeuzqgYkarH",9,1,"Bachelors"
"R_2cAVWk8u3umHyNj",5,2,"High school"
"R_2dgOcUShHUWRpjO",10,1,"Postgrad"
"R_2ToqDQaWcJfwxiU",9,1,"Bachelors"
"R_e4X4rWGpynW8wGR",7,1,"College/Trades"
"R_339ZcIazKELcGDW",8,1,"Bachelors"
"R_1eLFaRQd9MPunln",4,2,"No degree/ diploma"
"R_3MlisOGlDvhXD9v",7,1,"College/Trades"
"R_3GxE6QuAckjYLUi",6,1,"College/Trades"
"R_5AYzJIuCE2SKh5T",5,2,"High school"
"R_6PxGViLEFi4D9tL",6,1,"College/Trades"
"R_1LGA9RFObVH7BGk",11,1,"Postgrad"
"R_3GjgkDk0fGsboxH",10,2,"Postgrad"
"R_qwjt5ihOjMzcoyR",9,1,"Bachelors"
"R_2VfkeK0XbFQgBng",9,2,"Bachelors"
"R_29s44YufepGOYTC",7,1,"College/Trades"
"R_2uJP7FEIXG40W56",7,1,"College/Trades"
"R_ZldeGqzLzNt059L",11,2,"Postgrad"
"R_u3qDkCSOXWjv9zb",9,1,"Bachelors"
"R_3hGwE3U9hjp6Mbt",7,1,"College/Trades"
"R_1JJl7tRCQgXAP8k",7,1,"College/Trades"
"R_1ePlIJ1IxzJw0ca",5,1,"High school"
"R_1DZJ1QSdKc8OfgD",7,1,"College/Trades"
"R_21BeZrGRbfEEyvp",8,1,"Bachelors"
"R_2eOJbyVrFtPQ8bM",8,1,"Bachelors"
"R_2vkUKRMQqAoRNlh",10,1,"Postgrad"
"R_1F3bnJnclXD6U7y",9,2,"Bachelors"
"R_1DIHTtdcAvZu7kG",5,1,"High school"
"R_25yyt41a585uJnD",11,1,"Postgrad"
"R_1JDT6u1gaa4svk1",6,1,"College/Trades"
"R_RF8JQwEXcJ7FoZP",6,1,"College/Trades"
"R_2BgoEBa456iKbSp",9,2,"Bachelors"
"R_26gKiy3b46bo8uH",9,1,"Bachelors"
"R_2EH1jNQF23ONH9R",5,1,"High school"
"R_1n1NI3ZpcU38BsN",8,1,"Bachelors"
"R_1zgF25GTzN6amEF",5,1,"High school"
"R_3qm4h7TudNAeCjB",6,1,"College/Trades"
"R_2PolsB9it2PHybR",7,2,"College/Trades"
"R_3flpErq7fJlKBlT",6,1,"College/Trades"
"R_3n2u4epUAPrlh9B",11,1,"Postgrad"
"R_3L6j6weWNPWeqbt",10,1,"Postgrad"
"R_2QfTAkJvBP6tbDb",9,1,"Bachelors"
"R_5p7BJzBLiEmoBpv",7,1,"College/Trades"
"R_3Mio5yH1CIAArOU",5,1,"High school"
"R_2YFaC7Xu2RD9Y8d",9,2,"Bachelors"
